年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2005,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,158,168
2005,7,都市再生機構,藤の台団地(本町田・金井町),3229,3484,3651
2005,7,都市再生機構,山崎団地(山崎町）,4106,4462,4765
2005,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2802,2913,3255
2005,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1476,2196,2312
2005,8,東京都住宅供給公社,森野住宅（森野1丁目）,433,348,433
2005,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,917,831,881
2005,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,815,695,682
2005,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4712,4715,4607
2005,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,781,792
2005,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2234,2119,2089
2005,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,158,170
2005,8,都市再生機構,藤の台団地(本町田・金井町),3227,3474,3651
2005,8,都市再生機構,山崎団地(山崎町）,4091,4445,4745
2005,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2807,2913,3262
2005,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1476,2186,2307
2005,9,東京都住宅供給公社,森野住宅（森野1丁目）,433,349,433
2005,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,918,834,881
2005,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,817,696,682
2005,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4734,4727,4614
2005,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,777,793
2005,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2233,2119,2077
2005,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,158,170
2005,9,都市再生機構,藤の台団地(本町田・金井町),3218,3460,3640
2005,9,都市再生機構,山崎団地(山崎町）,4081,4428,4729
2005,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2812,2920,3257
2005,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,2183,2306
2005,10,東京都住宅供給公社,森野住宅（森野1丁目）,432,348,431
2005,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,916,832,872
2005,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,814,690,681
2005,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4736,4723,4608
2005,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,904,781,791
2005,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2236,2123,2081
2005,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,158,172
2005,10,都市再生機構,藤の台団地(本町田・金井町),3210,3451,3623
2005,10,都市再生機構,山崎団地(山崎町）,4073,4413,4718
2005,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2812,2916,3255
2005,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1480,2186,2302
2005,11,東京都住宅供給公社,森野住宅（森野1丁目）,430,347,428
2005,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,917,829,874
2005,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,814,688,684
2005,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4726,4718,4604
2005,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,905,783,790
2005,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2240,2130,2082
2005,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,159,174
2005,11,都市再生機構,藤の台団地(本町田・金井町),3216,3442,3613
2005,11,都市再生機構,山崎団地(山崎町）,4078,4397,4710
2005,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2808,2916,3242
2005,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1477,2179,2288
2005,12,東京都住宅供給公社,森野住宅（森野1丁目）,429,345,427
2005,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,914,828,868
2005,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,818,695,684
2005,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4720,4708,4593
2005,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,779,779
2005,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2243,2138,2081
2005,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,157,173
2005,12,都市再生機構,藤の台団地(本町田・金井町),3213,3435,3604
2005,12,都市再生機構,山崎団地(山崎町）,4079,4382,4710
2005,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2804,2904,3235
2005,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1481,2175,2285
2006,1,東京都住宅供給公社,森野住宅（森野1丁目）,428,344,426
2006,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,915,830,868
2006,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,817,697,687
2006,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4708,4674,4576
2006,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,779,782
2006,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2235,2127,2070
2006,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,157,174
2006,1,都市再生機構,藤の台団地(本町田・金井町),3219,3434,3600
2006,1,都市再生機構,山崎団地(山崎町）,4083,4373,4708
2006,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2799,2895,3231
2006,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,2170,2279
2006,2,東京都住宅供給公社,森野住宅（森野1丁目）,428,344,425
2006,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,917,828,865
2006,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,818,691,687
2006,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4709,4669,4580
2006,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,778,782
2006,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2235,2127,2071
2006,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,156,174
2006,2,都市再生機構,藤の台団地(本町田・金井町),3219,3424,3605
2006,2,都市再生機構,山崎団地(山崎町）,4076,4359,4697
2006,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2801,2885,3227
2006,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1478,2154,2280
2006,3,東京都住宅供給公社,森野住宅（森野1丁目）,427,342,423
2006,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,919,827,867
2006,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,823,695,685
2006,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4709,4659,4577
2006,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,777,780
2006,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2242,2130,2079
2006,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,156,171
2006,3,都市再生機構,藤の台団地(本町田・金井町),3218,3415,3599
2006,3,都市再生機構,山崎団地(山崎町）,4066,4343,4675
2006,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2793,2869,3213
2006,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1478,2149,2278
2006,4,東京都住宅供給公社,森野住宅（森野1丁目）,426,340,422
2006,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,911,818,861
2006,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,817,687,682
2006,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4705,4642,4562
2006,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,896,767,775
2006,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2234,2108,2062
2006,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,155,171
2006,4,都市再生機構,藤の台団地(本町田・金井町),3232,3413,3590
2006,4,都市再生機構,山崎団地(山崎町）,4059,4308,4654
2006,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2795,2854,3209
2006,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1478,2138,2265
2006,5,東京都住宅供給公社,森野住宅（森野1丁目）,426,339,418
2006,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,910,816,863
2006,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,818,691,683
2006,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4713,4643,4550
2006,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,897,766,772
2006,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2225,2099,2058
2006,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,155,171
2006,5,都市再生機構,藤の台団地(本町田・金井町),3225,3388,3562
2006,5,都市再生機構,山崎団地(山崎町）,4058,4298,4650
2006,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2795,2847,3198
2006,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1476,2126,2251
2006,6,東京都住宅供給公社,森野住宅（森野1丁目）,425,339,417
2006,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,911,816,867
2006,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,820,693,678
2006,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4717,4643,4545
2006,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,891,761,765
2006,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2226,2099,2056
2006,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,154,170
2006,6,都市再生機構,藤の台団地(本町田・金井町),3223,3383,3544
2006,6,都市再生機構,山崎団地(山崎町）,4060,4286,4643
2006,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2799,2852,3203
2006,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1472,2112,2235
2006,7,東京都住宅供給公社,森野住宅（森野1丁目）,426,340,419
2006,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,910,817,863
2006,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,823,695,675
2006,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4732,4632,4555
2006,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,758,759
2006,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2233,2096,2061
2006,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,152,166
2006,7,都市再生機構,藤の台団地(本町田・金井町),3212,3364,3527
2006,7,都市再生機構,山崎団地(山崎町）,4049,4275,4622
2006,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2802,2844,3200
2006,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1474,2112,2235
2006,8,東京都住宅供給公社,森野住宅（森野1丁目）,426,340,418
2006,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,904,815,857
2006,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,825,700,674
2006,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4723,4615,4534
2006,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,886,755,757
2006,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2241,2100,2062
2006,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,153,166
2006,8,都市再生機構,藤の台団地(本町田・金井町),3210,3357,3517
2006,8,都市再生機構,山崎団地(山崎町）,4039,4247,4596
2006,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2807,2849,3200
2006,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1478,2110,2238
2006,9,東京都住宅供給公社,森野住宅（森野1丁目）,424,338,416
2006,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,900,813,854
2006,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,821,695,671
2006,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4730,4602,4539
2006,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,896,763,760
2006,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2238,2100,2060
2006,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,152,166
2006,9,都市再生機構,藤の台団地(本町田・金井町),3201,3344,3503
2006,9,都市再生機構,山崎団地(山崎町）,4036,4229,4583
2006,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2809,2846,3197
2006,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1477,2101,2230
2006,10,東京都住宅供給公社,森野住宅（森野1丁目）,425,336,416
2006,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,900,809,853
2006,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,820,693,668
2006,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4725,4594,4521
2006,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,754,756
2006,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2224,2090,2046
2006,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,153,166
2006,10,都市再生機構,藤の台団地(本町田・金井町),3189,3319,3488
2006,10,都市再生機構,山崎団地(山崎町）,4025,4212,4563
2006,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2804,2823,3185
2006,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1476,2097,2225
2006,11,東京都住宅供給公社,森野住宅（森野1丁目）,422,331,414
2006,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,903,807,853
2006,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,820,692,668
2006,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4724,4584,4510
2006,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,887,751,754
2006,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2221,2086,2041
2006,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,152,165
2006,11,都市再生機構,藤の台団地(本町田・金井町),3185,3311,3483
2006,11,都市再生機構,山崎団地(山崎町）,4013,4183,4537
2006,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2805,2826,3181
2006,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,2094,2218
2006,12,東京都住宅供給公社,森野住宅（森野1丁目）,423,332,415
2006,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,906,810,852
2006,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,826,694,673
2006,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4724,4584,4504
2006,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,756,753
2006,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2222,2082,2033
2006,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,153,165
2006,12,都市再生機構,藤の台団地(本町田・金井町),3182,3294,3481
