回答者(or No.),問１　お子さんとあなた（回答者）との関係は、以下のどれになりますか。お子さんからみた続き柄で、お答えください。,問１　５　その他,問２　あなたの年齢を教えてください。,問２　あなたの年齢を教えてください。,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　３　祖父／人数,問３　４　祖母／人数,問３　５　兄／人数,問３　６　姉／人数,問３　７　弟／人数,問３　８　妹／人数,問３　９　その他の親戚／人数,問３　10　その他／人数,問４　現在のあなたの婚姻状況を教えてください。,問５　離婚相手と子どもの養育費の取り決めをしていますか。また、養育費を現在受け取っていますか。,問６　お子さんと同居しているご家族の中に、高齢であったり障がいがあったりするなど、介護が必要な方はいますか。,問７　お子さんが病気のときや、ご自身の用事のときなどに頼れる親族や友人などがいますか。,問８　両親の国籍／A　母親,問８　両親の国籍／B　父親,問９　両親の就労状況／A　母親,問９　両親の就労状況／B　父親,問９1　働いていない最も主な理由／A　母親,問９1　働いていない最も主な理由／B　父親,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親,問９3　平日の日中以外の勤務／A　母親（複数回答１）,問９3　平日の日中以外の勤務／A　母親（複数回答２）,問９3　平日の日中以外の勤務／A　母親（複数回答３）,問９3　平日の日中以外の勤務／A　母親（複数回答４）,問９3　平日の日中以外の勤務／A　母親（複数回答５）,問９3　平日の日中以外の勤務／A　母親　６　その他,問９3　平日の日中以外の勤務／B　父親（複数回答１）,問９3　平日の日中以外の勤務／B　父親（複数回答２）,問９3　平日の日中以外の勤務／B　父親（複数回答３）,問９3　平日の日中以外の勤務／B　父親（複数回答４）,問９3　平日の日中以外の勤務／B　父親（複数回答５）,問９3　平日の日中以外の勤務／B　父親（複数回答６）,問９3　平日の日中以外の勤務／B　父親　６　その他,問10　昨年１年間（2022年１月～12月）の収入（税込）／A　母親,問10　昨年１年間（2022年１月～12月）の収入（税込）／B　父親,問10　昨年１年間（2022年１月～12月）の収入（税込）／C　その他生計を一にする家族,問11　お子さんに、どの段階までの教育を受けさせたいと考えていますか,問111　問11で回答した理由を教えてください。（複数回答１）,問111　問11で回答した理由を教えてください。（複数回答２）,問111　問11で回答した理由を教えてください。（複数回答３）,問111　問11で回答した理由を教えてください。（複数回答４）,問111　問11で回答した理由を教えてください。（複数回答５）,問111　５　その他,問12　健康状態／①　あなた（回答者）,問12　健康状態／②　お子さん,問13　全体として、あなたは最近の生活に、どのくらい満足していますか。,問14　あなたのご家庭では、このお子さんのために就学援助費を受け取っていますか。,問141　受け取っていない理由を教えてください。,問141　７　その他,問15　あなたは、平日（お子さんの学校のある日）に毎日、朝ごはんを食べますか。,問16　A　お子さんの勉強をみる,問16　B　お子さんと外でからだを動かして遊ぶ（スポーツなど）,問16　C　お子さんと室内でゲーム等で遊ぶ（テレビゲーム・携帯ゲーム・将棋・トランプ・ボードゲームなど）,問16　D　お子さんと学校生活、ニュース、テレビ番組等の話をする,問16　E　お子さんと一緒に家事など（料理等）をする,問16　F　お子さんと一緒に買い物等外出をする,問17　A　海水浴・登山などに行く,問17　B　博物館・科学館・美術館などに行く,問17　C　キャンプやバーベキューなどに行く,問17　D　スポーツ観戦や映画・コンサートなどに行く,問17　E　遊園地やテーマパークなどに行く,問18　あなたは、お子さんの将来（夢・進路・職業等）について、お子さんと一緒に考えたり、話したりすることがありますか。,問19　買えなかったこと／①食料,問19　買えなかったこと／②衣類,問20　Ａ　電話料金,問20　Ｂ　電気料金,問20　Ｃ　ガス料金,問20　Ｄ　水道料金,問20　Ｅ　家賃,問20　Ｆ　住宅ローン,問20　Ｇ　その他の債務,問21　Ａ　毎月お小遣いを渡す,問21　Ｂ　毎年新しい洋服・靴を買う,問21　Ｃ　習い事(音楽、スポーツ、習字等)に通わせる,問21　Ｄ　学習塾に通わせる（または家庭教師に来てもらう）,問21　Ｅ　お誕生日のお祝いをする,問21　Ｆ　１年に１回くらい家族旅行に行く,問21　Ｇ　クリスマスのプレゼントや正月のお年玉をあげる,問21　Ｈ　子どもの学校行事などに親が参加する,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答１）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答２）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答３）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答４）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答５）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答６）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答７）,問23　最後に通った学校／A　母親,問23　最後に通った学校／B　父親,問231　学校を卒業したか／A　母親,問231　学校を卒業したか／A　母親　3　その他,問231　学校を卒業したか／B　父親,問231　学校を卒業したか／B　父親　3　その他,問24　あなたが15歳前後当時の、あなたのご家庭の暮らしの状況について、最も近いものを教えてください。,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答１）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答２）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答３）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答４）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答５）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答１）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答２）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答３）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答４）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答５）,問27　A　現在の受け取り方法（複数回答１）,問27　A　現在の受け取り方法（複数回答２）,問27　A　現在の受け取り方法（複数回答３）,問27　A　現在の受け取り方法（複数回答４）,問27　A　現在の受け取り方法（複数回答５）,問27　A　現在の受け取り方法（複数回答６）,問27　A　現在の受け取り方法（複数回答７）,問27　A　７　その他,問27　B　今後、受け取りたい方法（複数回答１）,問27　B　今後、受け取りたい方法（複数回答２）,問27　B　今後、受け取りたい方法（複数回答３）,問27　B　今後、受け取りたい方法（複数回答４）,問27　B　今後、受け取りたい方法（複数回答５）,問27　B　今後、受け取りたい方法（複数回答６）,問27　B　今後、受け取りたい方法（複数回答７）,問27　B　７　その他,問28　あなたは、本当に困ったときや悩みがあるとき、相談できる人（家族、友人、親戚、同僚など）がいますか。,問29　Ａ　市役所の窓口,問29　Ｂ　子ども家庭支援センター,問29　Ｃ　学校・保育所・幼稚園の先生、スクールカウンセラーなど,問29　Ｄ　民生委員・児童委員,問29　Ｅ　児童相談所,問29　Ｆ　ハローワーク,問29　Ｇ　上記以外の公的機関,問30　あなたは「子どもの権利条約」について知っていますか。,問31　あなたが狛江市に期待することなどがありましたら、ご自由にお書きください。,学年,生活困難度,世帯タイプ,生活困難度（統合）,世帯タイプ（統合）,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親
274,2,,48,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,1,1,,,45,50,2,,,,,,2,,,,,,,8,8,,4,2,,,,,,4,3,4,2,4,,1,4,4,4,3,3,3,1,1,1,1,1,3,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,6,,,,,,,6,7,1,,1,,3,4,,,,,4,,,,,1,,,,,,,,3,4,,,,,,,1,2,2,1,2,2,2,1,3,,1,3,1,2,1,5,6
275,2,,44,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,3,1,,,2,40,7,,,,,,7,,,,,,,3,10,,4,2,,,,,,3,3,4,2,4,,1,1,2,1,4,4,4,1,4,1,4,1,3,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,6,,,,,,,9,8,3,大学院を満期退学した。,1,,1,8,,,,,7,,,,,1,2,3,4,5,,,,1,2,3,4,5,6,,,1,2,1,1,2,2,2,2,3,近年LGBTQについて推進していますが、欧米では10年前から性自認主義を導入し、子ども達に様々な弊害が出ています。その中には10代の少女達が乳房除去をしてしまうという不可逆的手術やホルモン剤投与などもあります。また更衣室や女子トイレ、女子シャワーを「心が女性」と主張する男子生徒と共有しなければならない、それに抗議すると退学になる事例が報告されています。日本では野与党あげてトランスジェンダー、性自認を推進していますが、欧米の事例はマスコミは紹介しません。学校現場への導入は慎重にしてもらいたいです。,1,3,1,2,1,1,5
276,2,,37,1,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,2,1,1,4,1,,,40,45,2,,,,,,1,2,,,,,,,,,5,5,,,,,子供が決めることだから。,1,1,4,2,,,2,2,4,3,1,2,2,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,7,7,1,,1,,,,,,,,7,,,,,3,4,5,,,,,,3,5,,,,,,,1,4,4,4,4,4,1,,4,・市内で子供が遊ぶ場所が少ない（汚い公園、草むしりされていない公園などが多い）　・不審者対策が甘い　・教育（教師の育成）にもっと力を入れてほしい。数年に一度は先生の不祥事があったりするので…。,1,,1,,1,5,5
277,2,,34,1,1,2,6,7,,,,1,2,6,7,,,,,,,1,1,,,,1,,2,2,2,2,3,2,,,28,66,4,,,,,,2,4,5,,,,,1,5,1,4,1,,,,,,3,3,3,1,,,1,4,4,4,4,2,2,2,2,2,2,1,3,1,1,2,2,2,2,2,,2,3,1,3,3,1,3,3,3,,,,,,,,8,8,1,,1,,1,8,,,,,7,,,,,,,,,,,,,3,4,5,,,,,,1,1,5,1,5,5,5,5,4,特になし。,1,1,1,1,1,3,7
278,2,,41,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,3,1,,,20,50,4,,,,,,1,2,3,4,5,,,3,11,,4,2,,,,,,1,1,5,2,4,,1,1,4,3,1,1,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,,1,,,,2,8,,,,,7,,,,,2,3,4,5,6,,,,2,3,5,6,,,,,1,2,2,2,2,2,2,2,2,,1,3,1,2,1,3,6
279,2,,,,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,5,1,2,,,50,,,,,,,5,,,,,,,1,12,,4,1,2,,,,,2,2,5,2,4,,1,1,4,3,1,3,3,4,1,4,1,1,1,4,4,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,3,,,,,7,,,,,1,4,5,6,,,,,1,4,6,,,,,,1,2,2,2,2,2,2,2,3,,1,3,1,2,1,,6
280,1,,48,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,1,1,,,40,40,7,,,,,,7,,,,,,,12,12,,4,3,,,,,,1,1,5,2,4,,1,1,3,1,2,3,3,1,3,1,1,1,2,4,4,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,,,,,,,,8,8,1,,1,,3,,,,,,,,,,,2,3,4,5,,,,,2,3,5,,,,,,1,2,2,2,2,2,2,2,2,,1,3,1,2,1,5,5
281,2,,43,2,1,7,,,,,,1,7,,,,,,,,,,1,,,,1,,2,2,1,1,3,1,,,18,50,4,,,,,,7,,,,,,,3,12,,4,2,3,,,,,1,1,2,2,1,,1,2,3,4,1,3,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,7,,,,,1,4,5,6,,,,,1,4,5,6,,,,,1,1,1,2,2,2,2,2,3,時流のため子どもの将来に不安があります。一人で自立していけるような力を育てる施策をお願いします。自分に自信をつける/長期的な視点だけでなく、例えば数年後のイメージができるような中・高・大生とも意見交換や話が聞ける機会/学校以外での学びの場など。,1,,,,,2,6
282,2,,48,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,40,40,7,,,,,,5,,,,,,,7,7,,4,2,,,,,,1,1,5,2,4,,4,3,4,3,1,2,2,1,4,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,2,8,,,,,7,,,,,1,3,4,5,,,,,1,3,4,5,,,,,1,2,2,2,2,2,2,2,2,,1,3,1,2,1,5,5
283,2,,42,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,5,4,2,,,35,,,,,,,7,,,,,,,1,12,,4,2,,,,,,4,1,5,2,4,,1,1,3,3,1,3,3,1,1,4,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,8,8,1,,1,,1,5,,,,,7,,,,,1,3,5,6,,,,,1,3,4,6,,,,,1,1,1,1,2,3,2,,,「差別の禁止」について　差別は良くないことだと思うが、区別は必要だと思う。行き過ぎたLGBT教育は絶対に子供にして欲しくありません。アイデンティティの確立していない子供達に自分の気持ち次第で男or女になれること（トランスジェンダー）、同性婚は良い事だと子供を誘導すること（実際一小四年時のLGBT教育でありました）、性別は男女2つではなく沢山ある…etcなど、おかしな思想を植え付ける事だけはやめて下さい。,1,3,1,2,1,,4
284,2,,48,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,1,1,,,48,60,4,,,,,,2,4,,,,,,9,8,,4,1,2,,,,,3,1,2,2,1,,1,2,4,4,1,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,8,,,,,,,7,8,1,,1,,1,8,,,,,7,,,,,4,5,,,,,,,3,4,5,,,,,,1,2,2,2,2,2,2,2,1,,1,2,1,1,1,5,7
285,2,,44,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,1,1,,,40,50,7,,,,,,4,,,,,,,7,8,,4,2,3,,,,,3,3,2,2,5,,1,3,4,2,2,3,3,4,1,4,1,2,3,4,4,2,2,2,2,2,3,3,1,1,1,2,1,2,1,1,,,,,,,,8,7,1,,1,,3,8,,,,,2,3,4,5,6,1,2,3,4,5,,,,1,2,3,4,5,,,,2,2,1,1,2,2,2,2,4,高齢者福祉に力を入れすぎて、予算やマンパワーが他の分野でおろそかにならないようにしてほしいです。,1,3,1,2,1,5,6
286,2,,41,2,1,2,8,,,,,1,2,8,,,,,,,,,,2,,,1,,2,1,1,1,1,1,,,20,,4,5,,,,,1,4,5,,,,,3,12,,3,1,,,,,,1,1,2,2,4,,1,1,4,4,1,1,1,1,4,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,9,1,,1,,1,8,,,,,7,,,,,4,5,6,,,,,,3,4,5,6,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,3,
287,2,,,,1,2,6,8,,,,1,2,6,8,,,,,,,1,,1,,,1,,2,1,1,1,1,1,,,20,,4,5,,,,,1,4,5,,,,,3,12,,3,1,,,,,,1,1,2,2,4,,1,1,4,4,1,1,1,1,4,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,9,1,,1,,1,8,,,,,7,,,,,4,5,6,,,,,,3,4,5,6,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,3,
288,2,,40,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,1,3,,,40,30,2,3,,,,,4,5,,,,,,8,5,,5,3,4,,,,,3,1,3,2,4,,1,2,3,3,2,3,3,3,1,4,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,9,9,1,,1,,3,8,,,,,7,,,,,1,4,5,6,,,,,1,4,5,6,,,,,1,2,1,1,2,2,2,2,2,学習に不安があると担任の先生に相談した際、とても親身になってくださり、狛江市の教育相談室のカウンセリングを受けることができました。とてもよい機関ですし、連携もされていて安心感がありました。カウンセラーの先生方や、学校の先生方に感謝しています。みなさんが働きやすい環境で、これからも続いてほしいと思っています。,1,3,1,2,1,5,4
289,2,,42,2,1,2,5,7,,,,1,2,5,7,,,,,,1,,1,,,,1,,2,1,1,1,3,1,,,10,60,7,,,,,,2,4,5,,,,,3,12,,4,2,,,,,,3,1,4,2,1,,1,3,3,3,1,1,2,1,4,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,6,8,1,,1,,4,8,,,,,7,,,,,1,2,4,,,,,,1,2,5,,,,,,1,2,2,1,2,2,2,2,2,狛江市の中学の成績表のつけ方が、他市他区より厳しいのではないかと保護者の間で話題になっています。特に二中ではかなり厳しいと塾の先生もおっしゃっていました。他区に転校して、成績が一気に上がったなんて話しも…。その様な不公平感のない様に狛江市をあげてして頂きたいと思います。,1,3,1,2,1,2,7
290,2,,49,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,2,1,1,3,1,,,30,50,7,,,,,,7,,,,,,,7,12,,4,2,,,,,,3,3,3,2,1,,2,2,4,4,2,3,3,3,3,3,1,1,2,4,4,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,8,,,,,,,8,9,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,1,2,1,4,6
291,2,,41,2,1,2,3,4,8,,,1,2,3,4,8,,,1,1,,,,1,,,1,,2,1,1,1,5,1,1,,,70,,,,,,,1,2,4,5,,,,1,6,,5,3,,,,,,1,1,3,2,1,,2,2,4,4,2,2,2,4,4,4,1,1,3,4,4,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,8,,,,,,,2,4,1,,1,,5,4,,,,,7,,,,,1,2,3,4,5,6,,,,,,,,,,,1,1,1,1,1,2,2,2,2,障害がある事で、自分が住む狛江市への進学が難しいので、少数（本当に数人しかいない）であっても、手をさしのべて欲しいなと思います。,1,3,2,2,1,,8
292,2,,49,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,15,48,7,,,,,,2,3,4,5,,,,3,8,,3,5,,,,,今のところの夢に合うように。,1,1,4,2,4,,1,3,4,3,1,2,3,1,4,4,1,4,2,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,8,,,,,,,7,2,1,,2,,2,8,,,,,7,,,,,3,4,5,,,,,,3,4,5,,,,,,,2,2,1,2,2,2,2,4,,1,3,1,2,1,2,5
293,2,,42,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,2,1,1,4,1,,,6,10,7,,,,,,7,,,,,,,,,,,1,,,,,,1,1,4,2,4,,1,4,4,2,1,3,2,1,4,4,1,1,1,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,8,,,,,,,3,8,1,,1,,5,6,,,,,4,,,,,1,3,4,5,,,,,3,5,,,,,,,1,2,2,1,2,2,1,2,4,料理が得意なので子ども食堂のボランティアに参加したいと思っているが、募集しているかどうか分かりません。ゴミ拾い等も、決められた日ではなくて、自分の時間がある時にして、それをみんなで共有できる様な仕組みがあればうれしいです。例えばゴミ拾いするとゴミ袋がもらえるとか、ゴミ拾い専用のゴミ袋を小学生に配布して、「家族で狛江をキレイにしよう!!」拾ったゴミの写真をSNSに投稿等楽しんでゴミ拾いできるイベント等はいかがでしょうか？狛江の小学生は良い子が多いので、狛江に住んで本当に良かったと思っています。もっともっと住み良い町になります様よろしくお願い致します。,1,,1,,1,1,2
294,2,,40,2,1,3,4,8,,,,1,3,4,8,,,,1,1,,,,1,,,1,,2,1,1,1,5,1,1,,,45,,,,,,,4,5,,,,,,1,11,13,4,2,,,,,,4,3,2,2,1,,1,1,4,4,2,4,3,1,1,4,3,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,・街中に防犯カメラを増やしてほしい。　・街灯の設置個所を増やしてほしい。,1,,,,,,5
295,2,,42,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,3,1,,,18,40,4,,,,,,4,5,,,,,,3,10,,4,2,,,,,,1,1,5,2,4,,1,1,4,3,1,1,3,1,3,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,7,8,1,,1,,1,,,,,,7,,,,,3,4,5,6,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,・子どもの医療費を高校卒業までは200円にしてもらいたい　・眼科・ヒフ科を増やしてほしい。　・給食費無料化にしてほしい。　・駅前の駐輪場を増やしてほしい。,1,3,1,2,1,2,5
296,2,,44,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,,,1,1,,,40,40,4,,,,,,,,,,,,,9,10,,,6,,,,,,1,1,5,1,,,1,3,2,1,1,2,2,1,4,4,1,4,1,4,4,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,1,2,5,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,・治安の維持。,1,3,1,2,1,5,5
297,2,,49,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,10,60,6,,,,,撮影や取材時。,7,,,,,,,7,12,,4,1,,,,,,3,3,3,2,4,,1,2,4,3,1,3,3,3,1,3,1,1,2,4,4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,7,,,,,1,2,3,4,5,6,,,2,3,5,,,,,,1,2,2,1,5,5,1,5,,中央市民センターを早く新しく改修してほしいです。（図書館も）。,1,3,1,2,1,2,7
298,2,,47,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,3,1,,,18,40,4,,,,,,7,,,,,,,3,6,,5,1,2,,,,,3,3,3,1,,,1,2,4,3,1,1,3,1,1,3,3,1,3,4,4,2,2,2,2,3,3,3,1,1,1,3,1,3,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,2,3,4,5,6,,,,2,3,4,5,6,,,,1,,2,1,2,2,2,2,2,・特にありませんが、粗大ゴミが一ヶ月に一度しか（大型の物など）出せないので、持ち込みなどが出来ると良いかなと思います。　・水道道路の歩道が狭いので、危いです。,1,3,1,2,1,2,5
299,2,,42,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,1,1,,,32.5,48,7,,,,,,4,,,,,,,7,9,1,4,2,,,,,,1,1,4,2,4,,1,1,3,2,1,3,3,1,1,4,1,1,2,4,4,2,2,2,2,3,2,2,2,1,1,2,1,1,1,1,8,,,,,,,8,7,1,,1,,4,8,,,,,7,,,,,2,3,4,5,6,,,,2,3,4,5,6,,,,1,1,1,1,2,2,2,2,4,医療費助成制度を中学生も所得制限をなしにしてほしいです。,1,3,1,2,1,4,5
300,2,,47,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,4,1,,,,,4,5,,,,,2,4,5,,,,,4,12,,4,1,,,,,,1,1,4,2,4,,1,2,4,4,1,3,3,4,1,1,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,1,2,4,6,,,,,,,,,,,,,1,5,1,1,2,2,3,,2,,1,3,1,2,1,,
301,2,,46,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,3,1,,,20,45,7,,,,,,2,,,,,,,3,12,,4,5,,,,,本人にやる気があれば勉強すれば良いと思うから。,2,2,4,2,4,,1,2,3,3,1,2,3,1,1,4,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,1,4,5,6,,,,,1,2,2,2,2,2,1,2,4,,1,3,1,2,1,3,5
302,2,,51,3,1,2,5,6,,,,1,2,5,6,,,,,,1,3,,,,,1,,2,1,1,1,1,1,,,48,48,1,4,,,,,1,4,5,,,,,9,11,,4,5,,,,,将来の夢に必要かと思う。,1,1,4,2,,,4,2,3,3,1,2,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,7,7,1,,1,,3,,,,,,7,,,,,4,5,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,,1,3,1,2,1,5,5
303,2,,49,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,8,40,4,5,,,,,1,2,3,4,5,,,3,11,,4,2,,,,,,3,3,4,2,4,,1,2,4,2,2,3,3,1,4,1,1,1,2,4,4,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,8,,,,,,,6,8,1,,1,,4,8,,,,,7,,,,,1,3,4,5,6,,,,1,3,4,5,6,,,,1,1,1,1,2,2,1,1,2,・ボール遊びが出来る公園が欲しいです。,1,3,1,2,1,1,5
304,2,,42,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,4,1,,,16,8,1,2,3,,,,7,,,,,,,5,7,,4,2,,,,,,1,1,3,2,4,,1,2,4,4,1,2,2,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,7,7,2,,1,,5,8,,,,,4,,,,,8,,,,,,,,8,,,,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,2,1
305,2,,39,1,1,2,7,8,,,,1,2,7,8,,,,,,,,1,1,,,1,,2,1,1,1,3,1,,,20,40,7,,,,,,7,,,,,,,3,8,,4,2,,,,,,1,1,4,2,4,,1,1,2,2,1,3,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,6,7,1,,1,,3,8,,,,,7,,,,,2,,,,,,,,2,,,,,,,,1,2,2,2,2,2,2,2,2,,1,3,1,2,1,3,5
306,,おば,41,2,2,3,4,8,9,,,2,3,4,8,9,,,1,1,,,,1,1,,2,3,2,1,1,1,1,6,,,8,,1,,,,,,,,,,,,,7,,,4,1,,,,,,3,1,2,,,,1,4,4,4,2,3,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,7,,,,,,,6,8,1,,1,,2,8,,,,,6,,,,,5,,,,,,,,,,,,,,,,1,1,,,,,,,4,・給食費を無料にしてほしい。　・一人親の所得制限をなくしてほしい。,1,2,4,1,2,1,
