道路名,事業者名,方向,工事起点住所,工事終点住所,車線制限の状況（制限車線数／現車線数）,工事内容,工事目的,工事開始期間（年）,工事開始期間（月）,工事終了期間（年）,工事終了期間（月）,工事開始予定時間1,工事終了予定時間1,工事開始予定時間2,工事終了予定時間2,備考
環七通り,東京都水道局,外,江戸川区一之江８丁目,,１車線／４車線,水道工事,支障移設工事,2024,6,2024,10,20:00,6:00,,,
環七通り,ＮＴＴ,内,江戸川区一之江７丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,3,21:00,6:00,,,
環七通り,ＮＴＴ,内外,江戸川区春江町４丁目,江戸川区西瑞江５丁目,１車線／６車線,電話工事,電線共同溝関連,2024,4,2025,3,21:00,6:00,,,
環七通り,東京電力,内外,江戸川区西瑞江５丁目,,１車線／６車線,電気工事,地中化工事,2024,6,2026,11,20:00,6:00,,,
環七通り,東京都建設局,内外,江戸川区東葛西１丁目,江戸川区中葛西２丁目,２車線／６車線,道路工事,路面補修工事,2024,1,2024,8,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内外,江戸川区東葛西２丁目,江戸川区中葛西３丁目,１車線／４車線,橋梁工事,橋梁補修工事,2024,2,2026,3,21:00,6:00,,,
尾久橋通り,東京都水道局,上下,荒川区東日暮里５丁目,,１車線／４車線,水道工事,取替工事,2024,7,2025,9,20:00,6:00,,,
尾久橋通り,東京都交通局,上中下,荒川区西日暮里２丁目,足立区江北４丁目,１車線／４車線,新交通工事,定期点検,2024,9,2025,4,9:00,18:00,21:00,6:00,
尾久橋通り,東京都交通局,上下,荒川区西日暮里５丁目,,１車線／４車線,新交通工事,建築改修工事,2024,7,2025,5,23:00,5:00,,,
尾久橋通り,東京都交通局,上下,荒川区西日暮里５丁目,,１車線／４車線,新交通工事,電気設備更新工事,2024,4,2025,9,23:00,5:00,,,
尾久橋通り,東京都交通局,上中下,荒川区西日暮里６丁目,,１車線／４車線,新交通工事,塗装工事,2024,5,2025,3,9:00,18:00,21:00,6:00,
尾久橋通り,東京都水道局,上中下,北区田端新町１丁目,北区田端新町２丁目,規制なし,水道工事,新設工事,2022,6,2026,3,8:00,17:00,20:00,5:00,
尾久橋通り,東京都交通局,下,荒川区東尾久４丁目,,１車線／４車線,新交通工事,電気設備更新工事,2024,4,2025,9,23:00,5:00,,,
尾久橋通り,東京電力,上,荒川区東尾久６丁目,荒川区東尾久８丁目,１車線／４車線,電気工事,撤去工事,2024,8,2025,1,20:00,6:00,8:00,18:00,
尾久橋通り,東京都交通局,上中下,足立区扇２丁目,足立区扇１丁目,１車線／４車線,新交通工事,塗装工事,2024,5,2025,3,9:00,18:00,21:00,6:00,
尾久橋通り,東京都水道局,下,足立区舎人公園,,１車線／４車線,水道工事,自費工事保安対策工事,2024,9,2026,3,20:00,6:00,,,
尾久橋通り,東京都交通局,上中下,足立区舎人公園,,１車線／４車線,新交通工事,塗装工事,2024,5,2025,3,9:00,18:00,21:00,6:00,
尾久橋通り,東京都交通局,上中下,足立区舎人公園,,１車線／４車線,新交通工事,塗装工事,2024,5,2025,3,9:00,18:00,21:00,6:00,
尾久橋通り,東京都交通局,上中下,足立区舎人公園,足立区入谷１丁目,１車線／４車線,新交通工事,塗装工事,2024,5,2025,3,9:00,18:00,21:00,6:00,
尾久橋通り,東京都水道局,下,足立区入谷１丁目,,１車線／４車線,水道工事,取替工事,2024,4,2024,11,20:00,6:00,,,
尾久橋通り,東京都水道局,上中下,足立区舎人１丁目,,１車線／４車線,水道工事,取替工事,2023,8,2024,11,20:00,6:00,,,
尾久橋通り,東京都水道局,上,足立区舎人２丁目,,１車線／４車線,水道工事,取替工事,2023,8,2024,11,20:00,6:00,,,
尾久橋通り,東京電力,上下,足立区舎人４丁目,足立区舎人３丁目,１車線／４車線,電気工事,地中化工事,2022,8,2024,10,20:00,6:00,,,
尾久橋通り,東京都建設局,上下,足立区舎人４丁目,足立区舎人３丁目,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2024,3,2025,2,20:00,6:00,9:00,17:00,
葛西橋通り,東京都水道局,上中下,江東区冬木,,１車線／４車線,水道工事,取替工事,2024,6,2024,11,20:00,6:00,,,
葛西橋通り,東京都建設局,上下,江東区東陽６丁目,,１車線／４車線,道路工事,道路補修工事,2022,10,2025,3,20:00,6:00,8:00,18:00,
葛西橋通り,東京電力,上中下,江東区南砂４丁目,,１車線／４車線,電気工事,点検・修理工事,2024,8,2025,1,20:00,6:00,,,
葛西橋通り,東京都建設局,上下,江東区東砂６丁目,江戸川区西葛西１丁目,１車線／４車線,橋梁工事,長寿命化工事,2012,12,2030,3,20:00,6:00,9:00,18:00,
葛西橋通り,東京ガス,上下,江東区東砂６丁目,江戸川区西葛西１丁目,１車線／４車線,ガス工事,支障移設工事,2024,7,2024,12,21:00,6:00,,,
葛西橋通り,東京都建設局,上下,江戸川区西葛西１丁目,江戸川区東葛西５丁目,１車線／４車線,電気工事,街路灯補修工事,2023,6,2024,8,9:00,18:00,20:00,6:00,
葛西橋通り,東京都水道局,上中下,江戸川区北葛西４丁目,江戸川区西葛西３丁目,１車線／４車線,水道工事,取替工事,2024,7,2024,12,20:00,6:00,,,
葛西橋通り,東京ガス,上,江戸川区西葛西４丁目,江戸川区中葛西４丁目,１車線／４車線,ガス工事,不使用管撤去工事,2024,6,2024,9,21:00,6:00,,,
葛西橋通り,東京電力,上下,江戸川区中葛西２丁目,江戸川区東葛西３丁目,１車線／４車線,電気工事,地中化工事,2024,7,2024,11,20:00,6:00,,,
葛西橋通り,東京都水道局,上,江戸川区東葛西４丁目,江戸川区東葛西５丁目,規制なし,水道工事,取替工事,2023,6,2025,4,20:00,6:00,,,
六本木通り,東京電力,下,千代田区霞が関２丁目,,１車線／６車線,電気工事,支障移設工事,2023,9,2025,3,21:00,6:00,,,
六本木通り,東京都建設局,上下,港区赤坂１丁目,港区赤坂２丁目,１車線／６車線,道路工事,道路照明工事,2023,11,2024,10,20:00,6:00,,,
六本木通り,東京都建設局,下,港区赤坂１丁目,港区赤坂２丁目,１車線／６車線,道路工事,道路修景工事,2024,4,2025,3,20:00,6:00,,,
六本木通り,東京電力,上下,港区赤坂１丁目,港区赤坂２丁目,１車線／６車線,電気工事,供給工事,2024,6,2024,11,20:00,6:00,,,
六本木通り,東京都水道局,下,港区六本木３丁目,,１車線／６車線,水道工事,取替工事,2024,1,2025,2,21:00,6:00,,,
六本木通り,東京都交通局,上下,港区六本木３丁目,港区六本木４丁目,１車線／６車線,地下鉄工事,電気設備更新工事,2024,2,2025,7,23:00,5:00,,,
六本木通り,東京電力,上,港区六本木７丁目,,２車線／６車線,電気工事,供給工事,2023,10,2025,1,20:00,6:00,,,
六本木通り,西麻布三再組,下,港区西麻布３丁目,,１車線／３車線,再開発事業関連道歩行者デッキ工事,支障移設物件試掘調査工事,2024,9,2025,1,20:00,6:00,,,
六本木通り,東京都水道局,上,港区西麻布１丁目,,１車線／６車線,水道工事,取替工事,2024,8,2025,4,21:00,6:00,,,
六本木通り,東京ガス,下,港区西麻布４丁目,,１車線／４車線,ガス工事,経年管対策,2023,10,2024,11,21:00,6:00,9:00,18:00,
外苑西通り,東京ガス,上,港区北青山３丁目,,２車線／８車線,ガス工事,経年管対策,2024,6,2025,7,20:00,6:00,0:00,6:00,
外苑西通り,ＮＴＴ,上下,港区南青山２丁目,港区西麻布２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,8,2027,4,21:00,6:00,,,
外苑西通り,東京電力,下,港区西麻布１丁目,,１車線／６車線,電気工事,地中化工事,2023,12,2024,11,20:00,6:00,,,
外苑西通り,東京電力,下,港区南麻布５丁目,,１車線／６車線,電気工事,支障移設工事,2024,9,2025,5,20:00,6:00,,,
外苑西通り,東京電力,下,港区南麻布５丁目,,１車線／６車線,電気工事,供給工事,2024,9,2025,5,20:00,6:00,,,
外苑西通り,ＮＴＴ,上,港区南麻布５丁目,,１車線／４車線,電話工事,支障移設工事,2024,6,2024,10,21:00,6:00,,,
外苑西通り,東京都水道局,上,渋谷区広尾５丁目,,１車線／６車線,水道工事,取替工事,2023,6,2024,10,21:00,6:00,,,
外苑西通り,東京都建設局,上下,港区白金６丁目,渋谷区恵比寿３丁目,１車線／４車線,道路工事,既設街路灯撤去工事,2024,3,2024,12,9:00,17:00,21:00,6:00,
外苑西通り,東京ガス,上中下,港区港南２丁目,港区港南１丁目,１車線／２車線,ガス工事,支障移設工事,2024,6,2025,5,20:00,6:00,,,
外苑西通り,東京都建設局,上下,港区港南２丁目,港区港南１丁目,４車線／４車線,道路工事,街路築造工事,2023,10,2027,12,20:00,6:00,9:00,18:00,
外苑西通り,東京都水道局,上,港区港南１丁目,,１車線／４車線,水道工事,支障移設工事,2024,4,2024,8,21:00,6:00,,,
外苑西通り,東京都水道局,上中下,港区港南１丁目,港区港南２丁目,規制なし,水道工事,支障移設工事,2024,8,2025,2,20:00,6:00,,,
外苑西通り,東京電力,下,港区港南２丁目,,１車線／４車線,電気工事,支障移設工事,2024,8,2025,1,20:00,6:00,,,
外苑西通り,東京都水道局,上中下,港区港南１丁目,,規制なし,水道工事,支障移設工事,2024,8,2025,2,20:00,6:00,,,
外苑西通り,東京電力,上中,港区港南１丁目,,３車線／６車線,電気工事,支障移設工事,2024,9,2026,4,20:00,6:00,,,
外苑西通り,ＪＲ東日本,上,港区港南１丁目,港区港南２丁目,１車線／２車線,電気工事,特高ケーブル支障移転工事,2023,4,2024,9,9:00,17:00,22:00,5:00,
外苑西通り,東京電力,下,港区港南１丁目,,１車線／６車線,電気工事,新増設工事,2024,4,2027,4,21:00,6:00,,,
外苑西通り,東京都水道局,上中下,港区港南１丁目,,規制なし,水道工事,支障移設工事,2024,8,2025,2,20:00,6:00,,,
方南通り・外苑線,東京電力,下,港区元赤坂２丁目,,１車線／６車線,電気工事,埋設物調査工事,2024,8,2025,3,20:00,6:00,,,
方南通り・外苑線,東京都水道局,上,港区元赤坂２丁目,,２車線／４車線,水道工事,取替工事,2023,11,2025,10,21:00,6:00,,,
方南通り・外苑線,東京都水道局,下,港区北青山１丁目,,１車線／４車線,水道工事,新設工事,2024,4,2024,9,21:00,6:00,,,
方南通り・外苑線,東京都水道局,上,港区北青山２丁目,新宿区霞ヶ丘町,２車線／３車線,水道工事,支障移設・新設・撤去工事,2023,4,2025,12,20:00,6:00,,,
方南通り・外苑線,東京都水道局,上中下,新宿区霞ヶ丘町,,２車線／３車線,水道工事,支障移設・新設工事,2023,4,2025,12,20:00,6:00,,,
方南通り・外苑線,東京都建設局,上下,渋谷区千駄ヶ谷１丁目,渋谷区千駄ヶ谷５丁目,１車線／４車線,道路工事,街路灯建替工事,2024,3,2024,12,9:00,17:00,21:00,6:00,
方南通り・外苑線,東京都水道局,下,渋谷区千駄ヶ谷４丁目,,１車線／４車線,水道工事,取替工事,2024,5,2024,12,20:00,6:00,,,
方南通り・外苑線,東京都交通局,上下,渋谷区代々木２丁目,,１車線／２車線,道路工事,舗装補修工事,2024,6,2024,12,21:00,6:00,,,
方南通り・外苑線,ＮＴＴ,上,中野区弥生町３丁目,中野区弥生町１丁目,１車線／４車線,電話工事,電線共同溝関連,2023,10,2024,11,21:00,6:00,,,
方南通り・外苑線,ＮＴＴ,上,中野区弥生町３丁目,中野区弥生町１丁目,１車線／４車線,電話工事,電線共同溝関連,2024,8,2025,5,21:00,6:00,,,
方南通り・外苑線,東京電力,上,杉並区方南２丁目,杉並区堀ノ内１丁目,１車線／２車線,電気工事,地中化工事,2024,2,2025,2,20:00,6:00,9:00,18:00,
方南通り・外苑線,東京ガス,上下,杉並区和泉４丁目,杉並区堀ノ内１丁目,１車線／４車線,ガス工事,経年管対策,2024,4,2024,8,21:00,6:00,9:00,18:00,
環八通り,ＮＴＴ,外,大田区新蒲田１丁目,大田区新蒲田２丁目,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,6,21:00,6:00,,,
環八通り,東京電力,内外,大田区東矢口３丁目,大田区新蒲田２丁目,１車線／２車線,電気工事,地中化工事,2024,9,2025,3,20:00,6:00,9:00,18:00,
環八通り,東京都水道局,内中外,大田区新蒲田２丁目,大田区東矢口３丁目,１車線／４車線,水道工事,新設・撤去工事,2024,1,2024,8,20:00,6:00,,,
環八通り,東京都水道局,外,大田区矢口１丁目,,１車線／６車線,水道工事,支障移設工事,2024,6,2024,11,20:00,6:00,,,
環八通り,東京都水道局,外,大田区矢口１丁目,,１車線／６車線,水道工事,取替工事,2024,6,2024,11,20:00,6:00,,,
環八通り,東京都水道局,内外,大田区鵜の木１丁目,大田区南久が原２丁目,１車線／４車線,水道工事,支障移設工事,2024,8,2024,12,20:00,6:00,,,
環八通り,東京都水道局,内中外,大田区鵜の木１丁目,大田区南久が原２丁目,１車線／５車線,水道工事,取替工事,2023,1,2025,8,21:00,5:00,,,
環八通り,東京都水道局,外,大田区西嶺町,,１車線／４車線,水道工事,支障移設工事,2024,8,2024,12,20:00,6:00,,,
環八通り,東京都建設局,内外,大田区田園調布１丁目,世田谷区東玉川２丁目,１車線／６車線,道路工事,CCB本試掘工事,2024,6,2025,1,9:00,17:00,21:00,6:00,
環八通り,ＮＴＴ,内外,大田区田園調布１丁目,世田谷区東玉川２丁目,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,2,21:00,6:00,,,
環八通り,東京都建設局,内外,大田区田園調布２丁目,世田谷区東玉川２丁目,１車線／６車線,道路工事,CCB本試掘工事,2024,6,2025,1,9:00,17:00,21:00,6:00,
環八通り,ＮＴＴ,内外,大田区田園調布２丁目,世田谷区玉川田園調布２丁目,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,2,21:00,6:00,,,
環八通り,東京都建設局,内外,大田区田園調布２丁目,世田谷区玉川田園調布２丁目,１車線／６車線,道路工事,路面補修工事,2024,4,2025,3,21:00,6:00,9:00,17:00,
環八通り,東京都水道局,内,世田谷区玉川田園調布２丁目,世田谷区奥沢４丁目,１車線／６車線,水道工事,取替新設撤去工事,2024,8,2025,4,20:00,6:00,,,
環八通り,東京都水道局,内中外,世田谷区玉川田園調布１丁目,,１車線／６車線,水道工事,取替新設撤去工事,2024,8,2025,4,20:00,6:00,,,
環八通り,東京都建設局,内外,世田谷区野毛３丁目,世田谷区上野毛１丁目,１車線／４車線,橋梁工事,歩道橋塗装工事,2024,3,2024,10,9:00,17:00,21:00,6:00,
環八通り,東京都水道局,外,世田谷区上野毛３丁目,,２車線／６車線,水道工事,取替工事,2023,9,2025,2,21:00,6:00,,,
環八通り,東京都水道局,内,世田谷区玉川台２丁目,世田谷区上用賀５丁目,２車線／６車線,水道工事,取替工事,2023,9,2025,2,21:00,6:00,,,
環八通り,東京都水道局,内中外,世田谷区桜丘５丁目,世田谷区千歳台３丁目,１車線／６車線,水道工事,取替新設撤去工事,2024,8,2025,6,21:00,6:00,,,
環八通り,東京都水道局,内中外,世田谷区船橋４丁目,世田谷区八幡山３丁目,２車線／６車線,水道工事,取替工事,2021,12,2025,6,20:00,6:00,,,
環八通り,東京都建設局,内外,杉並区上高井戸１丁目,,１車線／４車線,道路工事,路面補修工事,2024,5,2024,10,20:00,6:00,9:00,18:00,
環八通り,ＮＴＴ,内外,杉並区上高井戸１丁目,杉並区上高井戸２丁目,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,1,21:00,6:00,,,
環八通り,ＮＴＴ,外,杉並区上高井戸２丁目,,１車線／６車線,電話工事,その他工事,2024,4,2024,9,21:00,6:00,,,
環八通り,東京都建設局,内外,杉並区上高井戸２丁目,杉並区高井戸東２丁目,１車線／４車線,道路工事,橋梁補修工事,2023,12,2024,12,20:00,6:00,9:00,18:00,
環八通り,東京都建設局,内外,杉並区高井戸西２丁目,杉並区高井戸東３丁目,１車線／４車線,道路工事,橋梁補修工事（塗装）,2024,8,2025,3,21:00,6:00,9:00,18:00,
環八通り,東京ガス,外,杉並区高井戸西２丁目,,１車線／４車線,ガス工事,保安対策,2024,4,2024,8,21:00,6:00,9:00,18:00,
環八通り,東京電力,内外,杉並区宮前１丁目,杉並区清水１丁目,１車線／４車線,電気工事,地中化工事,2023,5,2025,1,20:00,6:00,9:00,18:00,
環八通り,東京都建設局,内外,杉並区南荻窪４丁目,杉並区荻窪５丁目,１車線／４車線,道路工事,路面補修工事,2024,5,2024,11,20:00,6:00,9:00,18:00,
環八通り,東京電力,内,杉並区清水１丁目,,１車線／４車線,電気工事,支障移設工事,2024,9,2024,12,20:00,6:00,9:00,18:00,
環八通り,東京都水道局,内外,杉並区清水１丁目,杉並区桃井１丁目,１車線／４車線,水道工事,支障移設工事,2024,6,2024,12,20:00,6:00,,,
環八通り,東京都建設局,内外,杉並区今川１丁目,杉並区井草３丁目,１車線／２車線,道路工事,トンネル内消火設備工事,2024,5,2025,3,20:00,6:00,,,
環八通り,東京都建設局,内外,杉並区今川１丁目,練馬区貫井４丁目,１車線／４車線,道路工事,道路照明工事,2024,5,2025,2,20:00,6:00,9:00,18:00,
環八通り,東京都水道局,内,杉並区清水３丁目,杉並区下井草５丁目,１車線／４車線,水道工事,取替工事,2024,4,2025,7,20:00,6:00,,,
環八通り,東京都水道局,内中外,杉並区井草３丁目,杉並区井草４丁目,規制なし,水道工事,取替工事,2023,12,2028,4,20:00,6:00,,,
環八通り,東京都建設局,内外,練馬区春日町５丁目,練馬区春日町２丁目,１車線／４車線,道路工事,道路施設整備工事,2024,2,2025,3,9:00,18:00,,,
環八通り,東京都水道局,内,練馬区春日町２丁目,練馬区早宮２丁目,１車線／４車線,水道工事,取替工事,2024,4,2025,6,20:00,6:00,,,
環八通り,東京都建設局,内中外,練馬区北町６丁目,練馬区平和台４丁目,２車線／４車線,道路工事,街路築造,2021,12,2024,9,21:00,6:00,9:00,18:00,
環八通り,ＮＴＴ,外,練馬区北町６丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,7,21:00,6:00,,,
環八通り,東京ガス,外,板橋区若木２丁目,板橋区若木１丁目,１車線／４車線,ガス工事,経年管対策,2024,6,2024,10,8:00,18:00,,,
環八通り,ＮＴＴ,外,練馬区北町６丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,5,21:00,6:00,,,
環八通り,ＮＴＴ,外,練馬区北町６丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,5,21:00,6:00,,,
環八通り,ＮＴＴ,内外,板橋区相生町１丁目,板橋区坂下１丁目,１車線／６車線,電話工事,電線共同溝関連,2024,6,2024,12,21:00,6:00,,,
環八通り,東京都水道局,内中外,板橋区坂下１丁目,板橋区志村３丁目,１車線／４車線,水道工事,取替工事,2024,7,2025,8,20:00,6:00,,,
環八通り,東京都水道局,内中外,板橋区坂下１丁目,板橋区志村３丁目,１車線／４車線,水道工事,取替工事,2024,7,2025,8,20:00,6:00,,,
笹目通り,東京都建設局,上下,練馬区南田中２丁目,,１車線／４車線,道路工事,街路灯工事,2024,5,2025,2,21:00,6:00,9:00,18:00,
笹目通り,東京都水道局,上中下,練馬区高野台４丁目,,１車線／４車線,水道工事,取替工事,2023,4,2024,12,20:00,6:00,,,
笹目通り,東京都水道局,下,練馬区高野台４丁目,,１車線／７車線,水道工事,取替工事,2023,10,2024,10,20:00,6:00,,,
笹目通り,東京都建設局,下,練馬区高野台４丁目,練馬区谷原２丁目,１車線／４車線,道路工事,道路施設整備工事,2024,4,2025,3,9:00,18:00,,,
笹目通り,東京都建設局,上下,練馬区谷原３丁目,練馬区高松６丁目,１車線／４車線,道路工事,道路補修工事,2024,6,2025,3,20:00,6:00,9:00,18:00,
笹目通り,東京都建設局,上下,練馬区土支田１丁目,練馬区旭町１丁目,１車線／４車線,橋梁工事,塗装工事,2024,4,2024,11,21:00,6:00,9:00,18:00,
笹目通り,東京都建設局,上下,板橋区三園２丁目,,１車線／４車線,橋梁工事,橋面舗装工事,2024,8,2025,3,21:00,6:00,9:00,18:00,
