22/04/03 13:00,0.001,0.012,0.038,2.06,0.13,0.011, N ,3.5,0.001,0.010,0.042,0.011, N ,2.1,0.001,0.010,0.039,0.014, N ,2.8,0.001,0.013,0.036,0.018,NW ,1.9,0.001,0.003,0.015,0.034,0.012,NNW,3.3,0.002,0.014,0.011,NW ,0.9,0.004,0.014,0.012,NNW,1.6,0.003,0.014,0.010,NNW,0.9,0.004,0.015,0.013,NNW,2.4
22/04/03 14:00,0.002,0.014,0.037,2.05,0.16,0.013, N ,3.5,0.001,0.010,0.043,0.012, N ,3.0,0.001,0.009,0.041,0.013, N ,4.2,0.001,0.011,0.038,0.018,NNW,1.9,0.001,0.002,0.015,0.035,0.014,NNW,3.5,0.002,0.016,0.011, W ,0.8,0.003,0.012,0.010,NW ,2.3,0.003,0.012,0.011, N ,1.5,0.004,0.014,0.013,NW ,2.5
22/04/03 15:00,0.001,0.011,0.041,2.04,0.12,0.011, N ,3.7,0.001,0.009,0.045,0.011,NNW,3.7,0.001,0.008,0.043,0.012, N ,4.6,0.001,0.011,0.039,0.017,NW ,2.3,0.001,0.002,0.014,0.038,0.011,NNW,3.3,0.001,0.013,0.011, W ,0.9,0.002,0.011,0.010,NNW,2.5,0.002,0.012,0.010,NNE,1.6,0.003,0.014,0.012,NNW,2.9
22/04/03 16:00,0.001,0.012,0.039,2.04,0.11,0.014,NNW,4.5,0.001,0.009,0.044,0.013, N ,2.5,0.000,0.008,0.042,0.016,NNW,3.2,0.000,0.010,0.040,0.021,NW ,2.2,0.001,0.001,0.015,0.037,0.012,NNW,3.5,0.001,0.014,0.013,WNW,0.9,0.002,0.010,0.012,NNW,2.0,0.002,0.011,0.012,NNW,0.9,0.002,0.014,0.015,NW ,2.6
22/04/03 17:00,0.001,0.010,0.040,2.03,0.12,0.013,NNW,5.0,0.001,0.009,0.043,0.013,NNW,2.7,0.000,0.008,0.042,0.015, N ,3.4,0.000,0.010,0.039,0.019,NW ,1.8,0.001,0.001,0.015,0.037,0.015,NNW,3.4,0.002,0.014,0.013,NW ,1.2,0.002,0.009,0.013,NNW,2.1,0.002,0.011,0.012,NNW,0.8,0.003,0.014,0.017,NNW,2.4
22/04/03 18:00,0.000,0.010,0.040,2.04,0.10,0.011, N ,4.8,0.000,0.009,0.043,0.010, N ,3.2,0.000,0.009,0.041,0.012,NNW,3.9,0.000,0.011,0.039,0.019,NW ,2.6,0.001,0.000,0.014,0.037,0.013,NNW,4.5,0.002,0.013,0.010,NW ,1.2,0.001,0.011,0.009,NNW,2.2,0.002,0.012,0.010,NNW,1.1,0.006,0.016,0.016,NNW,2.9
22/04/03 19:00,0.000,0.011,0.039,2.05,0.12,0.008, N ,5.6,0.000,0.010,0.042,0.011,NNW,3.8,0.000,0.009,0.040,0.011, N ,3.3,0.000,0.010,0.038,0.017,NW ,1.9,0.000,0.000,0.013,0.038,0.012,NNW,3.8,0.002,0.014,0.012,NW ,1.2,0.001,0.012,0.010,NNW,2.5,0.002,0.011,0.010,NW ,1.1,0.014,0.020,0.014,NNW,2.8
22/04/03 20:00,0.000,0.011,0.039,2.05,0.12,0.008, N ,5.6,0.000,0.010,0.041,0.010,NNW,4.1,0.000,0.009,0.040,0.011,NNW,3.6,0.000,0.011,0.037,0.014,NW ,1.9,0.000,0.000,0.013,0.037,0.010,NNW,4.6,0.001,0.013,0.009,NW ,1.3,0.001,0.010,0.010,NNW,2.2,0.001,0.012,0.009,NW ,1.1,0.005,0.018,0.013, N ,2.6
22/04/03 21:00,0.000,0.010,0.040,2.04,0.10,0.006,NNW,4.1,0.001,0.009,0.042,0.006,NNW,4.4,0.000,0.008,0.042,0.009, N ,4.5,0.000,0.009,0.039,0.014,NNW,2.7,0.000,0.001,0.014,0.038,0.005,NNW,4.6,0.001,0.012,0.008,NW ,1.2,0.001,0.010,0.007,NNW,2.4,0.001,0.010,0.007,NNE,1.9,0.005,0.012,0.007,NNW,3.6
22/04/03 22:00,0.000,0.010,0.038,2.04,0.11,0.007, N ,4.9,0.000,0.008,0.040,0.004,NNW,3.8,0.000,0.008,0.039,0.004, N ,4.5,0.000,0.008,0.038,0.009,NW ,2.4,0.000,0.001,0.011,0.038,0.006,NNW,5.8,0.001,0.012,0.005,WNW,1.4,0.001,0.010,0.004,NW ,2.9,0.001,0.009,0.006,NW ,1.4,0.011,0.011,0.009,NNW,3.5
22/04/03 23:00,0.000,0.008,0.040,2.03,0.09,0.005,NNW,4.6,0.000,0.007,0.042,0.003,NNW,3.9,0.000,0.007,0.040,0.004, N ,3.4,0.000,0.007,0.039,0.007,NNW,2.2,0.000,0.001,0.010,0.039,0.007,NNW,4.5,0.001,0.010,0.003,WNW,1.5,0.001,0.009,0.005,NNW,2.8,0.001,0.008,0.003,NNE,1.8,0.003,0.010,0.006,NNW,3.6
22/04/04 00:00,0.000,0.007,0.041,2.02,0.08,0.004, N ,5.2,0.000,0.006,0.043,0.004,NNW,4.5,0.000,0.006,0.041,0.004, N ,3.4,0.000,0.006,0.040,0.003,NW ,1.9,0.000,0.001,0.011,0.037,0.007,NNW,4.8,0.001,0.008,0.005,NW ,1.6,0.001,0.007,0.003,NW ,2.4,0.001,0.007,0.004, N ,1.2,0.003,0.010,0.006,NNW,3.2
22/04/04 01:00,0.000,0.006,0.042,2.02,0.07,0.003,NW ,2.0,0.000,0.005,0.044,機器故障,NNW,2.1,0.000,0.004,0.043,0.005,NNW,4.7,0.000,0.005,0.041,0.004,NW ,2.6,保守中,0.001,0.010,0.039,0.005,NNW,4.2,0.002,0.009,0.004,NW ,1.9,0.001,0.006,0.005,NNW,2.2,0.001,0.006,0.003, W ,1.0,0.003,0.010,0.005,NNW,2.8
22/04/04 02:00,0.000,0.005,0.044,2.00,0.06,0.002, N ,4.4,0.000,0.004,0.045,機器故障,NNW,3.3,0.000,0.003,0.044,0.003, N ,4.5,0.000,0.004,0.043,0.005,NNW,2.7,0.000,保守中,保守中,0.040,0.005,NNW,5.0,0.001,0.008,0.003,NW ,1.1,0.000,0.005,0.004,NNW,2.8,0.001,0.005,0.003,NNE,1.8,0.002,0.007,0.004,NNW,3.5
22/04/04 03:00,0.000,0.005,0.041,2.00,0.06,0.002, N ,5.3,0.000,0.004,0.043,機器故障, N ,3.4,0.000,0.004,0.041,0.002, N ,4.5,0.000,0.004,0.041,0.003,NNW,2.3,0.000,0.001,0.008,0.041,0.002,NNW,6.0,0.001,0.007,0.003,NW ,1.5,0.001,0.006,0.001,NNW,2.6,0.002,0.007,0.003,NNE,1.4,0.001,0.007,0.002,NNW,3.5
22/04/04 04:00,0.000,0.006,0.041,1.99,0.06,0.001, N ,6.8,0.000,0.005,0.042,機器故障, N ,4.2,0.000,0.004,0.040,0.002, N ,5.1,0.000,0.005,0.040,0.004,NW ,2.4,0.000,0.001,0.008,0.041,0.004,NNW,5.3,0.001,0.007,0.000,WNW,1.3,0.001,0.007,0.002,NW ,2.9,0.002,0.007,0.004,NNW,1.6,0.001,0.007,0.003,NNW,3.6
22/04/04 05:00,0.000,0.007,0.041,1.99,0.05,0.001, N ,5.5,0.000,0.005,0.044,機器故障,NNW,3.7,0.000,0.004,0.043,0.002, N ,4.2,0.000,0.006,0.041,0.003,NW ,2.4,0.000,0.002,0.011,0.039,0.005,NNW,5.1,0.002,0.010,0.001,NW ,1.3,0.001,0.006,0.003,NW ,2.8,0.003,0.007,0.005,NW ,1.5,0.004,0.008,0.004,NNW,3.2
22/04/04 06:00,0.001,0.011,0.037,2.00,0.05,0.004, N ,4.8,0.000,0.008,0.040,機器故障, N ,2.9,0.000,0.006,0.040,0.002, N ,4.0,0.001,0.009,0.037,0.007,NW ,2.3,0.000,0.003,0.018,0.033,0.004,NNW,4.1,0.005,0.017,0.004,WNW,0.9,0.002,0.010,0.004,NW ,2.6,0.006,0.011,0.003,NW ,1.1,0.003,0.012,0.004,NW ,3.4
22/04/04 07:00,0.001,0.014,0.034,2.01,0.07,0.005, N ,5.2,0.000,0.008,0.040,機器故障, N ,4.4,0.000,0.008,0.038,0.003, N ,4.3,0.001,0.012,0.034,0.004,NW ,1.3,0.000,0.004,0.026,0.024,0.007, N ,3.1,0.004,0.019,0.005,WSW,1.1,0.003,0.012,0.003,NW ,2.6,0.008,0.019,0.003,NE ,1.2,0.010,0.020,0.006,NNW,1.9
22/04/04 08:00,0.004,0.018,0.030,2.03,0.10,0.005,NNE,2.4,0.001,0.012,0.036,機器故障,NNE,2.8,0.001,0.010,0.036,0.004,NNW,4.4,0.002,0.018,0.028,0.005,NNW,1.8,0.000,0.004,0.027,0.022,0.005, N ,3.8,0.004,0.021,0.003,SE ,1.0,0.004,0.013,0.003,NW ,2.4,0.008,0.022,0.005, N ,1.3,0.012,0.029,0.007,NNW,1.6
22/04/04 09:00,0.008,0.022,0.025,2.05,0.15,0.008, N ,4.3,0.002,0.015,0.032,機器故障, N ,3.0,0.001,0.012,0.032,0.006,NNW,4.8,0.002,0.020,0.026,0.005,NW ,2.7,0.000,0.008,0.032,0.017,0.007,NNW,4.0,0.008,0.025,0.003,WNW,1.3,0.007,0.016,0.004,NNW,2.5,0.009,0.024,0.006,NNW,1.4,0.010,0.025,0.005,NNW,3.4
22/04/04 10:00,0.006,0.025,0.021,2.06,0.15,0.005, N ,4.2,0.002,0.012,0.033,保守中, N ,3.7,0.001,0.011,0.033,0.004, N ,4.6,0.003,0.018,0.026,0.007,NNW,2.6,0.000,0.015,0.038,0.013,0.008,NNW,4.6,0.008,0.026,0.004,WNW,1.2,0.007,0.021,0.003,NNW,2.2,0.010,0.021,0.004,NW ,1.4,0.010,0.026,0.005,NNW,3.2
22/04/04 11:00,0.006,0.022,0.023,2.05,0.15,0.005, N ,6.1,0.002,0.012,0.034,0.003, N ,4.6,0.001,0.010,0.034,0.004, N ,5.4,0.003,0.015,0.028,0.005,NNW,2.3,0.001,0.026,0.037,0.015,0.006,NNW,5.7,0.009,0.025,0.004,WNW,1.2,0.007,0.016,0.002,NW ,3.3,0.008,0.018,0.005,NE ,2.0,0.009,0.022,0.003,NW ,4.1
22/04/04 12:00,0.005,0.019,0.027,2.04,0.13,0.006, N ,5.8,0.002,0.011,0.037,0.004, N ,3.4,0.001,0.010,0.035,0.005, N ,3.4,0.002,0.016,0.029,0.008,NNW,2.2,0.001,0.024,0.037,0.015,0.005,NNW,6.3,0.007,0.024,0.003,NW ,1.4,0.005,0.016,0.004,NNW,3.0,0.007,0.019,0.004,NNW,1.6,0.009,0.024,0.006,NNW,3.9
22/04/04 13:00,0.006,0.017,0.031,2.03,0.13,0.004, N ,6.4,0.002,0.009,0.040,0.003, N ,4.2,0.002,0.010,0.037,0.004, N ,6.1,0.002,0.013,0.034,0.006, N ,2.6,保守中,保守中,保守中,保守中,保守中,NNW,5.0,0.004,0.018,0.003,WSW,1.2,0.005,0.014,0.003,NNW,3.6,0.007,0.016,0.004,NE ,2.4,0.009,0.016,0.004,NW ,3.9
22/04/04 14:00,0.005,0.015,0.034,2.04,0.15,0.006, N ,7.2,0.002,0.008,0.042,0.005, N ,4.0,0.001,0.007,0.041,0.004, N ,5.3,0.002,0.011,0.036,0.004,NNW,2.2,0.001,0.012,0.026,0.026,0.007,NNW,5.7,0.004,0.018,0.004,WNW,1.6,0.004,0.012,0.005,NW ,3.2,0.005,0.013,0.003,NNE,1.9,0.006,0.019,0.006,NW ,4.2
22/04/04 15:00,0.003,0.015,0.035,2.01,0.15,0.001, N ,6.5,0.001,0.009,0.041,0.000,NNW,4.5,0.001,0.008,0.040,0.003, N ,5.6,0.002,0.012,0.036,0.009,NNW,2.8,0.001,0.012,0.026,0.028,0.005,NNW,5.0,0.004,0.018,0.004,WNW,1.2,0.004,0.012,0.004,NNW,3.1,0.004,0.014,0.003,NNW,1.3,0.007,0.017,0.005,NNW,3.5
22/04/04 16:00,0.002,0.013,0.036,1.99,0.13,0.002, N ,5.8,0.001,0.008,0.044,0.002,NNW,5.2,0.001,0.007,0.043,0.001, N ,5.6,0.001,0.011,0.038,0.004,NW ,2.2,0.000,0.007,0.022,0.032,0.005,NNW,5.2,0.004,0.016,0.002,WNW,1.9,0.002,0.011,0.002,NNW,3.3,0.005,0.013,0.003, N ,1.6,保守中,保守中,0.003,NNW,3.6
22/04/04 17:00,0.001,0.011,0.039,1.98,0.11,0.003,NNW,6.9,0.000,0.008,0.045,0.002,NNW,4.3,0.000,0.007,0.043,0.003,NNW,5.4,0.001,0.009,0.040,0.004,NNW,2.6,0.000,0.004,0.018,0.035,0.002,NNW,5.3,0.003,0.015,0.003,NW ,1.9,0.001,0.009,0.002,NW ,3.9,0.003,0.011,0.001,NW ,1.4,0.004,0.017,0.004,NNW,4.6
22/04/04 18:00,0.001,0.010,0.041,1.97,0.10,0.001, N ,6.2,0.000,0.009,0.045,0.002, N ,4.3,0.001,0.008,0.043,0.002, N ,4.7,0.001,0.010,0.040,0.006,NW ,2.4,0.000,0.002,0.016,0.037,0.003,NNW,6.6,0.002,0.014,0.002, W ,1.4,0.002,0.011,0.002,NNW,3.2,0.003,0.012,0.003,NNE,1.5,0.004,0.015,0.002,NW ,4.2
22/04/04 19:00,0.001,0.011,0.040,1.98,0.10,0.002, N ,6.6,0.000,0.009,0.044,0.002, N ,4.1,0.000,0.007,0.043,0.002, N ,4.9,0.000,0.009,0.041,0.004,NNW,2.8,0.000,0.001,0.016,0.037,0.005,NNW,5.5,0.002,0.014,0.002,NW ,1.5,0.001,0.010,0.002,NW ,3.5,0.002,0.011,0.003,NE ,2.2,0.003,0.016,0.002,NW ,4.3
22/04/04 20:00,0.001,0.009,0.041,1.99,0.09,0.001, N ,8.0,0.000,0.008,0.044,0.002, N ,5.3,0.000,0.007,0.042,0.003, N ,5.9,0.000,0.008,0.041,0.007,NNW,2.6,0.000,0.001,0.014,0.038,0.003,NNW,6.4,0.002,0.012,0.004,WSW,1.6,0.001,0.009,0.003,NNW,3.2,0.002,0.009,0.003,NNE,2.2,0.003,0.016,0.003,NNW,3.7
22/04/04 21:00,0.000,0.009,0.039,1.99,0.10,0.003, N ,6.9,0.000,0.007,0.043,0.003, N ,5.2,0.000,0.007,0.042,0.000, N ,6.0,0.000,0.008,0.039,0.003, N ,2.7,0.000,0.001,0.015,0.035,0.004,NNW,6.1,0.002,0.013,0.003,WNW,1.3,0.001,0.009,0.002,NNW,4.2,0.001,0.010,0.004,NE ,2.7,0.003,0.017,0.001,NNW,3.9
22/04/04 22:00,0.000,0.008,0.040,2.00,0.10,0.002, N ,7.8,0.000,0.007,0.043,0.001, N ,4.5,0.000,0.007,0.042,0.001, N ,5.5,0.000,0.008,0.040,0.008,NNW,3.0,0.001,0.001,0.015,0.036,0.001,NNW,6.1,0.001,0.011,0.002,WNW,1.7,0.001,0.008,0.001,NNW,3.5,0.001,0.008,0.002,NE ,2.0,0.003,0.016,0.003,NW ,4.2
22/04/04 23:00,0.000,0.007,0.042,1.99,0.08,0.000, N ,6.5,0.000,0.006,0.044,0.002, N ,4.9,0.000,0.005,0.042,0.000, N ,7.0,0.000,0.006,0.041,0.003, N ,3.1,0.001,0.001,0.014,0.037,0.004, N ,5.8,0.001,0.009,0.000,WSW,1.7,0.001,0.008,0.002,NW ,3.5,0.001,0.008,0.003,NE ,2.3,0.003,0.014,0.002,NNW,3.7
22/04/05 00:00,0.000,0.006,0.042,1.99,0.07,0.000, N ,6.9,0.000,0.004,0.046,0.001, N ,4.6,0.000,0.004,0.044,0.001, N ,5.5,0.000,0.005,0.042,0.007, N ,3.1,0.001,0.001,0.013,0.037,0.003,NNW,6.4,0.001,0.007,0.002, W ,1.8,0.001,0.007,0.003,NNW,3.5,0.001,0.006,0.003,NE ,2.1,0.002,0.013,0.002,NW ,4.0
22/04/05 01:00,0.000,0.005,0.043,1.98,0.06,0.001, N ,6.4,0.000,0.004,0.046,0.001, N ,4.3,0.000,0.004,0.044,0.003, N ,6.3,0.000,0.004,0.043,0.004, N ,3.2,0.001,0.001,0.013,0.037,0.003,NNW,5.8,0.001,0.007,0.001, W ,1.6,0.001,0.005,0.002,NNW,3.9,0.001,0.006,0.000,NE ,2.5,0.002,0.011,0.001,NNW,3.2
22/04/05 02:00,0.000,0.005,0.043,1.98,0.06,0.000, N ,6.8,0.000,0.003,0.046,0.000, N ,4.5,0.000,0.003,0.044,0.002, N ,6.4,0.000,0.004,0.044,0.002,NNE,3.9,0.000,0.001,0.012,0.038,0.000,NNW,5.8,0.001,0.007,0.003, W ,1.8,0.000,0.005,0.002,NW ,3.8,0.001,0.006,0.001,NE ,2.3,0.001,0.011,0.001, N ,3.0
22/04/05 03:00,0.000,0.004,0.045,1.98,0.06,0.001,NNE,7.3,0.000,0.003,0.049,0.000,NNE,4.1,0.000,0.003,0.047,0.003, N ,5.1,0.000,0.004,0.045,0.004,NNE,2.8,0.000,0.001,0.012,0.038,0.001, N ,5.1,0.001,0.005,0.001,WSW,1.6,0.000,0.004,0.001,NNW,3.5,0.001,0.005,0.000,NE ,2.4,0.001,0.010,0.001,NNE,2.8
22/04/05 04:00,0.000,0.004,0.046,1.97,0.05,0.002, N ,5.5,0.000,0.003,0.049,0.001, N ,2.3,0.000,0.003,0.047,0.004, N ,2.9,0.000,0.004,0.046,0.003,NNE,3.4,0.001,0.001,0.012,0.040,0.004, N ,4.9,0.001,0.006,0.002,WSW,1.4,0.001,0.005,0.003,NW ,2.4,0.001,0.006,0.001,NE ,1.8,0.002,0.009,0.004,NNE,2.9
22/04/05 05:00,0.000,0.006,0.044,1.97,0.05,0.001, N ,5.6,0.000,0.006,0.043,0.000, N ,2.0,0.000,0.005,0.041,0.002, N ,2.6,0.000,0.006,0.042,0.001, N ,1.5,0.001,0.001,0.013,0.038,0.002,NNW,5.3,0.002,0.010,0.002,WSW,0.9,0.002,0.009,0.000,NW ,1.8,0.002,0.009,0.002,NE ,1.6,0.002,0.010,0.005, N ,2.4
22/04/05 06:00,0.001,0.008,0.039,1.98,0.06,0.002, N ,4.1,0.000,0.008,0.039,0.001, N ,2.6,0.000,0.007,0.037,0.001, N ,2.7,0.001,0.010,0.036,0.003,NNW,1.4,0.000,0.001,0.015,0.034,0.004,NNW,4.0,0.004,0.014,0.002,WNW,1.2,0.002,0.011,0.003,NW ,1.7,0.004,0.015,0.003,NE ,1.3,0.004,0.020,0.003,NW ,2.1
22/04/05 07:00,0.002,0.012,0.033,1.99,0.08,0.008, N ,4.6,0.001,0.010,0.036,0.004, N ,3.4,0.001,0.009,0.034,0.005, N ,4.0,0.002,0.013,0.032,0.004, N ,2.7,0.001,0.004,0.020,0.028,0.005, N ,4.5,0.006,0.019,0.003,WSW,1.0,0.004,0.015,0.003,NW ,2.2,0.004,0.016,0.003,NE ,1.2,0.009,0.020,0.004,ENE,2.2
22/04/05 08:00,0.004,0.011,0.034,2.02,0.10,0.004,NNE,6.1,0.002,0.011,0.035,0.003,NNE,3.8,0.001,0.010,0.033,0.003, N ,4.6,0.003,0.012,0.034,0.005,NNE,3.7,0.001,0.006,0.021,0.028,0.005, N ,4.3,0.004,0.016,0.003,WSW,1.4,0.008,0.016,0.002,NNW,3.5,0.006,0.015,0.003,NE ,2.8,0.006,0.021,0.004, N ,2.6
22/04/05 09:00,0.004,0.012,0.035,2.01,0.13,0.004, N ,7.2,0.002,0.008,0.041,0.003,NNE,4.5,0.001,0.008,0.039,0.004, N ,4.9,0.003,0.010,0.037,0.006, N ,2.5,0.001,0.006,0.020,0.031,0.004,NNW,5.4,0.005,0.018,0.008,WSW,1.4,0.007,0.015,0.002,NNW,3.9,0.005,0.013,0.003,NE ,1.8,0.009,0.018,0.004,NNW,3.1
22/04/05 10:00,0.006,0.012,0.037,2.00,0.13,0.005, N ,7.5,0.002,0.008,0.042,0.002, N ,3.8,0.001,0.008,0.040,0.005, N ,5.6,0.008,0.015,0.034,0.006,NNE,3.7,0.001,0.008,0.019,0.034,0.004,NNW,4.5,0.005,0.020,0.005, W ,1.4,0.007,0.014,0.003,NNW,3.6,0.006,0.014,0.005,NNE,1.9,0.007,0.017,0.006,NW ,3.1
22/04/05 11:00,0.005,0.012,0.040,1.99,0.12,0.003, N ,5.7,0.002,0.006,0.047,0.000, N ,3.9,0.001,0.005,0.045,0.002, N ,5.3,保守中,保守中,保守中,0.003,NNW,2.2,0.001,0.010,0.020,0.033,0.004, N ,3.8,0.004,0.016,0.004, W ,1.0,0.006,0.010,0.002,NW ,3.5,0.006,0.014,0.002,NE ,1.5,0.007,0.015,0.004, N ,2.3
22/04/05 12:00,0.004,0.010,0.042,1.99,0.12,0.006, N ,4.8,0.002,0.006,0.048,0.005, N ,3.2,0.001,0.006,0.045,0.004, N ,3.5,保守中,保守中,0.039,0.004, N ,2.6,0.001,0.009,0.018,0.037,0.005, N ,4.3,0.004,0.017,0.005, S ,0.9,0.007,0.012,0.001,NNW,2.5,0.007,0.014,0.004,NE ,1.8,0.007,0.017,0.006,NNW,2.4
22/04/05 13:00,0.002,0.009,0.046,1.98,0.11,0.004,NE ,3.2,0.001,0.006,0.051,0.003,NNE,2.4,0.002,0.007,0.047,0.002, N ,2.6,0.002,0.010,0.044,0.004,NE ,2.4,0.001,0.005,0.015,0.043,0.006, N ,3.3,0.004,0.016,0.005,SSE,1.1,0.003,0.010,0.003,NNW,2.0,0.006,0.014,0.004,SE ,0.6,0.005,0.016,0.007,ENE,1.8
22/04/05 14:00,0.002,0.010,0.048,1.97,0.09,0.006,NE ,3.0,0.001,0.006,0.052,0.004,NE ,1.7,0.001,0.006,0.049,0.005, N ,1.3,0.012,0.015,0.041,0.007, E ,2.1,0.001,0.004,0.015,0.043,0.008, E ,2.1,0.003,0.020,0.005,SE ,0.9,0.005,0.013,0.005,NNW,1.2,保守中,保守中,0.004,SSW,0.3,0.003,0.014,0.010,SE ,0.4
22/04/05 15:00,0.003,0.013,0.046,1.99,0.09,0.006,ESE,5.2,0.002,0.011,0.049,0.006, E ,2.7,0.002,0.012,0.044,0.006,ESE,3.1,0.006,0.014,0.043,0.008,ENE,2.5,0.001,0.003,0.012,0.047,0.006, E ,3.7,0.005,0.026,0.007,SE ,1.0,0.007,0.019,0.007, S ,2.0,保守中,保守中,0.005,SSW,0.5,0.003,0.014,0.005,SE ,0.5
22/04/05 16:00,0.002,0.011,0.047,1.99,0.08,0.006,SE ,4.5,0.003,0.013,0.046,0.005,ENE,3.4,0.002,0.012,0.044,0.008,ESE,2.0,0.002,0.010,0.046,0.009, E ,2.4,0.001,0.003,0.011,0.048,0.008, E ,3.9,0.004,0.021,0.007,ESE,1.1,0.009,0.019,0.007, S ,1.8,0.003,0.012,0.008, S ,0.5,0.002,0.011,0.007,SSE,0.5
22/04/05 17:00,0.001,0.009,0.051,1.97,0.08,0.007,SE ,4.9,0.001,0.010,0.050,0.008, E ,3.0,0.001,0.009,0.048,0.009,SE ,2.0,0.002,0.008,0.049,0.009, E ,1.8,0.001,0.003,0.012,0.047,0.009, E ,2.8,0.002,0.022,0.008,ESE,0.7,0.004,0.013,0.007, S ,1.5,0.002,0.008,0.006, S ,0.5,0.001,0.010,0.007, S ,0.5
22/04/05 18:00,0.001,0.013,0.046,1.96,0.07,0.005,SE ,3.5,0.001,0.010,0.050,0.007, E ,2.3,0.000,0.009,0.048,0.010,ESE,2.2,0.001,0.012,0.045,0.007, E ,1.3,0.001,0.002,0.019,0.038,0.006, E ,1.5,0.003,0.026,0.007,SE ,0.5,0.004,0.015,0.006,SSW,1.2,0.001,0.011,0.007,SW ,0.3,0.001,0.018,0.009,SSE,0.5
22/04/05 19:00,0.000,0.020,0.037,1.99,0.12,0.006,SE ,5.3,0.000,0.016,0.041,0.008, E ,2.9,0.000,0.018,0.037,0.012,ESE,3.3,0.001,0.023,0.031,0.011, E ,2.6,0.001,0.001,0.021,0.034,0.009,ESE,1.8,0.004,0.034,0.009,SE ,0.8,0.004,0.028,0.010, S ,1.2,0.001,0.023,0.008,WSW,0.3,0.002,0.029,0.009,SSE,0.9
22/04/05 20:00,0.000,0.017,0.036,2.01,0.09,0.016,SSE,3.6,0.000,0.018,0.037,0.014,SSE,2.2,0.000,0.015,0.035,0.018,ESE,2.0,0.001,0.020,0.028,0.022,SSE,1.4,0.001,0.001,0.023,0.030,0.022,SE ,2.4,0.003,0.027,0.017,SE ,0.4,0.002,0.019,0.015, S ,2.2,0.002,0.019,0.017, W ,0.3,0.005,0.019,0.019,SSE,1.3
22/04/05 21:00,0.000,0.019,0.032,2.04,0.16,0.018,SSE,2.7,0.000,0.019,0.033,0.018,SSE,2.0,0.001,0.024,0.026,0.026,SE ,1.2,0.002,0.025,0.022,0.024,SE ,1.4,0.003,0.001,0.025,0.027,0.017,SSE,1.2,0.003,0.026,0.017,SSE,0.3,0.004,0.029,0.019, S ,1.4,0.002,0.025,0.019, C ,0.1,0.002,0.019,0.018,SSE,1.1
22/04/05 22:00,0.000,0.019,0.032,2.05,0.16,0.017,SE ,1.9,0.000,0.019,0.032,0.015,SE ,0.6,0.001,0.024,0.024,0.023,SSE,1.2,0.000,0.022,0.024,0.022, E ,1.0,0.003,0.000,0.018,0.032,0.016,ESE,1.1,0.003,0.026,0.015, C ,0.2,0.005,0.029,0.019, S ,1.2,0.001,0.024,0.017, C ,0.0,0.001,0.017,0.015,SSE,0.3
22/04/05 23:00,0.000,0.019,0.030,2.03,0.18,0.018,ESE,2.0,0.000,0.019,0.030,0.016,SE ,0.9,0.000,0.021,0.026,0.022,SE ,1.1,0.000,0.018,0.026,0.020,ESE,0.7,0.002,0.000,0.012,0.037,0.015, E ,1.0,0.003,0.025,0.015, C ,0.2,0.004,0.025,0.015, S ,0.9,0.001,0.022,0.014, C ,0.1,0.004,0.028,0.014, C ,0.2
22/04/06 00:00,0.000,0.022,0.027,2.04,0.15,0.020,SE ,1.8,0.001,0.023,0.025,0.016,SE ,1.2,0.000,0.023,0.023,0.022,ESE,1.4,0.000,0.019,0.025,0.023,ESE,0.7,0.002,0.001,0.013,0.034,0.015, E ,1.4,0.002,0.028,0.020,ESE,0.4,0.002,0.028,0.015, S ,1.3,0.001,0.022,0.014, C ,0.1,0.002,0.026,0.016, S ,0.3
22/04/06 01:00,0.000,0.021,0.026,2.02,0.12,0.018,SSE,1.6,0.000,0.025,0.023,0.019,SSE,1.5,0.001,0.024,0.020,0.023,SE ,1.1,0.000,0.020,0.022,0.027,ESE,0.7,0.002,0.001,0.019,0.028,0.021,ESE,1.5,0.002,0.025,0.019, C ,0.2,0.003,0.026,0.016, S ,1.4,0.001,0.023,0.014, C ,0.1,0.002,0.026,0.017,SSE,0.6
22/04/06 02:00,0.000,0.020,0.025,1.99,0.15,0.017,SE ,1.4,0.000,0.024,0.020,0.020, E ,0.9,0.000,0.021,0.020,0.025,ESE,1.0,0.000,0.020,0.019,0.026,ESE,0.6,0.002,0.002,0.022,0.023,0.030,ESE,1.2,0.005,0.027,0.017, E ,0.5,0.002,0.024,0.016,SSE,0.9,0.001,0.021,0.017, C ,0.0,0.001,0.021,0.018, C ,0.2
22/04/06 03:00,0.000,0.017,0.026,2.04,0.15,0.014,SE ,2.1,0.000,0.020,0.023,0.019,SE ,1.4,0.000,0.021,0.023,0.022,SE ,1.4,0.000,0.019,0.021,0.025,ESE,0.7,0.002,0.001,0.021,0.024,0.015,SE ,1.9,0.001,0.020,0.013,ESE,0.5,0.006,0.028,0.017,SSE,0.8,0.001,0.020,0.017, C ,0.0,0.002,0.021,0.014, S ,0.3
