24/04/23 14:00,0.001,0.013,0.043,保守中,保守中,0.021,ESE,2.1,0.001,0.012,0.043,0.017,ENE,1.3,0.002,0.014,0.040,0.016,SE ,0.7,0.001,0.014,0.039,0.013,0.001,0.003,0.019,0.036,0.017, E ,1.9,0.009,0.024,0.021,NNW,1.1,0.002,0.015,0.019,0.005,0.026,0.021,SSE,0.3
24/04/23 15:00,0.001,0.011,0.046,保守中,保守中,0.016, C ,0.2,0.001,0.011,0.046,0.017,SSE,1.7,0.001,0.012,0.045,0.017,SSW,0.5,0.001,0.012,0.044,0.014,0.001,0.001,0.014,0.044,0.017,NE ,1.0,0.012,0.027,0.020, S ,0.7,0.003,0.018,0.015,0.005,0.023,0.016,NE ,1.3
24/04/23 16:00,0.001,0.018,0.040,1.96,0.10,0.018,ESE,5.0,0.001,0.012,0.046,0.015, E ,3.2,0.000,0.011,0.046,0.017,ESE,3.5,0.002,0.016,0.040,0.017,0.001,0.002,0.021,0.038,0.017,ESE,2.3,0.007,0.022,0.017, S ,1.8,0.002,0.017,0.015,0.002,0.018,0.016,SW ,0.5
24/04/23 17:00,0.001,0.017,0.038,2.00,0.07,0.016,SE ,4.3,0.001,0.015,0.040,0.016, E ,1.8,0.000,0.012,0.042,0.015,ESE,2.4,0.001,0.014,0.038,0.014,0.001,0.001,0.017,0.039,0.013,ENE,3.5,0.004,0.019,0.015, S ,1.3,0.003,0.020,0.015,0.002,0.021,0.016,SSE,0.5
24/04/23 18:00,0.000,0.014,0.039,1.99,0.06,0.013, E ,4.9,0.001,0.013,0.040,0.013,ENE,3.6,0.000,0.013,0.039,0.013,ESE,1.6,0.001,0.011,0.040,0.013,0.001,0.001,0.009,0.046,0.013,NE ,3.7,0.005,0.018,0.012,NNW,1.2,0.001,0.011,0.011,0.001,0.013,0.013,SSE,0.7
24/04/23 19:00,0.000,0.016,0.039,1.99,0.06,0.013,ENE,3.2,0.000,0.012,0.041,0.014,NE ,2.3,0.000,0.012,0.040,0.013, S ,0.6,0.002,0.010,0.043,0.011,0.001,0.000,0.009,0.047,0.012,NE ,2.9,0.003,0.017,0.012, N ,1.0,0.001,0.008,0.012,0.001,0.009,0.013,SE ,0.5
24/04/23 20:00,0.000,0.011,0.040,1.98,0.07,0.014,ESE,5.0,0.000,0.010,0.042,0.013, E ,3.1,0.000,0.011,0.040,0.015,ESE,2.1,0.001,0.014,0.035,0.015,0.001,0.000,0.009,0.043,0.013, E ,2.0,0.002,0.015,0.015,WSW,0.9,0.001,0.015,0.015,0.003,0.022,0.014,SSW,0.5
24/04/23 21:00,0.000,0.015,0.033,2.00,0.09,0.013, E ,2.7,0.000,0.009,0.039,0.012,ENE,3.2,0.000,0.013,0.035,0.015,ESE,1.2,0.001,0.017,0.030,0.012,0.001,0.000,0.012,0.037,0.012,ENE,2.4,0.002,0.017,0.012, N ,1.2,0.001,0.018,0.014,0.002,0.024,0.016,SSE,0.5
24/04/23 22:00,0.000,0.013,0.035,2.06,0.07,0.012, E ,3.4,0.000,0.009,0.039,0.015, E ,3.3,0.000,0.011,0.036,0.014,ESE,1.1,0.000,0.010,0.036,0.012,0.001,0.001,0.010,0.039,0.011, E ,3.2,0.002,0.012,0.010,NNW,1.1,0.001,0.010,0.014,0.001,0.014,0.012,SSE,0.4
24/04/23 23:00,0.000,0.010,0.037,2.00,0.07,0.012, E ,3.9,0.000,0.006,0.041,0.010,ENE,2.9,0.000,0.009,0.037,0.013,SE ,1.8,0.001,0.012,0.033,0.012,0.001,0.001,0.008,0.041,0.011,ENE,3.1,0.002,0.011,0.011, W ,0.9,0.001,0.011,0.014,0.001,0.014,0.014,SSE,0.3
24/04/24 00:00,0.000,0.008,0.038,2.03,0.06,0.011,ESE,5.0,0.000,0.006,0.041,0.010, E ,3.8,0.000,0.007,0.039,0.010,SE ,1.5,0.000,0.009,0.035,0.009,0.001,0.000,0.007,0.041,0.011,ENE,3.1,0.001,0.008,0.010,NNW,1.0,0.000,0.009,0.010,0.001,0.016,0.010,SSE,0.5
24/04/24 01:00,0.000,0.007,0.039,2.09,0.05,0.010, E ,4.2,0.000,0.007,0.040,0.009,ENE,3.8,0.000,0.005,0.040,0.009,ESE,1.7,0.000,0.006,0.039,0.009,0.001,0.000,0.004,0.045,0.007,NE ,3.3,0.001,0.006,0.010,NNW,1.2,0.000,0.005,0.008,0.001,0.014,0.010,SSE,0.6
24/04/24 02:00,0.000,0.007,0.040,2.03,0.04,0.009, E ,3.7,0.000,0.007,0.040,0.008,ENE,3.6,0.000,0.006,0.040,0.009,ESE,1.1,0.000,0.004,0.040,0.009,0.001,0.000,0.004,0.044,0.007,ENE,4.2,0.001,0.007,0.008, N ,1.0,0.000,0.004,0.009,0.001,0.009,0.011,SSE,0.6
24/04/24 03:00,0.000,0.008,0.040,2.02,0.05,0.009, E ,4.0,0.000,0.008,0.039,0.008,ENE,3.2,0.000,0.005,0.041,0.008,SE ,1.1,0.000,0.005,0.040,0.008,0.000,0.000,0.005,0.044,0.008,NE ,4.1,0.001,0.007,0.007, N ,1.4,0.001,0.005,0.006,0.000,0.008,0.010,SSE,0.6
24/04/24 04:00,0.000,0.009,0.040,2.03,0.05,0.008, E ,3.6,0.000,0.008,0.039,0.009,ENE,2.8,0.000,0.005,0.041,0.007,SE ,1.0,0.000,0.004,0.042,0.006,0.000,0.000,0.004,0.045,0.007,ENE,4.3,0.002,0.007,0.009,NNW,1.0,0.001,0.005,0.008,0.001,0.007,0.008,SSE,0.6
24/04/24 05:00,0.000,0.009,0.038,2.02,0.06,0.009, E ,3.8,0.000,0.009,0.038,0.009,ENE,3.5,0.000,0.006,0.040,0.008,ESE,1.3,0.000,0.005,0.040,0.010,0.001,0.000,0.004,0.045,0.007,ENE,3.4,0.002,0.009,0.009, N ,1.1,0.001,0.005,0.007,0.000,0.006,0.010,SSE,0.5
24/04/24 06:00,0.001,0.017,0.028,2.10,0.06,0.010,ESE,3.3,0.000,0.010,0.034,0.009, E ,3.4,0.000,0.010,0.034,0.009,ESE,1.5,0.000,0.008,0.033,0.010,0.001,0.001,0.010,0.036,0.013, E ,2.4,0.006,0.017,0.011,NNW,0.8,0.001,0.011,0.012,0.002,0.014,0.010,SSE,0.3
24/04/24 07:00,0.001,0.017,0.030,2.02,0.08,0.008,ESE,3.6,0.001,0.016,0.029,0.010,ENE,1.4,0.001,0.015,0.028,0.008,ESE,1.0,0.002,0.020,0.024,0.010,0.001,0.002,0.016,0.033,0.008, E ,2.0,0.011,0.025,0.009,SW ,0.6,0.003,0.021,0.009,0.004,0.026,0.009, S ,0.3
24/04/24 08:00,0.002,0.023,0.025,2.05,0.09,0.008, E ,2.2,0.002,0.018,0.029,0.010,ENE,2.1,0.002,0.022,0.024,0.009,ESE,0.9,0.002,0.020,0.027,0.009,0.001,0.006,0.016,0.032,0.008,ENE,1.9,0.016,0.032,0.009, W ,0.6,0.002,0.018,0.008,0.005,0.026,0.009,SSE,0.4
24/04/24 09:00,0.004,0.026,0.021,2.05,0.09,0.009, E ,2.1,0.003,0.021,0.026,0.009, E ,1.0,0.001,0.020,0.025,0.008,ESE,0.8,0.004,0.018,0.025,0.011,0.001,0.002,0.016,0.031,0.007,NE ,1.7,0.017,0.033,0.009, S ,0.7,0.002,0.016,0.007,0.003,0.019,0.009,SE ,0.5
24/04/24 10:00,0.004,0.023,0.025,2.05,0.11,0.008,ESE,2.2,0.003,0.022,0.027,0.008,SE ,1.7,0.002,0.021,0.027,0.010,SE ,1.6,0.004,0.022,0.025,0.013,0.001,0.007,0.021,0.027,0.007,NE ,1.3,0.018,0.032,0.010, S ,1.2,0.005,0.024,0.008,0.005,0.023,0.008,SSW,0.4
24/04/24 11:00,0.005,0.022,0.026,2.02,0.09,0.006,ESE,2.6,0.004,0.020,0.029,0.007, E ,1.6,0.002,0.019,0.028,0.007,SE ,2.8,0.002,0.016,0.029,0.008,保守中,保守中,保守中,保守中,0.009,ENE,1.9,0.013,0.026,0.008, S ,2.0,0.005,0.020,0.008,0.006,0.024,0.008, S ,0.9
24/04/24 12:00,0.002,0.014,0.035,2.00,0.07,0.008,ESE,2.1,0.002,0.012,0.038,0.008, E ,1.3,0.001,0.013,0.035,0.008,SE ,0.6,0.002,0.016,0.031,0.011,保守中,保守中,保守中,保守中,0.009,ENE,1.2,0.010,0.023,0.009,NNW,0.8,0.005,0.021,0.008,0.006,0.024,0.013,ESE,0.6
24/04/24 13:00,0.003,0.015,0.035,2.00,0.09,0.007,SE ,2.5,0.002,0.013,0.037,0.008, E ,1.8,0.001,0.012,0.036,0.007,ESE,2.0,0.003,0.018,0.030,0.008,0.002,0.005,0.018,保守中,0.007, E ,1.7,0.007,0.019,0.011, S ,1.3,0.003,0.018,0.006,0.006,0.022,0.008, S ,0.5
24/04/24 14:00,0.003,0.018,0.033,2.01,0.10,0.008, E ,2.8,0.002,0.014,0.036,0.006,ENE,2.9,0.002,0.014,0.034,0.007,ESE,1.5,0.002,0.015,0.034,0.011,0.001,0.004,0.016,保守中,0.009,ENE,2.3,0.008,0.025,0.007,NNW,1.0,0.003,0.017,0.005,0.004,0.018,0.006,ESE,0.7
24/04/24 15:00,0.003,0.021,0.030,2.01,0.08,0.008,ENE,4.2,0.002,0.014,0.036,0.008,NE ,2.5,0.002,0.015,0.033,0.007,NE ,0.8,0.003,0.016,0.033,0.008,0.001,0.004,0.019,保守中,0.008,NE ,2.6,0.009,0.022,0.008,NNW,1.5,0.002,0.017,0.006,0.004,0.015,0.006,SE ,0.8
24/04/24 16:00,0.003,0.022,0.028,1.98,0.07,0.008,ENE,3.1,0.001,0.014,0.036,0.006,ENE,2.3,0.001,0.017,0.030,0.008,ENE,0.6,0.003,0.020,0.028,0.009,0.001,0.004,0.020,保守中,0.006,NE ,2.7,0.005,0.022,0.007,NNW,0.9,0.002,0.021,0.007,0.001,0.011,0.006,SSE,0.6
24/04/24 17:00,0.003,0.027,0.024,2.00,0.09,0.009,ENE,2.5,0.001,0.017,0.032,0.007,NE ,1.7,0.001,0.021,0.027,0.006, C ,0.4,0.002,0.013,0.036,0.010,0.001,0.002,0.015,0.031,0.010,ENE,3.0,0.006,0.026,0.008,NNW,1.3,0.001,0.014,0.010,0.001,0.011,0.009,SSE,0.5
24/04/24 18:00,0.001,0.021,0.033,2.01,0.08,0.009,NE ,2.0,0.001,0.016,0.036,0.008,NE ,1.7,0.001,0.021,0.029,0.009, C ,0.4,0.001,0.015,0.036,0.011,0.001,0.001,0.021,0.030,0.010,NNE,2.0,0.006,0.025,0.008,NNW,1.1,0.001,0.016,0.010,0.001,0.013,0.009, E ,1.3
24/04/24 19:00,0.000,0.025,0.027,2.00,0.11,0.009,NNE,2.2,0.000,0.015,0.035,0.006,NNE,1.6,0.000,0.016,0.033,0.006, N ,1.5,0.002,0.028,0.023,0.009,0.001,0.002,0.028,0.023,0.011, N ,3.1,0.001,0.018,0.005,NNW,1.3,0.001,0.028,0.008,0.001,0.021,0.006,ENE,1.5
24/04/24 20:00,0.000,0.018,0.028,2.03,0.13,0.007,NNE,2.7,0.000,0.013,0.033,0.005, N ,2.1,0.000,0.014,0.032,0.005, N ,2.6,0.002,0.024,0.024,0.009,0.001,0.002,0.034,0.013,0.006, N ,2.8,0.002,0.019,0.006,NNW,1.6,0.002,0.025,0.007,0.004,0.035,0.005,NNE,1.8
24/04/24 21:00,0.001,0.015,0.028,2.05,0.15,0.006, N ,4.2,0.000,0.012,0.032,0.006, N ,2.5,0.000,0.012,0.032,0.002, N ,3.2,0.001,0.016,0.028,0.007,0.001,0.001,0.027,0.018,0.004, N ,3.4,0.001,0.013,0.001,NNW,2.1,0.001,0.016,0.005,0.004,0.030,0.004, N ,1.9
24/04/24 22:00,0.000,0.012,0.029,2.02,0.13,0.003, N ,4.7,0.000,0.012,0.030,0.004,NNW,3.8,0.000,0.012,0.029,0.002, N ,4.4,0.001,0.013,0.030,0.003,0.001,0.001,0.026,0.017,0.006, N ,3.7,0.001,0.013,0.002,NW ,2.6,0.001,0.013,0.004,0.006,0.027,0.003,NW ,2.6
24/04/24 23:00,0.000,0.011,0.028,2.01,0.13,0.003,NNW,4.9,0.000,0.009,0.031,0.003,NNW,3.7,0.000,0.009,0.031,0.002, N ,4.7,0.000,0.010,0.029,0.003,0.001,0.002,0.022,0.019,0.003,NNW,3.8,0.001,0.009,0.002,NNW,3.2,0.002,0.011,0.003,0.004,0.016,0.004,NNW,3.1
24/04/25 00:00,0.000,0.007,0.031,1.98,0.10,0.002,NNW,5.7,0.000,0.006,0.033,0.001,NNW,3.4,0.000,0.006,0.033,0.001,NNW,3.8,0.000,0.007,0.032,0.002,0.000,0.005,0.019,0.021,0.004,NW ,3.7,0.001,0.007,0.001,NNW,2.5,0.001,0.007,0.001,0.005,0.014,0.001, N ,2.7
24/04/25 01:00,0.000,0.005,0.035,1.97,0.09,0.003, N ,5.0,0.000,0.005,0.037,0.002,NNW,3.2,0.000,0.005,0.037,0.001,NNW,3.7,0.000,0.005,0.036,0.005,0.001,0.004,0.016,0.026,0.003,NNW,3.7,0.000,0.005,0.000,NNW,2.6,0.001,0.006,0.000,0.005,0.012,0.004, N ,2.7
24/04/25 02:00,0.000,0.005,0.039,1.96,0.08,0.004,NNW,3.4,0.000,0.004,0.041,0.003,NNW,2.4,0.000,0.004,0.042,0.003,NNW,2.3,0.000,0.004,0.040,0.004,0.001,0.003,0.015,0.030,0.004,NNW,2.2,0.000,0.004,0.001,NW ,1.8,0.001,0.005,0.001,0.004,0.011,0.003, N ,1.7
24/04/25 03:00,0.000,0.006,0.040,1.95,0.08,0.002, N ,2.3,0.000,0.004,0.043,0.000, N ,1.7,0.000,0.004,0.042,0.001, N ,1.8,0.000,0.005,0.041,0.001,0.000,0.002,0.014,0.033,0.005,NNW,3.0,0.000,0.004,0.002,NW ,1.4,0.001,0.007,0.002,0.003,0.011,0.006,NNW,1.1
24/04/25 04:00,0.000,0.007,0.037,1.95,0.07,0.002,NNW,0.7,0.000,0.005,0.040,0.002, N ,1.1,0.000,0.005,0.038,0.004, N ,1.7,0.000,0.006,0.039,0.002,0.001,0.001,0.012,0.035,0.004,NNW,2.0,0.000,0.006,0.003,NNW,1.1,0.002,0.008,0.004,0.005,0.021,0.004,NNW,0.7
24/04/25 05:00,0.000,0.008,0.032,1.97,0.10,0.000,NW ,1.4,0.000,0.006,0.035,0.004,NNW,1.2,0.000,0.006,0.033,0.001,NNW,1.3,0.000,0.008,0.034,0.001,0.000,0.003,0.024,0.023,0.007,NNW,2.1,0.001,0.007,0.002,NW ,1.1,0.004,0.013,0.004,0.014,0.024,0.004,NW ,0.8
24/04/25 06:00,0.000,0.009,0.028,1.98,0.13,0.005,NW ,1.3,0.000,0.009,0.029,0.002,NNW,1.2,0.000,0.008,0.029,0.001,NNW,1.5,0.001,0.012,0.028,0.005,0.001,0.005,0.029,0.017,0.005, N ,0.9,0.008,0.013,0.004,NW ,1.0,0.008,0.020,0.003,0.019,0.029,0.006,NW ,0.6
24/04/25 07:00,0.002,0.014,0.023,1.99,0.13,0.005, W ,0.9,0.001,0.012,0.025,0.002, W ,1.0,0.001,0.011,0.024,0.002, W ,0.9,0.002,0.014,0.024,0.005,0.001,0.011,0.035,0.013,0.006, C ,0.3,0.026,0.020,0.007, S ,0.6,0.011,0.022,0.004,0.020,0.030,0.004,SSW,0.7
24/04/25 08:00,0.002,0.013,0.026,2.00,0.13,0.002,SW ,0.5,0.003,0.013,0.025,0.003,SSW,0.6,0.002,0.013,0.025,0.003, S ,0.5,0.003,0.015,0.023,0.004,0.001,0.010,0.027,0.017,0.005,SW ,1.0,0.024,0.028,0.006, W ,0.5,0.015,0.024,0.004,0.006,0.019,0.004, N ,0.5
24/04/25 09:00,0.003,0.013,0.030,2.01,0.14,0.004,SSE,0.6,0.004,0.011,0.030,0.003, S ,0.9,0.002,0.011,0.031,0.003,SSW,0.7,0.003,0.014,0.030,0.005,0.001,0.015,0.030,0.018,0.008,WSW,1.1,0.022,0.023,0.004,SSW,1.1,0.005,0.015,0.003,0.019,0.030,0.007, S ,0.8
24/04/25 10:00,0.004,0.012,0.036,2.00,0.15,0.004, E ,0.9,0.003,0.011,0.036,0.004, S ,1.0,0.002,0.012,0.036,0.002,SSW,1.0,0.003,0.015,0.033,0.006,0.002,0.020,0.044,0.028,0.016,SSE,1.5,0.016,0.023,0.004,SSE,1.3,0.007,0.018,0.005,0.017,0.039,0.014, S ,1.7
24/04/25 11:00,0.002,0.007,0.043,1.97,0.13,0.004,SW ,1.6,保守中,保守中,保守中,0.006,SW ,1.8,0.001,0.008,0.044,0.005, W ,1.0,0.010,0.032,0.022,0.015,0.003,0.017,0.051,0.034,0.019,SSE,2.2,0.012,0.018,0.004,SSE,1.9,0.018,0.035,0.012,0.015,0.040,0.019, S ,1.7
24/04/25 12:00,0.007,0.022,0.045,1.99,0.19,0.011,SSE,3.2,0.001,0.006,0.048,0.003,NNE,1.3,0.002,0.013,0.047,0.007,SSE,1.9,0.009,0.033,0.030,0.011,0.004,0.024,0.047,0.030,0.013,SE ,2.5,0.011,0.023,0.005, S ,1.4,0.013,0.036,0.011,0.008,0.026,0.006,SSE,1.9
24/04/25 13:00,0.007,0.025,0.047,2.02,0.21,0.012,SSE,2.9,0.006,0.023,0.046,0.009,SSE,2.5,0.005,0.024,0.041,0.009,SSE,2.1,0.005,0.026,0.037,0.009,0.004,0.012,0.035,0.041,0.011,SSE,2.4,0.013,0.029,0.011, S ,1.9,0.011,0.030,0.008,0.006,0.024,0.009, S ,1.7
24/04/25 14:00,0.004,0.024,0.061,2.01,0.25,0.012,SE ,3.0,0.004,0.021,0.053,0.011,SSE,1.8,保守中,保守中,保守中,0.010,SSE,2.0,0.003,0.023,0.045,0.010,0.003,0.008,0.034,0.047,0.014,SSE,1.7,0.010,0.030,0.009, S ,2.0,0.007,0.027,0.012,0.004,0.026,0.012, S ,2.0
24/04/25 15:00,0.003,0.028,0.068,2.00,0.27,0.015, S ,2.7,0.003,0.022,0.061,0.009,SSE,2.6,0.003,0.023,0.050,0.012,SE ,2.1,0.002,0.024,0.054,0.013,0.002,0.006,0.036,0.057,0.014, S ,1.2,0.009,0.032,0.011,SSE,1.9,0.005,0.029,0.013,0.004,0.029,0.012,SSE,1.4
24/04/25 16:00,0.002,0.028,0.071,2.01,0.28,0.016,SSE,2.4,0.002,0.021,0.063,0.012, S ,2.1,0.002,0.022,0.059,0.012,SSE,2.1,0.002,0.022,0.059,0.014,0.002,0.004,0.038,0.061,0.016,SSE,1.2,0.007,0.032,0.015, S ,1.8,0.005,0.029,0.013,0.003,0.032,0.014, S ,1.3
24/04/25 17:00,0.001,0.026,0.071,2.02,0.21,0.015, S ,2.4,0.001,0.020,0.071,0.012,SSW,1.9,0.001,0.022,0.065,0.015, S ,1.8,0.001,0.025,0.061,0.017,0.002,0.002,0.037,0.075,0.015,NE ,1.6,0.005,0.036,0.015, S ,1.0,0.004,0.032,0.014,0.002,0.039,0.017, S ,1.2
24/04/25 18:00,0.001,0.031,0.066,2.05,0.27,0.018,SW ,2.2,0.001,0.023,0.068,0.012,SSW,2.5,0.001,0.024,0.065,0.013, S ,1.3,0.001,0.034,0.054,0.018,0.002,0.001,0.044,0.064,0.026,SW ,1.8,0.004,0.037,0.015, S ,0.9,0.003,0.043,0.019,0.001,0.040,0.016, S ,1.5
24/04/25 19:00,0.000,0.028,0.064,2.03,0.18,0.018,WSW,1.3,0.000,0.025,0.065,0.013,WSW,1.8,0.000,0.028,0.063,0.014,WNW,1.0,0.000,0.030,0.057,0.014,0.002,0.001,0.057,0.044,0.017,WSW,1.8,0.001,0.034,0.014,NNW,0.4,0.003,0.040,0.019,0.001,0.034,0.016, S ,1.1
24/04/25 20:00,0.001,0.027,0.051,2.07,0.24,0.017,SW ,1.4,0.000,0.018,0.052,0.012,WSW,1.9,0.000,0.019,0.052,0.013, W ,1.3,0.000,0.023,0.049,0.020,0.003,0.001,0.070,0.020,0.022,SSE,1.1,0.002,0.026,0.014, S ,0.8,0.001,0.030,0.016,0.006,0.064,0.021, S ,1.3
24/04/25 21:00,0.001,0.020,0.040,2.04,0.23,0.014, W ,2.5,0.000,0.017,0.045,0.011,WSW,1.7,0.000,0.017,0.045,0.011,WNW,1.5,0.000,0.019,0.040,0.016,0.003,0.019,0.076,0.003,0.023, S ,0.8,0.001,0.020,0.014,WSW,0.5,0.001,0.023,0.015,0.009,0.069,0.023, S ,0.9
24/04/25 22:00,0.001,0.018,0.034,2.07,0.25,0.010,NNW,3.7,0.001,0.016,0.035,0.007, N ,2.2,0.000,0.015,0.036,0.008,NNW,1.7,0.001,0.020,0.032,0.009,0.002,0.009,0.057,0.008,0.015,NNW,1.4,0.002,0.018,0.010,NW ,2.1,0.001,0.021,0.009,0.004,0.039,0.013,NE ,1.2
24/04/25 23:00,0.006,0.027,0.024,2.05,0.19,0.019,ENE,2.9,0.000,0.013,0.035,0.010, N ,2.6,0.000,0.012,0.035,0.010, N ,3.5,0.001,0.018,0.030,0.011,0.003,0.038,0.062,0.004,0.025,ENE,3.1,0.001,0.013,0.008,NW ,2.0,0.003,0.021,0.012,0.022,0.044,0.019,ENE,2.5
24/04/26 00:00,0.004,0.057,0.005,2.07,0.14,0.020, N ,2.4,0.000,0.012,0.035,0.008, N ,2.2,0.000,0.013,0.034,0.009, N ,3.8,0.005,0.055,0.006,0.021,0.002,0.002,0.035,0.020,0.021,NNE,2.9,0.001,0.016,0.011,NW ,1.9,0.006,0.055,0.019,0.001,0.029,0.023, E ,1.3
24/04/26 01:00,0.000,0.020,0.028,2.08,0.19,0.009,NNE,2.9,0.000,0.010,0.039,0.008,NNE,3.4,0.000,0.010,0.038,0.006, N ,1.6,0.001,0.025,0.023,0.009,0.002,0.001,0.033,0.021,0.018,NNE,2.2,0.001,0.012,0.008,NNW,1.4,0.002,0.027,0.011,0.002,0.038,0.020, E ,1.0
24/04/26 02:00,0.000,0.009,0.038,2.00,0.10,0.007,NNE,3.8,0.000,0.007,0.041,0.007,NNE,2.3,0.000,0.007,0.040,0.007,NNE,1.7,0.000,0.011,0.037,0.007,0.001,0.001,0.025,0.024,0.009, N ,2.5,0.001,0.008,0.007,NNW,1.2,0.000,0.011,0.009,0.002,0.029,0.011,NE ,1.5
24/04/26 03:00,0.000,0.012,0.034,2.00,0.10,0.009, N ,2.9,0.000,0.010,0.036,0.007,NNE,2.2,0.000,0.008,0.032,0.009,NW ,1.1,0.000,0.012,0.034,0.008,0.001,0.009,0.043,0.007,0.012, N ,1.5,0.000,0.009,0.007,NW ,1.1,0.001,0.013,0.010,0.010,0.033,0.009,NNE,0.5
24/04/26 04:00,0.000,0.013,0.027,2.02,0.13,0.013,NW ,1.2,0.000,0.011,0.028,0.015, N ,1.3,0.000,0.014,0.021,0.011,NW ,0.7,0.000,0.014,0.028,0.016,0.002,0.008,0.039,0.011,0.014,NNW,0.9,0.001,0.013,0.013,NW ,0.6,0.003,0.018,0.013,0.009,0.043,0.010,NW ,1.0
24/04/26 05:00,0.000,0.017,0.020,2.06,0.20,0.012,NNW,2.1,0.000,0.018,0.018,0.015, N ,1.4,0.001,0.018,0.016,0.017, N ,1.2,0.001,0.018,0.020,0.016,0.002,0.025,0.052,0.001,0.011, N ,1.2,0.003,0.018,0.013,NW ,1.0,0.007,0.023,0.013,0.027,0.038,0.013,NNW,0.9
24/04/26 06:00,0.002,0.023,0.012,2.08,0.23,0.016,NNW,1.2,0.002,0.022,0.014,0.014,NNW,1.3,0.002,0.020,0.012,0.014,NNW,1.1,0.003,0.022,0.014,0.015,0.002,0.021,0.048,0.003,0.021,NNE,1.6,0.009,0.022,0.015,NW ,1.3,0.012,0.025,0.013,0.018,0.034,0.015,NW ,1.2
24/04/26 07:00,0.003,0.020,0.019,2.09,0.23,0.021,NW ,1.2,0.003,0.018,0.022,0.020,NNW,1.6,0.002,0.017,0.024,0.022, N ,1.5,0.005,0.022,0.017,0.016,0.001,0.017,0.037,0.008,0.021,NNE,1.5,0.016,0.022,0.017,NW ,1.3,0.040,0.039,0.018,0.026,0.032,0.015,NW ,1.0
24/04/26 08:00,0.004,0.018,0.025,2.07,0.21,0.022,NW ,1.8,0.003,0.014,0.028,0.018,WNW,2.2,0.003,0.017,0.024,0.017,NNW,2.2,0.004,0.018,0.026,0.023,0.002,0.014,0.029,0.017,0.019,NE ,0.9,0.025,0.021,0.017,NNW,1.5,0.014,0.023,0.018,0.023,0.032,0.020, E ,0.7
24/04/26 09:00,0.005,0.018,0.028,2.06,0.20,0.019, N ,1.4,0.003,0.013,0.035,0.016, N ,1.3,0.002,0.014,0.033,0.016, N ,1.3,0.004,0.018,0.029,0.018,0.002,0.020,0.029,0.020,0.023, E ,2.4,0.015,0.024,0.016,NW ,1.3,0.009,0.020,0.018,0.017,0.034,0.020,ESE,0.8
24/04/26 10:00,0.008,0.019,0.036,2.02,0.15,0.019,ESE,2.5,0.007,0.019,0.036,0.018, E ,1.4,0.003,0.019,0.035,0.017,NE ,0.8,0.007,0.024,0.030,0.023,0.002,0.022,0.026,0.023,0.024, E ,2.3,0.016,0.028,0.017, W ,1.5,0.009,0.027,0.018,0.013,0.031,0.021,ENE,1.7
24/04/26 11:00,0.004,0.015,0.048,2.00,0.10,0.014,SE ,2.7,0.004,0.016,0.048,0.016,ESE,1.4,0.002,0.014,0.048,0.012,SE ,1.3,0.002,0.013,0.047,0.010,0.002,0.011,0.025,0.040,0.017, E ,1.8,0.010,0.022,0.012,SW ,1.3,0.005,0.019,0.010,0.005,0.022,0.016,ESE,0.8
24/04/26 12:00,0.002,0.012,0.056,2.00,0.07,0.015, E ,3.0,0.003,0.014,0.053,0.016, E ,1.5,0.002,0.014,0.054,0.011,SE ,1.9,0.002,0.013,0.053,0.013,0.002,0.004,0.015,0.053,0.016,NE ,1.8,0.008,0.020,0.009,SSW,1.4,0.005,0.021,0.014,0.004,0.018,0.016, E ,1.2
24/04/26 13:00,0.002,0.015,0.057,2.01,0.08,0.015,ESE,2.7,0.002,0.012,0.060,0.011,SE ,1.6,0.001,0.014,0.062,0.011,SSE,1.4,0.001,0.020,0.056,0.015,0.001,0.004,0.019,0.050,0.013,ENE,1.8,0.006,0.023,0.014,SSE,1.5,0.005,0.028,0.014,0.003,0.022,0.017,SSE,0.8
24/04/26 14:00,0.002,0.018,0.062,2.06,0.11,0.015,ESE,2.8,0.001,0.016,0.064,0.016,ENE,2.1,0.001,0.012,0.062,0.014,SE ,1.3,0.001,0.017,0.062,0.018,0.002,0.001,0.013,0.062,0.014,NE ,1.5,0.005,0.024,0.013,SSW,1.1,0.004,0.028,0.016,0.002,0.021,0.017,ESE,0.4
24/04/26 15:00,0.001,0.012,0.070,2.03,0.12,0.018,ESE,4.2,0.001,0.015,0.067,0.017,SE ,2.7,0.001,0.014,0.066,0.016,ESE,2.5,0.001,0.017,0.062,0.017,0.002,0.002,0.017,0.061,0.016, E ,2.3,0.005,0.027,0.015, S ,1.3,0.003,0.024,0.018,0.002,0.022,0.017,SSE,0.5
24/04/26 16:00,0.002,0.022,0.053,2.04,0.13,0.021,ESE,3.5,0.001,0.015,0.062,0.017,ENE,3.0,0.001,0.016,0.059,0.016,ESE,2.6,0.001,0.017,0.050,0.021,0.002,0.003,0.031,0.045,0.023, E ,1.9,0.005,0.027,0.017, S ,1.5,0.002,0.020,0.019,0.002,0.022,0.020, S ,1.1
24/04/26 17:00,0.002,0.032,0.038,2.06,0.22,0.024,ESE,3.0,0.001,0.019,0.049,0.019, E ,2.1,0.001,0.020,0.047,0.018,ESE,2.2,0.001,0.018,0.043,0.018,0.003,0.008,0.042,0.028,0.021, S ,2.1,0.004,0.023,0.017, S ,1.8,0.003,0.023,0.020,0.003,0.031,0.022,SSE,2.1
