20/04/03 05:00,0.001,0.000,0.011,0.037,1.98,0.12,0.008, W ,1.6,0.000,0.012,0.036,1.98,0.08,0.010, W ,0.9,0.003,0.000,0.015,0.028,0.010,WNW,0.9,0.003,0.002,0.016,0.030,0.013, W ,0.9,0.001,0.006,0.027,0.028,1.99,0.06,0.010,NNW,1.9,0.011,0.032,0.009,NNE,0.3,0.016,0.031,0.010, C ,0.2,0.007,0.020,0.010,WSW,1.1,0.018,0.026,0.008,NNW,1.1
20/04/03 06:00,0.001,0.001,0.020,0.024,2.01,0.14,0.010, C ,0.4,0.001,0.021,0.022,2.01,0.13,0.011,WNW,0.5,0.003,0.001,0.024,0.015,0.010,NNW,0.6,0.003,0.005,0.033,0.012,0.014, C ,0.4,0.001,0.015,0.046,0.010,2.10,0.08,0.013,NNE,1.8,0.021,0.039,0.011, C ,0.2,0.028,0.041,0.011,NW ,0.8,0.038,0.044,0.012,WSW,0.3,0.065,0.051,0.010, C ,0.1
20/04/03 07:00,0.001,0.005,0.026,0.019,2.04,0.20,0.013, C ,0.4,0.005,0.026,0.019,2.08,0.18,0.010,WNW,0.7,0.004,0.008,0.031,0.012,0.013,NNW,0.5,0.003,0.006,0.033,0.012,0.010, W ,0.8,0.003,0.027,0.048,0.008,2.00,0.08,0.015,NNE,2.1,0.044,0.049,0.012,NE ,0.5,0.053,0.046,0.011,NW ,0.8,0.034,0.040,0.012,NW ,0.4,0.017,0.037,0.010,SE ,0.4
20/04/03 08:00,0.001,0.005,0.018,0.032,2.02,0.15,0.012, N ,1.3,0.004,0.017,0.034,2.03,0.12,0.010,NNE,1.6,0.003,0.004,0.019,0.028,0.009, N ,2.9,0.003,0.007,0.026,0.024,0.009,NW ,1.4,0.002,0.017,0.033,0.022,2.00,0.07,0.011,NNW,2.1,0.007,0.025,0.013,SSE,1.1,0.038,0.029,0.012,NNW,1.6,0.018,0.032,0.010,NNE,1.0,0.028,0.032,0.008,NNW,2.7
20/04/03 09:00,0.001,0.004,0.013,0.036,2.00,0.16,0.010,NNW,1.2,0.004,0.013,0.039,2.00,0.09,0.011,NNE,1.6,0.003,0.002,0.013,0.036,0.011,NW ,1.3,0.003,0.004,0.015,0.036,0.010,NNW,1.3,0.001,0.022,0.028,0.025,2.01,0.07,0.010, N ,1.2,0.008,0.023,0.013,NNW,0.8,0.024,0.024,0.012,NW ,1.1,0.010,0.019,0.011, W ,1.3,0.007,0.018,0.009, E ,0.6
20/04/03 10:00,0.001,0.005,0.013,0.038,1.99,0.12,0.012,SSE,1.6,0.003,0.011,0.043,2.00,0.09,0.008,SW ,1.5,0.003,0.002,0.012,0.039,0.011,SSE,0.6,0.003,0.005,0.015,0.036,0.015, N ,0.8,0.002,0.015,0.025,0.028,2.01,0.09,0.013, E ,2.9,0.010,0.029,0.013, E ,0.8,0.024,0.024,0.010,ESE,0.8,0.010,0.021,0.012,WSW,1.1,0.014,0.027,0.014,SSE,0.4
20/04/03 11:00,0.002,0.014,0.027,0.029,2.02,0.14,0.015,SE ,4.0,保守中,保守中,0.042,保守中,保守中,0.014,SSE,2.2,0.004,0.004,0.018,0.039,0.013,SSE,2.2,0.005,0.011,0.033,0.026,0.016,ESE,1.4,0.002,0.014,0.026,0.030,2.03,0.10,0.017,ESE,1.9,0.018,0.042,0.015,ESE,0.9,0.026,0.034,0.014, S ,1.7,0.019,0.036,0.019, W ,0.4,0.022,0.036,0.016, S ,1.4
20/04/03 12:00,0.004,0.012,0.032,0.035,2.01,0.27,0.018,SSW,4.5,保守中,保守中,保守中,保守中,保守中,0.020, S ,4.2,0.006,0.010,0.031,0.032,0.022,SSE,2.1,0.007,0.012,0.038,0.027,0.025, S ,1.6,0.004,0.014,0.033,0.035,2.01,0.16,0.018, S ,2.4,0.021,0.054,0.021, W ,0.5,0.025,0.040,0.022, S ,2.2,0.019,0.040,0.020,NNE,0.6,0.013,0.032,0.019,SSE,2.3
20/04/03 13:00,0.003,0.005,0.019,0.042,1.99,0.19,0.017,SSW,3.3,0.006,0.017,0.044,保守中,保守中,0.015, S ,5.0,0.004,0.004,0.018,0.042,0.014,SSE,3.3,0.005,0.007,0.022,0.039,0.019,SSW,2.6,0.003,0.006,0.021,0.043,1.99,0.14,0.011, S ,3.2,0.019,0.044,0.023, W ,0.7,0.014,0.026,0.015, S ,3.2,0.012,0.026,0.016,WSW,1.6,0.007,0.020,0.015, S ,3.7
20/04/03 14:00,0.003,0.002,0.013,0.052,1.98,0.14,0.015,SSW,5.4,0.004,0.014,0.052,1.98,0.09,0.014,SSW,4.8,0.004,0.002,0.013,0.051,0.013, S ,4.8,0.005,0.003,0.015,0.048,0.013, S ,1.7,0.002,0.004,0.017,0.050,1.99,0.11,0.016, S ,5.0,0.013,0.035,0.021, W ,1.2,0.012,0.025,0.013, S ,3.1,0.006,0.019,0.016,NE ,0.8,0.005,0.017,0.013,SSE,4.1
20/04/03 15:00,0.003,0.002,0.012,0.053,1.97,0.14,0.017,SSW,5.8,0.002,0.009,0.057,1.99,0.09,0.013, S ,6.5,保守中,保守中,保守中,保守中,0.013, S ,4.1,0.005,0.002,0.012,0.051,0.018,SSW,3.8,0.002,0.004,0.016,0.050,1.98,0.11,0.013, S ,3.4,0.007,0.029,0.015, W ,1.0,0.008,0.020,0.012, S ,3.5,0.005,0.017,0.017,WSW,1.0,0.003,0.014,0.014,SSE,4.5
20/04/03 16:00,0.001,0.001,0.009,0.052,1.95,0.13,0.012,SSW,7.6,0.002,0.010,0.053,1.97,0.08,0.014, S ,6.1,0.003,保守中,保守中,0.051,0.013, S ,4.4,0.004,0.002,0.009,0.050,0.015,SSW,2.4,0.001,0.005,0.019,0.044,1.98,0.13,0.013,SSW,5.4,0.010,0.030,0.016, W ,1.0,0.008,0.021,0.013,SSE,4.3,0.003,0.013,0.014,NE ,0.9,0.004,0.016,0.015,SSE,4.1
20/04/03 17:00,0.001,0.001,0.009,0.050,1.95,0.13,0.011,SSW,7.0,0.001,0.010,0.051,1.96,0.07,0.012,SSW,6.9,0.003,0.001,0.010,0.048,0.015, S ,3.8,0.004,0.002,0.011,0.046,0.013,SSW,2.7,0.002,0.004,0.022,0.039,1.98,0.23,0.015,SSW,4.3,0.012,0.033,0.015, W ,1.3,0.007,0.018,0.014, S ,3.0,指示不良,指示不良,0.012,NE ,0.8,0.003,0.017,0.012, S ,5.5
20/04/03 18:00,0.002,0.001,0.014,0.043,1.95,0.69,0.014,SSW,3.5,0.001,0.011,0.049,1.96,0.09,0.012, S ,5.1,0.003,0.001,0.012,0.046,0.015, S ,4.0,0.004,0.002,0.018,0.039,0.015,SSW,3.7,0.002,0.002,0.025,0.035,1.97,0.42,0.014, S ,4.0,0.013,0.039,0.018, W ,0.7,0.006,0.019,0.013, S ,2.8,0.002,0.019,0.014,ENE,0.6,0.002,0.021,0.014,SSE,4.2
20/04/03 19:00,0.002,0.000,0.023,0.034,1.98,0.19,0.017,SSW,4.4,0.000,0.014,0.044,1.96,0.09,0.013, S ,4.2,0.003,0.000,0.014,0.042,0.014,SSE,3.5,0.004,0.001,0.023,0.033,0.016,SSW,3.1,0.002,0.001,0.020,0.038,1.96,0.17,0.012, S ,3.0,0.008,0.036,0.022, W ,0.5,0.006,0.025,0.012, S ,2.5,0.001,0.024,0.016,ENE,0.5,0.001,0.024,0.015, S ,3.3
20/04/03 20:00,0.002,0.001,0.031,0.025,1.99,0.20,0.018,SSW,3.7,0.000,0.020,0.037,1.97,0.10,0.013, S ,4.3,0.003,0.000,0.018,0.037,0.015, S ,2.7,0.003,0.001,0.018,0.037,0.021,SSW,3.1,0.002,0.000,0.017,0.039,1.97,0.18,0.011, S ,2.5,0.007,0.037,0.019,WSW,0.5,0.007,0.030,0.015, S ,1.6,0.001,0.020,0.016,NE ,0.5,0.001,0.016,0.013,SSE,2.5
20/04/03 21:00,0.004,0.000,0.027,0.027,1.99,0.13,0.023, S ,2.4,0.000,0.022,0.034,1.98,0.10,0.016, S ,2.7,0.003,0.000,0.024,0.030,0.018,SSE,1.3,0.004,0.002,0.028,0.027,0.025,SSW,1.9,0.002,0.000,0.019,0.036,1.98,0.21,0.012, S ,2.6,0.004,0.029,0.019,WSW,0.4,0.007,0.032,0.017, S ,1.9,0.003,0.034,0.025, C ,0.2,0.001,0.021,0.016,SSE,1.8
20/04/03 22:00,0.003,0.000,0.028,0.026,2.02,0.15,0.021,SSW,2.2,0.000,0.025,0.031,2.00,0.10,0.015, S ,2.3,0.003,0.000,0.024,0.029,0.014, S ,1.7,0.003,0.000,0.015,0.038,0.018,SSW,0.9,0.002,0.000,0.020,0.035,1.97,0.17,0.012, S ,2.5,0.004,0.033,0.022, C ,0.2,0.008,0.035,0.016, S ,1.4,0.001,0.019,0.018, C ,0.1,0.001,0.019,0.013,SSE,2.2
20/04/03 23:00,0.004,0.000,0.029,0.025,2.03,0.17,0.023, S ,2.0,0.001,0.025,0.029,2.00,0.11,0.018, S ,2.0,0.004,0.000,0.026,0.025,0.018,SSE,0.9,0.003,0.000,0.017,0.033,0.015, S ,0.5,0.003,0.001,0.020,0.034,1.97,0.14,0.014,SSW,2.1,0.005,0.037,0.023, C ,0.2,0.009,0.033,0.020,SSE,1.2,0.001,0.022,0.019, C ,0.1,0.001,0.017,0.015, S ,2.3
20/04/04 00:00,0.004,0.000,0.028,0.024,2.04,0.18,0.025,SSW,1.1,0.001,0.021,0.032,1.99,0.10,0.017, S ,1.3,0.003,0.000,0.024,0.026,0.018, S ,1.4,0.004,0.000,0.021,0.028,0.022,SSW,0.7,0.003,0.001,0.019,0.034,1.97,0.15,0.014,SSW,1.8,0.005,0.037,0.027, C ,0.0,0.008,0.034,0.016, S ,0.5,0.001,0.027,0.024, C ,0.0,0.001,0.015,0.016, S ,1.2
20/04/04 01:00,0.003,0.001,0.028,0.022,2.05,0.20,0.022, W ,0.6,0.001,0.025,0.026,2.01,0.13,0.017,SSE,0.7,0.003,0.001,0.026,0.020,0.018, C ,0.4,0.003,0.000,0.022,0.024,0.023,WSW,0.5,0.002,0.001,0.036,0.016,2.01,0.23,0.018, S ,0.8,0.003,0.036,0.024, C ,0.0,0.004,0.034,0.014, S ,0.4,0.002,0.027,0.019, C ,0.1,0.001,0.029,0.020, S ,0.7
20/04/04 02:00,0.002,0.002,0.037,0.010,2.18,0.43,0.019,NW ,2.2,保守中,保守中,0.026,2.07,0.17,0.014,NNW,1.8,0.003,0.001,0.023,0.019,0.015,NW ,1.6,0.003,保守中,保守中,0.027,0.017, W ,1.1,0.002,0.002,0.038,0.016,2.03,0.17,0.016, W ,1.7,0.023,0.043,0.020,NNW,0.5,保守中,保守中,0.014,NNW,1.5,0.005,0.027,0.015,WSW,0.7,保守中,保守中,0.017, S ,0.9
20/04/04 03:00,0.001,0.001,0.023,0.020,2.11,0.29,0.014,NNW,1.7,0.000,0.019,0.025,2.04,0.20,0.016,NNW,2.0,0.003,0.000,0.020,0.019,0.015,NNW,1.3,0.003,0.001,0.021,0.021,0.012, W ,1.1,0.001,0.004,0.034,0.016,2.11,0.14,0.012,NW ,1.4,0.008,0.034,0.019,NNW,0.7,0.001,0.022,0.017,NW ,1.4,0.003,0.023,0.015,WNW,0.9,0.015,0.036,0.015,NNW,1.3
20/04/04 04:00,0.001,0.001,0.020,0.019,2.04,0.26,0.014,NW ,1.0,0.000,0.017,0.024,2.01,0.20,0.017,NNW,1.2,0.004,0.000,0.018,0.019,0.018,NNW,0.9,0.003,0.000,0.018,0.020,0.016, W ,1.0,0.001,0.006,0.040,0.008,2.08,0.16,0.016,NNW,1.2,0.009,0.034,0.019, N ,0.3,0.002,0.022,0.017,NNW,0.8,0.004,0.022,0.016,WSW,0.8,0.018,0.037,0.018,NNW,1.0
20/04/04 05:00,0.001,0.000,0.020,0.018,2.04,0.24,0.016, N ,1.3,0.001,0.019,0.021,2.02,0.20,0.016,NNW,1.4,0.004,0.000,0.017,0.018,0.018,NNW,0.9,0.003,0.001,0.020,0.017,0.020, W ,1.0,0.001,0.016,0.048,0.005,2.07,0.16,0.021,NNW,1.9,0.012,0.031,0.020,NNW,0.3,0.002,0.021,0.017,NW ,1.2,0.006,0.024,0.016,WSW,0.6,0.028,0.041,0.020,NNW,1.2
20/04/04 06:00,0.001,0.002,0.022,0.015,2.05,0.25,0.018, W ,1.2,0.001,0.020,0.019,2.02,0.21,0.018,WNW,0.8,0.004,0.001,0.023,0.013,0.022,NW ,0.6,0.003,0.001,0.021,0.015,0.018, W ,1.2,0.001,0.006,0.036,0.010,2.04,0.13,0.017, W ,1.0,0.023,0.035,0.020, C ,0.1,0.021,0.033,0.018,NNW,0.6,0.013,0.029,0.019,WSW,0.9,0.051,0.041,0.021,NNW,0.7
20/04/04 07:00,0.001,0.005,0.026,0.014,2.06,0.29,0.019,NW ,0.9,0.004,0.020,0.021,2.04,0.22,0.018,NNW,1.1,0.004,0.004,0.023,0.014,0.017,NW ,1.1,0.003,0.005,0.025,0.014,0.025,WSW,0.7,0.002,0.018,0.036,0.009,2.16,0.16,0.019,NNW,0.9,0.044,0.042,0.020,NE ,0.3,0.025,0.028,0.016,NW ,1.0,0.020,0.029,0.019, W ,0.5,0.048,0.036,0.019,NNW,0.3
20/04/04 08:00,0.002,0.007,0.022,0.022,2.04,0.31,0.018,NNW,0.9,0.004,0.017,0.031,2.02,0.18,0.016,NNE,1.6,0.003,0.005,0.020,0.022,0.020, N ,1.5,0.003,0.006,0.021,0.021,0.025, N ,1.1,0.002,0.011,0.026,0.019,2.06,0.13,0.017,NW ,1.0,0.019,0.033,0.020,WNW,0.4,0.034,0.032,0.019,NW ,1.4,0.015,0.025,0.019, W ,1.1,0.026,0.033,0.020,NW ,1.1
20/04/04 09:00,0.002,0.004,0.016,0.034,2.01,0.18,0.015, W ,0.9,0.003,0.014,0.038,2.01,0.14,0.016,WSW,1.0,0.004,0.002,0.014,0.035,0.018, S ,1.4,0.004,0.004,0.017,0.032,0.029, S ,0.9,0.002,0.007,0.022,0.029,2.04,0.11,0.018,ESE,1.1,0.017,0.035,0.020,NNW,0.4,0.020,0.028,0.020,SSE,1.2,0.007,0.021,0.020,WSW,0.7,0.016,0.026,0.023,SSE,1.1
20/04/04 10:00,0.002,0.004,0.014,0.043,1.99,0.16,0.017,SSW,3.1,0.004,0.013,0.046,1.98,0.12,0.015,SSW,1.9,0.004,0.002,0.013,0.043,0.017, S ,1.6,0.005,0.003,0.018,0.037,0.021, S ,1.1,0.004,0.024,0.041,0.024,2.15,0.17,0.025, S ,1.7,0.016,0.039,0.019, W ,0.5,0.017,0.028,0.017,SSE,2.2,0.007,0.023,0.018,NE ,0.5,0.021,0.044,0.036,SSE,1.2
20/04/04 11:00,0.003,0.006,0.020,0.044,2.01,0.20,0.020,SW ,3.7,0.004,0.016,0.048,2.00,0.15,0.015,SSW,4.1,0.004,0.003,0.018,0.044,0.018, S ,2.3,0.006,0.006,0.027,0.035,0.025,SSW,2.5,0.005,0.014,0.036,0.035,2.05,0.24,0.024,SSW,3.4,0.015,0.043,0.021,WNW,0.9,0.016,0.031,0.021,SSE,2.8,0.010,0.032,0.022,SW ,1.2,0.010,0.030,0.028,SSE,2.0
20/04/04 12:00,0.002,0.002,0.010,0.054,1.96,0.17,0.012,SSW,4.1,0.002,0.009,0.057,1.97,0.10,0.013,SSW,5.0,0.004,0.001,0.009,0.054,0.014,SW ,2.9,0.004,0.002,0.010,0.051,0.012,SSW,3.8,0.005,0.009,0.027,0.041,1.99,0.20,0.016, S ,3.6,0.008,0.033,0.016,WNW,1.2,0.009,0.020,0.014, S ,2.4,0.006,0.018,0.013, S ,0.9,0.007,0.022,0.019, S ,3.7
20/04/04 13:00,0.003,0.001,0.005,0.061,1.95,0.10,0.012,SW ,5.3,0.000,0.004,0.063,1.95,0.06,0.015,SSW,6.7,0.005,0.001,0.005,0.060,0.017,SSW,5.1,0.005,0.001,0.005,0.058,0.012,SSW,3.6,0.003,0.003,0.013,0.055,1.96,0.12,0.016,SSW,5.6,0.009,0.030,0.015, W ,1.3,0.004,0.013,0.015, S ,2.8,0.005,0.012,0.015,WSW,2.0,0.002,0.009,0.016, S ,5.8
20/04/04 14:00,0.002,0.001,0.005,0.063,1.94,0.09,0.015,SW ,5.6,0.002,0.007,0.062,1.95,0.06,0.017,SW ,7.3,0.004,0.001,0.005,0.061,0.017, S ,4.3,0.005,0.001,0.006,0.060,0.009,SSW,4.2,0.003,0.003,0.013,0.057,1.95,0.10,0.017, S ,4.3,0.007,0.027,0.018, W ,1.5,0.005,0.012,0.017, S ,4.3,0.003,0.012,0.015,SSE,1.4,0.002,0.009,0.017,SSE,4.9
20/04/04 15:00,0.002,0.001,0.005,0.064,1.94,0.10,0.018,SW ,6.8,0.001,0.006,0.065,1.94,0.06,0.020,SSW,7.3,0.004,0.000,0.005,0.063,0.017, S ,4.7,0.004,0.001,0.005,0.061,0.017,SSW,5.4,0.003,0.004,0.017,0.056,1.95,0.12,0.024,SSW,4.8,0.006,0.024,0.021, W ,1.4,0.003,0.012,0.020, S ,4.0,0.004,0.013,0.019, S ,1.3,0.002,0.012,0.021, S ,6.0
20/04/04 16:00,0.002,0.000,0.005,0.065,1.94,0.09,0.018,SW ,5.1,0.001,0.004,0.066,1.94,0.06,0.020,SSW,8.7,0.004,0.000,0.004,0.063,0.022,SSW,4.4,0.004,0.001,0.006,0.061,0.021,SSW,5.9,0.003,0.003,0.016,0.056,1.96,0.13,0.025,SSW,6.1,0.005,0.023,0.022,WNW,1.4,0.003,0.009,0.022, S ,4.2,0.003,0.012,0.019,SW ,1.3,0.002,0.011,0.027, S ,6.5
20/04/04 17:00,0.002,0.000,0.005,0.064,1.94,0.08,0.023,SW ,5.1,0.001,0.005,0.065,1.94,0.06,0.021,SW ,6.7,0.004,0.000,0.004,0.064,0.025,SSW,3.7,0.005,0.001,0.006,0.060,0.019,SSW,5.1,0.003,0.002,0.015,0.056,1.96,0.10,0.020,SSW,8.3,0.004,0.022,0.023, W ,1.4,0.002,0.008,0.021, S ,4.0,0.004,0.013,0.022, S ,1.4,0.001,0.013,0.021, S ,7.2
20/04/04 18:00,0.003,0.000,0.006,0.062,1.94,0.08,0.021,SW ,4.3,0.000,0.005,0.064,1.94,0.06,0.022,SW ,6.2,0.004,0.000,0.005,0.063,0.024,SW ,3.7,0.004,0.001,0.007,0.059,0.030,SW ,4.8,0.002,0.001,0.016,0.055,1.95,0.17,0.020,SW ,5.2,0.004,0.019,0.025, W ,1.3,0.002,0.008,0.022, S ,2.6,0.003,0.016,0.023,SW ,1.5,0.001,0.017,0.023, S ,4.6
20/04/04 19:00,0.002,0.000,0.006,0.061,1.95,0.08,0.019,WSW,5.3,0.000,0.006,0.062,1.95,0.08,0.024,SW ,6.1,0.004,0.000,0.005,0.061,0.023,SSW,3.3,0.004,0.000,0.007,0.057,0.021,SW ,4.9,0.002,0.000,0.013,0.055,1.95,0.09,0.020,SW ,5.4,0.002,0.015,0.022,WNW,1.3,0.002,0.007,0.023, S ,1.9,0.001,0.010,0.023,SW ,1.7,0.000,0.012,0.022, S ,4.6
20/04/04 20:00,0.002,0.000,0.005,0.060,1.95,0.08,0.021,WSW,5.8,0.000,0.005,0.062,1.96,0.07,0.022,SW ,6.7,0.004,0.000,0.004,0.060,0.021,SW ,4.2,0.005,0.000,0.005,0.058,0.017,SW ,4.4,0.003,0.000,0.009,0.057,1.97,0.06,0.019,SW ,6.4,0.001,0.010,0.024,WNW,1.4,0.001,0.006,0.022, S ,2.1,0.000,0.007,0.022,WSW,3.1,0.000,0.009,0.022, S ,5.5
20/04/04 21:00,0.002,0.000,0.004,0.060,1.95,0.07,0.017,WSW,6.4,0.000,0.004,0.061,1.95,0.06,0.020,SW ,7.0,0.004,0.000,0.004,0.059,0.023,SW ,3.2,0.004,0.000,0.004,0.057,0.018,SW ,4.9,0.002,0.000,0.006,0.058,1.98,0.05,0.019,SW ,6.5,0.001,0.008,0.022,WNW,1.3,0.001,0.005,0.019, S ,2.1,0.000,0.006,0.019,SW ,2.5,0.000,0.007,0.020, S ,5.4
20/04/04 22:00,0.002,0.000,0.004,0.059,1.95,0.07,0.018,WSW,5.8,0.000,0.004,0.061,1.94,0.06,0.018,SW ,7.2,0.004,0.000,0.004,0.059,0.020,SW ,2.6,0.004,0.000,0.004,0.056,0.021,SW ,4.6,0.002,0.000,0.006,0.059,1.99,0.05,0.016,WSW,6.3,0.001,0.008,0.020, N ,1.1,0.001,0.006,0.019,SSE,1.9,0.000,0.006,0.018,SW ,2.6,0.000,0.005,0.017, S ,5.0
20/04/04 23:00,0.002,0.000,0.004,0.058,1.94,0.07,0.016,WSW,4.2,0.000,0.004,0.060,1.95,0.07,0.020,SW ,5.2,0.003,0.000,0.004,0.058,0.020,WSW,3.3,0.003,0.000,0.005,0.056,0.017,SW ,4.0,0.002,0.000,0.007,0.056,1.98,0.05,0.014,SW ,4.7,0.001,0.009,0.019,NNW,1.1,0.001,0.006,0.019, S ,1.8,0.000,0.006,0.018,SW ,1.8,0.000,0.007,0.016, S ,3.6
20/04/05 00:00,0.001,0.000,0.004,0.058,1.94,0.07,0.018,WSW,4.2,0.000,0.004,0.060,1.95,0.05,0.018,SW ,3.9,0.003,0.000,0.003,0.058,0.020,SW ,2.4,0.003,0.000,0.005,0.055,0.020,SW ,3.6,0.002,0.000,0.007,0.056,1.96,0.05,0.018,WSW,4.7,0.001,0.009,0.019,NNE,1.0,0.001,0.008,0.018,SSE,1.4,0.000,0.006,0.020,SW ,2.1,0.000,0.007,0.018, S ,3.8
20/04/05 01:00,保守中,0.000,0.004,0.058,1.94,0.07,0.018,WSW,4.4,0.000,0.004,0.060,1.94,0.05,0.017,WSW,4.9,0.003,0.000,0.003,0.059,0.021,WSW,2.3,0.004,0.000,0.005,0.056,0.011,WSW,3.2,0.002,0.000,0.006,0.058,1.97,0.05,0.018,WSW,5.0,0.001,0.008,0.020,NE ,0.9,0.001,0.009,0.017, S ,0.8,保守中,保守中,0.019,WSW,2.6,0.000,0.006,0.017, S ,3.7
20/04/05 02:00,0.002,保守中,保守中,0.058,1.94,0.07,0.016,WSW,2.6,0.000,0.004,0.060,1.94,0.04,0.017,WSW,2.9,0.003,保守中,保守中,0.058,0.021,WSW,1.2,0.003,0.000,0.004,0.056,0.026,SW ,2.8,0.002,0.000,0.006,0.057,1.97,0.05,0.017,WSW,3.1,保守中,保守中,0.020,NE ,0.5,0.001,0.009,0.017, S ,1.1,0.000,0.004,0.017,WSW,1.6,0.000,0.005,0.018, S ,3.1
20/04/05 03:00,0.001,0.000,0.005,0.052,1.95,0.08,0.018,NNW,3.7,0.000,0.006,0.052,1.97,0.08,0.021,NNW,2.2,0.003,0.000,0.005,0.052,0.020,NNW,2.3,0.003,0.000,0.003,0.054,0.024,WNW,2.4,0.001,0.000,0.009,0.051,2.06,0.06,0.017,WNW,2.7,0.001,0.014,0.020,NW ,0.9,0.002,0.008,0.018,NW ,2.0,0.000,0.004,0.022,NNW,1.2,0.015,0.011,0.020,NNW,1.3
20/04/05 04:00,0.001,0.000,0.009,0.042,1.99,0.14,0.021,NNW,2.3,0.000,0.008,0.046,2.00,0.12,0.021,NNW,1.7,0.004,0.000,0.007,0.043,0.021,NW ,1.1,0.004,0.000,0.007,0.043,0.028,WNW,1.2,0.002,0.000,0.015,0.038,2.02,0.10,0.022,NNW,1.4,0.002,0.017,0.024,NW ,0.8,0.001,0.009,0.022,NNW,1.3,0.001,0.010,0.022,WSW,1.1,0.006,0.017,0.021,NNW,1.1
20/04/05 05:00,0.002,0.000,0.008,0.043,1.99,0.13,0.020, N ,2.9,0.000,0.007,0.048,1.99,0.09,0.021,NNW,1.9,0.004,0.000,0.006,0.045,0.023,NNW,1.4,0.004,0.000,0.008,0.044,0.027,WNW,1.4,0.002,0.000,0.018,0.035,2.02,0.10,0.021,NNW,1.7,0.001,0.016,0.024,NW ,0.7,0.000,0.008,0.019,NW ,1.6,0.002,0.011,0.021,NNW,0.7,0.009,0.019,0.023,NNW,1.6
20/04/05 06:00,0.001,0.000,0.010,0.042,1.98,0.11,0.020,NNE,3.3,0.000,0.008,0.046,1.98,0.09,0.022,NNE,2.1,0.004,0.000,0.006,0.045,0.024, N ,3.0,0.003,0.000,0.008,0.043,0.023,NW ,1.6,0.001,0.001,0.019,0.035,2.01,0.09,0.022, N ,2.8,0.001,0.013,0.024,WNW,0.7,0.001,0.008,0.021,NNW,1.9,0.001,0.011,0.025, N ,0.9,0.005,0.016,0.023,NW ,1.9
20/04/05 07:00,0.002,0.001,0.009,0.041,1.98,0.11,0.023,NE ,3.8,0.001,0.007,0.044,1.98,0.09,0.025,NNE,3.4,0.003,0.000,0.007,0.042,0.025,NNE,2.3,0.003,0.001,0.009,0.040,0.028,NNE,2.6,0.002,0.001,0.011,0.039,2.00,0.08,0.025,NNE,4.0,0.001,0.012,0.023, S ,1.0,0.001,0.010,0.022,NNW,2.1,0.001,0.011,0.025,NE ,1.4,0.003,0.016,0.025,ENE,2.3
20/04/05 08:00,0.002,0.001,0.009,0.043,1.97,0.09,0.017,NE ,3.7,0.001,0.007,0.045,1.98,0.08,0.019,NE ,3.8,0.003,0.000,0.006,0.043,0.023,NNE,2.6,0.003,0.001,0.010,0.041,0.028,NE ,2.6,0.002,0.001,0.010,0.041,1.98,0.06,0.017,NNE,4.0,0.001,0.012,0.018, S ,0.9,0.001,0.010,0.019,NNW,2.0,0.001,0.010,0.022,ENE,0.8,0.001,0.010,0.020, E ,1.9
20/04/05 09:00,0.002,0.001,0.010,0.039,1.97,0.08,0.014,NE ,3.4,0.001,0.008,0.042,1.98,0.07,0.013,NNE,3.3,0.003,0.000,0.007,0.039,0.018, N ,2.6,0.003,0.001,0.010,0.038,0.023,NE ,2.2,0.002,0.002,0.013,0.037,1.97,0.06,0.011,NNE,5.3,0.001,0.012,0.012, S ,1.1,0.002,0.010,0.015,NNW,2.1,0.001,0.011,0.014,NE ,1.2,0.002,0.011,0.013, E ,2.3
20/04/05 10:00,0.002,0.001,0.008,0.039,1.97,0.08,0.013,NE ,4.3,0.001,0.006,0.040,1.98,0.08,0.010,NNE,3.7,0.003,0.001,0.007,0.037,0.013,NNE,2.5,0.003,0.002,0.010,0.036,0.022,NE ,3.2,0.002,0.002,0.010,0.037,1.98,0.06,0.010,NNE,4.8,0.001,0.011,0.012, S ,1.5,0.002,0.009,0.010,NNW,2.7,0.002,0.010,0.010,NE ,1.2,0.002,0.011,0.011,ENE,2.6
20/04/05 11:00,0.002,0.001,0.008,0.038,1.96,0.08,0.008,ENE,4.4,0.001,0.006,0.041,1.97,0.08,0.011,NE ,4.6,0.003,0.001,0.006,0.037,0.009,NNW,1.4,0.003,0.001,0.007,0.037,0.009,NE ,4.6,0.002,0.003,0.010,0.038,1.97,0.06,0.006,NNE,3.8,0.001,0.010,0.008, S ,1.0,0.002,0.008,0.008,NNW,2.5,0.001,0.008,0.007,SE ,0.9,0.002,0.008,0.008, E ,2.3
20/04/05 12:00,0.001,0.002,0.007,0.040,1.96,0.09,0.009,ENE,5.1,0.001,0.006,0.041,1.97,0.07,0.010,NE ,4.6,0.003,0.001,0.006,0.038,0.010,NW ,1.3,0.003,0.002,0.006,0.040,0.010,NE ,3.6,0.002,0.005,0.010,0.039,1.97,0.05,0.011,NNE,5.4,0.001,0.010,0.011,SSE,1.4,0.002,0.007,0.010,NNW,2.6,0.001,0.007,0.012,SSW,0.8,0.002,0.007,0.011, E ,2.7
