データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
22010010405	2010	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
22010010406	2010	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7
22010010407	2010	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	73	0	0	0	0	0	0	0	0	101	0	122
22010010408	2010	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	31	0	154
22010010409	2010	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	113	0	77
22010010410	2010	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22010010411	2010	産業部門	製造業	プラスティック製品	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	69
22010010412	2010	産業部門	製造業	ゴム製品	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54	0	73
22010010413	2010	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14
22010010414	2010	産業部門	製造業	窯業・土石製品	0	1	2	38	0	15	0	9	0	3	0	12	0	0	137	0	182
22010010415	2010	産業部門	製造業	鉄鋼業	0	2	2	16	0	0	0	1	0	0	0	0	0	0	93	0	293
22010010416	2010	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	42
22010010417	2010	産業部門	製造業	金属製品	0	3	0	5	0	0	0	1	0	0	0	0	0	0	28	0	109
22010010418	2010	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	11	0	100
22010010419	2010	産業部門	製造業	電気機械器具	0	4	0	3	0	0	0	1	0	0	0	0	0	0	30	0	224
22010010420	2010	産業部門	製造業	輸送用機械器具	5	9	4	16	0	0	0	6	0	0	0	0	0	0	57	0	169
22010010421	2010	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	52
22010010422	2010	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22010010423	2010	産業部門	製造業	その他の製造業	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	53
22010020101	2010	家庭部門	家庭	家庭	0	636	0	0	0	0	0	368	0	0	0	0	0	0	4435	0	10148
22010030101	2010	業務部門	業務	事務所ビル	0	39	0	31	0	0	0	3	0	0	0	0	0	0	1825	0	11877
22010030102	2010	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	246
22010030103	2010	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22010030104	2010	業務部門	業務	その他の卸・小売業	0	0	0	1	0	0	0	0	0	0	0	0	0	0	113	0	580
22010030105	2010	業務部門	業務	飲食店	0	65	0	27	0	0	0	36	0	0	0	0	0	0	551	0	1156
22010030106	2010	業務部門	業務	ホテル・旅館等	0	0	0	3	0	0	0	0	0	0	0	0	0	0	382	0	703
22010030107	2010	業務部門	業務	学校	0	10	0	11	0	0	0	3	0	0	0	0	0	0	348	0	1185
22010030108	2010	業務部門	業務	病院・医療施設等	0	12	0	15	0	0	0	0	0	0	0	0	0	0	343	0	557
22010030109	2010	業務部門	業務	その他のサービス業	0	14	0	18	0	0	0	5	0	0	0	0	0	0	570	0	1563
22010040101	2010	運輸部門	自動車	自動車	7042	0	2495	0	0	0	0	716	0	0	0	0	0	0	0	0	0
22010040201	2010	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611
22010040301	2010	運輸部門	船舶	船舶	0	0	19	29	0	127	0	0	0	0	0	0	0	0	0	0	0
22010040401	2010	運輸部門	航空	航空	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
22010919191	2010	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	0
22010919291	2010	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
22011010101	2011	産業部門	農業・水産業	農業・水産業	0	69	0	34	0	0	0	0	0	0	0	0	0	0	0	0	4
22011010201	2011	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	14
22011010301	2011	産業部門	建設業	建設業	0	135	718	52	0	1	0	0	0	0	0	0	0	0	0	0	84
22011010401	2011	産業部門	製造業	食料品	0	2	0	28	0	0	0	4	0	0	0	0	0	0	256	0	301
22011010402	2011	産業部門	製造業	飲料・飼料・たばこ	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	0	27
22011010403	2011	産業部門	製造業	繊維工業	0	0	0	11	0	0	0	2	0	0	0	0	0	0	38	0	24
22011010404	2011	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011010405	2011	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
22011010406	2011	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	7
22011010407	2011	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	82	0	0	0	0	0	0	0	0	95	0	149
22011010408	2011	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	24	0	156
22011010409	2011	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	104	0	92
22011010410	2011	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22011010411	2011	産業部門	製造業	プラスティック製品	0	1	0	9	0	0	0	0	0	0	0	0	0	0	11	0	82
22011010412	2011	産業部門	製造業	ゴム製品	0	0	0	4	0	0	0	0	0	0	0	0	0	0	46	0	81
22011010413	2011	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15
22011010414	2011	産業部門	製造業	窯業・土石製品	0	1	2	40	0	15	0	10	0	3	0	13	0	0	115	0	199
22011010415	2011	産業部門	製造業	鉄鋼業	0	2	2	15	0	0	0	1	0	0	0	0	0	0	73	0	296
22011010416	2011	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	41
22011010417	2011	産業部門	製造業	金属製品	0	3	0	5	0	0	0	1	0	0	0	0	0	0	25	0	124
22011010418	2011	産業部門	製造業	一般機械器具	0	2	0	1	0	0	0	1	0	0	0	0	0	0	11	0	129
22011010419	2011	産業部門	製造業	電気機械器具	0	4	0	3	0	0	0	1	0	0	0	0	0	0	26	0	259
22011010420	2011	産業部門	製造業	輸送用機械器具	5	9	4	16	0	0	0	7	0	0	0	0	0	0	46	0	177
22011010421	2011	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	61
22011010422	2011	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011010423	2011	産業部門	製造業	その他の製造業	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	57
22011020101	2011	家庭部門	家庭	家庭	0	566	0	0	0	0	0	404	0	0	0	0	0	0	4442	0	11662
22011030101	2011	業務部門	業務	事務所ビル	0	30	0	46	0	0	0	3	0	0	0	0	0	0	1674	0	13104
22011030102	2011	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	251
22011030103	2011	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22011030104	2011	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	611
22011030105	2011	業務部門	業務	飲食店	0	58	0	24	0	0	0	32	0	0	0	0	0	0	499	0	1263
22011030106	2011	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	756
22011030107	2011	業務部門	業務	学校	0	14	0	10	0	0	0	6	0	0	0	0	0	0	334	0	1222
22011030108	2011	業務部門	業務	病院・医療施設等	0	11	0	5	0	0	0	1	0	0	0	0	0	0	328	0	606
22011030109	2011	業務部門	業務	その他のサービス業	0	20	0	71	0	0	0	6	0	0	0	0	0	0	533	0	1534
22011040101	2011	運輸部門	自動車	自動車	6591	0	2693	0	0	0	0	760	0	0	0	0	44	0	0	0	0
22011040201	2011	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1918
22011040301	2011	運輸部門	船舶	船舶	0	0	17	27	0	118	0	0	0	0	0	0	0	0	0	0	0
22011040401	2011	運輸部門	航空	航空	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
22011919191	2011	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515	0
22011919291	2011	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
22012010101	2012	産業部門	農業・水産業	農業・水産業	0	71	0	33	0	0	0	0	0	0	0	0	0	0	0	0	4
22012010201	2012	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	20
22012010301	2012	産業部門	建設業	建設業	0	102	651	45	0	1	0	0	0	0	0	0	0	0	0	0	94
22012010401	2012	産業部門	製造業	食料品	0	1	0	25	0	0	0	4	0	0	0	0	0	0	252	0	323
22012010402	2012	産業部門	製造業	飲料・飼料・たばこ	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	37
22012010403	2012	産業部門	製造業	繊維工業	0	0	0	10	0	0	0	2	0	0	0	0	0	0	37	0	26
22012010404	2012	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22012010405	2012	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
22012010406	2012	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9
22012010407	2012	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	68	0	0	0	0	0	0	0	0	87	0	150
22012010408	2012	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	24	0	169
22012010409	2012	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	94	0	90
22012010410	2012	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22012010411	2012	産業部門	製造業	プラスティック製品	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	83
22012010412	2012	産業部門	製造業	ゴム製品	0	0	0	3	0	0	0	0	0	0	0	0	0	0	36	0	70
22012010413	2012	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16
22012010414	2012	産業部門	製造業	窯業・土石製品	0	1	2	38	0	14	0	9	0	3	0	12	0	0	123	0	232
22012010415	2012	産業部門	製造業	鉄鋼業	0	2	2	14	0	0	0	1	0	0	0	0	0	0	77	0	342
22012010416	2012	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	44
22012010417	2012	産業部門	製造業	金属製品	0	3	0	5	0	0	0	1	0	0	0	0	0	0	26	0	140
22012010418	2012	産業部門	製造業	一般機械器具	0	2	0	1	0	0	0	1	0	0	0	0	0	0	11	0	142
22012010419	2012	産業部門	製造業	電気機械器具	0	4	0	2	0	0	0	1	0	0	0	0	0	0	26	0	277
22012010420	2012	産業部門	製造業	輸送用機械器具	5	10	4	17	0	0	0	7	0	0	0	0	0	0	55	0	229
22012010421	2012	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	71
22012010422	2012	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22012010423	2012	産業部門	製造業	その他の製造業	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	66
22012020101	2012	家庭部門	家庭	家庭	0	630	0	0	0	0	0	400	0	0	0	0	0	0	4448	0	13075
22012030101	2012	業務部門	業務	事務所ビル	0	73	0	72	0	0	0	8	0	0	0	0	0	0	1656	0	15049
22012030102	2012	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	283
22012030103	2012	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
22012030104	2012	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	686
22012030105	2012	業務部門	業務	飲食店	0	60	0	25	0	0	0	33	0	0	0	0	0	0	520	0	1444
22012030106	2012	業務部門	業務	ホテル・旅館等	0	0	0	1	0	0	0	0	0	0	0	0	0	0	370	0	886
22012030107	2012	業務部門	業務	学校	0	7	0	7	0	0	0	4	0	0	0	0	0	0	311	0	1531
22012030108	2012	業務部門	業務	病院・医療施設等	0	7	0	5	0	0	0	0	0	0	0	0	0	0	330	0	706
22012030109	2012	業務部門	業務	その他のサービス業	0	4	0	10	0	0	0	2	0	0	0	0	0	0	561	0	1704
22012040101	2012	運輸部門	自動車	自動車	6279	0	2696	0	0	0	0	555	0	0	0	0	15	0	0	0	0
22012040201	2012	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2199
22012040301	2012	運輸部門	船舶	船舶	0	0	20	39	0	149	0	0	0	0	0	0	0	0	0	0	0
22012040401	2012	運輸部門	航空	航空	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
22012919191	2012	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	0
22012919291	2012	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
22013010101	2013	産業部門	農業・水産業	農業・水産業	0	69	0	30	0	0	0	0	0	0	0	0	0	0	0	0	4
22013010201	2013	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	21
22013010301	2013	産業部門	建設業	建設業	0	81	491	40	0	1	0	0	0	0	0	0	0	0	0	0	88
22013010401	2013	産業部門	製造業	食料品	0	1	0	21	0	0	0	3	0	0	0	0	0	0	263	0	339
22013010402	2013	産業部門	製造業	飲料・飼料・たばこ	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	30
22013010403	2013	産業部門	製造業	繊維工業	0	0	0	7	0	0	0	1	0	0	0	0	0	0	32	0	22
22013010404	2013	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22013010405	2013	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
22013010406	2013	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10
22013010407	2013	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	54	0	0	0	0	0	0	0	0	83	0	144
22013010408	2013	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	165
22013010409	2013	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	101	0	98
22013010410	2013	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22013010411	2013	産業部門	製造業	プラスティック製品	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	78
22013010412	2013	産業部門	製造業	ゴム製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	31	0	60
22013010413	2013	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16
22013010414	2013	産業部門	製造業	窯業・土石製品	0	1	1	28	0	11	0	7	0	2	0	9	0	0	112	0	213
22013010415	2013	産業部門	製造業	鉄鋼業	0	1	1	11	0	0	0	1	0	0	0	0	0	0	73	0	324
22013010416	2013	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	42
22013010417	2013	産業部門	製造業	金属製品	0	2	0	4	0	0	0	1	0	0	0	0	0	0	24	0	132
22013010418	2013	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	10	0	131
22013010419	2013	産業部門	製造業	電気機械器具	0	3	0	2	0	0	0	1	0	0	0	0	0	0	27	0	286
22013010420	2013	産業部門	製造業	輸送用機械器具	5	8	4	14	0	0	0	6	0	0	0	0	0	0	57	0	239
22013010421	2013	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	63
22013010422	2013	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22013010423	2013	産業部門	製造業	その他の製造業	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	67
22013020101	2013	家庭部門	家庭	家庭	0	509	0	0	0	0	0	498	0	0	0	0	0	0	4331	0	13139
22013030101	2013	業務部門	業務	事務所ビル	0	84	0	81	0	0	0	9	0	0	0	0	0	0	1660	0	14997
22013030102	2013	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	270
22013030103	2013	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7
22013030104	2013	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	640
22013030105	2013	業務部門	業務	飲食店	0	60	0	25	0	0	0	33	0	0	0	0	0	0	523	0	1415
22013030106	2013	業務部門	業務	ホテル・旅館等	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	865
22013030107	2013	業務部門	業務	学校	0	8	0	5	0	0	0	4	0	0	0	0	0	0	322	0	1516
22013030108	2013	業務部門	業務	病院・医療施設等	0	4	0	5	0	0	0	0	0	0	0	0	0	0	326	0	683
22013030109	2013	業務部門	業務	その他のサービス業	0	4	0	10	0	0	0	2	0	0	0	0	0	0	508	0	1713
22013040101	2013	運輸部門	自動車	自動車	6018	0	2794	0	0	0	0	452	0	0	0	0	10	0	0	0	0
22013040201	2013	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2219
22013040301	2013	運輸部門	船舶	船舶	0	0	18	30	0	133	0	0	0	0	0	0	0	0	0	0	0
22013040401	2013	運輸部門	航空	航空	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
22013919191	2013	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643	0
22013919291	2013	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
22014010101	2014	産業部門	農業・水産業	農業・水産業	0	68	0	37	0	0	0	0	0	0	0	0	0	0	0	0	4
22014010201	2014	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	19
22014010301	2014	産業部門	建設業	建設業	0	90	503	42	0	1	0	0	0	0	0	0	0	0	0	0	67
22014010401	2014	産業部門	製造業	食料品	0	1	0	20	0	0	0	3	0	0	0	0	0	0	241	0	294
22014010402	2014	産業部門	製造業	飲料・飼料・たばこ	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	28
22014010403	2014	産業部門	製造業	繊維工業	0	0	0	7	0	0	0	1	0	0	0	0	0	0	29	0	19
22014010404	2014	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22014010405	2014	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
22014010406	2014	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	10
22014010407	2014	産業部門	製造業	パルプ紙紙加工	0	0	0	1	0	51	0	0	0	0	0	0	0	0	77	0	125
22014010408	2014	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	140
22014010409	2014	産業部門	製造業	化学工業	0	0	0	2	0	0	0	0	0	0	0	0	0	0	94	0	86
22014010410	2014	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22014010411	2014	産業部門	製造業	プラスティック製品	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	67
22014010412	2014	産業部門	製造業	ゴム製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	51
22014010413	2014	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12
22014010414	2014	産業部門	製造業	窯業・土石製品	0	1	2	30	0	11	0	7	0	2	0	10	0	0	113	0	203
22014010415	2014	産業部門	製造業	鉄鋼業	0	1	1	11	0	0	0	1	0	0	0	0	0	0	69	0	290
22014010416	2014	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	36
22014010417	2014	産業部門	製造業	金属製品	0	2	0	4	0	0	0	1	0	0	0	0	0	0	23	0	119
22014010418	2014	産業部門	製造業	一般機械器具	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	88
22014010419	2014	産業部門	製造業	電気機械器具	0	4	0	2	0	0	0	1	0	0	0	0	0	0	29	0	292
22014010420	2014	産業部門	製造業	輸送用機械器具	5	8	4	14	0	0	0	6	0	0	0	0	0	0	55	0	216
22014010421	2014	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	59
22014010422	2014	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22014010423	2014	産業部門	製造業	その他の製造業	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	51
22014020101	2014	家庭部門	家庭	家庭	0	579	0	0	0	0	0	584	0	0	0	0	0	0	4373	0	11938
22014030101	2014	業務部門	業務	事務所ビル	0	78	0	75	0	0	0	4	0	0	0	0	0	0	1653	0	13635
22014030102	2014	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	240
22014030103	2014	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9
22014030104	2014	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	88	0	571
22014030105	2014	業務部門	業務	飲食店	0	59	0	25	0	0	0	32	0	0	0	0	0	0	514	0	1295
22014030106	2014	業務部門	業務	ホテル・旅館等	0	3	0	4	0	0	0	0	0	0	0	0	0	0	349	0	796
22014030107	2014	業務部門	業務	学校	0	7	0	4	0	0	0	4	0	0	0	0	0	0	294	0	1440
22014030108	2014	業務部門	業務	病院・医療施設等	0	3	0	4	0	0	0	0	0	0	0	0	0	0	315	0	619
22014030109	2014	業務部門	業務	その他のサービス業	0	3	0	4	0	0	0	2	0	0	0	0	0	0	451	0	1570
22014040101	2014	運輸部門	自動車	自動車	6024	0	2616	0	0	0	0	610	0	0	0	0	14	0	0	0	0
22014040201	2014	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102
22014040301	2014	運輸部門	船舶	船舶	0	0	19	29	0	126	0	0	0	0	0	0	0	0	0	0	0
22014040401	2014	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
22014919191	2014	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561	0
22014919291	2014	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
22015010101	2015	産業部門	農業・水産業	農業・水産業	0	87	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3
22015010201	2015	産業部門	鉱業	鉱業	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	17
22015010301	2015	産業部門	建設業	建設業	0	93	561	35	0	0	0	0	0	0	0	0	0	0	0	0	70
22015010401	2015	産業部門	製造業	食料品	0	1	0	25	0	0	0	4	0	0	0	0	0	0	235	0	287
22015010402	2015	産業部門	製造業	飲料・飼料・たばこ	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	0	27
22015010403	2015	産業部門	製造業	繊維工業	0	0	0	10	0	0	0	2	0	0	0	0	0	0	34	0	22
22015010404	2015	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22015010405	2015	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
22015010406	2015	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	11
22015010407	2015	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	68	0	0	0	0	0	0	0	0	79	0	129
22015010408	2015	産業部門	製造業	出版・印刷・同関連	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	119
22015010409	2015	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	101	0	93
22015010410	2015	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
22015010411	2015	産業部門	製造業	プラスティック製品	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	77
22015010412	2015	産業部門	製造業	ゴム製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	43
22015010413	2015	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11
22015010414	2015	産業部門	製造業	窯業・土石製品	0	1	2	36	0	14	0	8	0	2	0	11	0	0	105	0	189
22015010415	2015	産業部門	製造業	鉄鋼業	0	2	1	14	0	0	0	1	0	0	0	0	0	0	66	0	280
22015010416	2015	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	32
22015010417	2015	産業部門	製造業	金属製品	0	3	0	4	0	0	0	1	0	0	0	0	0	0	20	0	103
22015010418	2015	産業部門	製造業	一般機械器具	0	1	0	1	0	0	0	1	0	0	0	0	0	0	7	0	87
22015010419	2015	産業部門	製造業	電気機械器具	0	4	0	2	0	0	0	1	0	0	0	0	0	0	23	0	234
22015010420	2015	産業部門	製造業	輸送用機械器具	5	9	4	16	0	0	0	7	0	0	0	0	0	0	50	0	197
22015010421	2015	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	53
22015010422	2015	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22015010423	2015	産業部門	製造業	その他の製造業	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	47
22015020101	2015	家庭部門	家庭	家庭	0	472	0	0	0	0	0	303	0	0	0	0	0	0	4220	0	11638
22015030101	2015	業務部門	業務	事務所ビル	0	69	0	74	0	0	0	4	0	0	0	0	0	0	1611	0	12908
22015030102	2015	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	237
22015030103	2015	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
22015030104	2015	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	89	0	535
