区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
大田区,南蒲田二丁目第２アパート,大田区南蒲田2-26,34-57,1DK-3DK,2012,102,102,,,京浜急行線,京急蒲田駅
大田区,南馬込三丁目アパート,大田区南馬込3-29,32-57,1DK-3DK,2010-2014,137,137,,,ＪＲ京浜東北線,大森駅
大田区,南六郷一丁目第５アパート,大田区南六郷1-25,59,3DK,1981,16,16,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,南六郷一丁目第２アパート,大田区南六郷1-33,37-43,2DK-3DK,1971-1972,197,197,,,京浜急行本線,雑色駅
大田区,南六郷三丁目アパート,大田区南六郷3-15,37,2DK,1971,208,208,,,京浜急行本線,六郷土手駅
大田区,萩中一丁目アパート,大田区萩中1-3,36-49,2DK-3DK,1971,105,105,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,萩中三丁目アパート,大田区萩中3-27,36-48,2DK-3DK,1971-1978,86,86,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,萩中第２アパート,大田区萩中3-29,33-37,2DK,1967,160,160,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,萩中アパート,大田区萩中3-30,32,2DK,1966,110,110,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,本羽田一丁目アパート,大田区本羽田1-25,50,3DK,1965,29,29,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,本羽田二丁目アパート,大田区本羽田2-10,33,2DK,1967,41,41,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,本羽田二丁目第３アパート,大田区本羽田2-4,33-36,2DK,1968,160,160,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,本羽田二丁目第４アパート,大田区本羽田2-8,39-42,2DK-3DK,1973,38,38,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,本羽田二丁目第２アパート,大田区本羽田2-9,34-57,1DK-3DK,2015,130,130,,,ＪＲ京浜東北線・東急池上線・東急多摩川線,蒲田駅
大田区,矢口二丁目アパート,大田区矢口2-21,32-36,2DK-3DK,1969,594,594,,,東急多摩川線,武蔵新田駅
世田谷区,下馬二丁目アパート,世田谷区下馬2-33,32-57,1DK-3DK,2008-2014,1104,1104,,,東急田園都市線,三軒茶屋駅
世田谷区,下馬五丁目アパート,世田谷区下馬5-41,62,3DK,1989,18,18,,,東急東横線,祐天寺駅
世田谷区,喜多見二丁目アパート,世田谷区喜多見2-10,51-62,2DK-4DK,1975-1978,470,454,,16,小田急小田原線,狛江駅
世田谷区,砧一丁目アパート,世田谷区砧1-11,61-63,3DK,1986,83,83,,,小田急小田原線,祖師ヶ谷大蔵駅
世田谷区,玉川四丁目アパート,世田谷区玉川4-2,49-61,2DK-3DK,1990,54,54,,,東急田園都市線,二子玉川駅
世田谷区,玉川台一丁目アパート,世田谷区玉川台1-5,61,3DK,1982,22,22,,,東急田園都市線,用賀駅
世田谷区,玉川台二丁目アパート,世田谷区玉川台2-6,51-59,3DK,1980,27,27,,,東急田園都市線,用賀駅
世田谷区,駒沢三丁目アパート,世田谷区駒沢3-22,51,3DK,1975,30,30,,,ＪＲ山手線,渋谷駅
世田谷区,弦巻二丁目第２アパート,世田谷区弦巻2-32,54-64,2DK-3DK,1994,41,39,,2,東急田園都市線,桜新町駅
世田谷区,弦巻三丁目アパート,世田谷区弦巻3-10,59,3DK,1980,18,18,,,東急田園都市線,桜新町駅
世田谷区,弦巻三丁目第３アパート,世田谷区弦巻3-8,61,3DK,1984,18,18,,,東急田園都市線,桜新町駅
世田谷区,弦巻五丁目第２アパート,世田谷区弦巻5-12,61,3DK,1982,9,9,,,東急田園都市線,桜新町駅
世田谷区,弦巻五丁目アパート,世田谷区弦巻5-3,36-39,2DK-3DK,1970,87,87,,,東急田園都市線,桜新町駅
世田谷区,桜一丁目第２アパート,世田谷区桜1-30,51,3DK,1975,30,30,,,東急世田谷線,上町駅
世田谷区,桜一丁目アパート,世田谷区桜1-53,39-42,2DK-3DK,1972-1973,63,63,,,小田急小田原線,経堂駅
世田谷区,桜二丁目アパート,世田谷区桜2-14,63,3DK,1984,18,18,,,小田急小田原線,経堂駅
世田谷区,桜丘二丁目第３アパート,世田谷区桜丘2-22,63-64,3DK,1991,27,27,,,小田急小田原線,千歳船橋駅
世田谷区,桜丘二丁目第２アパート,世田谷区桜丘2-4,48-55,3DK,1977,48,48,,,小田急小田原線,千歳船橋駅
世田谷区,桜丘二丁目第４アパート,世田谷区桜丘2-6,37-62,1DK-3DK,1995,35,35,,,小田急小田原線,千歳船橋駅
世田谷区,桜丘二丁目第５アパート,世田谷区桜丘2-7,35-74,1DK-4DK,1997,85,82,,3,小田急小田原線,千歳船橋駅
世田谷区,桜丘三丁目アパート,世田谷区桜丘3-4,48-55,3DK,1978-1980,51,51,,,小田急小田原線,千歳船橋駅
世田谷区,桜丘五丁目アパート,世田谷区桜丘5-10,63-64,3DK,1987,30,30,,,小田急小田原線,千歳船橋駅
世田谷区,桜上水三丁目第２アパート,世田谷区桜上水3-4,63,3DK,1985,52,52,,,京王線,桜上水駅
世田谷区,桜上水五丁目アパート,世田谷区桜上水5-3,32-57,1DK-3DK,2010-2012,278,278,,,京王線,桜上水駅
世田谷区,若林四丁目アパート,世田谷区若林4-41,33,2DK,1968,50,50,,,東急世田谷線,若林駅
世田谷区,上祖師谷一丁目アパート,世田谷区上祖師谷1-13,61-63,3DK,1986,32,32,,,京王線,千歳烏山駅
世田谷区,上北沢一丁目第２アパート,世田谷区上北沢1-32,32-57,1DK-3DK,2005-2006,200,200,,,京王線,上北沢駅
世田谷区,上北沢五丁目第４アパート,世田谷区上北沢5-20,58-63,3DK,1988,21,21,,,京王線,八幡山駅
世田谷区,上北沢五丁目第３アパート,世田谷区上北沢5-47,55-63,2DK-3DK,1982-1989,116,114,,2,京王線,八幡山駅
世田谷区,上用賀一丁目アパート,世田谷区上用賀1-24,59,3DK,1981,30,30,,,東急田園都市線,用賀駅
世田谷区,上用賀三丁目アパート,世田谷区上用賀3-8,61,3DK,1982-1983,31,31,,,東急田園都市線,用賀駅
世田谷区,上用賀六丁目第２アパート,世田谷区上用賀6-27,61,3DK,1983,48,48,,,小田急小田原線,千歳船橋駅
世田谷区,上用賀六丁目アパート,世田谷区上用賀6-30,55,3DK,1978,30,30,,,小田急小田原線,千歳船橋駅
世田谷区,深沢アパート,世田谷区新町1-15,50,3DK,1961,1,1,,,東急田園都市線,桜新町駅
世田谷区,新町二丁目アパート,世田谷区新町2-23,55-59,3DK,1979-1989,68,68,,,東急田園都市線,桜新町駅
世田谷区,成城八丁目アパート,世田谷区成城8-25,32-57,1DK-3DK,2006-2009,303,303,,,小田急小田原線,成城学園前駅
世田谷区,成城アパート,世田谷区成城8-28,63,3DK,1990,40,40,,,小田急小田原線,成城学園前駅
世田谷区,赤堤三丁目アパート,世田谷区赤堤3-1,55-59,3DK,1981,34,34,,,東急世田谷線,松原駅
世田谷区,千歳台一丁目アパート,世田谷区千歳台1-10,55-61,3DK,1984,100,100,,,小田急小田原線,千歳船橋駅
世田谷区,船橋一丁目アパート,世田谷区船橋1-51,59,3DK,1981,21,21,,,小田急小田原線,千歳船橋駅
世田谷区,船橋四丁目アパート,世田谷区船橋4-30,36-39,2DK,1970,165,165,,,小田急小田原線,千歳船橋駅
世田谷区,船橋五丁目アパート,世田谷区船橋5-26,35-63,1DK-3DK,1998,118,118,,,小田急小田原線,千歳船橋駅
世田谷区,祖師谷四丁目アパート,世田谷区祖師谷4-28,35-74,1DK-4DK,1988-1990,179,158,21,,小田急小田原線,祖師ヶ谷大蔵駅
世田谷区,代沢一丁目アパート,世田谷区代沢1-24,53-63,2DK-3DK,1992-1993,174,174,,,京王井の頭線,池ノ上駅
世田谷区,代田一丁目第２アパート,世田谷区代田1-10,39-42,2DK-3DK,1973,30,30,,,小田急小田原線,世田谷代田駅
世田谷区,代田一丁目アパート,世田谷区代田1-23,36,2DK,1971,13,13,,,小田急小田原線,世田谷代田駅
世田谷区,大原一丁目第２アパート,世田谷区大原1-39,63,3DK,1990,14,14,,,京王線,笹塚駅
世田谷区,池尻二丁目アパート,世田谷区池尻2-3,32-57,1DK-3DK,2004-2005,308,308,,,東急田園都市線,池尻大橋駅
世田谷区,等々力六丁目アパート,世田谷区等々力6-34,42-51,3DK,1975,12,12,,,東急大井町線,尾山台駅
世田谷区,南烏山四丁目アパート,世田谷区南烏山4-15,63,3DK,1988,27,27,,,京王線,千歳烏山駅
世田谷区,南烏山六丁目アパート,世田谷区南烏山6-32,48-55,3DK,1980,40,40,,,京王線,千歳烏山駅
世田谷区,梅丘一丁目アパート,世田谷区梅丘1-40,39-51,2DK-3DK,1972-1975,90,90,,,小田急小田原線,梅ヶ丘駅
世田谷区,粕谷二丁目アパート,世田谷区粕谷2-19,34-57,1DK-3DK,2014,338,338,,,京王線,八幡山駅
世田谷区,八幡山アパート,世田谷区八幡山3-37,37-48,3DK,1961,125,125,,,京王線,八幡山駅
世田谷区,八幡山三丁目アパート,世田谷区八幡山3-6,42-55,3DK,1973-1977,102,102,,,京王線,八幡山駅
世田谷区,北烏山一丁目アパート,世田谷区北烏山1-39,59,3DK,1981-1982,19,19,,,京王線,芦花公園駅
世田谷区,烏山アパート,世田谷区北烏山2-9,31-45,2DK-3DK,1964-1966,144,144,,,京王井の頭線,久我山駅
世田谷区,野毛一丁目アパート,世田谷区野毛1-24,34-57,1DK-3DK,2018,85,85,,,東急大井町線,等々力駅
世田谷区,用賀一丁目アパート,世田谷区用賀1-16,59,3DK,1981,27,27,,,東急田園都市線,用賀駅
渋谷区,広尾五丁目アパート,渋谷区広尾5-7,34-37,2DK-3DK,1970,696,696,,,東京メトロ日比谷線,広尾駅
渋谷区,笹塚一丁目第２アパート,渋谷区笹塚1-63,34-57,1DK-3DK,2011,117,117,,,京王線,代田橋駅
渋谷区,笹塚二丁目アパート,渋谷区笹塚2-34,35-51,2DK-3DK,1967-1974,278,278,,,京王線,笹塚駅
渋谷区,笹塚三丁目アパート,渋谷区笹塚3-3,36-39,2DK-3DK,1971,51,51,,,京王線,笹塚駅
渋谷区,渋谷一丁目アパート,渋谷区渋谷1-23,59,3DK,1983,19,19,,,ＪＲ山手線,渋谷駅
渋谷区,神宮前二丁目アパート,渋谷区神宮前2-2,34-57,1DK-3DK,2013,189,189,,,東京メトロ銀座線,外苑前駅
渋谷区,神南一丁目アパート,渋谷区神南1-19,34,2DK,1969,20,20,,,ＪＲ山手線,渋谷駅
渋谷区,千駄ヶ谷アパート,渋谷区千駄ケ谷5-22,32-38,2DK,1963-1964,29,29,,,ＪＲ山手線,代々木駅
渋谷区,氷川町アパート,渋谷区東2-20,32,2DK,1964,18,18,,,ＪＲ山手線,渋谷駅
渋谷区,渋谷東二丁目アパート,渋谷区東2-20,32,2DK,1967,11,11,,,ＪＲ山手線,渋谷駅
渋谷区,渋谷東二丁目第２アパート,渋谷区東2-25,34,2DK,1969,338,338,,,ＪＲ山手線,渋谷駅
渋谷区,幡ヶ谷二丁目アパート,渋谷区幡ヶ谷2-1,37,3DK,1969,95,95,,,京王新線,幡ヶ谷駅
渋谷区,幡ヶ谷二丁目第２アパート,渋谷区幡ヶ谷2-50,36-51,2DK-3DK,1970-1971,288,288,,,京王新線,幡ヶ谷駅
渋谷区,幡ヶ谷三丁目アパート,渋谷区幡ケ谷3-70,32-57,1DK-3DK,2008,167,167,,,京王新線,幡ヶ谷
渋谷区,渋谷本町一丁目アパート,渋谷区本町1-61,38,3DK,1973,48,48,,,京王新線,幡ヶ谷駅
中野区,丸山二丁目アパート,中野区丸山2-24,39-40,3DK,1969,87,87,,,西武新宿線,野方駅
中野区,江古田一丁目第２アパート,中野区江古田1-25,35-74,1DK-4DK,1996,33,33,,,都営大江戸線,新江古田駅
中野区,江古田アパート,中野区江古田3-1,53,3DK,1954,38,38,,,都営大江戸線,新江古田駅
中野区,江古田三丁目アパート,中野区江古田3-8,35-73,1DK-4DK,1998,47,44,,3,都営大江戸線,新江古田駅
中野区,第３江古田アパート,中野区江古田4-14,35-63,2DK-3DK,1960,41,41,,,西武新宿線,沼袋駅
中野区,江古田四丁目第２アパート,中野区江古田4-14,55-61,3DK,1990,20,20,,,西武新宿線,沼袋駅
中野区,若宮二丁目アパート,中野区若宮2-56,35-74,1DK-4DK,1995,61,61,,,西武新宿線,鷺ノ宮駅
中野区,若宮三丁目アパート,中野区若宮3-57,35-74,1DK-4DK,1997-2000,118,95,20,3,西武新宿線,鷺ノ宮駅
中野区,上高田四丁目アパート,中野区上高田4-24,32-63,1DK-3DK,2001-2008,250,250,,,都営大江戸線,中井
中野区,上鷺宮二丁目アパート,中野区上鷺宮2-4,34-70,1DK-3DK,1993,91,67,20,4,西武新宿線,鷺ノ宮駅
中野区,上鷺宮四丁目アパート,中野区上鷺宮4-12,35-63,1DK-3DK,1996,57,57,,,西武池袋線,富士見台駅
中野区,上鷺宮四丁目第２アパート,中野区上鷺宮4-14,34-63,1DK-3DK,1998,36,33,,3,西武池袋線,富士見台駅
中野区,大和町四丁目アパート,中野区大和町4-51,40-73,1DK-4DK,1995-1998,111,111,,,西武新宿線,鷺ノ宮駅
中野区,中野中央二丁目アパート,中野区中央2-22,37-40,3DK,1968,82,82,,,東京メトロ丸ノ内線,中野坂上駅
中野区,南台二丁目アパート,中野区南台2-29,41,3DK,1969,56,56,,,東京メトロ丸ノ内線,中野富士見町駅
中野区,南台四丁目アパート,中野区南台4-41,42-51,3DK,1975,33,33,,,東京メトロ丸ノ内線,方南町駅
中野区,南台五丁目アパート,中野区南台5-7,51-56,2DK-3DK,1977,78,70,,8,東京メトロ丸ノ内線,方南町駅
中野区,白鷺一丁目第４アパート,中野区白鷺1-13,34-57,1DK-3DK,2014,81,81,,,西武新宿線,鷺ノ宮駅
中野区,白鷺一丁目第２アパート,中野区白鷺1-14,34-63,1DK-3DK,2000,56,56,,,西武新宿線,鷺ノ宮駅
中野区,白鷺一丁目第３アパート,中野区白鷺1-4,32-57,1DK-3DK,2007-2010,588,588,,,西武新宿線,鷺ノ宮
中野区,白鷺一丁目アパート,中野区白鷺1-7,36-63,1DK-3DK,1993,55,55,,,西武新宿線,鷺ノ宮駅
中野区,中野本町五丁目アパート,中野区本町5-8,36-39,2DK-3DK,1971,55,55,,,東京メトロ丸ノ内線,中野新橋駅
中野区,弥生町二丁目アパート,中野区弥生町2-47,32-63,1DK-3DK,2003-2005,141,139,,2,東京メトロ丸ノ内線,中野富士見町駅
杉並区,阿佐ヶ谷北三丁目アパート,杉並区阿佐谷北3-32,35-48,2DK-3DK,1969-1970,129,129,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,井草一丁目第２アパート,杉並区井草1-10,36-62,1DK-3DK,1995,23,23,,,西武新宿線,下井草駅
杉並区,井草三丁目アパート,杉並区井草3-15,39-43,2DK-3DK,1973,115,115,,,西武新宿線,井荻駅
杉並区,井草三丁目第３アパート,杉並区井草3-4,37-63,1DK-3DK,1992,71,51,20,,西武新宿線,井荻駅
杉並区,井草四丁目第２アパート,杉並区井草4-8,63,3DK,1985,34,34,,,西武新宿線,井荻駅
杉並区,荻窪一丁目第２アパート,杉並区荻窪1-41,57-62,2DK-3DK,1997,15,15,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,荻窪一丁目アパート,杉並区荻窪1-60,37-63,1DK-3DK,1994,16,16,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,荻窪二丁目アパート,杉並区荻窪2-40,32-63,1DK-3DK,2001-2005,138,115,20,3,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,下井草二丁目第３アパート,杉並区下井草2-13,35-63,1DK-3DK,1995,26,26,,,西武新宿線,下井草駅
杉並区,下井草二丁目第２アパート,杉並区下井草2-8,51,3DK,1977,18,18,,,西武新宿線,下井草駅
杉並区,久我山一丁目第３アパート,杉並区久我山1-3,34-57,1DK-3DK,2014-2018,123,123,,,京王井の頭線,久我山駅
杉並区,久我山一丁目アパート,杉並区久我山1-3,40,3DK,1970,3,3,,,京王井の頭線,久我山駅
杉並区,久我山一丁目第２アパート,杉並区久我山1-8,34-57,1DK-3DK,2012-2019,393,373,20,,京王井の頭線,久我山駅
杉並区,久我山五丁目アパート,杉並区久我山5-39,48-51,3DK,1978,39,39,,,京王井の頭線,久我山駅
杉並区,宮前三丁目アパート,杉並区宮前3-8,34-57,1DK-3DK,2012-2014,114,114,,,京王井の頭線,久我山駅
杉並区,高井戸西一丁目アパート,杉並区高井戸西1-22,32-63,1DK-3DK,1999-2006,650,583,62,5,京王井の頭線,高井戸駅
杉並区,高井戸西二丁目アパート,杉並区高井戸西2-5,33-63,1DK-3DK,2002,100,98,,2,京王井の頭線,高井戸駅
杉並区,高井戸東一丁目アパート,杉並区高井戸東1-13,36-39,2DK-3DK,1971,151,151,,,京王井の頭線,高井戸駅
杉並区,高井戸東四丁目第４アパート,杉並区高井戸東4-28,35-63,1DK-3DK,1998,22,22,,,京王井の頭線,浜田山駅
杉並区,高円寺北一丁目アパート,杉並区高円寺北1-26,42,2DK,1978,12,12,,,ＪＲ中央線,高円寺駅
杉並区,松ノ木二丁目アパート,杉並区松ノ木2-24,42-51,3DK,1973,24,24,,,東京メトロ丸ノ内線,新高円寺駅
杉並区,上井草四丁目アパート,杉並区上井草4-17,36-39,2DK-3DK,1971-1972,105,105,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,成田東二丁目アパート,杉並区成田東2-5,42,3DK,1972,18,18,,,ＪＲ中央線,中野駅
杉並区,大宮二丁目アパート,杉並区大宮2-13,59-62,2DK-3DK,1994,37,37,,,京王井の頭線,西永福駅
杉並区,天沼二丁目アパート,杉並区天沼2-30,34-47,1DK-2DK,2017,44,44,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
杉並区,高円寺アパート,杉並区梅里1-1,30-46,2DK-3DK,1961,63,63,,,東京メトロ丸ノ内線,東高円寺駅
