全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_英字,分別区分,備考
133035,133035GMLT002261,瑞穂町,全域,電子レンジ台 プラスチック,Microwave Stand Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002266,瑞穂町,全域,電卓,Calculator (electronic),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002267,瑞穂町,全域,電池,Battery,有害ごみ,透明又は半透明の袋に入れる
133035,133035GMLT002270,瑞穂町,全域,電動かんな（家庭用） 50cm以上のもの,Electric planer (for home use) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002269,瑞穂町,全域,電動かんな（家庭用） 50cm未満のもの,Electric planer (for home use) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002271,瑞穂町,全域,電動車椅子（バッテリーは除く）,Electric wheelchair (excluding batteries),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002273,瑞穂町,全域,電動式自転車（アシスト式） 充電器,Electric bicycle (assisted) Charger,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002272,瑞穂町,全域,電動式自転車（アシスト式） 本体,Electric bicycle (assisted) Main body,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002274,瑞穂町,全域,電動ドライバー,Electric screwdriver,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002276,瑞穂町,全域,電動のこぎり（家庭用） 50cm以上のもの,Electric saw (for home use) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002275,瑞穂町,全域,電動のこぎり（家庭用） 50cm未満のもの,Electric saw (for household use) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002277,瑞穂町,全域,電動歯ブラシ,Electric toothbrush,燃やせないごみ,町指定収集袋（水色） ※本体からブラシ部分が取り外せる場合は、ブラシ部分は燃やせるごみへ
133035,133035GMLT002278,瑞穂町,全域,電熱器,Electrothermic equipment,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002279,瑞穂町,全域,電話機・電話端末,Telephones and telephone terminals,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002283,瑞穂町,全域,電話台 50cm以上のもの,Telephone stand 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002281,瑞穂町,全域,電話台 金属,"Telephone stand, metal",金属,バケツ・カゴなどに入れる
133035,133035GMLT002280,瑞穂町,全域,電話台 木,Telephone stand Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002282,瑞穂町,全域,電話台 プラスチック,"Phone stand, plastic",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002284,瑞穂町,全域,電話帳,Telephone directory,雑誌,ひもで束ねる
133035,133035GMLT002291,瑞穂町,全域,樋（雨どい） 50cm以上のもの,Gutter (rain gutter) 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002289,瑞穂町,全域,樋（雨どい） 金属,Gutter Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT002292,瑞穂町,全域,砥石（といし）,Whetstone,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002290,瑞穂町,全域,樋（雨どい） プラスチック,Gutter Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002293,瑞穂町,全域,トイレカバー,Toilet cover,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002294,瑞穂町,全域,トイレットペーパー,Toilet paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002295,瑞穂町,全域,トイレットペーパーの芯,Toilet paper core,雑がみ,紙袋・紙の空き箱などに入れる
133035,133035GMLT002296,瑞穂町,全域,トイレ便座,Toilet seat,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002298,瑞穂町,全域,トイレマット 50cm以上のもの,Toilet mat 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002297,瑞穂町,全域,トイレマット 50cm未満のもの,Toilet mat less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002299,瑞穂町,全域,トイレ用ブラシ,Toilet brush,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002300,瑞穂町,全域,陶磁器,Ceramics,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002301,瑞穂町,全域,透析治療用具（在宅用） 医療パック,Dialysis treatment equipment (for home use) Medical pack,容器包装プラスチック,できるだけ、処方された薬店・薬局へ返す ※中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002302,瑞穂町,全域,透析治療用具（在宅用） 注射針,Dialysis treatment equipment (for home use) Needle,処理できません,医療機関・薬局へ相談してください
133035,133035GMLT002303,瑞穂町,全域,透析治療用具（在宅用） チューブ,Dialysis treatment equipment (for home use) Tubing,燃やせるごみ,できるだけ、処方された薬店・薬局へ返す ※町指定収集袋（クリーム色）
133035,133035GMLT002306,瑞穂町,全域,豆腐の容器 プラスチック,Tofu container Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002305,瑞穂町,全域,頭部のマネキン,Head mannequin,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002307,瑞穂町,全域,灯油,Kerosene,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT002309,瑞穂町,全域,灯油タンク（ポリタンク） 50cm以上のもの,Kerosene tank (polyethylene tank) 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002308,瑞穂町,全域,灯油タンク（ポリタンク） 50cm未満のもの,Kerosene tank (polyethylene tank) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002312,瑞穂町,全域,灯油ポンプ 50cm以上のもの,Kerosene pump 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002311,瑞穂町,全域,灯油ポンプ 手動式,Kerosene pump Manual type,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002310,瑞穂町,全域,灯油ポンプ 自動式,Kerosene pump Automatic type,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002315,瑞穂町,全域,時計 50cm以上のもの,Watches 50 cm or longer,粗大ごみ,リサイクルプラザに申込む ※電池は必ず取り除き有害ごみへ
133035,133035GMLT002314,瑞穂町,全域,時計 50cm未満のもの,Watches Less than 50 cm,燃やせないごみ,町指定収集袋（水色） ※電池は必ず取り除き有害ごみへ
133035,133035GMLT002319,瑞穂町,全域,トタン板 50cm以上のもの,Tin plate 50 cm or more,粗大ごみ,リサイクルプラザに申込む ※業者による取替えや、工事によって発生したものは処理できません
133035,133035GMLT002318,瑞穂町,全域,トタン板 50cm未満のもの,Tin plates less than 50 cm,金属,バケツ・カゴなどに入れる
133035,133035GMLT002317,瑞穂町,全域,戸棚,Closet,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002324,瑞穂町,全域,トマトケチャップの容器 ガラス,Tomato ketchup container glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT002325,瑞穂町,全域,トマトケチャップの容器 金属,"Tomato ketchup container, metal.",カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT002327,瑞穂町,全域,トマトケチャップの容器のふた 金属,Tomato ketchup container lid Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT002326,瑞穂町,全域,トマトケチャップの容器のふた プラスチック,Tomato ketchup container lid Plastic,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002323,瑞穂町,全域,トマトケチャップの容器 プラスチック,Tomato ketchup container plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002333,瑞穂町,全域,トラロープ,Tiger rope,燃やせるごみ,町指定収集袋（クリーム色） ※50㎝未満に切ってから
133035,133035GMLT002334,瑞穂町,全域,トランクス（下着）,Trunks (underwear),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002335,瑞穂町,全域,トランシーバー,Transceiver,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002336,瑞穂町,全域,トランプ 紙・プラスチック,Playing Cards Paper & Plastic,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002338,瑞穂町,全域,トランポリン 50cm以上のもの,Trampoline 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002337,瑞穂町,全域,トランポリン 50cm未満のもの,Trampolines less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002341,瑞穂町,全域,鳥かご 50cm以上のもの,Bird cage 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002339,瑞穂町,全域,鳥かご 金属,Birdcage Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT002340,瑞穂町,全域,鳥かご 竹・木,"Bird cage, bamboo, wood",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002343,瑞穂町,全域,塗料,Painting material,処理できません,専門業者へ相談してください
133035,133035GMLT002345,瑞穂町,全域,塗料缶 50cm以上のもの,Paint cans 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002344,瑞穂町,全域,塗料缶 50cm未満のもの,Paint cans less than 50 cm,カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT002350,瑞穂町,全域,トレイ（食品トレイ）,Trays (food trays),容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002358,瑞穂町,全域,トロフィー 50cm以上のもの,Trophies 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002357,瑞穂町,全域,トロフィー 50cm未満のもの,Trophies Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002359,瑞穂町,全域,とんかち 金属,Hammer,金属,バケツ・カゴなどに入れる
133035,133035GMLT002360,瑞穂町,全域,とんかち プラスチック,Tongs Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002313,瑞穂町,全域,トースター,Toaster,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002287,瑞穂町,全域,ドア 50cm以上のもの,Doors 50 cm or more,粗大ごみ,リサイクルプラザに申込む ※業者による取替えや、工事によって発生したものは処理できません
133035,133035GMLT002286,瑞穂町,全域,ドア 50cm未満のもの,Doors Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002288,瑞穂町,全域,ドアノブ,Doorknob,金属,バケツ・カゴなどに入れる
133035,133035GMLT002304,瑞穂町,全域,動物死体（犬・猫等）,"Dead animals (dogs, cats, etc.)",合同火葬します,リサイクルプラザに申込む
133035,133035GMLT002316,瑞穂町,全域,土砂,Earth and sand,処理できません,専門業者へ相談してください
133035,133035GMLT002320,瑞穂町,全域,どてら,Padded kimono,布,透明又は半透明の袋に入れる
133035,133035GMLT002321,瑞穂町,全域,土鍋,Earthenware pot,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002322,瑞穂町,全域,土瓶,Earthenware teapot,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002328,瑞穂町,全域,ドライバー（工具）,Screwdrivers (tools),金属,バケツ・カゴなどに入れる
133035,133035GMLT002329,瑞穂町,全域,ドライバー（工具） 電動,Screwdriver (tool) Electric,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002330,瑞穂町,全域,ドライヤー,Dryer,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002331,瑞穂町,全域,ドラム（楽器）,Drums (instrument),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002332,瑞穂町,全域,ドラム缶,Oil Drum,処理できません,専門業者へ相談してください
133035,133035GMLT002342,瑞穂町,全域,ドリップ用フィルター,Drip filter,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002346,瑞穂町,全域,ドリンク剤の容器 ガラス,Drink containers Glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT002348,瑞穂町,全域,ドリンク剤の容器のふた 金属,Drink container lid Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT002349,瑞穂町,全域,ドリンク剤の容器のふた プラスチック,Drink container lid Plastic,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる
