id,q1,q2,q3,q4_1,q4_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q6_ア,q6_イ,q6_ウ,q6_エ,q6_オ,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1_1,q8_1_2,q8_1_3,q8_1_4,q8_1_5,q8_1_6,q8_1_7,q8_2_1,q8_2_2,q8_2_3,q8_2_4,q8_2_5,q8_2_6,q8_2_7,q8_3_1,q8_3_2,q8_3_3,q8_3_4,q8_3_5,q8_3_6,q8_3_7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12_1_1,q12_1_2,q12_1_3,q12_2_1,q12_2_2,q12_2_3,q12_3_1,q12_3_2,q12_3_3,q13_ア,q13_イ,q13_ウ,q13_エ,q13_オ,q13_カ,q13_キ,q13_ク,q13_ケ,q13_コ,q13_サ,q13_シ,q13_ス,q14_1,q14_2,q15_1,q15_2a,q15_2b,q15_2c,q15_2d,q15_2e,q15_2f,q15_3_1,q15_3_2,q15_3_3,q15_3_4,q15_3_5,q16_1,q16_2,q16_3,q17_a,q17_b,q17_c,q17_d,q17_e,q19_a,q19_b,q19_c,q19_d,q19_e,q19_f,q19_g,q19_h,q19_i,q19_j,q19_k,q20,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13
54,5,7,6,,,2,,,2,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,3,,,,,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,2,2,1,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,7,1,,,,,,12,2,10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,1,,,,,,,,,1,2,2,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,5,7,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
56,2,3,2,,,3,0,3,2,0,2,,,,,,2,3,3,3,6,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,1,0,0,1,0,0,1,3,3,3,4,1,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,2,,,,,,,,,,,,2,2,1,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57,1,7,1,2,,,,,6,,6,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,,,,5,4,4,5,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4.5,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0
58,2,7,4,4,4,2,2,,2,2,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,5,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,3,7,3,5,5,3,2,,3,2,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,3,3,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,2,,,,,,,,,,,,1,1,1,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,
60,3,9,3,1,1,0,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
61,2,7,1,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,3,,,,,,5,4,4,5,4,4,1,1,0,0,0,1,1,1,1,0,0,1,0,3,5,1,1,1,1,1,1,0,1,1,1,1,0,3,3,1,1,5,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
62,1,7,4,4,4,4,3,1,4,3,1,5,1,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,3,1,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
63,3,7,6,5,5,9,3,6,6,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,2,2,2,2,2,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,2,,,,,,,,,,,,1,1,1,1,4,5,4,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
64,3,7,1,1,,,,,1,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,3,4,4,4,,,,1,2,2,1,2,2,,,,,,,,,,,,,,5,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,1,0,0,0,1,0,0,0,0,0
65,,7,1,4,,,,,8,2,6,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,4,4,1,4,4,,,,1,2,2,,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,,,,,,,,,,,,2,2,1,1,4,5,3,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
66,1,3,6,5,5,42,33,9,41,35,6,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,2,2,1,1,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
67,1,7,6,,,2,1,1,2,1,1,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,1,1,4,1,1,1,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68,1,7,1,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,2,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,1,1,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
69,1,7,6,3,3,5,1,4,5,1,4,5,2,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,4,4,3,3,4,4,2,4,4,2,4,4,2,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,2,,,,,,,,,,,,1,1,1,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
70,,7,4,4,4,10,4,6,10,4,2,5,2,6,6,6,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,2,4,5,4,4,4,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,4,3,4,1,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,1,0,0,0,0,0,0,0,0,0,0
71,1,7,6,4,4,4,4,,4,4,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,3,,,,,1,4,4,1,4,4,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,1,0,0,0,0,2,1,2,1,5,5,,1,1,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
72,3,7,5,,,2,2,,2,2,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,2,1,1,2,2,2,,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
73,5,7,2,5,5,16,1,15,12,2,10,4,1,,,,,,,,,,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,3,4,3,3,4,4,1,1,1,5,4,4,5,4,4,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,2,2,1,2,3,2,2,1,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,1,0,0,0,0,1,0,0,0,0
74,,7,6,2,2,0,,,0,,,5,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,4,,,,,,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,1,3,1,1,5,,,5,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0
75,3,7,2,5,5,,30,,,30,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,2,1,4,2,1,4,2,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,2,2,2,5,3,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
76,1,5,6,2,2,6,6,0,6,6,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,3,4,4,4,4,5,4,4,5,4,4,5,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,2,3,3,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0
77,1,7,6,5,5,23,8,15,46,9,37,5,1,6,6,6,,,,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,4,4,4,1,4,4,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,,,,,,,,,,,,2,1,1,2,3,5,5,3,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
78,,7,4,4,4,5,3,2,5,3,2,5,3,3,3,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,3,,,,2,3,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,4,2,2,1,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
79,2,7,1,4,,,,,13,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,,,,2,2,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2,7,3,3,3,1,,0,1,,0,1,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,2,,,,,,,,,,,,1,1,1,2,2,2,4,,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
81,2,7,2,2,2,10,7,3,8,6,2,4,1,1,6,6,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,3,3,4,4,2,2,4,2,2,4,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,,,,,,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
82,,7,4,1,1,6,1,5,5,1,4,3,3,6,6,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,1,3,3,,,,5,4,4,5,4,4,5,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,1,,,,,,,1,1,1,1,0,1,2,1,2,4,5,5,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83,3,3,4,,,4,2,2,4,2,2,,,,,,,4,,,,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,,,,,,,2,,1,2,,1,2,,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,,2,2,4,,,,,,,,,,,,,,,2,,0,0,0,0,1,0,0,0,1,0,0,0,0
84,,7,2,5,5,10,4,6,9,3,6,2,3,6,6,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,1,1,1,1,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,,,,,,,1,1,0,0,0,1,2,1,2,4,5,5,1,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2,7,4,3,3,5,4,1,4,3,1,5,1,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,3,,,,,2,4,4,2,4,4,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,,,,,,,,,,,,1,2,1,2,2,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
86,2,3,6,,,2,,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,3,4,,2,4,,1,4,,5,4,,1,0,0,0,0,1,0,0,0,0,0,1,0,4,4,,,,,,,,,,,,,2,3,2,5,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,
87,2,7,1,5,,,,,6,4,2,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,1,1,1,1,4,4,,,,2,1,4,4,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,1,0,1,1,0,0,0,2,2,1,5,5,1,2,1,0,1,0,0,1,1,0,0,0,0,0,2,,1,0,1,1,1,0,1,1,0,0,0,0,0
88,2,7,3,5,5,7,7,0,7,7,0,3,6,6,6,6,,,,,,,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,,,,,,,,,,,,,,4,1,2,,,,,,,,,,,,2,2,1,2,4,2,2,1,,,,,,,,,,,,2,,,,,,,,,,,,,,
89,,8,3,1,1,1,,,1,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,1,4,4,5,4,4,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0
90,4,7,2,1,1,1,1,1,1,1,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,1,2,4,5,2,4,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,2,2,1,2,2,5,5,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
91,4,3,4,2,2,2,2,0,2,2,0,,,,,,2,2,6,6,6,6,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,1,1,4,4,4,4,1,4,4,1,4,4,1,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,1,7,5,1,1,2,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,5,,4,,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
93,5,7,4,2,2,8,4,4,7,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,3,1,1,2,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,,,1,1,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
94,1,7,6,1,1,5,2,2,3,2,1,5,5,6,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,3,3,,,1,4,4,1,4,4,1,4,4,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,,0,0,0,0,0,0,1,1,1,0,0,0,0
95,4,7,5,5,5,8,5,3,6,4,2,5,1,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,1,4,4,5,4,4,5,4,4,5,4,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3,2,,,,,,,,,,,,2,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
96,2,7,4,4,4,30,17,13,15,14,1,5,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,,4,4,,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,1,0,0,0,0,1,1,1,1,4,1,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
97,2,3,4,1,1,7,5,2,7,5,2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,4,4,2,4,4,3,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,2,5,,,,,,,,,,,,,1,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
98,3,7,6,2,2,9,4,5,9,4,5,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,5,4,4,2,4,4,5,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
99,3,1,3,4,4,6,,4,6,,4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,4,3,3,4,3,3,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,,,,,,,,,,,,,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,7,4,2,2,4,,4,2,,2,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,2,4,2,2,4,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2,,,,,,,,,,,,1,1,1,1,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
101,3,7,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,1,1,,,,,,,,2,4,4,2,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,2,,,,,,,,,,,,2,1,1,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,
102,2,1,4,5,5,20,2,18,20,2,18,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,2,2,3,2,4,4,1,4,4,1,4,4,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,1,2,2,4,5,5,5,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
103,1,3,5,2,2,10,3,7,9,3,6,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,,3,4,4,5,4,2,2,4,4,2,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,3,1,1,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
104,1,7,6,4,4,9,9,,9,9,,5,4,6,6,6,,,,,,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,4,4,1,1,4,4,5,4,4,2,4,4,5,4,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,4,1,4,1,0,0,1,1,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
105,1,7,6,3,3,5,1,4,3,1,2,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,2,4,4,2,4,4,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,5.5,2,,,,,,,,,,,,2,1,1,2,2,5,4,1,0,0,1,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
106,1,3,6,2,2,3,,1,3,,1,,,,,,6,6,4,4,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,4,4,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,1,1,1,2,2,2,4,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
107,1,7,4,,,5,2,3,3,2,1,5,2,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,4,1,4,1,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,1,1,0,1,1,1,0,0,0,0,0
108,1,7,4,1,1,0,,,0,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,2,2,2,2,2,5,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,1,2,1,5,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
109,,7,5,3,3,4,3,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,3,4,4,2,4,4,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
110,,,2,3,3,7,3,4,4,1,3,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,4,4,1,4,4,4,,4,4,1,4,4,,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,1,0,0,0,0,1,0,0,1,0,1,3,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,1,0,0,0,1,0,1,0,0,0,0
