地点名:上一色橋　地盤上/地下1/地下2
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:47:25
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
94.43999,-3.491247,14.70293,.03874719,1.013427,-11.0807,-2.998783,-3.747978,3.566242,-4.200945 
94.45,-2.61506,17.84721,-.537961,3.596489,-10.405,-2.325831,-3.440251,4.032207,-3.72448 
94.46,-1.203913,20.55001,-.7606949,5.426857,-9.716045,-2.656807,-3.282762,4.350184,-2.855793 
94.47,1.186414,20.67575,.3662235,5.691088,-9.660299,-2.988533,-3.272763,3.941214,-2.153094 
94.48,3.360006,18.98387,.7416962,4.986138,-10.27551,-2.47682,-3.192269,2.144845,-2.004855 
94.49,2.817796,17.3215,-.3049779,4.326186,-11.32518,-1.890363,-2.961535,-.1489892,-2.550565 
94.5,-.9339323,17.294,-1.673129,3.774477,-12.50159,-2.028103,-2.366828,-1.208912,-3.290761 
94.50999,-6.523277,19.45459,-3.382505,2.647558,-13.84,-2.699804,-1.136918,-1.134918,-3.99396 
94.52,-11.99788,21.16072,-6.152554,.8231903,-15.05816,-3.469249,.6852003,-1.496392,-4.795403 
94.53,-16.01884,19.50234,-8.442138,-.7799435,-15.69261,-4.13445,2.656057,-3.233266,-5.889073 
94.54,-18.47041,14.31371,-7.371466,-1.304155,-15.52837,-5.019136,4.1387,-5.5191,-7.119484 
94.55,-19.48609,8.196405,-3.295261,-.8426889,-14.66269,-6.411285,4.852648,-7.376465,-7.832682 
94.56,-17.70247,4.299938,-1.164416,.4767154,-13.39578,-7.57995,5.180124,-8.645623,-7.921926 
94.57,-14.66869,4.571669,-2.877291,2.670306,-12.04288,-7.278472,5.367361,-9.573056,-8.444888 
94.57999,-12.78857,7.018241,-5.431107,5.259119,-10.49024,-5.815578,5.135628,-10.44849,-8.9711 
94.59,-11.84964,9.416818,-5.800829,7.478708,-8.574379,-5.10013,4.317687,-10.93296,-8.026918 
94.6,-9.031096,11.08995,-5.085881,8.882357,-6.35104,-5.090381,3.230016,-10.48299,-6.2098 
94.61,-3.667984,12.98231,-5.398359,9.184084,-4.27069,-4.445428,2.47907,-9.155836,-4.907644 
94.62,1.283907,14.60344,-4.063705,8.344145,-2.319082,-3.607239,2.949286,-7.244975,-4.41118 
94.63,2.517817,15.18365,-.759195,6.439783,.06224549,-3.392754,4.8289,-5.173875,-3.885968 
94.64,-.08974349,13.93524,.9121839,3.86472,3.077527,-3.522745,7.489707,-3.213767,-3.093026 
94.65,-4.590667,10.59523,-1.172915,1.413648,5.927071,-3.672734,10.3985,-1.644131,-2.62856 
94.66,-8.860858,4.999138,-4.307688,-.4524672,7.525704,-3.873469,13.19429,-.510713,-2.355829 
94.67,-10.76772,-2.520317,-4.69316,-1.921611,8.186156,-4.540171,15.14115,.3639736,-1.772122 
94.68,-9.100841,-10.07652,-3.078777,-3.03678,9.200833,-5.208622,15.70361,1.064423,-0.5742084 
94.68999,-4.921643,-15.14615,-3.59349,-3.647236,11.0157,-4.423429,14.72693,1.631382, 0.1637381 
94.7,-.1604884,-16.03909,-6.031563,-3.604989,12.93056,-2.170343,12.92706,2.169343,-0.5772082 
94.71,3.364756,-13.7555,-5.036635,-3.094276,13.64551,-.5984566,11.27618,2.444823,-1.707126 
94.72,5.160626,-11.84489,-1.265158,-2.924288,13.02606,-.9479313,10.12852,2.452322,-1.759872 
94.73,6.680766,-12.19887,-2.092848,-3.673234,12.08787,-2.059601,9.271078,2.636559,-1.502641 
94.74,8.298899,-15.40238,-7.491707,-5.259369,11.61216,-2.425824,8.455887,2.921538,-1.837367 
94.75,9.399569,-20.45427,-8.990349,-7.398464,11.35018,-2.385827,7.704942,2.89829,-2.20184 
94.75999,10.72522,-25.04643,-5.334613,-9.6483,11.0882,-2.172092,7.502956,2.921038,-1.883363 
94.77,13.33028,-29.0129,-1.046674,-11.93464,11.20594,-1.532639,7.657695,3.266013,-1.140167 
94.78,16.32207,-32.69738,.6632019,-14.30621,12.12062,-.5834577,7.628447,3.569991,-0.2679806 
94.79,18.41042,-35.60842,.9411818,-16.28207,13.1603,.510713,7.063238,3.499746, 0.8389392 
94.8,19.2801,-37.17905,3.274263,-17.47073,13.51027,1.585635,5.770832,3.282512, 1.810119 
94.81,20.57026,-35.64091,6.058061,-17.89695,13.68251,2.653808,3.742729,3.125773, 2.219839 
94.82,23.00633,-30.08482,7.074737,-17.89695,14.35796,3.480248,1.165666,3.066278, 2.281335 
94.82999,25.12493,-22.7256,5.698337,-17.99445,15.44063,3.323259,-1.540888,3.04003, 2.687805 
94.84,25.59814,-16.32657,2.743301,-18.33417,16.02359,2.441823,-3.597489,3.100025, 3.125524 
94.85,25.81638,-11.82864,-.6057061,-18.6034,15.44438,1.998855,-4.660412,2.824795, 2.430574 
94.86,28.00372,-8.908354,-2.238838,-18.30067,14.4347,1.890863,-4.882396,2.093098, 0.3199768 
94.87,32.02768,-7.840932,-.6862003,-17.62222,13.47027,.8111912,-4.440928,1.590135,-1.805119 
94.88,35.2407,-7.707191,.9459314,-17.07876,12.4406,-1.527139,-3.269013,1.548638,-2.745801 
94.89,35.97489,-8.339895,-1.906612,-16.44431,11.40967,-4.085204,-1.78962,1.357402,-2.7613 
94.9,33.94829,-7.491457,-8.14466,-15.28214,10.26801,-5.599344,-.4917144,.7519455,-2.525817 
94.91,30.58278,-4.245193,-10.23876,-13.8435,8.996848,-5.507351,.4237193,-.1767372,-2.059351 
94.92,28.03647,-.8399391,-5.975317,-12.56509,7.703941,-4.00421,1.063673,-1.52214,-1.018676 
94.93,27.38976,3.127773,-.1539888,-11.52016,6.740011,-1.468894,1.702627,-3.214267, 0.4382182 
94.93999,28.15746,7.141232,2.152594,-10.73622,6.109057,1.457394,2.238838,-4.670412, 2.213089 
94.95,28.13221,11.38792,2.274085,-10.47049,5.346862,3.619488,2.424324,-5.184374, 4.008209 
94.96,26.35734,14.79593,2.735802,-10.74247,4.360434,4.838399,2.593812,-4.598166, 5.208872 
94.97,24.205,16.89103,3.615238,-11.38118,3.4575,5.526849,3.014282,-4.110452, 5.906322 
94.98,22.18039,16.33681,5.344363,-11.97538,2.750551,5.603844,3.514745,-5.175875, 6.021564 
94.99,19.17986,12.62533,6.037313,-12.16787,1.883363,5.187124,4.159698,-7.533704, 5.826828 
95,13.72426,8.988599,4.519173,-12.12387,.3392254,4.568669,5.041385,-9.80279, 5.480103 
95.00999,6.997993,6.34954,3.279012,-11.77965,-1.703627,4.151949,6.35304,-10.91121, 4.759905 
95.02,.785693,3.806224,3.508496,-10.74097,-3.785476,4.384432,8.245902,-10.90971, 3.913716 
95.03,-4.976389,2.20084,5.854075,-8.933103,-5.552598,4.617166,10.03377,-10.286, 2.590812 
95.04,-9.281327,1.597634,7.72719,-6.610271,-6.833505,3.745728,10.90246,-8.859358, 0.6637019 
95.05,-12.04688,3.212267,5.708086,-4.400431,-7.893428,1.265908,10.54749,-7.252224,-0.8184407 
95.06,-12.56034,5.213122,.5197123,-2.454322,-8.985349,-2.307333,9.598054,-6.506279,-1.531639 
95.07,-11.6764,7.220977,-6.441533,-.5302116,-9.740544,-5.141128,9.020597,-6.266546,-2.325582 
95.07999,-10.82821,9.322575,-11.33218,1.183664,-10.02577,-6.036313,8.619875,-6.089059,-3.739729 
95.09,-11.12269,10.50024,-9.331573,2.918788,-9.459564,-5.538098,7.85668,-6.104558,-4.708909 
95.1,-13.33928,10.22051,-3.044279,5.10763,-7.593699,-3.938215,6.841004,-6.107058,-4.453177 
95.11,-16.64129,8.485385,1.473393,7.347467,-4.916893,-1.075172,5.743834,-5.65534,-3.86947 
95.12,-19.65783,5.737084,3.095026,8.657872,-2.539066,1.669629,4.784403,-4.662912,-3.470248 
95.13,-21.70618,2.521317,5.626842,8.637874,-1.157416,2.747801,4.189696,-3.440001,-2.509818 
95.14,-21.79117,-.3962213,8.171408,7.99842,-.5584595,2.088599,3.463249,-2.419325,-1.220662 
95.15,-20.77474,-1.004927,6.490029,7.890928,-.482965,.662702,2.407576,-1.700877,-0.4734657 
95.16,-19.77232,1.248909,1.941609,8.658623,-1.160666,-.7844431,1.369901,-1.404898,-0.5457104 
95.17,-18.80764,4.049706,-1.909112,9.785291,-2.579063,-1.680628,.5607094,-1.807369,-0.4394681 
95.18,-18.02894,4.942642,-3.575241,11.13019,-4.029208,-1.3794,-.2022353,-2.830295, 0.6747011 
95.18999,-17.11826,3.095026,-4.342935,12.69133,-4.736657,.7491957,-.979679,-3.686483, 1.847866 
95.2,-14.89742,-.1907362,-3.084276,14.04673,-4.724907,4.170448,-1.738124,-3.906467, 1.917111 
95.21,-10.94021,-3.061028,3.699982,14.95467,-3.956713,6.502529,-2.135845,-3.673484, 1.400149 
95.22,-6.046312,-4.116201,11.06795,15.31664,-2.522817,5.971817,-2.086099,-3.392004, 1.785371 
95.23,-1.554887,-3.739229,10.85721,15.07641,-.9139338,3.361756,-2.037102,-3.599489, 3.445 
95.24,-.2879791,-1.947109,2.542066,14.67994,.3204768,.7229476,-2.319832,-4.347185, 4.853398 
95.25,-3.44975,-.7836932,-5.09813,14.57194,1.10817,-.4492174,-2.702304,-4.872897, 5.208872 
95.25999,-7.385964,-.7434461,-4.602417,14.32271,1.691627,-.2147344,-3.043779,-4.430429, 4.932642 
95.27,-10.28425,.2869792,.745196,13.66401,2.924288,1.130668,-3.213017,-2.601061, 4.874647 
95.28,-11.19894,1.754373,3.325759,12.32661,5.178375,3.569241,-3.413253,.08699369, 5.563347 
95.29,-11.42042,2.041852,3.245265,10.20051,7.488457,6.231049,-4.00396,2.451072, 6.903749 
95.3,-12.25136,-1.148417,4.467176,7.5917,8.699869,8.371143,-4.895645,3.840222, 8.500383 
95.31,-12.4596,-6.830005,8.746367,5.084881,8.594378,10.15126,-5.553597,4.128451, 9.23408 
95.32,-10.76547,-12.50359,14.88942,3.375255,7.99642,11.27318,-5.356362,3.58999, 8.650123 
95.32999,-9.027596,-17.10926,19.71182,2.749801,7.521955,11.37043,-4.130701,2.939037, 7.774937 
95.34,-8.743366,-20.40602,19.52934,2.818046,7.048989,10.55274,-2.62681,2.814296, 7.113984 
95.35,-10.22776,-21.22871,13.45053,3.075527,6.541276,9.466314,-1.425647,3.215517, 6.098808 
95.36,-10.04202,-20.26128,5.219622,3.120774,6.07156,8.506384,-.4489675,3.645236, 4.571918 
95.37,-7.121234,-18.18868,1.259909,2.661807,5.821078,6.89525,.4997138,3.873469, 2.932037 
95.38,-2.983284,-16.31932,2.500819,1.817368,5.846576,4.343685,1.613133,3.704731, 1.881114 
95.39,1.220162,-14.4397,3.125273,1.014926,5.979567,1.971857,2.998283,2.810296, 1.123169 
95.4,4.097203,-11.83914,.6082059,.6637019,6.040312,.593207,4.68591,1.388899, 0.1899862 
95.41,5.000638,-9.754543,-1.484392,.427719,5.874824,.1889863,6.660767,.3739729,-0.6657017 
95.42,4.819401,-9.507561,-.6144555,-.55121,5.544598,.3269763,8.257901,.1287407,-1.291156 
95.43,5.092631,-10.59573,1.124668,-2.34758,5.505851,.4644663,8.82836,.2247337,-1.551888 
95.43999,6.303793,-11.49242,.7984421,-4.462427,5.953818,-.02549815,8.340395,.2824795,-1.133668 
95.45,8.362644,-10.94746,-1.477643,-6.597772,6.592022,-1.015926,7.157731,.5837077,-0.537711 
95.46,10.79022,-7.790435,-3.135773,-8.671122,6.834004,-1.51689,5.638591,1.3854,-1.234411 
95.47,13.64276,-3.349757,-2.34583,-10.61473,6.232548,-1.680378,3.782976,1.592135,-2.845294 
95.48,16.09433,-.1007427,.5894573,-12.03238,5.017636,-2.641058,1.774371,.1709876,-4.449178 
95.49,16.75004,2.016604,1.188914,-12.61909,3.870719,-4.379683,-.03299761,-2.35008,-5.93082 
95.5,16.02634,3.265763,-3.564742,-13.14755,2.665307,-6.62327,-1.831367,-4.642663,-7.02799 
95.50999,15.63537,3.85947,-10.00527,-14.16672,1.313905,-9.051594,-3.577241,-5.92407,-7.238225 
95.52,16.38331,3.207518,-14.41895,-15.43388,.3007282,-10.15726,-5.036635,-6.581523,-6.575773 
95.53,18.33617,1.990856,-14.67719,-16.54455,-.01999855,-9.077842,-6.292294,-6.991743,-6.48703 
95.54,19.62908,2.589312,-9.94278,-17.14601,0,-7.132483,-6.919249,-6.88975,-6.986743 
95.55,19.92381,4.97139,-2.826045,-17.2435,-.220984,-6.280295,-6.535276,-6.49303,-6.771259 
95.56,19.71507,9.703297,-.0537461,-16.78928,-.8404391,-6.817506,-5.470103,-6.174303,-5.452605 
95.57,19.85006,14.95492,-4.340685,-15.69036,-1.398149,-7.402214,-4.035707,-6.076059,-3.669484 
95.57999,20.80299,17.66847,-11.16944,-13.87949,-1.121419,-6.935247,-2.321582,-6.108557,-2.826295 
95.59,21.68243,16.94277,-12.74133,-11.60016,.3809724,-5.742584,-.7329469,-5.846076,-3.322759 
95.6,22.68086,13.25404,-7.108735,-9.257079,2.566814,-4.96189,.2394826,-4.69141,-3.85772 
95.61,22.80935,10.42724,-2.228088,-7.159231,4.190696,-5.074882,.4109702,-2.362329,-3.741979 
95.62,22.30038,9.173585,-4.865897,-5.463604,4.420179,-5.464104,-.002749801,.3932215,-3.16677 
95.63,20.739,8.00242,-11.09945,-3.914216,3.632487,-5.758832,-.6372038,2.404826,-2.644558 
95.64,18.72339,5.970567,-13.36003,-2.118096,2.580563,-5.956568,-1.333653,3.58749,-2.399326 
95.65,17.64472,4.059956,-10.18426,-.5057133,1.413398,-6.040312,-2.090599,4.284939,-2.629309 
95.66,16.42731,3.180769,-4.730657,.08399391,.3702232,-6.07381,-2.846544,4.652413,-2.950286 
95.67,13.60476,2.751551,-2.009854,-.6454532,-.5044634,-5.891573,-3.432751,4.812401,-2.602061 
95.68,8.593627,.4959641,-3.780476,-2.286834,-1.503641,-5.004887,-3.422002,5.069882,-1.901612 
95.68999,1.082422,-4.121451,-6.528527,-4.119202,-2.649808,-3.389254,-2.693805,5.421357,-1.452145 
95.7,-6.456532,-9.290076,-5.52435,-5.38561,-3.990961,-1.860115,-1.65263,5.303116,-0.993428 
95.71,-12.33761,-11.7834,-.9279327,-5.352112,-5.318614,-1.290906,-.5419607,4.596167,-0.5719585 
95.72,-16.20857,-11.73315,2.377828,-3.847971,-6.231049,-1.550138,.8266901,3.756478,-0.4952141 
95.73,-18.92513,-10.38225,2.146595,-1.825868,-6.982994,-1.840867,2.192841,3.020531,-0.7794435 
95.74,-20.82499,-8.403391,.7949424,.0772444,-7.941674,-1.854366,3.133023,2.61906,-0.3099775 
95.75,-20.33253,-5.65584,-.5062133,2.142345,-9.230831,-1.255409,3.328509,2.710554, 0.7949424 
95.75999,-18.09894,-2.085099,-2.008104,4.702909,-10.21176,.6009564,2.674556,2.978034, 1.306155 
95.77,-15.95834,1.111919,-.979929,7.685443,-10.15251,2.89704,1.485642,2.967535, 1.65563 
95.78,-14.44795,2.908789,4.079454,10.82872,-8.979599,4.443428,.4447178,3.251014, 2.181842 
95.79,-13.42853,3.507996,8.512883,13.28329,-7.606199,5.753583,-.008249402,4.600667, 2.225089 
95.8,-12.87057,3.904217,10.14376,14.36746,-6.868752,7.03449,.110742,6.424284, 2.121096 
95.81,-13.95924,3.947714,10.70997,14.70593,-6.520527,7.058488,.3909717,7.667694, 2.631059 
95.82,-16.11383,4.843149,9.645051,15.1424,-5.927071,5.958068,.6472031,8.267151, 3.255264 
95.82999,-18.6019,8.385392,6.325541,15.46963,-5.161376,4.590667,.9599304,8.457387, 3.160521 
95.84,-20.97898,13.97649,2.62731,15.07591,-4.580418,2.979534,1.534639,8.397641, 2.666057 
95.85,-22.89709,19.19211,.07124484,13.98874,-4.55392,1.912111,2.398826,8.083914, 2.165593 
95.86,-24.24299,20.89573,-.1727375,12.80657,-5.201373,1.981356,2.918539,7.116984, 1.78662 
95.87,-24.54722,19.02512,.7559452,12.16087,-6.197551,2.103348,2.237088,5.251369, 2.174092 
95.88,-23.30381,15.79811,.675451,12.54834,-7.057488,1.918611,.5444605,3.075277, 3.03353 
95.89,-20.27928,13.51502,.1547388,13.69426,-7.653945,2.142345,-1.37415,1.011177, 3.094026 
95.9,-16.96177,12.77582,.9036845,14.58944,-8.540131,2.47882,-2.786298,-.8494384, 2.913539 
95.91,-15.04566,12.70333,2.135095,14.5142,-9.775042,2.62131,-3.264013,-2.34158, 3.329259 
95.92,-14.02173,11.47442,.441218,13.49202,-10.98345,3.189519,-3.208767,-3.517745, 3.829222 
95.93,-13.1268,8.441138,-1.191914,11.83614,-12.4161,4.033957,-3.347757,-4.356684, 4.067205 
95.93999,-11.17519,5.51535,1.37765,9.917531,-14.14097,4.512423,-3.621238,-4.385432, 4.433928 
95.95,-8.597627,4.563919,5.282367,7.924926,-15.42138,5.063883,-3.758228,-3.437251, 4.617166 
95.96,-6.471281,5.020136,7.5837,6.143555,-15.28289,6.030063,-3.943214,-1.869115, 4.366683 
95.97,-6.505778,5.122879,8.199905,5.012387,-13.60526,6.982244,-4.465926,-.2402326, 3.813973 
95.98,-8.873107,3.687483,7.733939,4.635914,-11.15369,7.375216,-5.417607,1.162666, 2.990033 
95.99,-10.57098,1.351902,7.561702,4.541921,-8.294399,6.594522,-6.660267,2.357329, 2.307583 
96,-10.65698,-.7336968,8.563629,4.27569,-4.96339,4.768654,-7.888928,3.612738, 1.599634 
96.00999,-10.15476,-.9139338,7.782436,3.574741,-1.478643,2.715053,-9.040845,5.147877, 1.23816 
96.02,-10.328,1.035925,5.202123,2.277835,1.52289,.8356894,-9.953279,7.045739, 0.924433 
96.03,-11.20094,4.638164,2.470821,.6707014,3.389504,-.09324324,-10.46274,8.95635, 0.3262264 
96.04,-10.54049,8.742116,.9054344,-.7124484,3.734729,-.165488,-10.79472,10.21251,-0.1162416 
96.05,-7.227726,10.54874,1.211912,-1.23991,3.318009,-.6919498,-11.32543,10.48624,-0.5729585 
96.06,-2.923538,8.816861,1.408148,-.8879356,2.89304,-1.323654,-12.18937,9.52156,-1.200413 
96.07,.7209477,4.187946,.4659662,-.2079849,2.227839,-1.37815,-13.15405,6.90175,-1.778871 
96.07999,4.104702,-2.155844,-.7596949,.5399609,1.197163,-1.402148,-13.65551,3.272763,-1.999355 
96.09,7.978172,-7.827433,-1.775621,1.180414,.2167343,-1.10767,-13.52202,-.3254764,-2.21559 
96.1,12.16437,-12.3811,-2.61831,1.471643,-.4237193,-.4807152,-13.1578,-3.522245,-2.853293 
96.11,16.00909,-14.08473,-2.319832,1.226161,-.9189334,-.6397036,-12.81432,-6.175053,-3.488747 
96.12,18.73164,-14.03448,-1.415897,.5224621,-1.847116,-1.598884,-12.54334,-8.310648,-3.434501 
96.13,21.59694,-12.06863,-2.47832,-.5029635,-2.969035,-2.648558,-12.22111,-9.79154,-2.935037 
96.14,23.70053,-7.803434,-5.924321,-1.468894,-3.280512,-3.488247,-11.72615,-10.21176,-2.456572 
96.15,24.39398,-3.143272,-8.616626,-1.79312,-2.715553,-3.676983,-11.24844,-9.805539,-1.731624 
96.16,21.08997,.9331824,-7.579451,-.9394319,-1.484892,-3.102025,-11.0592,-9.451065,-1.408148 
96.17,13.27779,3.057528,-3.923466,1.090421,.6267046,-1.65263,-11.06245,-9.691048,-1.79587 
96.18,5.068132,3.953713,-.0317477,3.528494,3.409753,.3267263,-11.07095,-10.2885,-2.274335 
96.18999,-.399721,3.543993,3.355007,5.646091,6.112307,1.508391,-10.68623,-10.67023,-1.92911 
96.2,-3.491247,1.814868,5.314615,7.155981,8.55188,1.538638,-9.777291,-10.4145,-1.000677 
96.21,-4.906894,1.199163,3.870219,8.204906,10.75372,1.185914,-8.620625,-9.745044,-0.8239403 
96.22,-5.185874,3.146772,2.227339,9.163586,12.3541,.2554815,-7.236226,-9.296826,-1.157166 
96.23,-6.34679,5.683838,2.526817,9.944279,13.1283,-1.575886,-5.203623,-8.996848,-1.363901 
96.24,-8.201406,7.084987,1.070672,10.3455,13.02506,-3.323009,-2.435073,-8.377143,-1.454395 
96.25,-11.61341,5.593345,-3.561492,10.48224,12.06488,-4.115702,.7631947,-7.426212,-1.596134 
96.25999,-15.96009,.7374465,-7.460959,10.55299,10.47699,-4.344685,3.957463,-6.649268,-2.089349 
96.27,-19.83831,-7.475208,-7.892678,10.45474,9.214333,-4.42243,6.838004,-6.524777,-2.34108 
96.28,-21.72443,-15.34064,-5.912571,9.971777,9.221332,-4.68991,8.954351,-6.978244,-1.997105 
96.29,-22.85634,-20.93523,-5.071632,9.250079,10.34925,-4.900395,10.24576,-7.618448,-0.703949 
96.3,-24.0755,-25.31491,-5.759333,8.585628,11.88439,-4.151949,11.00995,-8.545381, 0.9234331 
96.31,-24.22474,-28.08971,-5.353612,8.053916,13.18604,-1.981356,11.36518,-9.427567, 1.664379 
96.32,-22.30038,-29.11564,-1.556637,7.532704,13.95049,.9086841,11.31268,-9.319324, 1.225661 
96.32999,-18.77114,-27.98372,3.965962,7.149981,14.32571,3.018781,10.88246,-8.193906, 0.9029346 
96.34,-16.06609,-25.36616,6.547775,7.056489,14.53795,3.456749,10.25651,-7.052739, 1.696127 
96.35,-15.63662,-22.53287,3.020781,7.297471,14.76968,2.841794,10.01802,-6.029813, 2.437323 
96.36,-16.67704,-20.7475,-3.466999,7.386465,14.84117,2.188591,10.18901,-4.901895, 1.772122 
96.37,-16.61755,-20.87074,-4.547171,6.730012,14.77018,1.122419,10.359,-3.982961, 0.1329904 
96.38,-13.66001,-22.93384,1.10242,5.38386,14.66669,-.744446,10.42924,-3.257764,-1.10717 
96.39,-8.908854,-25.52665,4.332936,4.1337,14.63894,-2.76055,10.61623,-2.230338,-1.495392 
96.4,-4.197196,-26.56732,-.03024781,3.562742,14.57019,-4.312187,11.0407,-.9579306,-2.243337 
96.41,-.6264546,-25.85638,-5.79183,3.577241,14.05923,-4.952391,11.66216,.2254837,-3.848721 
96.42,1.268408,-24.91744,-5.401608,3.683983,13.18754,-4.866397,12.03413,.9839287,-5.129128 
96.43,2.951036,-23.31206,-1.003927,3.525495,12.3881,-4.708409,11.7839,.9394319,-5.367611 
96.43999,5.397109,-21.94391,.4712158,2.922788,11.69315,-4.305688,10.85471,-.1964858,-4.912644 
96.45,8.259901,-21.25446,-2.169843,1.65213,11.0532,-3.320009,9.446566,-2.083849,-3.983961 
96.46,10.84421,-20.96023,-3.657235,-.5357112,10.85721,-2.078349,7.944674,-3.758728,-2.591062 
96.47,14.23047,-20.37327,-1.262159,-3.567241,11.15719,-.2949786,6.676766,-4.752155,-0.6359539 
96.48,18.51491,-18.54991,2.694555,-6.777509,11.86289,2.597562,5.472853,-5.569846, 1.123419 
96.49,21.33245,-16.28832,6.2078,-9.528309,12.81807,6.037562,4.180697,-6.804257, 2.20259 
96.5,21.51494,-14.16247,8.996848,-11.98863,13.20204,8.480385,3.03453,-8.388642, 2.963285 
96.50999,19.9533,-11.7024,10.36875,-14.5407,12.22661,8.604376,2.452072,-9.208332, 3.713731 
96.52,19.11287,-7.004742,8.249152,-17.26925,10.01952,6.62677,2.554315,-8.261401, 4.430679 
96.53,20.32578,.07374465,2.242087,-19.78107,7.534954,3.885468,2.773549,-6.250047, 4.884646 
96.54,21.91241,6.34154,-3.506746,-21.45094,5.872324,1.333653,2.435574,-4.660912, 4.762905 
96.55,22.38863,10.40475,-6.297044,-22.0599,5.266868,-.3432251,1.895613,-4.067455, 3.538244 
96.56,23.4653,12.56109,-6.363289,-22.1274,4.980139,-1.222411,1.847616,-4.177947, 1.602134 
96.57,25.65014,13.02406,-4.8354,-22.22464,4.724658,-2.159594,2.360329,-4.480675, 0.3114774 
96.57999,28.41594,12.95731,-4.160948,-22.61486,4.436429,-3.008032,3.219267,-4.983639, 0.1174915 
96.59,30.82177,12.4291,-5.493352,-23.09033,4.032708,-2.928538,4.230943,-6.097808, 0.04599667 
96.6,32.36665,13.0853,-6.422034,-23.17657,3.72023,-2.34083,5.426357,-7.689193,-0.1297406 
96.61,32.21067,15.57612,-4.073455,-22.80685,3.611488,-2.111097,6.897,-8.862608,-0.6524527 
96.62,31.035,18.6544,-.6407036,-22.49437,3.390254,-2.182842,8.473636,-8.898105,-1.66213 
96.63,30.00458,20.13079,.8374393,-22.57061,2.567814,-2.630559,9.727545,-8.181157,-2.033353 
96.64,28.01047,17.64522,-.4902145,-22.53287,1.209662,-3.509496,10.25426,-7.198228,-0.9674299 
96.65,26.73881,12.39385,-4.297938,-21.69668,-.3419752,-3.640236,9.818038,-5.735085, 0.9041845 
96.66,27.39201,7.102735,-5.956318,-20.47752,-1.709126,-2.229589,8.476636,-3.679733, 3.094026 
96.67,29.57511,4.187447,-1.613133,-19.79657,-2.353829,.2564814,6.830505,-1.569136, 5.311365 
96.68,31.34948,3.069278,5.020636,-19.72307,-2.187592,3.949964,5.678838,-.2972285, 6.75901 
96.68999,30.24131,1.79487,10.389,-19.90956,-1.703876,8.203156,5.328114,-.2822295, 7.638196 
96.7,25.71289,.386472,14.4137,-20.09879,-1.351902,11.28168,5.764332,-.759195, 9.216331 
96.71,21.9959,-1.113669,16.21807,-20.22403,-1.182164,13.37878,6.835255,-.9766792, 10.98345 
96.72,20.30928,-1.895863,16.94802,-20.30028,-.6807007,15.29339,7.913926,-.9316825, 11.68365 
96.73,18.29217,-1.074422,18.98687,-19.85331,.1392399,15.91985,8.515882,-.7684443, 12.03438 
96.74,15.04241,.8846859,20.31128,-18.34392,.9271828,15.1744,8.915104,-.4887146, 12.64308 
96.75,10.61198,2.20659,17.03352,-16.38406,1.209662,14.68644,9.322325,-.1647381, 11.57541 
96.75999,6.593022,2.045102,12.4596,-14.78193,.2537316,14.4792,9.725545,-.02974784, 7.983671 
96.77,5.186124,-.6584523,12.06038,-13.32153,-1.892613,12.32486,9.962778,-.1687378, 4.474676 
96.78,6.217299,-4.860398,12.33136,-11.11544,-3.749228,6.8975,9.93253,-.4094703, 3.129023 
96.79,9.013846,-8.019419,4.622915,-8.118161,-3.72648,-.0399971,9.78829,-.6837004, 2.539566 
96.8,11.91739,-8.756866,-10.17476,-5.37961,-1.962858,-5.615843,9.811289,-.9981776, 0.8101913 
96.81,12.12887,-7.498207,-19.90656,-3.842721,-.3042279,-9.117339,10.07452,-1.258159,-2.06635 
96.82,10.50424,-5.38261,-18.27168,-3.397504,.2244837,-11.0242,10.25076,-1.456394,-4.566919 
96.82999,8.864858,-1.684378,-13.31903,-3.339258,.4507173,-11.41417,9.813039,-1.559387,-6.303043 
96.84,6.2063,3.145772,-13.38728,-3.112024,1.202663,-10.79097,8.846859,-1.338903,-7.829183 
96.85,1.871864,7.021491,-15.30639,-2.676556,2.047352,-10.51974,7.789435,-.6407036,-9.367071 
96.86,-3.051779,9.715296,-13.46227,-1.950609,2.492319,-11.15419,6.89775,.4702159,-10.45824 
96.87,-7.31097,12.17937,-9.966027,-.5544598,2.62656,-12.18212,5.950319,1.750373,-11.12969 
96.88,-10.02627,13.20279,-9.891283,1.535139,3.090276,-13.1313,4.329186,2.941037,-11.81989 
96.89,-12.53409,10.54399,-12.11537,3.889468,3.817973,-13.67226,1.691377,3.955213,-11.65241 
96.9,-14.70018,5.771082,-12.53734,6.051561,3.737229,-13.60776,-1.092921,5.021386,-9.93828 
96.91,-14.29021,1.635381,-10.84196,7.633447,2.382327,-12.04188,-2.917038,6.432784,-7.720191 
96.92,-10.96846,.3482248,-8.497884,8.440138,.6557025,-8.209405,-3.72673,7.813684,-6.171053 
96.93,-8.27665,2.057601,-3.995461,8.709868,-.68945,-3.844721,-4.087204,8.450638,-4.900395 
96.93999,-9.529059,4.361934,2.131845,9.079092,-2.015854,-.9316825,-4.264941,8.369143,-2.775549 
