,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
有形固定資産/物品/物品,一般会計,映写機及び付属品 DLP方式プロジェクター　PT-DZ8700　機器設置費、総合試験調整費、諸経費含む,2013/2/15,"3,860,850","3,860,849",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ㈱中西製作所　器具消毒保管庫　ＭＣＷ－３０－ｅＴ　両面式,2013/1/15,"680,000","679,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業㈱　フライヤー機能付　ＧＨＳＭ－ＦⅡ－３２ＳＮ,2013/1/15,"573,000","572,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ㈱中西製作所　器具消毒保管庫　ＭＣＷＫ－３０－ｅＴ,2013/1/15,"642,000","641,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ㈱中西製作所　食缶消毒保管庫　ＭＣＷ－６０－ｅＴ,2013/1/15,"976,000","975,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼窯 電気陶芸窯　新日本造形㈱CK-10LT型RTP－10P付,2013/2/4,"1,155,000","776,160","378,840",12,,1,式
有形固定資産/物品/物品,一般会計,棚 楽器収納棚　スチール製,2013/1/15,"710,000","709,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,棚 楽器収納棚　スチール製,2013/1/15,"710,000","709,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,棚 楽器収納棚　スチール製,2013/1/15,"710,000","709,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 スバルサンバー・バン　トランスポーター　　２WD（AT）,2013/6/10,"892,500","892,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,コンピューター 投票管理システムサーバー等　PRIMERGY TX150 S8　他周辺機器及びソフトウェア一式,2013/5/20,"1,349,985","1,349,984",1,4,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（服部工業製）　GHSM-FⅡ-32SN,2013/7/31,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式焼物機ＳＧ３－３　13A　（アルミ製天板12枚付）,2013/7/31,"1,155,000","1,154,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱製：KIG2DE-40RM,2013/7/31,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱製：KIG2DE-40RM,2013/7/31,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱製：KIG2DE-40RM,2013/7/31,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱製：KIG2DE-40RM,2013/7/31,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱製：KIG2DE-40RM,2013/7/31,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様　（服部工業㈱製）GHSM－FⅡ－32SN,2013/7/31,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（桐山工業㈱製）KIG2D－40RM,2013/7/31,"693,000","692,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（桐山工業㈱製）KIG2D－40RM,2013/7/31,"693,000","692,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（桐山工業㈱製）KIG2D－40RM,2013/7/31,"693,000","692,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（桐山工業㈱製）KIG2D－40RM,2013/7/31,"693,000","692,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様（桐山工業㈱製）KIG2D－40RM,2013/7/31,"693,000","692,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 野菜裁断機　フードスライサー　㈱アイホー製　ＦＳ－３５標準型　ドライ仕様,2013/8/23,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,つい立 セーフウォールスプレッド・ランマオープンパネル（木目）　オカムラ　5DG0ZZ,2013/10/25,"669,900","586,159","83,741",8,,1,式
有形固定資産/物品/物品,一般会計,OA機器用机 インターネット閲覧テーブル　オカムラ　LW01SP,2013/10/23,"1,155,000","541,695","613,305",15,,1,式
有形固定資産/物品/物品,一般会計,その他事業用機械器具 「Poki」着ぐるみ 身長165cmの人が入った場合、毛までの全高が約2m6cm程,2009/12/18,"897,750","897,749",1,8,,1,式
有形固定資産/物品/物品,一般会計,化学・分析測定機器 移動窒素酸化物測定装置　東亜ディーケーケー株式会社GLN-314型,2013/9/27,"1,680,000","1,679,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他保管庫 壁面展示ケース　オカムラ　B2M0PC,2013/10/31,"3,853,500","1,807,288","2,046,212",15,,1,式
有形固定資産/物品/物品,一般会計,その他保管庫 平面型覗きケース　オカムラ　B2M1PC,2013/10/31,"1,302,000","610,638","691,362",15,,1,式
有形固定資産/物品/物品,一般会計,その他棚 展示架・記載台,2013/11/8,"1,065,750","499,835","565,915",15,,1,式
有形固定資産/物品/物品,一般会計,その他棚 展示架,2013/11/8,"2,084,250","977,508","1,106,742",15,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA（本体）【5スタッカー】,2014/2/8,"2,415,000","2,414,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA（本体）【5スタッカー】,2014/2/8,"2,415,000","2,414,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　増設ユニット【8スタッカー】,2014/2/8,"892,500","892,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　増設ユニット【8スタッカー】,2014/2/8,"892,500","892,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　反転ユニット,2014/2/8,"945,000","944,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　反転ユニット,2014/2/8,"945,000","944,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,普通特種車 ＴＫＧ‐ＮＭＲ８５Ｎ,2014/1/30,"17,797,500","17,797,499",1,5,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,軽貨物 連絡用自動車　スバル・サンバーバン　ＶＢ　２ＷＤ（ＡＴ）　型式ＴＬ１Ｂ５ＡＣ－ＥＸＨ,2014/3/31,"861,000","860,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式焼物機ＳＧ３－３　東京板金工業製,2014/3/31,"945,000","944,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他清掃器具 乗用式芝刈り機　(株)IHIｼﾊﾞｳﾗ　LT184A　同等品以上,2014/3/31,"790,797","691,943","98,854",8,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 エアレーション作業機　(株)IHIｼﾊﾞｳﾗ　SEC108　同等品以上,2014/3/31,"630,000","551,250","78,750",8,,1,式
有形固定資産/物品/物品,一般会計,その他保管用具 防災広場倉庫（コンテナ型）　L2 400×W2 400×H2 320～2 370,2014/3/31,"2,451,750","1,149,869","1,301,881",15,,1,式
有形固定資産/物品/物品,一般会計,軽乗用車 スバル　プレオプラス RE1B5BA,2014/4/18,"786,240","786,239",1,4,,1,式
有形固定資産/物品/物品,一般会計,ポンプ Ｃ－１ﾄｰﾊﾂＶ－２０Ｂ,2013/4/1,"1,371,000","642,999","728,001",15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,普通貨物 スバルサンバー・バン　トランスポーター　２W（AT)　スバル・EBD－S321B、シルバー,2014/5/26,"915,840","915,839",1,5,,1,式
有形固定資産/物品/物品,一般会計,洗浄・消毒器具 食器消毒保管庫　MSH10-21SDN（特） 900×530×1580,2014/6/14,"534,600","534,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 スバルサンバーバン　トランスポーター　スバル・EBD-S321B,2014/6/16,"874,800","874,799",1,5,,1,式
有形固定資産/物品/物品,一般会計,騒音・振動測定機器 振動レベル計(VM-53A)一式,2014/5/14,"540,000","539,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,騒音・振動測定機器 低周波音測定機能付精密騒音計(NL-62)一式,2014/5/14,"993,168","993,167",1,5,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 フードスライサー　FS-３５標準型　ドライ仕様,2014/5/30,"777,600","777,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,チューバ ヤマハ　YBB-６４１Ⅱ（B♭）,2014/6/20,"535,500","292,380","243,120",11,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜　桐山工業ＫＩＧ２Ｄ－４０ＲＭ　ドライ仕様,2014/7/30,"718,200","718,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜　桐山工業ＫＩＧ２Ｄ－４０ＲＭ　ドライ仕様,2014/7/30,"718,200","718,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 フライヤー兼用ガス回転釜　服部工業ＧＨＳＭ－ＦⅡー３２ＳＮ　ドライ仕様,2014/7/30,"783,000","782,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 フードスライサー　（株）アイホー　FS-35標準型ドライ仕様,2014/7/30,"777,600","777,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）ＧＨＳＬＭ－32ＳＮ羽沢小学校仕様,2014/7/30,"804,600","804,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）ＧＨＳＬＭ－32ＳＮ羽沢小学校仕様,2014/7/30,"804,600","804,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）ＧＨＳＬＭ－32ＳＮ羽沢小学校仕様,2014/7/30,"804,600","804,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）ＧＨＳＬＭ－32ＳＮ羽沢小学校仕様,2014/7/30,"804,600","804,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）ＧＨＳＬＭ－32ＳＮ羽沢小学校仕様,2014/7/30,"804,600","804,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 フライヤー兼用ガス回転釜（ドライ仕様）ＧＨＳＭ－ＦⅡ－３２ＳＮ羽沢小学校仕様,2014/7/30,"945,000","944,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 フライヤー兼用ガス回転釜ドライ仕様　GHSM-FⅡ-32SN,2014/7/30,"783,000","782,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 MCWK－３０eT,2014/7/29,"594,000","593,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式焼物機（三窓三段） SG3-3　13A  ㈱東京板金工業製 2280×550×1250㎜,2014/8/6,"961,200","961,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ㈱中西製作所　ＭＣＷＫ－３０－eＴ,2014/7/29,"594,000","593,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式焼物機（三窓三段）　ＳＧ３－３　１３Ａ 2280×550×1250㎜,2014/8/6,"961,200","961,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,コンピューター Webサーバ用機器等一式　2583PAY、42D0677、46M0901、39Y7926、4815W6J、91Y7474、OTOBMMJ2XSBCPN3700Z、A1LNLSJPS91,2014/9/30,"926,398","926,397",1,4,,1,式
有形固定資産/物品/物品,一般会計,コンピューター 内部DNSサーバ用機器等一式　2583PAY、42D0677、46M0901、39Y7926、4815W6J、91Y7474、SPZZLLJ3XSBEPN3702Z、A1LNLSJPS,2014/9/30,"861,530","861,529",1,4,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　反転ユニット 選挙管理委員会事務局（開票）（本庁B2）,2014/12/4,"972,000","971,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA（本体）【5スタッカー】,2014/12/4,"2,484,000","2,483,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他事務用機器 自書式投票用紙読取分類機　テラックCRS-VA　増設ユニット【8スタッカー】,2014/12/4,"918,000","917,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,小型特種車 ホンダフリードスパイク　ホンダＤＢＡ－ＧＢ４,2015/2/6,"3,199,500","3,199,499",1,4,,1,式
有形固定資産/物品/物品,一般会計,演台 特注　無垢天板　側板メラミン加工　３点セット,2015/2/25,"500,000","375,000","125,000",8,,1,式
有形固定資産/物品/物品,一般会計,その他情報処理機器 Barracuda Spam & Virus Firewall Plus 300,2015/2/28,"1,474,200","1,474,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,普通特種車 ＴＫＧ－ＸＺＶ６４０Ｍ,2015/3/20,"18,338,400","18,338,399",1,5,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,その他保管用具 ゆりーと（着ぐるみ）,2015/3/31,"619,500","249,036","370,464",15,,1,式
有形固定資産/物品/物品,一般会計,その他保管用具 ゆりーと（都からの譲渡品）（着ぐるみ）,2015/3/31,"525,000","211,050","313,950",15,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 ﾌｰﾄﾞｽﾗｲｻｰ　(株)ｱｲﾎｰ　FS-35　ドライ型,2015/3/27,"777,600","777,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,"コンピューター BlueCoat　SG200-30,ProxyEdition等　SC-BC-000-01一式",2014/12/26,"3,996,000","3,995,999",1,4,,1,式
有形固定資産/物品/物品,一般会計,"コンピューター BlueCoat　SG200-30,ProxyEdition等　SC-BC-000-01一式",2014/12/26,"3,996,000","3,995,999",1,4,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 軽トラック　ダイハツ　ハイゼット,2015/4/28,"1,058,400","1,058,399",1,5,,1,式
有形固定資産/物品/物品,一般会計,備蓄倉庫 コンテナ倉庫 14㎡,2014/4/1,"943,950","475,746","468,204",12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,備蓄倉庫 コンテナ倉庫 10㎡,2014/4/1,"987,000","497,448","489,552",12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ポンプ D-1トーハツV-10F,2014/4/1,"552,910","222,264","330,646",15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ポンプ D-1トーハツV-10F,2014/4/1,"531,900","213,822","318,078",15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ポンプ D-1トーハツV-10F,2014/4/1,"599,970","241,182","358,788",15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,普通乗用車 日産　ノート,2015/5/27,"1,110,240","1,110,239",1,4,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 ダイハツＥＢＤ－Ｓ331Ｖ,2015/6/12,"999,000","998,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 スバル・GBD-S321B VBクリーン DOHC 2WD 4AT　 型式記号：ＴＬ1Ｂ5ＢＤ　 ＯＰコード　ＥＸＣ　塗色：ホワイト,2015/6/23,"912,600","912,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他打楽器類 アダムス　オーケストラ・チャイム　AD‐BK2001C,2015/7/10,"540,000","245,700","294,300",11,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式　ＳＧ３－３Ｍ（株）東京板金工業製,2015/8/10,"993,600","993,599",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 MCWK-30-e MCWK-30-e,2015/8/5,"691,200","691,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様　桐山工業㈱　ＫＩＧ2Ｄ-40ＲＭＴ,2015/7/29,"739,800","739,799",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様　桐山工業㈱　ＫＩＧ2Ｄ-40ＲＭＴ,2015/7/29,"739,800","739,799",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様　桐山工業㈱　ＫＩＧ2Ｄ-40ＲＭＴ,2015/7/29,"739,800","739,799",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様　桐山工業㈱　ＫＩＧ2Ｄ-40ＲＭＴ,2015/7/29,"739,800","739,799",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様　服部工業㈱　ＧＨＳＭ-ＦⅡ-32ＳＮ,2015/7/29,"861,300","861,299",1,5,,1,式
有形固定資産/物品/物品,一般会計,焼物機 レバー式焼物機　SG3-3M,2015/8/10,"993,600","993,599",1,5,,1,式
