区分,総数,平均価格,築地市場,足立市場,大田市場,構成比率総計比(％),構成比率種別比(％),構成比率部類別比(％)
その他加工品類味付かずのこ数量(kg),8286,,7806,430,50,0.0,0.1,0.4
その他加工品類味付かずのこ金額(円),18471312,2229,17455324,776605,239383,0.1,0.2,1.1
その他加工品類さけフレ－ク数量(kg),45431,,43545,1876,10,0.1,0.5,2.1
その他加工品類さけフレ－ク金額(円),49314960,1085,47729258,1563411,22291,0.1,0.5,2.9
その他加工品類つくだ煮数量(kg),251694,,247609,2933,1152,0.8,2.6,11.7
その他加工品類つくだ煮金額(円),233637770,928,229775876,2360886,1501008,0.7,2.6,13.8
その他加工品類魚漬物数量(kg),383256,,359247,22081,1928,1.2,4.0,17.8
その他加工品類魚漬物金額(円),284587796,743,266643454,15947224,1997118,0.8,3.1,16.8
その他加工品類さきいか数量(kg),3426,,3296,124,6,0.0,0.0,0.2
その他加工品類さきいか金額(円),6717767,1961,6435844,261187,20736,0.0,0.1,0.4
その他加工品類さらし鯨数量(kg),847,,555,292,0,0.0,0.0,0.0
その他加工品類さらし鯨金額(円),1779442,2101,1104625,674817,0,0.0,0.0,0.1
その他加工品類ベーコン数量(kg),5937,,5614,270,53,0.0,0.1,0.3
その他加工品類ベーコン金額(円),12376501,2085,11044904,1254485,77112,0.0,0.1,0.7
その他加工品類くん製品数量(kg),33036,,32805,231,0,0.1,0.3,1.5
その他加工品類くん製品金額(円),58932676,1784,58520764,411912,0,0.2,0.7,3.5
その他加工品類その他加工品数量(kg),1321016,,1145258,36640,139118,4.3,13.8,61.3
その他加工品類その他加工品金額(円),994694198,753,880261578,48274023,66158597,2.9,11.0,58.8
その他食品総数数量(kg),1880487,,1750406,124036,6045,6.1,19.7,100.0
その他食品総数金額(円),707045509,376,669444951,34225784,3374774,2.1,7.8,100.0
その他食品水産冷食数量(kg),23446,,23232,110,104,0.1,0.2,1.2
その他食品水産冷食金額(円),23615427,1007,23366617,134438,114372,0.1,0.3,3.3
その他食品農産冷食数量(kg),3038,,2641,397,0,0.0,0.0,0.2
その他食品農産冷食金額(円),1508158,496,1294102,214056,0,0.0,0.0,0.2
その他食品調理冷食数量(kg),35514,,34793,721,0,0.1,0.4,1.9
その他食品調理冷食金額(円),26848083,756,26293806,554277,0,0.1,0.3,3.8
その他食品その他食品数量(kg),1818489,,1689740,122808,5941,5.9,19.0,96.7
その他食品その他食品金額(円),655073841,360,618490426,33323013,3260402,1.9,7.2,92.6
