地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,従業者規模／１～４人／事業所数（事業所）,従業者規模／５～９人／事業所数（事業所）,従業者規模／10～19人／事業所数（事業所）,従業者規模／20～29人／事業所数（事業所）,従業者規模／30～49人／事業所数（事業所）,従業者規模／50～99人／事業所数（事業所）,従業者規模／100～199人／事業所数（事業所）,従業者規模／200～299人／事業所数（事業所）,従業者規模／300～499人／事業所数（事業所）,従業者規模／500人以上／事業所数（事業所）,従業者規模／出向・派遣従業者のみ／事業所数（事業所）
4,1311903601,板橋区,志村,志村１丁目,志村１丁目,237,136,43,34,10,7,2,2,-,2,1,-
4,1311903602,板橋区,志村,志村２丁目,志村２丁目,97,59,18,11,3,2,1,1,-,1,-,1
4,1311903603,板橋区,志村,志村３丁目,志村３丁目,139,60,33,20,7,7,6,4,-,1,1,-
3,1311903700,板橋区,坂下,,坂下,520,277,92,67,32,28,14,6,1,1,1,1
4,1311903701,板橋区,坂下,坂下１丁目,坂下１丁目,186,100,31,27,13,8,3,2,-,1,1,-
4,1311903702,板橋区,坂下,坂下２丁目,坂下２丁目,151,73,31,20,9,12,5,1,-,-,-,-
4,1311903703,板橋区,坂下,坂下３丁目,坂下３丁目,183,104,30,20,10,8,6,3,1,-,-,1
3,1311903800,板橋区,東坂下,,東坂下,145,62,16,25,8,14,10,7,2,-,-,1
4,1311903801,板橋区,東坂下,東坂下１丁目,東坂下１丁目,74,35,7,13,3,6,4,5,1,-,-,-
4,1311903802,板橋区,東坂下,東坂下２丁目,東坂下２丁目,71,27,9,12,5,8,6,2,1,-,-,1
3,1311903900,板橋区,小豆沢,,小豆沢,483,231,98,69,27,16,25,4,6,3,2,2
4,1311903901,板橋区,小豆沢,小豆沢１丁目,小豆沢１丁目,103,42,18,21,7,6,5,1,2,-,-,1
4,1311903902,板橋区,小豆沢,小豆沢２丁目,小豆沢２丁目,194,99,42,26,8,7,7,1,1,1,2,-
4,1311903903,板橋区,小豆沢,小豆沢３丁目,小豆沢３丁目,87,34,19,13,7,2,5,2,2,2,-,1
4,1311903904,板橋区,小豆沢,小豆沢４丁目,小豆沢４丁目,99,56,19,9,5,1,8,-,1,-,-,-
3,1311904000,板橋区,西台,,西台,294,192,53,25,9,9,2,1,1,1,-,1
4,1311904001,板橋区,西台,西台１丁目,西台１丁目,60,53,3,1,1,-,1,-,-,-,-,1
4,1311904002,板橋区,西台,西台２丁目,西台２丁目,96,62,18,7,3,4,1,1,-,-,-,-
4,1311904003,板橋区,西台,西台３丁目,西台３丁目,84,54,15,8,3,3,-,-,1,-,-,-
4,1311904004,板橋区,西台,西台４丁目,西台４丁目,54,23,17,9,2,2,-,-,-,1,-,-
3,1311904100,板橋区,中台,,中台,235,158,49,15,5,3,4,1,-,-,-,-
4,1311904101,板橋区,中台,中台１丁目,中台１丁目,118,84,23,6,2,1,1,1,-,-,-,-
4,1311904102,板橋区,中台,中台２丁目,中台２丁目,46,31,8,5,2,-,-,-,-,-,-,-
4,1311904103,板橋区,中台,中台３丁目,中台３丁目,71,43,18,4,1,2,3,-,-,-,-,-
3,1311904200,板橋区,若木,,若木,172,110,35,13,7,3,4,-,-,-,-,-
4,1311904201,板橋区,若木,若木１丁目,若木１丁目,85,51,20,6,2,2,4,-,-,-,-,-
4,1311904202,板橋区,若木,若木２丁目,若木２丁目,57,36,10,6,5,-,-,-,-,-,-,-
4,1311904203,板橋区,若木,若木３丁目,若木３丁目,30,23,5,1,-,1,-,-,-,-,-,-
3,1311904300,板橋区,蓮根,,蓮根,527,336,97,48,19,14,5,4,1,-,-,3
4,1311904301,板橋区,蓮根,蓮根１丁目,蓮根１丁目,71,50,15,3,2,1,-,-,-,-,-,-
4,1311904302,板橋区,蓮根,蓮根２丁目,蓮根２丁目,238,166,45,17,5,2,3,-,-,-,-,-
4,1311904303,板橋区,蓮根,蓮根３丁目,蓮根３丁目,218,120,37,28,12,11,2,4,1,-,-,3
3,1311904400,板橋区,相生町,,相生町,68,32,16,9,7,2,1,1,-,-,-,-
3,1311904500,板橋区,前野町,,前野町,742,423,131,94,30,28,22,11,2,1,-,-
4,1311904501,板橋区,前野町,前野町１丁目,前野町１丁目,114,70,23,12,2,4,1,2,-,-,-,-
4,1311904502,板橋区,前野町,前野町２丁目,前野町２丁目,155,96,30,13,4,6,6,-,-,-,-,-
4,1311904503,板橋区,前野町,前野町３丁目,前野町３丁目,143,64,29,25,12,4,6,2,1,-,-,-
4,1311904504,板橋区,前野町,前野町４丁目,前野町４丁目,146,88,23,19,6,6,3,-,-,1,-,-
4,1311904505,板橋区,前野町,前野町５丁目,前野町５丁目,70,36,8,11,4,5,3,3,-,-,-,-
4,1311904506,板橋区,前野町,前野町６丁目,前野町６丁目,114,69,18,14,2,3,3,4,1,-,-,-
3,1311904600,板橋区,赤塚,,赤塚,707,489,127,54,22,7,5,1,-,-,-,2
4,1311904601,板橋区,赤塚,赤塚１丁目,赤塚１丁目,80,59,17,2,-,1,-,1,-,-,-,-
4,1311904602,板橋区,赤塚,赤塚２丁目,赤塚２丁目,216,147,39,17,10,1,2,-,-,-,-,-
4,1311904603,板橋区,赤塚,赤塚３丁目,赤塚３丁目,105,75,17,9,1,1,1,-,-,-,-,1
4,1311904604,板橋区,赤塚,赤塚４丁目,赤塚４丁目,66,44,14,4,3,1,-,-,-,-,-,-
4,1311904605,板橋区,赤塚,赤塚５丁目,赤塚５丁目,54,34,10,8,1,-,1,-,-,-,-,-
4,1311904606,板橋区,赤塚,赤塚６丁目,赤塚６丁目,97,73,11,5,5,2,1,-,-,-,-,-
4,1311904607,板橋区,赤塚,赤塚７丁目,赤塚７丁目,63,41,16,4,1,1,-,-,-,-,-,-
4,1311904608,板橋区,赤塚,赤塚８丁目,赤塚８丁目,26,16,3,5,1,-,-,-,-,-,-,1
3,1311904700,板橋区,赤塚新町,,赤塚新町,209,102,48,33,13,6,6,-,1,-,-,-
4,1311904701,板橋区,赤塚新町,赤塚新町１丁目,赤塚新町１丁目,87,44,26,11,5,-,1,-,-,-,-,-
4,1311904702,板橋区,赤塚新町,赤塚新町２丁目,赤塚新町２丁目,51,29,8,7,5,1,1,-,-,-,-,-
4,1311904703,板橋区,赤塚新町,赤塚新町３丁目,赤塚新町３丁目,71,29,14,15,3,5,4,-,1,-,-,-
3,1311904800,板橋区,四葉,,四葉,120,59,26,22,8,2,1,2,-,-,-,-
4,1311904801,板橋区,四葉,四葉１丁目,四葉１丁目,50,32,9,8,1,-,-,-,-,-,-,-
4,1311904802,板橋区,四葉,四葉２丁目,四葉２丁目,70,27,17,14,7,2,1,2,-,-,-,-
3,1311904900,板橋区,大門,,大門,24,17,3,2,-,-,1,1,-,-,-,-
3,1311905000,板橋区,三園,,三園,168,78,34,33,6,9,3,2,1,1,-,1
4,1311905001,板橋区,三園,三園１丁目,三園１丁目,106,60,16,22,2,3,1,-,1,1,-,-
4,1311905002,板橋区,三園,三園２丁目,三園２丁目,62,18,18,11,4,6,2,2,-,-,-,1
3,1311905100,板橋区,成増,,成増,1036,527,224,148,72,32,21,6,1,-,1,4
4,1311905101,板橋区,成増,成増１丁目,成増１丁目,290,145,69,36,22,6,10,1,-,-,1,-
4,1311905102,板橋区,成増,成増２丁目,成増２丁目,329,145,77,55,29,14,6,-,1,-,-,2
4,1311905103,板橋区,成増,成増３丁目,成増３丁目,274,146,51,46,17,8,1,3,-,-,-,2
4,1311905104,板橋区,成増,成増４丁目,成増４丁目,96,66,16,6,3,2,2,1,-,-,-,-
4,1311905105,板橋区,成増,成増５丁目,成増５丁目,47,25,11,5,1,2,2,1,-,-,-,-
3,1311905200,板橋区,徳丸,,徳丸,903,507,204,118,32,20,12,6,-,1,-,3
4,1311905201,板橋区,徳丸,徳丸１丁目,徳丸１丁目,140,96,21,18,1,2,2,-,-,-,-,-
4,1311905202,板橋区,徳丸,徳丸２丁目,徳丸２丁目,225,94,64,40,14,6,2,2,-,1,-,2
4,1311905203,板橋区,徳丸,徳丸３丁目,徳丸３丁目,205,123,44,19,7,4,4,3,-,-,-,1
4,1311905204,板橋区,徳丸,徳丸４丁目,徳丸４丁目,90,51,18,14,2,3,1,1,-,-,-,-
4,1311905205,板橋区,徳丸,徳丸５丁目,徳丸５丁目,46,26,14,5,-,1,-,-,-,-,-,-
4,1311905206,板橋区,徳丸,徳丸６丁目,徳丸６丁目,121,68,32,12,5,3,1,-,-,-,-,-
4,1311905207,板橋区,徳丸,徳丸７丁目,徳丸７丁目,46,32,4,7,2,1,-,-,-,-,-,-
4,1311905208,板橋区,徳丸,徳丸８丁目,徳丸８丁目,30,17,7,3,1,-,2,-,-,-,-,-
3,1311905300,板橋区,東山町,,東山町,103,65,21,13,1,2,-,1,-,-,-,-
3,1311905400,板橋区,桜川,,桜川,146,81,38,15,5,1,5,-,1,-,-,-
4,1311905401,板橋区,桜川,桜川１丁目,桜川１丁目,2,-,1,1,-,-,-,-,-,-,-,-
4,1311905402,板橋区,桜川,桜川２丁目,桜川２丁目,55,31,14,5,1,-,3,-,1,-,-,-
4,1311905403,板橋区,桜川,桜川３丁目,桜川３丁目,89,50,23,9,4,1,2,-,-,-,-,-
3,1311905500,板橋区,高島平,,高島平,1447,712,340,209,83,56,27,8,2,1,2,7
4,1311905501,板橋区,高島平,高島平１丁目,高島平１丁目,327,163,80,35,25,13,8,-,-,-,2,1
4,1311905502,板橋区,高島平,高島平２丁目,高島平２丁目,199,112,36,28,8,8,4,1,-,-,-,2
4,1311905503,板橋区,高島平,高島平３丁目,高島平３丁目,81,46,19,8,3,2,1,-,1,1,-,-
4,1311905504,板橋区,高島平,高島平４丁目,高島平４丁目,63,27,20,9,6,1,-,-,-,-,-,-
4,1311905505,板橋区,高島平,高島平５丁目,高島平５丁目,57,29,13,10,2,1,1,-,-,-,-,1
4,1311905506,板橋区,高島平,高島平６丁目,高島平６丁目,145,49,26,29,13,17,8,1,1,-,-,1
4,1311905507,板橋区,高島平,高島平７丁目,高島平７丁目,206,116,48,25,10,2,1,3,-,-,-,1
4,1311905508,板橋区,高島平,高島平８丁目,高島平８丁目,211,85,69,43,8,4,1,-,-,-,-,1
4,1311905509,板橋区,高島平,高島平９丁目,高島平９丁目,158,85,29,22,8,8,3,3,-,-,-,-
3,1311905600,板橋区,新河岸,,新河岸,260,103,56,47,20,14,10,6,1,2,-,1
4,1311905601,板橋区,新河岸,新河岸１丁目,新河岸１丁目,128,51,28,22,7,9,5,3,1,1,-,1
4,1311905602,板橋区,新河岸,新河岸２丁目,新河岸２丁目,99,39,20,17,11,4,4,3,-,1,-,-
4,1311905603,板橋区,新河岸,新河岸３丁目,新河岸３丁目,33,13,8,8,2,1,1,-,-,-,-,-
3,1311905700,板橋区,舟渡,,舟渡,419,150,93,69,21,33,28,14,5,2,-,4
4,1311905701,板橋区,舟渡,舟渡１丁目,舟渡１丁目,121,41,26,22,9,13,4,4,1,1,-,-
4,1311905702,板橋区,舟渡,舟渡２丁目,舟渡２丁目,102,48,19,14,3,5,6,4,2,-,-,1
4,1311905703,板橋区,舟渡,舟渡３丁目,舟渡３丁目,140,54,32,23,8,11,8,1,2,-,-,1
4,1311905704,板橋区,舟渡,舟渡４丁目,舟渡４丁目,56,7,16,10,1,4,10,5,-,1,-,2
2,1312000000,練馬区,,,練馬区,20278,12238,3834,2351,804,572,294,99,18,17,8,43
3,1312000100,練馬区,旭丘,,旭丘,337,207,60,44,15,3,4,-,-,1,2,1
4,1312000101,練馬区,旭丘,旭丘１丁目,旭丘１丁目,279,172,49,37,12,2,4,-,-,1,1,1
4,1312000102,練馬区,旭丘,旭丘２丁目,旭丘２丁目,58,35,11,7,3,1,-,-,-,-,1,-
3,1312000200,練馬区,小竹町,,小竹町,196,122,39,14,9,7,3,1,-,1,-,-
4,1312000201,練馬区,小竹町,小竹町１丁目,小竹町１丁目,115,75,22,9,4,2,2,1,-,-,-,-
4,1312000202,練馬区,小竹町,小竹町２丁目,小竹町２丁目,81,47,17,5,5,5,1,-,-,1,-,-
3,1312000300,練馬区,栄町,,栄町,364,252,73,27,7,1,-,2,-,-,1,1
3,1312000400,練馬区,羽沢,,羽沢,147,92,23,17,9,1,4,1,-,-,-,-
4,1312000401,練馬区,羽沢,羽沢１丁目,羽沢１丁目,36,21,8,5,1,-,1,-,-,-,-,-
4,1312000402,練馬区,羽沢,羽沢２丁目,羽沢２丁目,57,38,6,8,3,-,1,1,-,-,-,-
4,1312000403,練馬区,羽沢,羽沢３丁目,羽沢３丁目,54,33,9,4,5,1,2,-,-,-,-,-
3,1312000500,練馬区,豊玉上,,豊玉上,242,140,50,32,8,5,5,-,-,-,1,1
4,1312000501,練馬区,豊玉上,豊玉上１丁目,豊玉上１丁目,87,50,16,12,3,1,3,-,-,-,1,1
4,1312000502,練馬区,豊玉上,豊玉上２丁目,豊玉上２丁目,155,90,34,20,5,4,2,-,-,-,-,-
3,1312000600,練馬区,豊玉中,,豊玉中,257,165,44,30,5,9,4,-,-,-,-,-
4,1312000601,練馬区,豊玉中,豊玉中１丁目,豊玉中１丁目,53,31,10,7,1,2,2,-,-,-,-,-
4,1312000602,練馬区,豊玉中,豊玉中２丁目,豊玉中２丁目,100,63,18,14,3,2,-,-,-,-,-,-
4,1312000603,練馬区,豊玉中,豊玉中３丁目,豊玉中３丁目,89,64,13,7,1,3,1,-,-,-,-,-
4,1312000604,練馬区,豊玉中,豊玉中４丁目,豊玉中４丁目,15,7,3,2,-,2,1,-,-,-,-,-
3,1312000700,練馬区,豊玉南,,豊玉南,149,71,25,24,8,11,6,2,1,-,1,-
4,1312000701,練馬区,豊玉南,豊玉南１丁目,豊玉南１丁目,38,22,3,7,3,2,1,-,-,-,-,-
4,1312000702,練馬区,豊玉南,豊玉南２丁目,豊玉南２丁目,61,28,12,13,2,3,2,-,1,-,-,-
4,1312000703,練馬区,豊玉南,豊玉南３丁目,豊玉南３丁目,50,21,10,4,3,6,3,2,-,-,1,-
3,1312000800,練馬区,豊玉北,,豊玉北,946,484,194,154,45,37,16,10,1,2,-,3
4,1312000801,練馬区,豊玉北,豊玉北１丁目,豊玉北１丁目,67,26,16,16,2,5,2,-,-,-,-,-
4,1312000802,練馬区,豊玉北,豊玉北２丁目,豊玉北２丁目,43,18,11,6,2,3,2,1,-,-,-,-
4,1312000803,練馬区,豊玉北,豊玉北３丁目,豊玉北３丁目,71,41,9,5,7,5,-,2,-,1,-,1
4,1312000804,練馬区,豊玉北,豊玉北４丁目,豊玉北４丁目,154,93,22,24,5,6,3,1,-,-,-,-
4,1312000805,練馬区,豊玉北,豊玉北５丁目,豊玉北５丁目,446,226,101,73,23,11,7,3,1,-,-,1
4,1312000806,練馬区,豊玉北,豊玉北６丁目,豊玉北６丁目,165,80,35,30,6,7,2,3,-,1,-,1
3,1312000900,練馬区,中村,,中村,206,132,35,20,9,9,1,-,-,-,-,-
4,1312000901,練馬区,中村,中村１丁目,中村１丁目,72,55,6,7,3,1,-,-,-,-,-,-
4,1312000902,練馬区,中村,中村２丁目,中村２丁目,48,28,11,6,2,1,-,-,-,-,-,-
4,1312000903,練馬区,中村,中村３丁目,中村３丁目,86,49,18,7,4,7,1,-,-,-,-,-
3,1312001000,練馬区,中村南,,中村南,128,76,27,13,5,4,1,1,1,-,-,-
4,1312001001,練馬区,中村南,中村南１丁目,中村南１丁目,33,20,9,2,1,1,-,-,-,-,-,-
4,1312001002,練馬区,中村南,中村南２丁目,中村南２丁目,42,24,8,5,3,1,-,-,1,-,-,-
4,1312001003,練馬区,中村南,中村南３丁目,中村南３丁目,53,32,10,6,1,2,1,1,-,-,-,-
3,1312001100,練馬区,中村北,,中村北,368,188,92,50,22,7,6,2,-,-,-,1
4,1312001101,練馬区,中村北,中村北１丁目,中村北１丁目,65,26,22,10,3,2,2,-,-,-,-,-
4,1312001102,練馬区,中村北,中村北２丁目,中村北２丁目,66,31,12,12,6,2,2,1,-,-,-,-
4,1312001103,練馬区,中村北,中村北３丁目,中村北３丁目,133,75,33,14,8,1,2,-,-,-,-,-
4,1312001104,練馬区,中村北,中村北４丁目,中村北４丁目,104,56,25,14,5,2,-,1,-,-,-,1
3,1312001200,練馬区,桜台,,桜台,569,400,89,46,13,11,6,2,-,1,-,1
4,1312001201,練馬区,桜台,桜台１丁目,桜台１丁目,178,127,28,14,1,4,3,1,-,-,-,-
4,1312001202,練馬区,桜台,桜台２丁目,桜台２丁目,117,86,17,6,3,3,2,-,-,-,-,-
4,1312001203,練馬区,桜台,桜台３丁目,桜台３丁目,84,53,12,10,2,4,1,1,-,1,-,-
4,1312001204,練馬区,桜台,桜台４丁目,桜台４丁目,109,75,19,9,5,-,-,-,-,-,-,1
4,1312001205,練馬区,桜台,桜台５丁目,桜台５丁目,52,42,7,3,-,-,-,-,-,-,-,-
4,1312001206,練馬区,桜台,桜台６丁目,桜台６丁目,29,17,6,4,2,-,-,-,-,-,-,-
3,1312001300,練馬区,練馬,,練馬,740,458,140,77,31,20,7,3,1,1,-,2
4,1312001301,練馬区,練馬,練馬１丁目,練馬１丁目,432,241,92,53,21,14,5,3,1,-,-,2
4,1312001302,練馬区,練馬,練馬２丁目,練馬２丁目,66,50,9,6,1,-,-,-,-,-,-,-
4,1312001303,練馬区,練馬,練馬３丁目,練馬３丁目,90,63,14,9,2,1,1,-,-,-,-,-
4,1312001304,練馬区,練馬,練馬４丁目,練馬４丁目,152,104,25,9,7,5,1,-,-,1,-,-
3,1312001400,練馬区,向山,,向山,170,107,23,24,5,7,3,-,1,-,-,-
4,1312001401,練馬区,向山,向山１丁目,向山１丁目,49,29,6,9,2,1,2,-,-,-,-,-
4,1312001402,練馬区,向山,向山２丁目,向山２丁目,28,18,4,4,1,1,-,-,-,-,-,-
4,1312001403,練馬区,向山,向山３丁目,向山３丁目,27,16,4,3,-,2,1,-,1,-,-,-
4,1312001404,練馬区,向山,向山４丁目,向山４丁目,66,44,9,8,2,3,-,-,-,-,-,-
3,1312001500,練馬区,貫井,,貫井,712,444,137,73,30,14,9,3,-,-,-,2
4,1312001501,練馬区,貫井,貫井１丁目,貫井１丁目,161,99,37,15,6,3,1,-,-,-,-,-
4,1312001502,練馬区,貫井,貫井２丁目,貫井２丁目,139,92,25,12,7,1,1,1,-,-,-,-
4,1312001503,練馬区,貫井,貫井３丁目,貫井３丁目,232,142,50,23,10,3,3,-,-,-,-,1
4,1312001504,練馬区,貫井,貫井４丁目,貫井４丁目,104,68,11,12,4,4,3,1,-,-,-,1
4,1312001505,練馬区,貫井,貫井５丁目,貫井５丁目,76,43,14,11,3,3,1,1,-,-,-,-
3,1312001600,練馬区,錦,,錦,120,73,23,10,5,2,5,2,-,-,-,-
4,1312001601,練馬区,錦,錦１丁目,錦１丁目,56,38,8,6,2,1,1,-,-,-,-,-
4,1312001602,練馬区,錦,錦２丁目,錦２丁目,64,35,15,4,3,1,4,2,-,-,-,-
3,1312001700,練馬区,氷川台,,氷川台,383,232,79,44,12,9,6,1,-,-,-,-
4,1312001701,練馬区,氷川台,氷川台１丁目,氷川台１丁目,9,5,2,1,-,-,1,-,-,-,-,-
4,1312001702,練馬区,氷川台,氷川台２丁目,氷川台２丁目,38,28,5,4,-,-,1,-,-,-,-,-
4,1312001703,練馬区,氷川台,氷川台３丁目,氷川台３丁目,178,90,42,26,10,6,3,1,-,-,-,-
4,1312001704,練馬区,氷川台,氷川台４丁目,氷川台４丁目,158,109,30,13,2,3,1,-,-,-,-,-
3,1312001800,練馬区,平和台,,平和台,313,171,67,48,13,7,4,2,-,-,-,1
4,1312001801,練馬区,平和台,平和台１丁目,平和台１丁目,70,37,19,8,4,-,1,1,-,-,-,-
4,1312001802,練馬区,平和台,平和台２丁目,平和台２丁目,77,51,13,9,1,1,2,-,-,-,-,-
4,1312001803,練馬区,平和台,平和台３丁目,平和台３丁目,85,48,17,13,5,2,-,-,-,-,-,-
4,1312001804,練馬区,平和台,平和台４丁目,平和台４丁目,81,35,18,18,3,4,1,1,-,-,-,1
3,1312001900,練馬区,早宮,,早宮,412,248,77,44,25,13,2,2,-,-,-,1
4,1312001901,練馬区,早宮,早宮１丁目,早宮１丁目,100,78,12,5,3,1,-,-,-,-,-,1
4,1312001902,練馬区,早宮,早宮２丁目,早宮２丁目,146,63,35,23,13,9,1,2,-,-,-,-
4,1312001903,練馬区,早宮,早宮３丁目,早宮３丁目,96,63,17,8,5,2,1,-,-,-,-,-
4,1312001904,練馬区,早宮,早宮４丁目,早宮４丁目,70,44,13,8,4,1,-,-,-,-,-,-
3,1312002000,練馬区,春日町,,春日町,682,449,120,69,21,17,3,3,-,-,-,-
4,1312002001,練馬区,春日町,春日町１丁目,春日町１丁目,103,70,17,10,2,3,1,-,-,-,-,-
4,1312002002,練馬区,春日町,春日町２丁目,春日町２丁目,115,73,23,12,3,3,-,1,-,-,-,-
4,1312002003,練馬区,春日町,春日町３丁目,春日町３丁目,118,76,22,13,2,4,1,-,-,-,-,-
4,1312002004,練馬区,春日町,春日町４丁目,春日町４丁目,109,72,15,16,2,2,1,1,-,-,-,-
4,1312002005,練馬区,春日町,春日町５丁目,春日町５丁目,102,73,17,5,3,3,-,1,-,-,-,-
4,1312002006,練馬区,春日町,春日町６丁目,春日町６丁目,135,85,26,13,9,2,-,-,-,-,-,-
3,1312002100,練馬区,高松,,高松,578,287,123,79,34,29,18,5,-,3,-,-
4,1312002101,練馬区,高松,高松１丁目,高松１丁目,56,35,10,6,2,1,2,-,-,-,-,-
4,1312002102,練馬区,高松,高松２丁目,高松２丁目,74,38,14,12,3,4,3,-,-,-,-,-
4,1312002103,練馬区,高松,高松３丁目,高松３丁目,76,39,15,13,3,4,2,-,-,-,-,-
4,1312002104,練馬区,高松,高松４丁目,高松４丁目,113,63,24,15,4,4,1,2,-,-,-,-
4,1312002105,練馬区,高松,高松５丁目,高松５丁目,122,45,24,19,13,9,6,3,-,3,-,-
4,1312002106,練馬区,高松,高松６丁目,高松６丁目,137,67,36,14,9,7,4,-,-,-,-,-
3,1312002200,練馬区,北町,,北町,903,567,162,112,23,19,10,4,-,1,-,5
4,1312002201,練馬区,北町,北町１丁目,北町１丁目,167,98,37,23,3,1,1,1,-,-,-,3
4,1312002202,練馬区,北町,北町２丁目,北町２丁目,311,209,52,35,7,7,1,-,-,-,-,-
4,1312002203,練馬区,北町,北町３丁目,北町３丁目,101,49,25,17,4,1,2,2,-,-,-,1
4,1312002204,練馬区,北町,北町４丁目,北町４丁目,8,5,1,1,1,-,-,-,-,-,-,-
4,1312002205,練馬区,北町,北町５丁目,北町５丁目,49,36,6,3,1,1,1,-,-,-,-,1
4,1312002206,練馬区,北町,北町６丁目,北町６丁目,80,45,15,10,2,5,1,1,-,1,-,-
4,1312002207,練馬区,北町,北町７丁目,北町７丁目,69,40,12,10,2,2,3,-,-,-,-,-
4,1312002208,練馬区,北町,北町８丁目,北町８丁目,118,85,14,13,3,2,1,-,-,-,-,-
3,1312002300,練馬区,田柄,,田柄,800,519,145,79,28,18,11,-,-,-,-,-
4,1312002301,練馬区,田柄,田柄１丁目,田柄１丁目,154,112,25,11,5,-,1,-,-,-,-,-
4,1312002302,練馬区,田柄,田柄２丁目,田柄２丁目,242,157,46,21,8,7,3,-,-,-,-,-
4,1312002303,練馬区,田柄,田柄３丁目,田柄３丁目,134,80,28,15,4,4,3,-,-,-,-,-
4,1312002304,練馬区,田柄,田柄４丁目,田柄４丁目,127,87,18,9,6,4,3,-,-,-,-,-
4,1312002305,練馬区,田柄,田柄５丁目,田柄５丁目,143,83,28,23,5,3,1,-,-,-,-,-
3,1312002400,練馬区,光が丘,,光が丘,405,192,79,70,27,18,12,-,1,2,1,3
4,1312002401,練馬区,光が丘,光が丘１丁目,光が丘１丁目,14,9,2,1,1,1,-,-,-,-,-,-
4,1312002402,練馬区,光が丘,光が丘２丁目,光が丘２丁目,53,23,11,6,3,7,1,-,-,1,1,-
4,1312002403,練馬区,光が丘,光が丘３丁目,光が丘３丁目,85,60,8,9,4,2,1,-,-,-,-,1
4,1312002404,練馬区,光が丘,光が丘４丁目,光が丘４丁目,7,1,1,3,-,-,2,-,-,-,-,-
4,1312002405,練馬区,光が丘,光が丘５丁目,光が丘５丁目,202,67,54,49,15,8,5,-,1,1,-,2
4,1312002406,練馬区,光が丘,光が丘６丁目,光が丘６丁目,11,7,1,-,3,-,-,-,-,-,-,-
4,1312002407,練馬区,光が丘,光が丘７丁目,光が丘７丁目,33,25,2,2,1,-,3,-,-,-,-,-
3,1312002500,練馬区,旭町,,旭町,310,210,50,28,8,5,6,3,-,-,-,-
4,1312002501,練馬区,旭町,旭町１丁目,旭町１丁目,152,100,27,14,5,1,4,1,-,-,-,-
4,1312002502,練馬区,旭町,旭町２丁目,旭町２丁目,48,29,11,5,2,-,1,-,-,-,-,-
4,1312002503,練馬区,旭町,旭町３丁目,旭町３丁目,110,81,12,9,1,4,1,2,-,-,-,-
3,1312002600,練馬区,土支田,,土支田,405,267,65,34,19,16,3,1,-,-,-,-
4,1312002601,練馬区,土支田,土支田１丁目,土支田１丁目,105,61,21,14,4,3,2,-,-,-,-,-
4,1312002602,練馬区,土支田,土支田２丁目,土支田２丁目,79,56,8,4,7,3,-,1,-,-,-,-
4,1312002603,練馬区,土支田,土支田３丁目,土支田３丁目,109,70,17,9,6,6,1,-,-,-,-,-
4,1312002604,練馬区,土支田,土支田４丁目,土支田４丁目,112,80,19,7,2,4,-,-,-,-,-,-
3,1312002700,練馬区,富士見台,,富士見台,372,258,63,28,9,8,6,-,-,-,-,-
4,1312002701,練馬区,富士見台,富士見台１丁目,富士見台１丁目,33,23,3,3,1,2,1,-,-,-,-,-
4,1312002702,練馬区,富士見台,富士見台２丁目,富士見台２丁目,190,138,29,15,4,2,2,-,-,-,-,-
4,1312002703,練馬区,富士見台,富士見台３丁目,富士見台３丁目,72,50,16,3,3,-,-,-,-,-,-,-
4,1312002704,練馬区,富士見台,富士見台４丁目,富士見台４丁目,77,47,15,7,1,4,3,-,-,-,-,-
3,1312002800,練馬区,南田中,,南田中,225,130,41,24,12,10,5,1,1,-,-,1
4,1312002801,練馬区,南田中,南田中１丁目,南田中１丁目,50,35,6,5,-,2,1,-,1,-,-,-
4,1312002802,練馬区,南田中,南田中２丁目,南田中２丁目,32,15,8,3,1,3,1,1,-,-,-,-
4,1312002803,練馬区,南田中,南田中３丁目,南田中３丁目,52,24,12,7,5,2,2,-,-,-,-,-
4,1312002804,練馬区,南田中,南田中４丁目,南田中４丁目,50,28,10,6,3,2,-,-,-,-,-,1
4,1312002805,練馬区,南田中,南田中５丁目,南田中５丁目,41,28,5,3,3,1,1,-,-,-,-,-
3,1312002900,練馬区,高野台,,高野台,408,168,90,77,28,25,11,6,-,-,2,1
4,1312002901,練馬区,高野台,高野台１丁目,高野台１丁目,129,49,26,33,8,8,4,-,-,-,-,1
4,1312002902,練馬区,高野台,高野台２丁目,高野台２丁目,118,39,28,23,16,7,3,1,-,-,1,-
4,1312002903,練馬区,高野台,高野台３丁目,高野台３丁目,82,45,20,8,4,-,3,1,-,-,1,-
4,1312002904,練馬区,高野台,高野台４丁目,高野台４丁目,36,14,8,8,-,6,-,-,-,-,-,-
4,1312002905,練馬区,高野台,高野台５丁目,高野台５丁目,43,21,8,5,-,4,1,4,-,-,-,-
3,1312003000,練馬区,谷原,,谷原,384,203,71,63,18,12,14,1,-,-,-,2
4,1312003001,練馬区,谷原,谷原１丁目,谷原１丁目,75,37,14,14,4,2,2,1,-,-,-,1
