地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
4,1321203003,日野市,三沢,三沢３丁目,三沢３丁目,43,359,17,66,26,293,22,84,22,84,-,-,-,-,-,-,4,209,-,-
4,1321203004,日野市,三沢,三沢４丁目,三沢４丁目,18,96,11,33,7,63,6,56,6,56,-,-,-,-,-,-,1,7,-,-
4,1321203005,日野市,三沢,三沢５丁目,三沢５丁目,7,12,6,8,1,4,1,4,1,4,-,-,-,-,-,-,-,-,-,-
3,1321203100,日野市,落川,,落川,121,1093,58,100,63,993,54,858,54,858,-,-,-,-,-,-,9,135,-,-
3,1321203200,日野市,百草,,百草,129,1338,43,130,86,1208,69,960,67,950,1,2,1,8,-,-,17,248,-,-
2,1321300000,東村山市,,,東村山市,3683,36679,1325,4107,2341,32487,2073,24085,2053,23852,6,54,13,177,1,2,268,8402,17,85
3,1321300100,東村山市,本町,,本町,408,3658,152,445,252,3195,223,2769,222,2765,1,4,-,-,-,-,29,426,4,18
4,1321300101,東村山市,本町,本町１丁目,本町１丁目,69,676,16,38,50,621,43,506,43,506,-,-,-,-,-,-,7,115,3,17
4,1321300102,東村山市,本町,本町２丁目,本町２丁目,221,2298,68,230,152,2067,141,1917,140,1913,1,4,-,-,-,-,11,150,1,1
4,1321300103,東村山市,本町,本町３丁目,本町３丁目,47,342,23,53,24,289,19,194,19,194,-,-,-,-,-,-,5,95,-,-
4,1321300104,東村山市,本町,本町４丁目,本町４丁目,71,342,45,124,26,218,20,152,20,152,-,-,-,-,-,-,6,66,-,-
3,1321300200,東村山市,久米川町,,久米川町,373,4873,78,209,295,4664,275,4305,272,4287,1,11,2,7,-,-,20,359,-,-
4,1321300201,東村山市,久米川町,久米川町１丁目,久米川町１丁目,90,1438,13,47,77,1391,75,1304,74,1303,-,-,1,1,-,-,2,87,-,-
4,1321300202,東村山市,久米川町,久米川町２丁目,久米川町２丁目,64,463,15,22,49,441,45,392,45,392,-,-,-,-,-,-,4,49,-,-
4,1321300203,東村山市,久米川町,久米川町３丁目,久米川町３丁目,68,873,11,59,57,814,50,714,49,708,-,-,1,6,-,-,7,100,-,-
4,1321300204,東村山市,久米川町,久米川町４丁目,久米川町４丁目,71,709,22,56,49,653,44,578,43,567,1,11,-,-,-,-,5,75,-,-
4,1321300205,東村山市,久米川町,久米川町５丁目,久米川町５丁目,80,1390,17,25,63,1365,61,1317,61,1317,-,-,-,-,-,-,2,48,-,-
3,1321300300,東村山市,秋津町,,秋津町,482,4454,172,666,309,3780,280,3253,277,3245,-,-,3,8,-,-,29,527,1,8
4,1321300301,東村山市,秋津町,秋津町１丁目,秋津町１丁目,33,345,11,24,22,321,17,176,15,172,-,-,2,4,-,-,5,145,-,-
4,1321300302,東村山市,秋津町,秋津町２丁目,秋津町２丁目,60,892,11,19,49,873,44,682,44,682,-,-,-,-,-,-,5,191,-,-
4,1321300303,東村山市,秋津町,秋津町３丁目,秋津町３丁目,90,920,27,70,63,850,62,831,62,831,-,-,-,-,-,-,1,19,-,-
4,1321300304,東村山市,秋津町,秋津町４丁目,秋津町４丁目,52,325,22,65,29,252,26,219,26,219,-,-,-,-,-,-,3,33,1,8
4,1321300305,東村山市,秋津町,秋津町５丁目,秋津町５丁目,247,1972,101,488,146,1484,131,1345,130,1341,-,-,1,4,-,-,15,139,-,-
3,1321300400,東村山市,青葉町,,青葉町,280,3612,107,234,170,3362,146,1357,145,1355,-,-,-,-,1,2,24,2005,3,16
4,1321300401,東村山市,青葉町,青葉町１丁目,青葉町１丁目,86,1521,17,32,68,1488,64,578,64,578,-,-,-,-,-,-,4,910,1,1
4,1321300402,東村山市,青葉町,青葉町２丁目,青葉町２丁目,145,1303,69,159,75,1136,63,652,63,652,-,-,-,-,-,-,12,484,1,8
4,1321300403,東村山市,青葉町,青葉町３丁目,青葉町３丁目,43,706,21,43,22,663,17,123,16,121,-,-,-,-,1,2,5,540,-,-
4,1321300404,東村山市,青葉町,青葉町４丁目,青葉町４丁目,6,82,-,-,5,75,2,4,2,4,-,-,-,-,-,-,3,71,1,7
3,1321300500,東村山市,恩多町,,恩多町,290,3355,68,212,221,3140,207,2924,205,2894,-,-,2,30,-,-,14,216,1,3
4,1321300501,東村山市,恩多町,恩多町１丁目,恩多町１丁目,86,1232,20,54,66,1178,62,1071,62,1071,-,-,-,-,-,-,4,107,-,-
4,1321300502,東村山市,恩多町,恩多町２丁目,恩多町２丁目,27,318,5,20,22,298,21,294,21,294,-,-,-,-,-,-,1,4,-,-
4,1321300503,東村山市,恩多町,恩多町３丁目,恩多町３丁目,74,549,23,62,50,484,44,418,43,414,-,-,1,4,-,-,6,66,1,3
4,1321300504,東村山市,恩多町,恩多町４丁目,恩多町４丁目,29,210,7,30,22,180,22,180,22,180,-,-,-,-,-,-,-,-,-,-
4,1321300505,東村山市,恩多町,恩多町５丁目,恩多町５丁目,74,1046,13,46,61,1000,58,961,57,935,-,-,1,26,-,-,3,39,-,-
3,1321300600,東村山市,萩山町,,萩山町,225,2179,96,225,129,1954,104,835,104,835,-,-,-,-,-,-,25,1119,-,-
4,1321300601,東村山市,萩山町,萩山町１丁目,萩山町１丁目,76,585,30,60,46,525,41,345,41,345,-,-,-,-,-,-,5,180,-,-
4,1321300602,東村山市,萩山町,萩山町２丁目,萩山町２丁目,42,253,21,51,21,202,18,173,18,173,-,-,-,-,-,-,3,29,-,-
4,1321300603,東村山市,萩山町,萩山町３丁目,萩山町３丁目,60,1012,21,43,39,969,27,133,27,133,-,-,-,-,-,-,12,836,-,-
4,1321300604,東村山市,萩山町,萩山町４丁目,萩山町４丁目,39,183,22,68,17,115,13,79,13,79,-,-,-,-,-,-,4,36,-,-
4,1321300605,東村山市,萩山町,萩山町５丁目,萩山町５丁目,8,146,2,3,6,143,5,105,5,105,-,-,-,-,-,-,1,38,-,-
3,1321300700,東村山市,栄町,,栄町,768,5518,324,1085,438,4416,411,4157,407,4069,1,11,3,77,-,-,27,259,6,17
4,1321300701,東村山市,栄町,栄町１丁目,栄町１丁目,188,1459,76,272,110,1180,99,1041,98,1038,-,-,1,3,-,-,11,139,2,7
4,1321300702,東村山市,栄町,栄町２丁目,栄町２丁目,447,3188,193,636,251,2543,237,2449,234,2364,1,11,2,74,-,-,14,94,3,9
4,1321300703,東村山市,栄町,栄町３丁目,栄町３丁目,133,871,55,177,77,693,75,667,75,667,-,-,-,-,-,-,2,26,1,1
3,1321300800,東村山市,富士見町,,富士見町,234,2425,88,218,145,2186,95,649,94,646,-,-,1,3,-,-,50,1537,1,21
4,1321300801,東村山市,富士見町,富士見町１丁目,富士見町１丁目,38,530,9,18,29,512,18,101,18,101,-,-,-,-,-,-,11,411,-,-
4,1321300802,東村山市,富士見町,富士見町２丁目,富士見町２丁目,62,1089,20,39,42,1050,16,60,16,60,-,-,-,-,-,-,26,990,-,-
4,1321300803,東村山市,富士見町,富士見町３丁目,富士見町３丁目,57,376,22,54,35,322,25,235,25,235,-,-,-,-,-,-,10,87,-,-
4,1321300804,東村山市,富士見町,富士見町４丁目,富士見町４丁目,22,166,6,11,16,155,16,155,15,152,-,-,1,3,-,-,-,-,-,-
4,1321300805,東村山市,富士見町,富士見町５丁目,富士見町５丁目,55,264,31,96,23,147,20,98,20,98,-,-,-,-,-,-,3,49,1,21
3,1321300900,東村山市,美住町,,美住町,85,1311,22,63,63,1248,60,1219,59,1218,1,1,-,-,-,-,3,29,-,-
4,1321300901,東村山市,美住町,美住町１丁目,美住町１丁目,38,275,11,44,27,231,25,211,25,211,-,-,-,-,-,-,2,20,-,-
4,1321300902,東村山市,美住町,美住町２丁目,美住町２丁目,47,1036,11,19,36,1017,35,1008,34,1007,1,1,-,-,-,-,1,9,-,-
3,1321301000,東村山市,廻田町,,廻田町,105,697,36,87,69,610,66,535,64,510,1,2,1,23,-,-,3,75,-,-
4,1321301001,東村山市,廻田町,廻田町１丁目,廻田町１丁目,41,346,7,20,34,326,32,321,30,296,1,2,1,23,-,-,2,5,-,-
4,1321301002,東村山市,廻田町,廻田町２丁目,廻田町２丁目,18,142,8,19,10,123,9,53,9,53,-,-,-,-,-,-,1,70,-,-
4,1321301003,東村山市,廻田町,廻田町３丁目,廻田町３丁目,21,98,8,20,13,78,13,78,13,78,-,-,-,-,-,-,-,-,-,-
4,1321301004,東村山市,廻田町,廻田町４丁目,廻田町４丁目,25,111,13,28,12,83,12,83,12,83,-,-,-,-,-,-,-,-,-,-
3,1321301100,東村山市,多摩湖町,,多摩湖町,83,375,35,115,48,260,47,224,46,195,-,-,1,29,-,-,1,36,-,-
4,1321301101,東村山市,多摩湖町,多摩湖町１丁目,多摩湖町１丁目,25,204,11,50,14,154,13,118,12,89,-,-,1,29,-,-,1,36,-,-
4,1321301102,東村山市,多摩湖町,多摩湖町２丁目,多摩湖町２丁目,12,33,6,18,6,15,6,15,6,15,-,-,-,-,-,-,-,-,-,-
4,1321301103,東村山市,多摩湖町,多摩湖町３丁目,多摩湖町３丁目,18,53,6,13,12,40,12,40,12,40,-,-,-,-,-,-,-,-,-,-
4,1321301104,東村山市,多摩湖町,多摩湖町４丁目,多摩湖町４丁目,28,85,12,34,16,51,16,51,16,51,-,-,-,-,-,-,-,-,-,-
3,1321301200,東村山市,諏訪町,,諏訪町,98,1664,39,161,58,1501,39,250,39,250,-,-,-,-,-,-,19,1251,1,2
4,1321301201,東村山市,諏訪町,諏訪町１丁目,諏訪町１丁目,62,354,32,82,30,272,23,177,23,177,-,-,-,-,-,-,7,95,-,-
4,1321301202,東村山市,諏訪町,諏訪町２丁目,諏訪町２丁目,29,764,4,5,24,757,14,69,14,69,-,-,-,-,-,-,10,688,1,2
4,1321301203,東村山市,諏訪町,諏訪町３丁目,諏訪町３丁目,7,546,3,74,4,472,2,4,2,4,-,-,-,-,-,-,2,468,-,-
3,1321301300,東村山市,野口町,,野口町,252,2558,108,387,144,2171,120,1608,119,1583,1,25,-,-,-,-,24,563,-,-
4,1321301301,東村山市,野口町,野口町１丁目,野口町１丁目,117,1255,54,233,63,1022,52,566,52,566,-,-,-,-,-,-,11,456,-,-
4,1321301302,東村山市,野口町,野口町２丁目,野口町２丁目,56,886,22,65,34,821,25,743,24,718,1,25,-,-,-,-,9,78,-,-
4,1321301303,東村山市,野口町,野口町３丁目,野口町３丁目,45,245,21,65,24,180,22,163,22,163,-,-,-,-,-,-,2,17,-,-
4,1321301304,東村山市,野口町,野口町４丁目,野口町４丁目,34,172,11,24,23,148,21,136,21,136,-,-,-,-,-,-,2,12,-,-
2,1321400000,国分寺市,,,国分寺市,3450,33866,1105,3748,2335,30101,2073,24060,2049,23834,8,53,16,173,-,-,262,6041,10,17
3,1321400100,国分寺市,東元町,,東元町,197,1649,89,198,105,1445,88,1152,86,1149,-,-,2,3,-,-,17,293,3,6
4,1321400101,国分寺市,東元町,東元町１丁目,東元町１丁目,55,150,30,52,25,98,24,88,22,85,-,-,2,3,-,-,1,10,-,-
4,1321400102,国分寺市,東元町,東元町２丁目,東元町２丁目,57,529,30,74,26,453,16,232,16,232,-,-,-,-,-,-,10,221,1,2
4,1321400103,国分寺市,東元町,東元町３丁目,東元町３丁目,56,780,21,50,33,726,28,674,28,674,-,-,-,-,-,-,5,52,2,4
4,1321400104,国分寺市,東元町,東元町４丁目,東元町４丁目,29,190,8,22,21,168,20,158,20,158,-,-,-,-,-,-,1,10,-,-
3,1321400200,国分寺市,西元町,,西元町,85,960,18,52,67,908,57,671,57,671,-,-,-,-,-,-,10,237,-,-
4,1321400201,国分寺市,西元町,西元町１丁目,西元町１丁目,2,16,-,-,2,16,-,-,-,-,-,-,-,-,-,-,2,16,-,-
4,1321400202,国分寺市,西元町,西元町２丁目,西元町２丁目,50,684,12,42,38,642,33,482,33,482,-,-,-,-,-,-,5,160,-,-
4,1321400203,国分寺市,西元町,西元町３丁目,西元町３丁目,29,250,4,7,25,243,22,182,22,182,-,-,-,-,-,-,3,61,-,-
4,1321400204,国分寺市,西元町,西元町４丁目,西元町４丁目,4,10,2,3,2,7,2,7,2,7,-,-,-,-,-,-,-,-,-,-
3,1321400300,国分寺市,南町,,南町,722,7298,220,785,499,6506,459,5396,453,5348,3,32,3,16,-,-,40,1110,3,7
4,1321400301,国分寺市,南町,南町１丁目,南町１丁目,30,741,11,23,18,715,16,119,14,93,2,26,-,-,-,-,2,596,1,3
4,1321400302,国分寺市,南町,南町２丁目,南町２丁目,184,1330,62,207,121,1122,108,1023,108,1023,-,-,-,-,-,-,13,99,1,1
4,1321400303,国分寺市,南町,南町３丁目,南町３丁目,508,5227,147,555,360,4669,335,4254,331,4232,1,6,3,16,-,-,25,415,1,3
3,1321400400,国分寺市,泉町,,泉町,198,2020,47,213,151,1807,132,1326,130,1319,1,1,1,6,-,-,19,481,-,-
4,1321400401,国分寺市,泉町,泉町１丁目,泉町１丁目,17,96,7,11,10,85,10,85,10,85,-,-,-,-,-,-,-,-,-,-
4,1321400402,国分寺市,泉町,泉町２丁目,泉町２丁目,40,531,5,46,35,485,22,170,20,163,1,1,1,6,-,-,13,315,-,-
4,1321400403,国分寺市,泉町,泉町３丁目,泉町３丁目,141,1393,35,156,106,1237,100,1071,100,1071,-,-,-,-,-,-,6,166,-,-
3,1321400500,国分寺市,本町,,本町,623,5921,209,815,414,5106,386,4461,383,4372,-,-,3,89,-,-,28,645,-,-
4,1321400501,国分寺市,本町,本町１丁目,本町１丁目,13,302,4,18,9,284,5,60,5,60,-,-,-,-,-,-,4,224,-,-
4,1321400502,国分寺市,本町,本町２丁目,本町２丁目,318,2935,101,393,217,2542,203,2351,201,2268,-,-,2,83,-,-,14,191,-,-
4,1321400503,国分寺市,本町,本町３丁目,本町３丁目,187,1475,70,276,117,1199,112,1119,111,1113,-,-,1,6,-,-,5,80,-,-
4,1321400504,国分寺市,本町,本町４丁目,本町４丁目,105,1209,34,128,71,1081,66,931,66,931,-,-,-,-,-,-,5,150,-,-
3,1321400600,国分寺市,本多,,本多,206,1409,80,311,126,1098,115,992,113,989,1,2,1,1,-,-,11,106,-,-
4,1321400601,国分寺市,本多,本多１丁目,本多１丁目,58,341,23,74,35,267,29,201,29,201,-,-,-,-,-,-,6,66,-,-
4,1321400602,国分寺市,本多,本多２丁目,本多２丁目,64,602,29,112,35,490,32,463,32,463,-,-,-,-,-,-,3,27,-,-
4,1321400603,国分寺市,本多,本多３丁目,本多３丁目,12,94,6,20,6,74,6,74,5,72,1,2,-,-,-,-,-,-,-,-
4,1321400604,国分寺市,本多,本多４丁目,本多４丁目,22,69,9,22,13,47,12,43,11,42,-,-,1,1,-,-,1,4,-,-
4,1321400605,国分寺市,本多,本多５丁目,本多５丁目,50,303,13,83,37,220,36,211,36,211,-,-,-,-,-,-,1,9,-,-
3,1321400700,国分寺市,東恋ケ窪,,東恋ケ窪,181,2656,47,164,134,2492,114,1784,112,1775,1,2,1,7,-,-,20,708,-,-
4,1321400701,国分寺市,東恋ケ窪,東恋ケ窪１丁目,東恋ケ窪１丁目,3,869,-,-,3,869,3,869,3,869,-,-,-,-,-,-,-,-,-,-
4,1321400702,国分寺市,東恋ケ窪,東恋ケ窪２丁目,東恋ケ窪２丁目,45,502,14,57,31,445,24,205,23,198,-,-,1,7,-,-,7,240,-,-
4,1321400703,国分寺市,東恋ケ窪,東恋ケ窪３丁目,東恋ケ窪３丁目,24,166,6,27,18,139,16,107,16,107,-,-,-,-,-,-,2,32,-,-
4,1321400704,国分寺市,東恋ケ窪,東恋ケ窪４丁目,東恋ケ窪４丁目,45,612,10,23,35,589,28,207,28,207,-,-,-,-,-,-,7,382,-,-
4,1321400705,国分寺市,東恋ケ窪,東恋ケ窪５丁目,東恋ケ窪５丁目,35,362,5,18,30,344,28,316,27,314,1,2,-,-,-,-,2,28,-,-
4,1321400706,国分寺市,東恋ケ窪,東恋ケ窪６丁目,東恋ケ窪６丁目,29,145,12,39,17,106,15,80,15,80,-,-,-,-,-,-,2,26,-,-
3,1321400800,国分寺市,西恋ケ窪,,西恋ケ窪,232,2877,76,281,156,2596,139,2266,139,2266,-,-,-,-,-,-,17,330,-,-
4,1321400801,国分寺市,西恋ケ窪,西恋ケ窪１丁目,西恋ケ窪１丁目,62,713,15,42,47,671,41,555,41,555,-,-,-,-,-,-,6,116,-,-
4,1321400802,国分寺市,西恋ケ窪,西恋ケ窪２丁目,西恋ケ窪２丁目,89,885,24,127,65,758,60,625,60,625,-,-,-,-,-,-,5,133,-,-
4,1321400803,国分寺市,西恋ケ窪,西恋ケ窪３丁目,西恋ケ窪３丁目,45,1090,19,45,26,1045,24,1001,24,1001,-,-,-,-,-,-,2,44,-,-
4,1321400804,国分寺市,西恋ケ窪,西恋ケ窪４丁目,西恋ケ窪４丁目,36,189,18,67,18,122,14,85,14,85,-,-,-,-,-,-,4,37,-,-
3,1321400900,国分寺市,東戸倉,,東戸倉,59,612,7,16,52,596,48,566,48,566,-,-,-,-,-,-,4,30,-,-
4,1321400901,国分寺市,東戸倉,東戸倉１丁目,東戸倉１丁目,24,208,4,10,20,198,20,198,20,198,-,-,-,-,-,-,-,-,-,-
4,1321400902,国分寺市,東戸倉,東戸倉２丁目,東戸倉２丁目,35,404,3,6,32,398,28,368,28,368,-,-,-,-,-,-,4,30,-,-
3,1321401000,国分寺市,戸倉,,戸倉,153,1254,50,204,101,1049,76,683,74,649,1,15,1,19,-,-,25,366,2,1
4,1321401001,国分寺市,戸倉,戸倉１丁目,戸倉１丁目,57,562,18,66,39,496,29,318,28,303,1,15,-,-,-,-,10,178,-,-
4,1321401002,国分寺市,戸倉,戸倉２丁目,戸倉２丁目,30,245,11,60,18,185,18,185,17,166,-,-,1,19,-,-,-,-,1,-
4,1321401003,国分寺市,戸倉,戸倉３丁目,戸倉３丁目,34,198,11,40,22,157,17,83,17,83,-,-,-,-,-,-,5,74,1,1
4,1321401004,国分寺市,戸倉,戸倉４丁目,戸倉４丁目,32,249,10,38,22,211,12,97,12,97,-,-,-,-,-,-,10,114,-,-
3,1321401100,国分寺市,日吉町,,日吉町,150,1574,49,165,101,1409,80,830,78,828,1,1,1,1,-,-,21,579,-,-
4,1321401101,国分寺市,日吉町,日吉町１丁目,日吉町１丁目,18,148,1,2,17,146,12,58,12,58,-,-,-,-,-,-,5,88,-,-
4,1321401102,国分寺市,日吉町,日吉町２丁目,日吉町２丁目,26,174,15,42,11,132,10,96,9,95,1,1,-,-,-,-,1,36,-,-
4,1321401103,国分寺市,日吉町,日吉町３丁目,日吉町３丁目,69,617,28,99,41,518,35,272,34,271,-,-,1,1,-,-,6,246,-,-
4,1321401104,国分寺市,日吉町,日吉町４丁目,日吉町４丁目,37,635,5,22,32,613,23,404,23,404,-,-,-,-,-,-,9,209,-,-
3,1321401200,国分寺市,内藤,,内藤,35,132,12,28,23,104,19,93,18,86,-,-,1,7,-,-,4,11,-,-
4,1321401201,国分寺市,内藤,内藤１丁目,内藤１丁目,20,70,7,16,13,54,11,51,11,51,-,-,-,-,-,-,2,3,-,-
4,1321401202,国分寺市,内藤,内藤２丁目,内藤２丁目,15,62,5,12,10,50,8,42,7,35,-,-,1,7,-,-,2,8,-,-
3,1321401300,国分寺市,富士本,,富士本,69,442,27,62,42,380,35,260,35,260,-,-,-,-,-,-,7,120,-,-
4,1321401301,国分寺市,富士本,富士本１丁目,富士本１丁目,40,257,17,38,23,219,19,162,19,162,-,-,-,-,-,-,4,57,-,-
4,1321401302,国分寺市,富士本,富士本２丁目,富士本２丁目,17,138,4,9,13,129,10,66,10,66,-,-,-,-,-,-,3,63,-,-
4,1321401303,国分寺市,富士本,富士本３丁目,富士本３丁目,12,47,6,15,6,32,6,32,6,32,-,-,-,-,-,-,-,-,-,-
3,1321401400,国分寺市,新町,,新町,40,267,14,29,26,238,25,225,25,225,-,-,-,-,-,-,1,13,-,-
4,1321401401,国分寺市,新町,新町１丁目,新町１丁目,21,197,8,16,13,181,13,181,13,181,-,-,-,-,-,-,-,-,-,-
4,1321401402,国分寺市,新町,新町２丁目,新町２丁目,10,42,3,6,7,36,6,23,6,23,-,-,-,-,-,-,1,13,-,-
4,1321401403,国分寺市,新町,新町３丁目,新町３丁目,9,28,3,7,6,21,6,21,6,21,-,-,-,-,-,-,-,-,-,-
3,1321401500,国分寺市,並木町,,並木町,63,495,10,22,52,472,45,416,45,416,-,-,-,-,-,-,7,56,1,1
4,1321401501,国分寺市,並木町,並木町１丁目,並木町１丁目,22,159,5,7,17,152,17,152,17,152,-,-,-,-,-,-,-,-,-,-
4,1321401502,国分寺市,並木町,並木町２丁目,並木町２丁目,14,81,2,5,12,76,8,59,8,59,-,-,-,-,-,-,4,17,-,-
4,1321401503,国分寺市,並木町,並木町３丁目,並木町３丁目,27,255,3,10,23,244,20,205,20,205,-,-,-,-,-,-,3,39,1,1
3,1321401600,国分寺市,北町,,北町,65,593,13,35,52,558,50,550,49,527,-,-,1,23,-,-,2,8,-,-
4,1321401601,国分寺市,北町,北町１丁目,北町１丁目,16,155,4,11,12,144,12,144,12,144,-,-,-,-,-,-,-,-,-,-
4,1321401602,国分寺市,北町,北町２丁目,北町２丁目,23,215,3,13,20,202,19,198,18,175,-,-,1,23,-,-,1,4,-,-
4,1321401603,国分寺市,北町,北町３丁目,北町３丁目,10,78,-,-,10,78,9,74,9,74,-,-,-,-,-,-,1,4,-,-
4,1321401604,国分寺市,北町,北町４丁目,北町４丁目,12,136,3,4,9,132,9,132,9,132,-,-,-,-,-,-,-,-,-,-
4,1321401605,国分寺市,北町,北町５丁目,北町５丁目,4,9,3,7,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-
3,1321401700,国分寺市,光町,,光町,174,2481,70,210,103,2269,86,1535,86,1535,-,-,-,-,-,-,17,734,1,2
4,1321401701,国分寺市,光町,光町１丁目,光町１丁目,109,1431,44,144,65,1287,58,1189,58,1189,-,-,-,-,-,-,7,98,-,-
4,1321401702,国分寺市,光町,光町２丁目,光町２丁目,35,890,15,35,20,855,16,304,16,304,-,-,-,-,-,-,4,551,-,-
4,1321401703,国分寺市,光町,光町３丁目,光町３丁目,30,160,11,31,18,127,12,42,12,42,-,-,-,-,-,-,6,85,1,2
3,1321401800,国分寺市,高木町,,高木町,39,142,23,57,16,85,13,47,13,47,-,-,-,-,-,-,3,38,-,-
4,1321401801,国分寺市,高木町,高木町１丁目,高木町１丁目,19,75,11,24,8,51,6,23,6,23,-,-,-,-,-,-,2,28,-,-
4,1321401802,国分寺市,高木町,高木町２丁目,高木町２丁目,10,33,6,12,4,21,3,11,3,11,-,-,-,-,-,-,1,10,-,-
4,1321401803,国分寺市,高木町,高木町３丁目,高木町３丁目,10,34,6,21,4,13,4,13,4,13,-,-,-,-,-,-,-,-,-,-
3,1321401900,国分寺市,西町,,西町,159,1084,44,101,115,983,106,807,105,806,-,-,1,1,-,-,9,176,-,-
4,1321401901,国分寺市,西町,西町１丁目,西町１丁目,21,197,5,11,16,186,15,137,15,137,-,-,-,-,-,-,1,49,-,-
4,1321401902,国分寺市,西町,西町２丁目,西町２丁目,45,192,13,22,32,170,28,155,27,154,-,-,1,1,-,-,4,15,-,-
4,1321401903,国分寺市,西町,西町３丁目,西町３丁目,25,204,7,26,18,178,16,175,16,175,-,-,-,-,-,-,2,3,-,-
4,1321401904,国分寺市,西町,西町４丁目,西町４丁目,24,189,5,17,19,172,18,93,18,93,-,-,-,-,-,-,1,79,-,-
4,1321401905,国分寺市,西町,西町５丁目,西町５丁目,44,302,14,25,30,277,29,247,29,247,-,-,-,-,-,-,1,30,-,-
2,1321500000,国立市,,,国立市,2657,26638,959,3004,1689,23597,1485,17584,1464,17365,4,17,16,201,1,1,204,6013,9,37
3,1321500100,国立市,東,,東,601,4732,240,728,361,4004,335,3507,329,3481,3,14,3,12,-,-,26,497,-,-
4,1321500101,国立市,東,東１丁目,東１丁目,412,3856,145,499,267,3357,250,3008,247,2991,2,11,1,6,-,-,17,349,-,-
4,1321500102,国立市,東,東２丁目,東２丁目,90,493,49,109,41,384,36,292,34,286,-,-,2,6,-,-,5,92,-,-
4,1321500103,国立市,東,東３丁目,東３丁目,54,204,24,62,30,142,27,105,27,105,-,-,-,-,-,-,3,37,-,-
4,1321500104,国立市,東,東４丁目,東４丁目,45,179,22,58,23,121,22,102,21,99,1,3,-,-,-,-,1,19,-,-
3,1321500200,国立市,中,,中,529,5152,216,670,311,4471,277,2369,269,2242,-,-,8,127,-,-,34,2102,2,11
4,1321500201,国立市,中,中１丁目,中１丁目,418,3008,169,523,248,2484,228,2085,222,1963,-,-,6,122,-,-,20,399,1,1
4,1321500202,国立市,中,中２丁目,中２丁目,83,1786,35,114,48,1672,39,186,38,183,-,-,1,3,-,-,9,1486,-,-
4,1321500203,国立市,中,中３丁目,中３丁目,28,358,12,33,15,315,10,98,9,96,-,-,1,2,-,-,5,217,1,10
3,1321500300,国立市,西,,西,215,1184,111,264,103,917,88,603,87,602,-,-,-,-,1,1,15,314,1,3
4,1321500301,国立市,西,西１丁目,西１丁目,68,418,33,71,35,347,32,288,32,288,-,-,-,-,-,-,3,59,-,-
4,1321500302,国立市,西,西２丁目,西２丁目,135,742,73,187,61,552,49,297,48,296,-,-,-,-,1,1,12,255,1,3
4,1321500303,国立市,西,西３丁目,西３丁目,12,24,5,6,7,18,7,18,7,18,-,-,-,-,-,-,-,-,-,-
3,1321500400,国立市,富士見台,,富士見台,549,5267,210,811,337,4445,273,3164,270,3149,-,-,3,15,-,-,64,1281,2,11
4,1321500401,国立市,富士見台,富士見台１丁目,富士見台１丁目,200,1231,95,371,105,860,80,583,78,575,-,-,2,8,-,-,25,277,-,-
4,1321500402,国立市,富士見台,富士見台２丁目,富士見台２丁目,145,2180,43,196,101,1983,82,1265,81,1258,-,-,1,7,-,-,19,718,1,1
4,1321500403,国立市,富士見台,富士見台３丁目,富士見台３丁目,116,1112,34,109,81,993,73,922,73,922,-,-,-,-,-,-,8,71,1,10
4,1321500404,国立市,富士見台,富士見台４丁目,富士見台４丁目,88,744,38,135,50,609,38,394,38,394,-,-,-,-,-,-,12,215,-,-
3,1321500500,国立市,北,,北,211,1670,83,226,126,1435,102,1079,102,1079,-,-,-,-,-,-,24,356,2,9
4,1321500501,国立市,北,北１丁目,北１丁目,107,917,32,67,75,850,68,790,68,790,-,-,-,-,-,-,7,60,-,-
4,1321500502,国立市,北,北２丁目,北２丁目,37,222,25,94,12,128,11,97,11,97,-,-,-,-,-,-,1,31,-,-
4,1321500503,国立市,北,北３丁目,北３丁目,67,531,26,65,39,457,23,192,23,192,-,-,-,-,-,-,16,265,2,9
3,1321500600,国立市,谷保,,谷保,352,5098,67,185,283,4910,256,4026,254,4022,1,3,1,1,-,-,27,884,2,3
4,1321500601,国立市,谷保,谷保,谷保,329,3962,67,185,260,3774,238,2986,236,2982,1,3,1,1,-,-,22,788,2,3
