発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスたこ焼器(プ)／伝導過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ),3,3,－,－,－,3,－,－,－,－,－,－,683,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,22,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,661,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス屋台こんろ(プ),4,－,－,－,－,－,4,－,－,－,－,－,－,502,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス屋台こんろ(プ)／着火物が漏洩する,2,－,－,－,－,－,2,－,－,－,－,－,－,392,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス屋台こんろ(プ)／忘れる,2,－,－,－,－,－,2,－,－,－,－,－,－,110,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス),81,81,2,－,4,75,－,－,－,－,－,596,242382,－,－,18
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都),24,24,1,－,1,22,－,－,－,－,－,202,75216,－,－,4
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,13,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,120,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／風呂かまど(都)／空だきする,20,20,1,－,1,18,－,－,－,－,－,202,75080,－,－,4
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都),10,10,－,－,－,10,－,－,－,－,－,－,12115,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／過熱する,3,3,－,－,－,3,－,－,－,－,－,－,4060,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,285,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／機械が故障する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／放置する,2,2,－,－,－,2,－,－,－,－,－,－,7243,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／フライヤー(都)／忘れる,2,2,－,－,－,2,－,－,－,－,－,－,527,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都),4,4,1,－,－,3,－,－,－,－,－,348,71229,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都)／蓄積過熱する,2,2,－,－,－,2,－,－,－,－,－,－,5830,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都)／可燃物が落下する,1,1,1,－,－,－,－,－,－,－,－,348,65327,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／乾燥機(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,72,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／コーヒー焙煎機(都),1,1,－,－,－,1,－,－,－,－,－,－,250,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／コーヒー焙煎機(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,250,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都),3,3,－,－,－,3,－,－,－,－,－,－,2036,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,81,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都)／底面過熱する,1,1,－,－,－,1,－,－,－,－,－,－,1955,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／ボイラー(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／焼鳥炉(都),1,1,－,－,－,1,－,－,－,－,－,－,21,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／焼鳥炉(都)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,21,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都),1,1,－,－,－,1,－,－,－,－,－,－,145,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／回転かまど(都)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,145,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都),3,3,－,－,－,3,－,－,－,－,－,－,689,－,－,3
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,2
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／湯沸ボイラー(都)／可燃物が火源に触れる,2,2,－,－,－,2,－,－,－,－,－,－,689,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／かまど(都),1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／かまど(都)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都),15,15,－,－,1,14,－,－,－,－,－,10,5828,－,－,6
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,2
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／放置する,6,6,－,－,－,6,－,－,－,－,－,－,1061,－,－,3
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型レンジ(都)／忘れる,6,6,－,－,1,5,－,－,－,－,－,10,4749,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都),18,18,－,－,2,16,－,－,－,－,－,36,74850,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／可燃物が沸騰し溢れる,1,1,－,－,－,1,－,－,－,－,－,－,25176,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／放射を受けて発火する,1,1,－,－,1,－,－,－,－,－,－,30,9379,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／伝導過熱する,2,2,－,－,1,1,－,－,－,－,－,6,38868,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,10,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／放置する,9,9,－,－,－,9,－,－,－,－,－,－,692,－,－,1
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／大型ガスこんろ(都)／忘れる,3,3,－,－,－,3,－,－,－,－,－,－,725,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他),33,33,2,－,1,30,－,－,－,－,－,212,28297,12,－,8
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／風呂かまど(プ),20,20,2,－,1,17,－,－,－,－,－,212,23560,－,－,4
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／風呂かまど(プ)／引火する,2,2,－,－,－,2,－,－,－,－,－,－,50,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／風呂かまど(プ)／着火物が漏洩する,3,3,－,－,－,3,－,－,－,－,－,－,124,－,－,1
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／風呂かまど(プ)／空だきする,15,15,2,－,1,12,－,－,－,－,－,212,23386,－,－,3
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／フライヤー(プ),2,2,－,－,－,2,－,－,－,－,－,－,492,－,－,2
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／フライヤー(プ)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,28,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／フライヤー(プ)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,464,－,－,2
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／ボイラー(プ),1,1,－,－,－,1,－,－,－,－,－,－,120,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／ボイラー(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,120,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／回転かまど(プ),1,1,－,－,－,1,－,－,－,－,－,－,152,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／回転かまど(プ)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,152,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／湯沸ボイラー(プ),2,2,－,－,－,2,－,－,－,－,－,－,429,12,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／湯沸ボイラー(プ)／引火する,2,2,－,－,－,2,－,－,－,－,－,－,429,12,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型レンジ(プ),3,3,－,－,－,3,－,－,－,－,－,－,267,－,－,2
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型レンジ(プ)／放置する,2,2,－,－,－,2,－,－,－,－,－,－,266,－,－,2
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型レンジ(プ)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型ガスこんろ(プ),3,3,－,－,－,3,－,－,－,－,－,－,2879,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型ガスこんろ(プ)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／大型ガスこんろ(プ)／忘れる,2,2,－,－,－,2,－,－,－,－,－,－,2879,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／ガス湯煎器,1,1,－,－,－,1,－,－,－,－,－,－,398,－,－,－
2ガス油類が燃料の道具装置／24固定設備(プロパン､他)／ガス湯煎器／引火する,1,1,－,－,－,1,－,－,－,－,－,－,398,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油),183,132,21,9,16,86,33,－,－,－,18,3144,814660,23192,5,65
2ガス油類が燃料の道具装置／25移動可能道具(油)／ガス湯煎器／石油こんろ,7,6,－,1,－,5,－,－,－,－,1,126,7113,315,4,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／ガス湯煎器／接炎する,3,2,－,1,－,1,－,－,－,－,1,126,6926,315,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／ガス湯煎器／機械の調整が不適当,1,1,－,－,－,1,－,－,－,－,－,－,78,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／ガス湯煎器／使用中に給油する,2,2,－,－,－,2,－,－,－,－,－,－,99,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／ガス湯煎器／取扱い不注意,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ,107,102,18,8,14,62,3,－,－,－,2,2566,697441,4400,5,49
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／引火する,16,16,3,－,2,11,－,－,－,－,－,302,49967,8,－,15
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／放射を受けて発火する,3,3,1,－,1,1,－,－,－,－,－,68,13504,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,833,－,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が落下する,13,13,2,3,－,8,－,－,－,－,－,342,90325,3,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／可燃物が火源に触れる,10,10,1,－,5,4,－,－,－,－,－,187,94079,－,－,3
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／火源が転倒する,2,2,1,－,－,1,－,－,－,－,－,123,34846,600,1,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／接炎する,8,8,2,－,－,6,－,－,－,－,－,153,22215,－,－,11
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／機械が故障する,2,2,－,1,－,1,－,－,－,－,－,12,3136,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／着火物が漏洩する,4,4,2,－,－,2,－,－,－,－,－,146,19880,－,－,3
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／機械の調整が不適当,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／誤ってスイッチが入る,2,－,－,－,－,－,2,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／燃料を誤る,12,12,1,－,1,10,－,－,－,－,－,145,55874,－,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／本来の用途以外に使用,1,1,－,1,－,－,－,－,－,－,－,76,5833,－,2,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／使用中に給油する,18,18,4,1,3,10,－,－,－,－,－,829,277661,450,2,5
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ／取扱い不注意,14,11,1,2,2,6,1,－,－,－,2,183,29272,3339,－,4
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ(ポット式),3,3,1,－,－,2,－,－,－,－,－,66,12861,8,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ(ポット式)／接炎する,1,1,1,－,－,－,－,－,－,－,－,66,12779,8,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ(ポット式)／機械が故障する,1,1,－,－,－,1,－,－,－,－,－,－,77,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ストーブ(ポット式)／使用中に給油する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター,5,5,－,－,1,4,－,－,－,－,－,15,3057,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／引火する,1,1,－,－,－,1,－,－,－,－,－,－,34,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／接炎する,2,2,－,－,1,1,－,－,－,－,－,15,2903,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油ファンヒーター／燃料を誤る,2,2,－,－,－,2,－,－,－,－,－,－,120,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／トーチランプ,4,3,－,－,－,3,－,－,－,－,1,－,38,7,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／トーチランプ／引火する,4,3,－,－,－,3,－,－,－,－,1,－,38,7,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールランプ,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールランプ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／風呂かまど一移動(油),3,3,1,－,－,2,－,－,－,－,－,55,10464,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／風呂かまど一移動(油)／接炎する,1,1,1,－,－,－,－,－,－,－,－,55,10286,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／風呂かまど一移動(油)／火源が腐食する,1,1,－,－,－,1,－,－,－,－,－,－,125,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／風呂かまど一移動(油)／空だきする,1,1,－,－,－,1,－,－,－,－,－,－,53,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油),28,－,－,－,－,－,27,－,－,－,1,－,－,15334,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／放射を受けて発火する,1,－,－,－,－,－,1,－,－,－,－,－,－,30,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／過熱する,3,－,－,－,－,－,3,－,－,－,－,－,－,538,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／蓄積過熱する,1,－,－,－,－,－,1,－,－,－,－,－,－,2293,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／可燃物が落下する,10,－,－,－,－,－,9,－,－,－,1,－,－,5251,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／可燃物が火源に触れる,7,－,－,－,－,－,7,－,－,－,－,－,－,336,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／内燃機関(油)／逆火する,6,－,－,－,－,－,6,－,－,－,－,－,－,6886,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油),4,－,－,－,－,－,－,－,－,－,4,－,－,3,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／可燃物が沸騰し溢れる,2,－,－,－,－,－,－,－,－,－,2,－,－,2,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解炉(油)／過熱する,2,－,－,－,－,－,－,－,－,－,2,－,－,1,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解庫(油),1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アスファルト溶解庫(油)／過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油乾燥器,1,1,－,－,1,－,－,－,－,－,－,70,73189,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油乾燥器／可燃物が転倒する,1,1,－,－,1,－,－,－,－,－,－,70,73189,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油火鉢,1,1,1,－,－,－,－,－,－,－,－,246,10087,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油火鉢／取扱い不注意,1,1,1,－,－,－,－,－,－,－,－,246,10087,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／ジーゼルコンプレッサー,2,－,－,－,－,－,1,－,－,－,1,－,－,2987,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／ジーゼルコンプレッサー／局部過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,2700,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／ジーゼルコンプレッサー／可燃物が火源に触れる,1,－,－,－,－,－,1,－,－,－,－,－,－,287,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／エンジンカッター,1,1,－,－,－,1,－,－,－,－,－,－,70,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／エンジンカッター／引火する,1,1,－,－,－,1,－,－,－,－,－,－,70,－,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油),4,－,－,－,－,－,2,－,－,－,2,－,－,122,－,3
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／引火する,2,－,－,－,－,－,1,－,－,－,1,－,－,70,－,2
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／可燃物が落下する,1,－,－,－,－,－,－,－,－,－,1,－,－,2,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／発電機(油)／転倒する,1,－,－,－,－,－,1,－,－,－,－,－,－,50,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー,7,2,－,－,－,2,－,－,－,－,5,－,14,15,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／石油バーナー／接炎する,7,2,－,－,－,2,－,－,－,－,5,－,14,15,－,－
2ガス油類が燃料の道具装置／25移動可能道具(油)／白金かいろ,1,1,－,－,－,1,－,－,－,－,－,－,290,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／白金かいろ／引火する,1,1,－,－,－,1,－,－,－,－,－,－,290,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ,3,3,－,－,－,3,－,－,－,－,－,－,35,－,－,3
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,1
2ガス油類が燃料の道具装置／25移動可能道具(油)／アルコールこんろ／使用中に給油する,2,2,－,－,－,2,－,－,－,－,－,－,27,－,－,2
2ガス油類が燃料の道具装置／26固定設備(油),15,13,1,1,－,11,－,－,－,－,2,92,28881,11,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／営業用炉(油),1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／営業用炉(油)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／営業用風呂かまど(油),1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／営業用風呂かまど(油)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油),9,9,1,1,－,7,－,－,－,－,－,90,28631,1,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油)／接炎する,1,1,－,1,－,－,－,－,－,－,－,36,26832,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油)／機械が故障する,1,1,－,－,－,1,－,－,－,－,－,－,35,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油)／着火物が漏洩する,3,3,1,－,－,2,－,－,－,－,－,54,1740,－,－,1
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油)／空だきする,3,3,－,－,－,3,－,－,－,－,－,－,19,1,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／風呂かまど／固定(油)／取扱い不注意,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー／固定(油),3,2,－,－,－,2,－,－,－,－,1,2,250,1,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー／固定(油)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,60,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー／固定(油)／放射を受けて発火する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／ボイラー／固定(油)／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,2,190,－,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／オイルバーナー,1,－,－,－,－,－,－,－,－,－,1,－,－,9,－,－
2ガス油類が燃料の道具装置／26固定設備(油)／オイルバーナー／過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,9,－,－
2ガス油類が燃料の道具装置／27明り,47,44,6,6,3,29,－,－,－,－,3,1000,136757,1748,－,11
2ガス油類が燃料の道具装置／27明り／ローソク,40,37,5,4,2,26,－,－,－,－,3,785,114566,1748,－,11
2ガス油類が燃料の道具装置／27明り／ローソク／引火する,1,1,－,－,1,－,－,－,－,－,－,12,1749,－,－,1
2ガス油類が燃料の道具装置／27明り／ローソク／可燃物が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,1872,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／可燃物が火源に触れる,4,4,－,－,－,4,－,－,－,－,－,－,582,－,－,3
2ガス油類が燃料の道具装置／27明り／ローソク／火源が転倒する,11,11,1,21,7,－,－,－,－,－,180,65202,8,－,2,
2ガス油類が燃料の道具装置／27明り／ローソク／火源が落下する,2,2,1,1,－,－,－,－,－,－,－,198,31007,－,－,2
2ガス油類が燃料の道具装置／27明り／ローソク／火源が動いて接触する,2,2,－,－,－,2,－,－,－,－,－,－,15,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／接炎する,9,8,2,1,－,5,－,－,－,－,1,159,12476,1740,－,3
2ガス油類が燃料の道具装置／27明り／ローソク／放置する,2,1,－,－,－,1,－,－,－,－,1,－,8,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,9,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,40,－,－,－
2ガス油類が燃料の道具装置／27明り／ローソク／火遊び,6,5,1,－,－,4,－,－,－,－,1,236,1606,－,－,－
2ガス油類が燃料の道具装置／27明り／ちょうちん,1,1,－,1,－,－,－,－,－,－,－,25,2274,－,－,－
2ガス油類が燃料の道具装置／27明り／ちょうちん／火源が落下する,1,1,－,1,－,－,－,－,－,－,－,25,2274,－,－,－
2ガス油類が燃料の道具装置／27明り／灯明,5,5,1,1,1,2,－,－,－,－,－,190,19787,－,－,－
2ガス油類が燃料の道具装置／27明り／灯明／可燃物が火源に触れる,1,1,－,－,1,－,－,－,－,－,－,60,7109,－,－,－
2ガス油類が燃料の道具装置／27明り／灯明／火源が転倒する,2,2,－,－,－,2,－,－,－,－,－,－,1339,－,－,－
2ガス油類が燃料の道具装置／27明り／灯明／接炎する,2,2,1,1,－,－,－,－,－,－,－,130,11339,－,－,－
2ガス油類が燃料の道具装置／27明り／石油ランプ,1,1,－,－,－,1,－,－,－,－,－,－,130,－,－,－
2ガス油類が燃料の道具装置／27明り／石油ランプ／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,130,－,－,－
2ガス油類が燃料の道具装置／29その他(ガス、油),85,45,3,－,1,41,2,－,－,－,38,225,48605,822,－,9
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器,9,7,2,－,1,4,－,－,－,－,2,123,31279,30,－,1
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／引火する,2,2,1,－,－,1,－,－,－,－,－,35,21310,－,－,1
2ガス油類が燃料の道具装置／29その他(ガス、油)／アセチレンガス溶接器／火花が飛ぶ,6,4,1,－,－,3,－,－,－,－,2,3,5761,30,－,－
