事業所名,受付番号,事業機関,事業名称,事業地住所,緯度,経度,座標系,対象事業,実施状況,詳細
特殊法人日本芸術文化振興会,84,－,初台淀橋街区建設事業,新宿区西新宿３丁目及び渋谷区本町１丁目地内,35.684528,139.689178,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/84dtl.html
独立行政法人国立印刷局,364,－,国立印刷局王子工場整備事業,北区王子一丁目6番1号,35.754356,139.740784,JGD2011,工場(工場の設置),調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/364dtl.html
独立行政法人都市再生機構,17,公団,八王子ニュータウン整備事業,八王子市宇津貫町、片倉町、小比企町、大船町の地域,35.617580,139.335312,JGD2011,土地区画整理事業、道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/17dtl.html
独立行政法人都市再生機構,134,－,立川都市計画事業立川基地跡地関連地区土地区画整理事業（旧称　立川基地跡地関連地区土地区画整理事業）,立川市緑町、泉町、高松１、３丁目の各一部,35.707447,139.404404,JGD2011,土地区画整理事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/134dtl.html
独立行政法人都市再生機構,155,－,桜堤団地建替事業※Ｈ１７．５対象外,武蔵野市桜堤１、２丁目,35.709568,139.535400,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/155dtl.html
独立行政法人都市再生機構,168,－,東品川四丁目地区第一種市街地再開発事業,品川区東品川４丁目１１、１２番,35.607563,139.749359,JGD2011,高層建築物の新築、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/168dtl.html
独立行政法人都市再生機構,189,公団,多摩平団地建替事業,日野市多摩平二丁目他,35.663570,139.381699,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/189dtl.html
独立行政法人都市再生機構,192,公団,東雲地区開発事業,江東区東雲1-9-31,35.646549,139.802368,JGD2011,高層建築物の新築、自動車駐車場の設置、住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/192dtl.html
独立行政法人都市再生機構,206,共同,足立区新田地区開発事業　※H20.10対象外,足立区新田三丁目,35.771393,139.748642,JGD2011,住宅団地の新設、駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/206dtl.html
独立行政法人都市再生機構,207,公団,ひばりが丘団地建替事業,東久留米市ひばりが丘団地地域、西東京市ひばりが丘三丁目　ほか,35.746826,139.533539,JGD2011,住宅団地の新設、駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/207dtl.html
独立行政法人都市再生機構,212,公団,赤羽台団地建替事業,北区赤羽台１丁目ほか,35.778271,139.715576,JGD2011,住宅団地の新設、高層建築物の新設,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/212dtl.html
独立行政法人都市再生機構,299,－,（仮称）四谷駅前地区市街地再開発事業,東京都新宿区四谷一丁目及び本塩町の一部,35.685905,139.728806,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/299dtl.html
独立行政法人都市再生機構,366,－,（仮称）北青山三丁目地区市街地再開発事業,東京都港区北青山三丁目,35.666180,139.712097,JGD2011,高層建築物の新築,調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/366dtl.html
独立行政法人都市再生機構　東日本都市再生本部,299,－,（仮称）四谷駅前地区市街地再開発事業,東京都新宿区四谷一丁目及び本塩町の一部,35.685905,139.728806,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/299dtl.html
独立行政法人都市再生機構　東日本都市再生本部,366,－,（仮称）北青山三丁目地区市街地再開発事業,東京都港区北青山三丁目,35.666180,139.712097,JGD2011,高層建築物の新築,調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/366dtl.html
南山東部土地区画整理組合設立準備会,213,その他,南山東部土地区画整理事業,稲城市矢野口2422-1番地他,35.633862,139.514160,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/213dtl.html
二子玉川東第二地区市街地再開発組合,178,－,二子玉川東地区第一種市街地再開発事業及び東京都市計画道路幹線街路補助線街路第１２５号線建設事業,再開発：世田谷区玉川一丁目、二丁目、三丁目　道路：世田谷区上野毛二丁目～玉川一丁目,35.609329,139.630203,JGD2011,高層建築物の新築、駐車場（自動車駐車場の設置）、道路（道路の改築）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/178dtl.html
二子玉川東地区市街地再開発組合,178,－,二子玉川東地区第一種市街地再開発事業及び東京都市計画道路幹線街路補助線街路第１２５号線建設事業,再開発：世田谷区玉川一丁目、二丁目、三丁目　道路：世田谷区上野毛二丁目～玉川一丁目,35.609329,139.630203,JGD2011,高層建築物の新築、駐車場（自動車駐車場の設置）、道路（道路の改築）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/178dtl.html
日の出町,65,－,秋多都市計画道路３・４・６号線建設事業,あきる野市草花地内～西多摩郡日の出町平井地内,35.741169,139.305420,JGD2011,道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/65dtl.html
日清紡績株式会社,246,民間,日清紡東京工場跡地イトーヨーカドｰＳＣ建築事業,足立区西新井栄町一丁目１８番、１９番、２０番,35.773991,139.788361,JGD2011,駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/246dtl.html
日通商事㈱,96,－,芝浦三丁目共同開発事業,港区芝浦３丁目１９、２１、２２番,35.641563,139.749329,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/96dtl.html
日東製粉株式会社,31,民間,日東製粉東京工場建設事業,大田区東海５丁目(大井埠頭その１),35.592022,139.771500,JGD2011,工場(工場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/31dtl.html
日本セメント株式会社,2,－,日本セメント株式会社西多摩工場採石事業の拡張　◆NO．109へ引継ぎ,日の出町大字大久野字細尾及び字岩井,35.764088,139.216736,JGD2011,土石(土石の採取),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/2dtl.html
日本たばこ産業株式会社,168,－,東品川四丁目地区第一種市街地再開発事業,品川区東品川４丁目１１、１２番,35.607563,139.749359,JGD2011,高層建築物の新築、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/168dtl.html
日本テレビ放送網(株)ほか３社,183,－,(仮称)汐留Ａ街区、Ｂ街区、Ｃ街区開発事業,港区東新橋１－５,35.665634,139.761398,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/183dtl.html
日本貨物鉄道株式会社,229,民間,小名木川貨物駅跡地商業施設建築事業,江東区北砂二丁目1番1号,35.678017,139.826279,JGD2011,駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/229dtl.html
日本環境安全事業株式会社,235,公団,東京ポリ塩化ビフェニル廃棄物処理施設建設事業,江東区青海二丁目地先,35.594021,139.812210,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/235dtl.html
日本橋一丁目中地区市街地再開発組合,342,－,（仮称）日本橋一丁目中地区再開発計画,中央区日本橋一丁目5～12番,35.683125,139.774536,JGD2011,高層建築物の新築,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/342dtl.html
日本生命保険(相),47,その他,聖路加国際病院建設事業,中央区明石町８－１０番地,35.666767,139.778534,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/47dtl.html
日本生命保険相互会社,98,－,(仮称)東京ユーロポートホテル建設事業及び(仮称)ＦＣＧビル建設事業,港区台場２丁目,35.627220,139.775909,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/98dtl.html
日本鉄道建設公団東京支社,14,公団,京葉線新砂町・東京間鉄道建設事業,江東区新木場１丁目～千代田区鍛冶橋(東京駅),35.643730,139.826508,JGD2011,鉄道等(鉄道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/14dtl.html
日本電気株式会社,12,民間,日本電気本社ビル建設事業,港区芝５丁目７番１５号,35.649406,139.748093,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/12dtl.html
日野市,15,区市,豊田南土地区画整理事業,日野市豊田１、２、３、４丁目、東豊田１、２丁目、東平山１、２丁目,35.656773,139.388916,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/15dtl.html
日野市,62,－,日野市西平山土地区画整理事業,日野市東平山１～３丁目、西平山１～５丁目の各一部,35.649387,139.378387,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/62dtl.html
日野市,68,－,日野市万願寺第二土地区画整理事業,日野市大字日野、日野本町１丁目、７丁目の各一部,35.677208,139.409698,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/68dtl.html
日野自動車株式会社,252,民間,日野自動車株式会社新工場建設事業　※H18.10.13廃止届,青梅市黒沢一丁目７４６番地　他,35.814034,139.266937,JGD2011,工場(工場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/252dtl.html
能ヶ谷東部土地区画整理組合設立準備会,143,－,能ケ谷東部土地区画整理事業,町田市能ヶ谷町字４号５４８－６外,35.592384,139.480667,JGD2011,土地区画整理事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/143dtl.html
白金一丁目東地区市街地再開発準備組合,167,－,白金一丁目東地区市街地再開発事業,港区白金１丁目１７～２４番及び２６番,35.644455,139.733154,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/167dtl.html
白金一丁目東部北地区第一種市街地再開発事業,298,－,白金一丁目東部北地区第一種市街地再開発事業,東京都港区白金一丁目,35.645081,139.733414,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/298dtl.html
八王子市,106,－,宇津木土地区画整理事業,八王子市宇津木、大谷、尾崎、左入の各町の一部,35.681721,139.352615,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/106dtl.html
八王子市,110,－,八王子戸吹清掃工場建設事業,八王子市戸吹町１９１６番地外,35.700718,139.292725,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/110dtl.html
八王子市,158,－,中野西土地区画整理事業,八王子市中野上町１、２、３、４丁目　山王１丁目　暁１丁目の各一部,35.667664,139.327637,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/158dtl.html
八王子市,162,－,北西部幹線道路(八王子市谷野町～美山町)建設事業,八王子市谷野町～美山町,35.685417,139.325089,JGD2011,道路(道路の新設),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/162dtl.html
八王子市,217,区市,八王子市戸吹第二最終処分場（仮称）建設事業,八王子市戸吹町1589番地,35.707138,139.289200,JGD2011,廃棄物処理施設の設置又は変更,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/217dtl.html
八重洲一丁目北地区再開発準備組合,358,－,八重洲一丁目北地区第一種市街地再開発事業,中央区八重洲一丁目1番及び2番,35.684143,139.772232,JGD2011,高層建築物の新築,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/358dtl.html
八重洲二丁目中地区再開発準備組合,337,－,八重洲二丁目中地区第一種市街地再開発事業,中央区八重洲二丁目4番、5番、6番及び7番,35.678371,139.768707,JGD2011,高層建築物の新築,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/337dtl.html
八重洲二丁目北街区再開発準備組合,326,－,八重洲二丁目北地区第一種市街地再開発事業,中央区八重洲二丁目１番の一部，２番の一部及び３番,35.679859,139.769608,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/326dtl.html
飯田橋駅西口地区市街地再開発組合,262,民間,飯田橋駅西口地区市街地再開発ビル建設事業 （旧称：富士見二丁目１０番地区市街地再開発ビル建設事業）,千代田区富士見町二丁目,35.697872,139.746979,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/262dtl.html
菱光石炭工業株式会社,295,－,菱光石灰工業株式会社　八王子砕石工場　採掘区域拡張事業その２,東京都八王子市美山町及び小津町,35.694164,139.240585,JGD2011,土石の採取,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/295dtl.html
菱鉱建材株式会社,181,－,菱光石灰工業株式会社八王子砕石工場（第一工場・第二工場）採掘区域拡張事業　◆No.295へ引継ぎ,八王子市美山町,35.694164,139.240585,JGD2011,土石の採取,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/181dtl.html
富士通株式会社,112,－,富士通あきる野半導体開発センター建設事業（旧称：富士通秋川開発センター建設事業）,秋川市（あきる野）市淵上字真土６番ほか,35.723808,139.273621,JGD2011,工場(工場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/112dtl.html
武蔵村山プロパティ特定目的会社,244,民間,(仮称）ダイヤモンドシティ立川・武蔵村山ＳＣ建設事業,武蔵村山市榎一丁目及び立川市上砂町六丁目,35.740891,139.388016,JGD2011,駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/244dtl.html
芳村石産株式会社,210,－,芳村石産株式会社採掘区域拡張事業,八王子市美山町３８８番地外,35.696960,139.238052,JGD2011,土石の採取,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/210dtl.html
豊海地区市街地再開発組合,335,－,豊海地区第一種市街地再開発事業,中央区豊海町２番、勝ちどき六丁目7番の一部,35.653965,139.770737,JGD2011,住宅団地の新設、高層建築物の新築,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/335dtl.html
明治生命保険相互会社,195,民間,（仮称）丸の内ニ丁目１街区ビル建設事業　※h14.7対象外,千代田区丸の内二丁目1番１号,35.679062,139.761841,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/195dtl.html
目黒駅前地区市街地再開発準備組合,276,その他,（仮称）目黒駅前地区第一種市街地再開発事業,品川区上大崎三丁目,35.631725,139.718445,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/276dtl.html
野村不動産ビルディング株式会社,333,民間,(仮称）芝浦一丁目建替計画,港区芝浦一丁目１番１号　他,35.651527,139.757477,JGD2011,高層建築物の新築、自動車駐車場の設置,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/333dtl.html
野村不動産株式会社,333,民間,(仮称）芝浦一丁目建替計画,港区芝浦一丁目１番１号　他,35.651527,139.757477,JGD2011,高層建築物の新築、自動車駐車場の設置,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/333dtl.html
柳泉園組合,129,－,柳泉園組合清掃工場建設事業　★事業計画変更後(変更届 H7/9/5),東久留米市下里４丁目３番１０号,35.754902,139.494705,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/129dtl.html
有限会社東京プライムステージ,255,民間,（仮称）大手町1-6開発事業,千代田区大手町一丁目6-6他,35.686440,139.764771,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/255dtl.html
郵便局株式会社,270,民間,（仮称）丸の内２丁目７番計画建設事業,東京都千代田区丸の内二丁目7番2号,35.679085,139.764679,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/270dtl.html
六本木一丁目西地区市街再開発組合,108,－,六本木一丁目西地区再開発事業,港区六本木一丁目５番２８号ほか,35.664642,139.740814,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/108dtl.html
六本木三丁目東地区市街地再開発準備組合,288,－,六本木三丁目東地区再開発事業,港区六本木三丁目１、２番内,35.665451,139.737839,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/288dtl.html
六本木六丁目地区再開発準備組合,117,－,六本木六丁目地区再開発事業,港区六本木６丁目,35.660328,139.730270,JGD2011,高層建築物の新築、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/117dtl.html
