表8-1  物質別月別調査結果（HAPｓ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020年度  HAPs,,,,,,,,,,,
"注） ・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中山道大和町,< 0.04,< 0.04,,< 0.04,,< 0.04,,0.197,,0.07,,< 0.04,,,< 0.04,,,0.051,,,,< 0.04,,,,< 0.04,,,,< 0.04,,,,0.197,,,,< 0.04,,,0.042,,,,0.043,,,,< 0.008,,,,0.009,,
,４地点沿道平均,< 0.04,< 0.04,,< 0.04,,< 0.04,,0.187,,0.045,,< 0.04,,,< 0.04,,,0.048,,,,< 0.04,,,,< 0.04,,,,< 0.04,,,,0.259,,,,< 0.04,,,< 0.04,,,,0.056,,,,< 0.008,,,,0.008,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.04,< 0.04,,< 0.04,,< 0.04,,< 0.04,,< 0.04,,< 0.04,,,< 0.04,,,< 0.04,,,,< 0.04,,,,< 0.04,,,,< 0.04,,,,< 0.04,,,,< 0.04,,,< 0.04,,,,< 0.008,,,,< 0.008,,,,< 0.008,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"trans-1,3-Dichloropropene",,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,111,,
,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.19,,,,μg/m3,,,,(0.04 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.217,,
,,2020年度,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.06,,,,,,,,(0.02 ppb),,,,,(単位：μg/m3）,,,,,,,,,,(単位：ｐｐｂ）,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,
,中央区晴海,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,< 0.06,,,,< 0.02,,,,< 0.02,,,,< 0.02,,
区,国設東京新宿,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.184,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.184,,,,< 0.06,,,< 0.06,,,,0.04,,,,< 0.02,,,,< 0.02,,
部,大田区東糀谷,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.102,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.102,,,,< 0.06,,,< 0.06,,,,0.022,,,,< 0.02,,,,< 0.02,,
一,世田谷区世田谷,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.193,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.193,,,,< 0.06,,,< 0.06,,,,0.042,,,,< 0.02,,,,< 0.02,,
般,板橋区氷川町,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.135,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.135,,,,< 0.06,,,< 0.06,,,,0.029,,,,< 0.02,,,,< 0.02,,
環,練馬区石神井町,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.124,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.124,,,,< 0.06,,,< 0.06,,,,0.027,,,,< 0.02,,,,< 0.02,,
境,足立区西新井,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.152,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.152,,,,< 0.06,,,< 0.06,,,,0.033,,,,< 0.02,,,,< 0.02,,
,江戸川区春江町,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,0.088,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.088,,,,< 0.06,,,< 0.06,,,,< 0.02,,,,< 0.02,,,,< 0.02,,
,区部一般平均,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.119,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.193,,,,< 0.06,,,< 0.06,,,,0.042,,,,< 0.02,,,,< 0.02,,
多,小金井市本町,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,0.07,,< 0.06,,,< 0.06,,,0.06,,,,< 0.06,,,,0.113,,,,< 0.06,,,,0.113,,,,< 0.06,,,< 0.06,,,,0.024,,,,< 0.02,,,,< 0.02,,
摩,東大和市奈良橋,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,< 0.06,,,,< 0.02,,,,< 0.02,,,,< 0.02,,
一般,多摩部一般平均,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,0.071,,,,< 0.06,,,,0.113,,,,< 0.06,,,< 0.06,,,,0.024,,,,< 0.02,,,,< 0.02,,
都一般平均,,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.101,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.193,,,,< 0.06,,,< 0.06,,,,0.042,,,,< 0.02,,,,< 0.02,,
,京葉道路亀戸,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,< 0.06,,,,< 0.02,,,,< 0.02,,,,< 0.02,,
,環八通り八幡山,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.184,,< 0.06,,< 0.06,,,< 0.06,,,0.066,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.184,,,,< 0.06,,,< 0.06,,,,0.04,,,,< 0.02,,,,< 0.02,,
沿,２地点沿道平均,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.107,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.184,,,,< 0.06,,,< 0.06,,,,0.04,,,,< 0.02,,,,< 0.02,,
道,甲州街道大原,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.159,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.159,,,,< 0.06,,,< 0.06,,,,0.035,,,,< 0.02,,,,< 0.02,,
,中山道大和町,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.139,,0.077,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.139,,,,< 0.06,,,< 0.06,,,,0.03,,,,< 0.02,,,,< 0.02,,
,４地点沿道平均,< 0.06,< 0.06,,< 0.06,,< 0.06,,0.128,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.184,,,,< 0.06,,,< 0.06,,,,0.04,,,,< 0.02,,,,< 0.02,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,< 0.06,,,,< 0.02,,,,< 0.02,,,,< 0.02,,
2020年度  HAPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"1,1,2-Trichloroethane",,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,133.4,,
,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.17,,,,μg/m3,,,,(0.03 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.18,,
,,2020年度,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.05,,,,,,,,(0.009 ppb),,,,,(単位：μg/m3）,,,,,,,,,,(単位：ｐｐｂ）,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,
,中央区晴海,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
区,国設東京新宿,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
部,大田区東糀谷,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
一,世田谷区世田谷,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
般,板橋区氷川町,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
環,練馬区石神井町,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
境,足立区西新井,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,江戸川区春江町,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,区部一般平均,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
多,小金井市本町,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
摩,東大和市奈良橋,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
一般,多摩部一般平均,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
都一般平均,,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,京葉道路亀戸,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,環八通り八幡山,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
沿,２地点沿道平均,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
道,甲州街道大原,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,中山道大和町,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,４地点沿道平均,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.05,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,< 0.05,,,< 0.05,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,,< 0.05,,,< 0.05,,,,< 0.009,,,,< 0.009,,,,< 0.009,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"1,2-Dibromoethane",,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,187.9,,
,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.09,,,,μg/m3,,,,(0.011 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.128,,
,,2020年度,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.03,,,,,,,,(0.004 ppb),,,,,(単位：μg/m3）,,,,,,,,,,(単位：ｐｐｂ）,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,
,中央区晴海,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
区,国設東京新宿,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
部,大田区東糀谷,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
一,世田谷区世田谷,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
般,板橋区氷川町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
環,練馬区石神井町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
境,足立区西新井,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,江戸川区春江町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,区部一般平均,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
多,小金井市本町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
摩,東大和市奈良橋,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
一般,多摩部一般平均,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
都一般平均,,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,京葉道路亀戸,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,環八通り八幡山,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
沿,２地点沿道平均,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
道,甲州街道大原,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,中山道大和町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,４地点沿道平均,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.004,,,,< 0.004,,,,< 0.004,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Chlorobenzene,,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,112.6,,
,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.06,,,,μg/m3,,,,(0.013 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.214,,
,,2020年度,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.02,,,,,,,,(0.004 ppb),,,,,(単位：μg/m3）,,,,,,,,,,(単位：ｐｐｂ）,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,
,中央区晴海,< 0.02,< 0.02,,0.029,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,0.025,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.029,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
区,国設東京新宿,< 0.02,< 0.02,,0.03,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.03,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
部,大田区東糀谷,< 0.02,0.03,,0.028,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.03,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
一,世田谷区世田谷,< 0.02,0.025,,0.023,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.025,,,,< 0.02,,,< 0.02,,,,0.005,,,,< 0.004,,,,< 0.004,,
般,板橋区氷川町,< 0.02,0.026,,0.032,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,0.025,,,,< 0.02,,,,0.032,,,,< 0.02,,,< 0.02,,,,0.007,,,,< 0.004,,,,< 0.004,,
環,練馬区石神井町,< 0.02,0.023,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,0.023,,,< 0.02,,,0.028,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.028,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
境,足立区西新井,< 0.02,0.027,,0.027,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,0.023,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.027,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
,江戸川区春江町,< 0.02,< 0.02,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.023,,,,0.023,,,,< 0.02,,,< 0.02,,,,0.005,,,,< 0.004,,,,< 0.004,,
,区部一般平均,< 0.02,0.02,,0.023,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.032,,,,< 0.02,,,< 0.02,,,,0.007,,,,< 0.004,,,,< 0.004,,
多,小金井市本町,< 0.02,0.028,,0.021,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,0.027,,,,< 0.02,,,,0.028,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
摩,東大和市奈良橋,< 0.02,0.026,,0.02,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.026,,,,< 0.02,,,< 0.02,,,,0.005,,,,< 0.004,,,,< 0.004,,
一般,多摩部一般平均,< 0.02,0.027,,0.021,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.028,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
都一般平均,,< 0.02,0.021,,0.023,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.032,,,,< 0.02,,,< 0.02,,,,0.007,,,,< 0.004,,,,< 0.004,,
,京葉道路亀戸,< 0.02,< 0.02,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,0.033,,,,0.04,,,,< 0.02,,,,< 0.02,,,,0.04,,,,< 0.02,,,< 0.02,,,,0.008,,,,< 0.004,,,,< 0.004,,
,環八通り八幡山,< 0.02,0.022,,0.028,,< 0.02,,< 0.02,,< 0.02,,< 0.02,,,< 0.02,,,0.025,,,,< 0.02,,,,< 0.02,,,,< 0.02,,,,0.028,,,,< 0.02,,,< 0.02,,,,0.006,,,,< 0.004,,,,< 0.004,,
