指定者,公職の種類,政治団体の名称,事務所の所在地,緯度,経度,座標系
鳴海有理,市議会議員,なるみゆりとはつらつ会議,八王子市本町３－４,35.661363,139.333890,座標系（JGD2011）
縄井貴代子,町議会議員,なわいきよ子友の会,西多摩郡日の出町大久野５７－２,35.743817,139.252234,座標系（JGD2011）
難波英一,区議会議員,難波英一を励ます会,板橋区若木２－６－７,35.772400,139.675474,座標系（JGD2011）
新妻佐江子,区議会議員,新妻佐江子後援会,品川区八潮５－４－１９,35.600681,139.750298,座標系（JGD2011）
二木孝之,市議会議員,二木たかゆき後援会,西東京市中町５－１１－３５,35.738559,139.562145,座標系（JGD2011）
西優美,区議会議員,小林ゆみ後援会,杉並区西荻南３－１８－１８,35.703245,139.602587,座標系（JGD2011）
西上忠,市議会議員,西上ただし励ます会,清瀬市松山１－７－１３,35.770229,139.520164,座標系（JGD2011）
西川太一郎,区長,西進会,荒川区町屋６－２４－１２,35.751367,139.782801,座標系（JGD2011）
西川美佐保,市議会議員,西川みさほ励ます会,羽村市栄町１－９－５,35.775419,139.309244,座標系（JGD2011）
西崎翔,区議会議員,西崎つばさと羽ばたく会,目黒区目黒本町５－１１－８,35.619353,139.700415,座標系（JGD2011）
西田進,区議会議員,日本最後の清流四万十会（ＮＳＳ）,大田区大森本町２－３１－１６,35.577726,139.735831,座標系（JGD2011）
西野幸一,区議会議員,西野こういちを励ます会,練馬区貫井３－２２－１１,35.737299,139.628821,座標系（JGD2011）
西埜真美,市議会議員,西のなお美と街づくりの会,府中市宮町２－１５－１,35.669798,139.480957,座標系（JGD2011）
西野文昭,市議会議員,西野文昭後援会,昭島市中神町１－５－８,35.701017,139.371543,座標系（JGD2011）
西畑春政,市議会議員,西畑はるまさ励ます会,清瀬市梅園２－１－２９,35.770519,139.503482,座標系（JGD2011）
二島豊司,区議会議員,一燈会,港区三田５－７－１２,35.646067,139.739426,座標系（JGD2011）
西宮幸一,市議会議員,にしみや幸一後援会,府中市朝日町１－４－１,35.670519,139.515468,座標系（JGD2011）
西村陸,市議会議員,西村りく後援会,府中市白糸台３－３６－１８,35.668022,139.518353,座標系（JGD2011）
西本和也,市議会議員,西本かずや後援会,八王子市椚田町５０７－１１,35.637590,139.314840,座標系（JGD2011）
西本貴子,区議会議員,西本貴子後援会“ｔａ－ｋｏサポターズ”,品川区大井７－２－１３,35.597088,139.725627,座標系（JGD2011）
西山清孝,区議会議員,西山きよたか後援会,練馬区石神井町２－３１－１４,35.747994,139.608138,座標系（JGD2011）
西山賢,市議会議員,西山まさる後援会,八王子市中野町２４８９,35.678937,139.322060,座標系（JGD2011）
西山陽介,区議会議員,西山ようすけ後援会,豊島区池袋１－７－１１,35.734997,139.711583,座標系（JGD2011）
二ノ宮啓吉,区議会議員,明日を拓く二宮の会,目黒区下目黒３－１１－１０,35.627466,139.709950,座標系（JGD2011）
二宮陽子,市議会議員,二宮陽子とおひさま会議,調布市国領町８－１－１３,35.646605,139.561948,座標系（JGD2011）
二宮由子,市議会議員,二宮よしことやさしいまち東大和をつくる会,東大和市桜が丘３－４４－３２,35.733226,139.418157,座標系（JGD2011）
根岸光洋,区議会議員,根岸みつひろ後援会,豊島区南大塚２－２５－５,35.726954,139.730521,座標系（JGD2011）
根本二郎,区議会議員,根本二郎後援会,新宿区新宿１－１９－６,35.689633,139.712396,座標系（JGD2011）
野澤菜奈,区議会議員,野沢なな後援会,豊島区要町１－４３－１５,35.736779,139.697754,座標系（JGD2011）
野島資雄,市議会議員,野島としお励ます会,青梅市今寺３－４３９－８,35.798219,139.299729,座標系（JGD2011）
野村正夫,市議会議員,野村まさお後援会,あきる野市牛沼１７１,35.722869,139.291339,座標系（JGD2011）
野村羊子,市議会議員,野村羊子といっしょにつくる三鷹の会,三鷹市下連雀３－３０－１２,35.698110,139.561331,座標系（JGD2011）
野元明俊,区議会議員,野もとあきとし後援会,新宿区百人町３－２２－１２,35.704576,139.697905,座標系（JGD2011）
萩原重治,市議会議員,萩原しげはる後援会,多摩市連光寺６－１６－２,35.632610,139.465927,座標系（JGD2011）
萩原由美子,区議会議員,萩原由美子後援会,世田谷区八幡山３－３７－１２,35.666751,139.614433,座標系（JGD2011）
萩原洋一,区議会議員,はぎわら洋一を励ます会,板橋区小茂根３－１３－１４,35.749893,139.678718,座標系（JGD2011）
橋本昭,町長,秋川流域緑の党,西多摩郡日の出町平井３０２４,35.747687,139.259087,座標系（JGD2011）
橋本一葉,市議会議員,はしもと一葉と譲り葉の会,国立市中１－１９－１０,35.696209,139.441351,座標系（JGD2011）
橋本恵子,区議会議員,橋本けいことワイワイ練馬,練馬区練馬１－１５－１,35.738429,139.652689,座標系（JGD2011）
橋本敏政,市議会議員,橋本としまさ後援会,多摩市馬引沢２－１３－１０,35.629397,139.455518,座標系（JGD2011）
橋本弘山,市議会議員,橋本弘山後援会,羽村市羽西２－１０－２３,35.765350,139.298873,座標系（JGD2011）
橋本祐幸,区議会議員,橋本祐幸後援会,板橋区板橋２－４１－９,35.749093,139.714661,座標系（JGD2011）
長谷川隆夫,区議会議員,長谷川隆夫後援会,練馬区旭町１－２２－８,35.764367,139.619968,座標系（JGD2011）
長谷川崇,村議会議員,長谷川たかし後援会,三宅村伊ケ谷４３０,34.100483,139.492965,座標系（JGD2011）
馳平耕三,市議会議員,Σシグマの会,羽村市五ノ神２－１－９,35.760766,139.319598,座標系（JGD2011）
長谷部健,区長,ハセベケンの会,渋谷区神宮前６－３５－３,35.669188,139.703243,座標系（JGD2011）
幡垣正生,市議会議員,はたがき正生後援会,福生市本町１２８,35.740864,139.327578,座標系（JGD2011）
服部敏夫,区議会議員,はっとりとしお会,荒川区荒川５－２６－６,35.738262,139.774613,座標系（JGD2011）
服部征夫,区長,服部ゆくお後援会,台東区谷中３－７－１３,35.726369,139.764774,座標系（JGD2011）
花川与惣太,区長,花川与惣太後援会,北区王子１－２３－１４,35.755099,139.739816,座標系（JGD2011）
花見隆,区議会議員,花見たかし後援会,北区志茂３－２１－９,35.778571,139.732638,座標系（JGD2011）
羽田圭二,区議会議員,羽田圭二をはげます会,世田谷区野毛３－６－２２,35.606954,139.639085,座標系（JGD2011）
羽田福代,区議会議員,はねだ福代励ます会,墨田区墨田５－２９－２,35.739507,139.819158,座標系（JGD2011）
馬場賢司,市議会議員,馬場けんじ励ます会,日野市日野本町２－１５－７,35.677504,139.399674,座標系（JGD2011）
馬場保孝,市議会議員,馬場ヤスタカ後援会,多摩市一ノ宮４－１－１４,35.650548,139.441969,座標系（JGD2011）
浜浦雪代,市議会議員,はまうら雪代後援会,武蔵村山市大南２－１４５－６,35.738256,139.404998,座標系（JGD2011）
浜田圭子,市議会議員,浜田けい子友の会,武蔵野市境３－２７－４,35.706509,139.549758,座標系（JGD2011）
浜中啓一,市長,浜中啓一後援会,青梅市柚木町２－４９０－７,35.801616,139.211006,座標系（JGD2011）
濱中俊男,市議会議員,浜中としお後援会,羽村市羽加美３－１０－２２,35.763928,139.302266,座標系（JGD2011）
浜中由造,村議会議員,浜中よしぞう友の会,西多摩郡檜原村３２３５,35.726822,139.148860,座標系（JGD2011）
濱野健,区長,健友政経研究会,品川区中延４－１６－１７,35.604475,139.709181,座標系（JGD2011）
浜本馨,区議会議員,浜本かおる後援会,千代田区九段南４－８－３０,35.691433,139.738194,座標系（JGD2011）
早川太郎,区議会議員,早川たろう後援会,台東区日本堤１－２３－４,35.726672,139.800165,座標系（JGD2011）
林明裕,市議会議員,林明裕をささえる会,調布市布田４－３－４,35.650899,139.544918,座標系（JGD2011）
林恒雄,区議会議員,林つねお後援会,墨田区江東橋１－８－７,35.694332,139.809212,座標系（JGD2011）
林倫子,市議会議員,林とも子と生き活きねっと,小金井市前原町３－４０－１,35.697685,139.505982,座標系（JGD2011）
林田和雄,区議会議員,林田和雄後援会,港区赤坂９－５－２６,35.668023,139.728667,座標系（JGD2011）
原隆夫,町議会議員,原たかお励ます会,西多摩郡瑞穂町箱根ケ崎１５２－１,35.772706,139.348282,座標系（JGD2011）
原田孝之,区議会議員,原田孝之さんと将来を考える会,文京区根津２－２０－５,35.718975,139.764510,座標系（JGD2011）
原田剛,市議会議員,原田たけし後援会,福生市大字福生１１５９－２０,35.741449,139.321823,座標系（JGD2011）
原田賢一,区議会議員,原田けんいち後援会,中央区月島４－３－１７,35.661303,139.782940,座標系（JGD2011）
治田学,区議会議員,はるた学を応援する会,渋谷区笹塚３－５４－６,35.678875,139.667294,座標系（JGD2011）
春山勝,区議会議員,春山まさるとともに住みよい文京区をつくる会,文京区大塚６－３２－９,35.724850,139.723981,座標系（JGD2011）
半田伸明,市議会議員,半田伸明を応援する会,三鷹市野崎４－９－１１,35.679620,139.539397,座標系（JGD2011）
日景省吾,区議会議員,誠心塾,北区赤羽１－４９－１,35.782606,139.721853,座標系（JGD2011）
東亨,町議会議員,東亨後援会,西多摩郡日の出町平井４００６,35.744161,139.277806,座標系（JGD2011）
東真理子,市議会議員,東まり子を応援する会,武蔵野市境２－６－２７,35.706241,139.539341,座標系（JGD2011）
東口正美,市議会議員,東口まさみ友の会,東大和市湖畔１－１０４７－２１,35.758514,139.430317,座標系（JGD2011）
樋口和正,区議会議員,ひぐち和正後援会,中野区弥生町４－５－７,35.688745,139.673014,座標系（JGD2011）
樋口敏郎,区議会議員,山平会,墨田区八広３－６－３,35.720701,139.825936,座標系（JGD2011）
久永薫,区議会議員,ひさなが薫後援会,渋谷区本町５－４２－１２,35.683206,139.675682,座標系（JGD2011）
一柳直宏,区議会議員,一柳なおひろ後援会（ひとつ会）,渋谷区代々木５－３４－２２,35.673190,139.688880,座標系（JGD2011）
日向美砂子,市議会議員,ききみみふくろうの会,小平市学園西町２－１５－２,35.723115,139.478719,座標系（JGD2011）
日野克彰,区長,日野かつあき後援会,豊島区長崎４－１３－９,35.730020,139.685158,座標系（JGD2011）
日野崇,区議会議員,日野たかしを励ます会,中野区南台２－３２－３,35.683677,139.670740,座標系（JGD2011）
樋山真一,区議会議員,ひやま真一後援会,新宿区高田馬場３－２３－１,35.712262,139.698552,座標系（JGD2011）
檜山隆,区議会議員,ひやま隆と挑戦する会,中野区江原町３－３４－８,35.732565,139.671701,座標系（JGD2011）
平塚敬二,区議会議員,平塚けいじ後援会,世田谷区梅丘３－４－１２,35.649779,139.656859,座標系（JGD2011）
平野弘美,市議会議員,そらまめの会,小平市学園西町２－１５－２,35.723115,139.478719,座標系（JGD2011）
平野正浩,区議会議員,平野正浩後援会,練馬区西大泉５－４－８,35.760765,139.571816,座標系（JGD2011）
平野充,市議会議員,平野みつる友の会,調布市小島町３－７９－１,35.647177,139.540880,座標系（JGD2011）
平間忍,区議会議員,平間しのぶ後援会,新宿区百人町２－５－１,35.703059,139.700272,座標系（JGD2011）
平山準也,市議会議員,多摩市民のための政策を実現する会,多摩市永山２－２４－１,35.626911,139.443237,座標系（JGD2011）
平山英明,区議会議員,平山英明区政研究会,中野区鷺宮２－１６－６,35.725478,139.649074,座標系（JGD2011）
広川恵美子,区議会議員,広川えみこ後援会,大田区矢口１－２１－１４,35.566684,139.691396,座標系（JGD2011）
広瀬美知子,市議会議員,広瀬みち子友の会,調布市富士見町２－１６－２３,35.659346,139.540919,座標系（JGD2011）
広吉敦子,区議会議員,広吉敦子とおひさま会議,目黒区碑文谷６－１－１９,35.626981,139.684500,座標系（JGD2011）
深江一之,区議会議員,深江かずゆきとさんあいの会,江戸川区本一色１－２８－７,35.715517,139.869494,座標系（JGD2011）
深沢達也,市議会議員,深沢達也とあゆむ会,武蔵野市吉祥寺東町２－３９－６,35.709481,139.586890,座標系（JGD2011）
深田貴美子,市議会議員,深田貴美子といっぽいっぽの会,武蔵野市吉祥寺本町１－２１－２,35.705353,139.582448,座標系（JGD2011）
深谷光得,区議会議員,深谷光得後援会,世田谷区松原６－１－１０,35.656662,139.653228,座標系（JGD2011）
吹春保隆,市議会議員,吹春やすたか後援会,小金井市貫井北町１－１４－６,35.702696,139.495646,座標系（JGD2011）
福田光一,区議会議員,福田光一はげます会,北区王子３－９－１２,35.760163,139.736383,座標系（JGD2011）
福田妙美,区議会議員,福田たえみ後援会,世田谷区玉川３－２１－３,35.615837,139.624964,座標系（JGD2011）
福田隆久,市議会議員,福田隆久後援会,武蔵野市西久保２－２５－２,35.709378,139.556414,座標系（JGD2011）
福田千夏,市議会議員,福田ちか後援会,府中市是政３－１６－４,35.658701,139.488169,座標系（JGD2011）
福馬恵美子,区議会議員,福馬えみ子と生活者政治を実現する会,江東区東砂７－１８－４,35.674808,139.837161,座標系（JGD2011）
藤井真尚,区議会議員,真友会,世田谷区駒沢３－７－９,35.633006,139.654204,座標系（JGD2011）
藤江竜三,市議会議員,藤江竜三後援会,国立市富士見台３－２７－２３,35.688677,139.435451,座標系（JGD2011）
藤澤愛子,区議会議員,ふじさわ愛子後援会,豊島区南長崎２－１６－１０,35.726073,139.690597,座標系（JGD2011）
藤沢志光,区議会議員,新政経研究会,荒川区西尾久６－１４－１６,35.751356,139.760077,座標系（JGD2011）
藤田貴裕,市議会議員,藤田貴裕とともにあゆむ会,国立市北２－３３－１０,35.699625,139.436200,座標系（JGD2011）
藤田美智子,市議会議員,藤田みちこ励ます会,西東京市富士町１－７－６３,35.734421,139.560018,座標系（JGD2011）
藤本欣士,区議会議員,藤本きんじサポーターの会,豊島区高田１－１７－１８,35.713619,139.716586,座標系（JGD2011）
藤原愛子,市議会議員,藤原愛子を市政に送る会,稲城市百村１６４－７,35.637316,139.495470,座標系（JGD2011）
藤原史彦,区議会議員,史友会,文京区白山２－２９－５,35.717811,139.751113,座標系（JGD2011）
藤原正則,区議会議員,藤原正則の会,品川区大井２－１６－８,35.604474,139.728692,座標系（JGD2011）
藤原美佐子,区議会議員,藤原みさこと文京を創る会,文京区千石１－２４－２２,35.726837,139.745065,座標系（JGD2011）
渕上隆,区議会議員,ふちがみ隆後援会,足立区伊興１－６－３７,35.789392,139.784017,座標系（JGD2011）
船越紀雄,区議会議員,船越のりお後援会,足立区平野３－２６－１３,35.785894,139.809565,座標系（JGD2011）
夫馬三知,区議会議員,ふまミチ後援会,豊島区南長崎５－２４－１４,35.729915,139.682047,座標系（JGD2011）
古川斗記男,区議会議員,古川ときお後援会,渋谷区笹塚１－２３－７,35.672973,139.668047,座標系（JGD2011）
古荘耕二,区議会議員,古荘こうじ後援会,目黒区中町１－２７－２９,35.630112,139.696289,座標系（JGD2011）
古田しのぶ,区議会議員,古田しのぶ後援会,北区東十条３－３－１,35.764935,139.729532,座標系（JGD2011）
北城貞治,区議会議員,北城さだはる連合後援会,荒川区荒川３－３７－１,35.734170,139.781121,座標系（JGD2011）
保谷七緒美,市議会議員,保谷なおみ後援会,西東京市中町４－２－１８,35.736559,139.563508,座標系（JGD2011）
保坂三蔵,区長,清流会,台東区池之端２－５－３４,35.716615,139.765490,座標系（JGD2011）
保坂正仁,区議会議員,ほさか正仁を励ます会,荒川区東日暮里４－３３－１０,35.728204,139.779035,座標系（JGD2011）
星野惠子,区議会議員,いきいき中野,中野区野方２－１４－３,35.713355,139.656885,座標系（JGD2011）
星野菜保子,市議会議員,星野なおこと生き活き会議,多摩市乞田１２２７－１,35.633748,139.443558,座標系（JGD2011）
星野博,区議会議員,星野博後援会,江東区東砂３－２７－２,35.679214,139.844030,座標系（JGD2011）
細川正博,区議会議員,細川正博後援会,豊島区南大塚１－５１－１７,35.730260,139.730918,座標系（JGD2011）
細田勇,区議会議員,細田いさむ後援会,江東区北砂１－１９－２３,35.684794,139.824004,座標系（JGD2011）
細野かよ子,区議会議員,細野かよこと共生ネット,中野区野方５－３３－４,35.719752,139.651084,座標系（JGD2011）
細谷祥子,市議会議員,細谷祥子後援会,東久留米市八幡町２－１４－３１,35.757096,139.514767,座標系（JGD2011）
堀田弥生,区議会議員,堀田やよい励ます会,中央区日本橋浜町３－２３－８,35.686005,139.789567,座標系（JGD2011）
堀雄一朗,市議会議員,堀ゆういちろう後援会,福生市熊川８０４－２３,35.727558,139.338202,座標系（JGD2011）
堀吉彰,区議会議員,堀よしあき後援会,墨田区吾妻橋１－２３－３０,35.709539,139.800803,座標系（JGD2011）
堀内正嗣,市議会議員,堀内まさし後援会,武蔵野市吉祥寺本町１－２６－４,35.704701,139.582508,座標系（JGD2011）
堀江創一,区議会議員,堀江創一後援会,江戸川区西小岩２－１７－１,35.734249,139.875683,座標系（JGD2011）
堀江武史,市議会議員,堀江たけし後援会,あきる野市渕上２３５－１,35.724449,139.274964,座標系（JGD2011）
堀川幸志,区議会議員,堀川こうじ後援会,江東区東陽３－７－１１,35.669521,139.809704,座標系（JGD2011）
本間利江,市議会議員,本間としえ励ます会,多摩市和田１６－１,35.644522,139.436862,座標系（JGD2011）
本目さよ,区議会議員,本目さよと笑顔をつくる会,台東区上野桜木２－１－９,35.723250,139.774746,座標系（JGD2011）
前川燿男,区長,前川あきお後援会,練馬区光が丘３－３－３,35.755178,139.627611,座標系（JGD2011）
前川浩子,市議会議員,前川浩子と街づくりを進める会,府中市若松町４－４－１２,35.676457,139.497601,座標系（JGD2011）
前田和茂,区議会議員,前田和茂を支援する会,渋谷区東２－１４－２７,35.652936,139.709692,座標系（JGD2011）
前田節子,市議会議員,前田せつ子とみつばちの輪,国立市中１－１９－１０,35.696209,139.441351,座標系（JGD2011）
前田幸生,区議会議員,前田ゆきお後援会,北区滝野川５－１９－１,35.747207,139.726257,座標系（JGD2011）
前田佳子,市議会議員,前田よし子とはつらつ会議,八王子市本町３－４,35.661363,139.333890,座標系（JGD2011）
前野和男,区議会議員,まえの和男後援会,足立区東綾瀬１－１２－５,35.763583,139.835047,座標系（JGD2011）
牧野憲賢,区議会議員,牧野のりかた後援会,渋谷区幡ケ谷２－６－１２,35.678060,139.677774,座標系（JGD2011）
正木清,市議会議員,首都圏政策研究会,狛江市岩戸北４－１０－１１,35.634349,139.588466,座標系（JGD2011）
増田匠,市議会議員,増田たくみ後援会,多摩市乞田７０７,35.631578,139.437536,座標系（JGD2011）
増田仁,市議会議員,市議増田仁市政・議会説明ネット,三鷹市下連雀４－２１－１４,35.697195,139.559966,座標系（JGD2011）
増田裕一,区議会議員,増田裕一後援会,杉並区成田東２－１４－１１,35.689989,139.634017,座標系（JGD2011）
町田成司,市議会議員,町田成司後援会,福生市牛浜３４,35.733557,139.328976,座標系（JGD2011）
町田高,区議会議員,町田たかし後援会,荒川区南千住２－７－２,35.730590,139.794467,座標系（JGD2011）
松浦芳子,区議会議員,松浦芳子後援会,杉並区高円寺南１－３２－６,35.701090,139.658054,座標系（JGD2011）
松尾伸子,区議会議員,松尾のぶ子後援会,台東区下谷２－２４－１１,35.722452,139.785542,座標系（JGD2011）
松岡繁幸,区議会議員,松岡しげゆきを励ます会,板橋区板橋４－４６－６,35.752309,139.721646,座標系（JGD2011）
松沢利行,区議会議員,松沢利行後援会,品川区豊町１－４－１７,35.614415,139.722083,座標系（JGD2011）
松島道昌,区議会議員,松島みちまさ後援会,板橋区志村２－１６－３３,35.776454,139.686121,座標系（JGD2011）
松田大輔,市議会議員,松田だいすけ後援会,多摩市愛宕４－９－７,35.628889,139.429097,座標系（JGD2011）
松田哲也,区議会議員,松田哲也後援会,目黒区柿の木坂２－１３－１８,35.625421,139.675942,座標系（JGD2011）
松田智子,区議会議員,松田ともこ後援会,荒川区東尾久２－２０－３,35.743768,139.772176,座標系（JGD2011）
松永吉洋,区議会議員,松永よしひろ後援会,品川区南大井４－７－１２,35.596570,139.736056,座標系（JGD2011）
松葉祐巳,市議会議員,松葉ひろみ後援会,町田市玉川学園７－２３－４３,35.560406,139.468350,座標系（JGD2011）
松原忠義,区長,松原忠義後援会,大田区池上３－３０－１０,35.574314,139.703351,座標系（JGD2011）
松丸誠,区議会議員,松丸誠後援会,足立区弘道２－１２－２８,35.766700,139.815544,座標系（JGD2011）
松丸昌史,区議会議員,松丸まさし後援会,文京区目白台２－１－７,35.715911,139.722520,座標系（JGD2011）
松村祐樹,市議会議員,松村ゆうき後援会,府中市本宿町２－２０－２７,35.672906,139.459554,座標系（JGD2011）
松村良一,区議会議員,松村良一後援会,練馬区東大泉６－３４－２９,35.748580,139.584543,座標系（JGD2011）
松本清治,市議会議員,松本清治を応援する会,武蔵野市中町３－６－１７,35.710329,139.564232,座標系（JGD2011）
松本洋之,区議会議員,松本洋之後援会,大田区西蒲田７－４８－１,35.562483,139.713313,座標系（JGD2011）
松山克幸,区議会議員,松山かつゆき後援会,渋谷区本町１－２４－３,35.679287,139.679282,座標系（JGD2011）
馬橋靖世,区議会議員,馬橋やすとき後援会,大田区東雪谷２－３４－５,35.597454,139.688175,座標系（JGD2011）
間宮美季,市議会議員,さわやか市民自治みきの会,東久留米市本町３－１２－２,35.759624,139.531292,座標系（JGD2011）
丸田絵美,市議会議員,丸田絵美ひだまりの会,調布市菊野台２－４２－１４,35.651199,139.566762,座標系（JGD2011）
丸山高司,区議会議員,丸山たかし後援会,渋谷区本町２－７－１２,35.683828,139.683209,座標系（JGD2011）
丸山孝典,区議会議員,丸山孝典後援会,港区芝浦４－２１－１,35.640637,139.751106,座標系（JGD2011）
丸山哲平,市議会議員,丸山哲平後援会,国分寺市日吉町２－２０－９,35.701575,139.452215,座標系（JGD2011）
萬田章,市議会議員,まんたあきら後援会,立川市砂川町７－４９－８,35.732451,139.402878,座標系（JGD2011）
三浦礼,区議会議員,上川あやとあしたを紡ぐ会,世田谷区宮坂２－２６－２４,35.653705,139.645379,座標系（JGD2011）
三浦猛,市議会議員,三浦たけしを励ます会,東久留米市東本町５－１３,35.762526,139.533481,座標系（JGD2011）
三雲崇正,区議会議員,三雲崇正を育てる会,新宿区西早稲田２－１７－１９,35.709383,139.711324,座標系（JGD2011）
三澤秀子,区議会議員,三沢ひで子後援会,新宿区富久町３６－１０,35.694840,139.713137,座標系（JGD2011）
水野淳,市議会議員,水野じゅん後援会,八王子市裏高尾町３９６－７,35.640835,139.265739,座標系（JGD2011）
水野佳子,町議会議員,水野よし子後援会,八丈町大賀郷１１６６,33.101684,139.784021,座標系（JGD2011）
水野義裕,市議会議員,水野よしひろ後援会,羽村市川崎３－６－２４,35.751676,139.315840,座標系（JGD2011）
水摩雪絵,区議会議員,みずま雪絵と歩む会,葛飾区お花茶屋３－１０－２３,35.754909,139.842481,座標系（JGD2011）
溝口晃一,区議会議員,みぞぐち晃一後援会,大田区田園調布１－４５－１５,35.591877,139.672639,座標系（JGD2011）
三田俊司,市議会議員,三田しゅんじ後援会,昭島市福島町１－１９－１２,35.696563,139.381192,座標系（JGD2011）
光永勉,区議会議員,みつなが勉後援会,練馬区春日町１－３８－９,35.752758,139.644482,座標系（JGD2011）
南勝彦,区議会議員,南かつひこの会,中野区丸山１－２８－２０,35.726152,139.654905,座標系（JGD2011）
美濃部弥生,市議会議員,美濃部弥生後援会,八王子市別所２－４９－２,35.612135,139.395039,座標系（JGD2011）
三原智子,市議会議員,三原智子とあおぞら会議,福生市武蔵野台２－２４－１９,35.749012,139.328510,座標系（JGD2011）
宮川豊史,市議会議員,久留米ハートネット,東久留米市学園町１－１１－２２,35.753073,139.540440,座標系（JGD2011）
宮城啓太,区議会議員,宮城けいた後援会,品川区東品川３－１４－３４,35.614334,139.745274,座標系（JGD2011）
三宅眞,市議会議員,三宅まこと後援会,狛江市東和泉１－２０－３,35.631578,139.577585,座標系（JGD2011）
宮崎太朗,市長,宮崎太朗後援会,青梅市東青梅４－８－１,35.786167,139.278041,座標系（JGD2011）
宮崎晴雄,区議会議員,宮崎はるお後援会,練馬区谷原３－２５－１２,35.755717,139.618748,座標系（JGD2011）
宮崎文雄,区議会議員,宮崎文雄後援会,文京区関口１－２３－６,35.710308,139.730323,座標系（JGD2011）
宮下誠,市議会議員,宮下まこと励ます会,小金井市貫井南町４－１８－３,35.697071,139.496289,座標系（JGD2011）
宮島修,区議会議員,宮島おさむ後援会,北区滝野川４－３０－５,35.751623,139.722802,座標系（JGD2011）
宮野亨,町議会議員,みやのとおる励ます会,西多摩郡奥多摩町大丹波１６９－２,35.827540,139.163769,座標系（JGD2011）
宮原義彦,区議会議員,宮原よしひこ後援会,練馬区豊玉中３－２８－１５,35.730759,139.653006,座標系（JGD2011）
宮原理恵,市議会議員,宮原りえと優しいまちづくりの会,清瀬市松山２－４－２０,35.770813,139.516223,座標系（JGD2011）
宮本和実,市議会議員,宮本かずみ後援会,調布市調布ケ丘３－４－１,35.658025,139.547400,座標系（JGD2011）
向井佳穂理,市議会議員,向井かおりと生き活き会議,多摩市乞田１２２７－１,35.633748,139.443558,座標系（JGD2011）
向江壽美惠,区議会議員,向江すみえ後援会,葛飾区細田４－１２－１０,35.745418,139.869236,座標系（JGD2011）
武藤正浩,区議会議員,武藤まさひろを励ます会,目黒区八雲４－５－２０,35.623052,139.672694,座標系（JGD2011）
村上宇一,区議会議員,村上宇一君を支援する会,豊島区池袋本町２－１５－１４,35.740908,139.712046,座標系（JGD2011）
村上悦栄,区議会議員,村上悦栄新風会,練馬区北町２－３０－１９,35.768309,139.659190,座標系（JGD2011）
村上典子,区議会議員,村上のり子と元気な市民の会,豊島区千早１－１５－１７,35.730623,139.697833,座標系（JGD2011）
村上洋子,市議会議員,村上洋子とまちづくりの会,稲城市百村１６０８－３,35.636181,139.499113,座標系（JGD2011）
村木茂,市議会議員,村木茂後援会,府中市寿町１－６－３,35.674071,139.478866,座標系（JGD2011）
村木英幸,市議会議員,村木英幸後援会,あきる野市菅生１４５６,35.754331,139.285826,座標系（JGD2011）
村崎啓二,市議会議員,むらさき啓二後援会,府中市幸町２－４３－９,35.680520,139.485030,座標系（JGD2011）
村松勝康,区議会議員,地域の力,葛飾区堀切８－１１－１,35.756964,139.833838,座標系（JGD2011）
村松徹,市議会議員,村松とおる後援会,八王子市みなみ野５－１９－２,35.627280,139.319117,座標系（JGD2011）
村山秀貴,市議会議員,村山ひでき後援会,小金井市本町６－１３－１７,35.699358,139.506434,座標系（JGD2011）
茂木弘,区議会議員,茂木弘後援会,荒川区東日暮里２－４７－５,35.729182,139.783690,座標系（JGD2011）
元木勇,市議会議員,元木勇友の会,調布市若葉町２－２２－１０,35.655905,139.589860,座標系（JGD2011）
本西光枝,区議会議員,本西みつえと豊かな未来をつくる会,江戸川区東小松川３－３５－１３,35.693103,139.867496,座標系（JGD2011）
本橋巧,市議会議員,本橋たくみ後援会,国分寺市戸倉２－２７－３,35.704905,139.454445,座標系（JGD2011）
本橋宏隆,区議会議員,弘翔会,豊島区高松３－１１－２０,35.742040,139.697534,座標系（JGD2011）
百瀬和浩,市議会議員,百瀬和浩と小金井市民の声,小金井市東町４－２３－１,35.697300,139.526489,座標系（JGD2011）
森英治,市議会議員,森えいじ後援会,八王子市散田町４－３６－６,35.650413,139.309953,座標系（JGD2011）
森信一,市議会議員,森信一後援会,西東京市芝久保町５－６－４９,35.733457,139.526719,座標系（JGD2011）
森泰生,区議会議員,森たいせい後援会,世田谷区上馬１－６－５,35.636577,139.667202,座標系（JGD2011）
森輝雄,市議会議員,森てるおと市民の目,西東京市中町２－８－１１,35.742270,139.561080,座標系（JGD2011）
森学,区議会議員,森学と共に歩む会,世田谷区東玉川１－８－７,35.595192,139.678640,座標系（JGD2011）
森亘,町議会議員,森わたる市民ネットワーク,西多摩郡瑞穂町石畑１７９４,35.768267,139.355801,座標系（JGD2011）
森本誠也,市議会議員,森本せいや後援会,町田市大蔵町４２１－４,35.587293,139.464762,座標系（JGD2011）
森本達夫,区議会議員,森本たつお励ます会,荒川区町屋３－１６－１５,35.748448,139.781314,座標系（JGD2011）
森谷歩美,区議会議員,歩み会,中央区日本橋浜町３－３－１,35.684782,139.788022,座標系（JGD2011）
守屋誠,区議会議員,誠友会,荒川区西日暮里１－２２－５,35.734783,139.776131,座標系（JGD2011）
