NO.,政治団体の名称,事務所の所在地,座標L(経度),座標B(緯度),座標系,代表者,会計責任者,設立届出日,国会議員関係1,国会議員関係2,資金管理
192,池田たけし後援会,港区赤坂６－７－１４,139.737513,35.669139,座標系（JGD2011）,池田武,石井隆祐,H26.10.22,,,有
193,池田だいすけを育てる会,新宿区北新宿４－２３－２,139.691783,35.708051,座標系（JGD2011）,池田大介,西野敏夫,H23.2.22,,,
194,池田とものり後援会,千代田区二番町１１－１,139.738515,35.686210,座標系（JGD2011）,池田友規,池田美穂,H27.1.20,,,
195,池田望後援会,小笠原村父島字清瀬,142.197204,27.099818,座標系（JGD2011）,福本信孝,小田川辰夫,H13.6.29,,,
196,池田ひさよし後援会,葛飾区小菅２－６－２３,139.822545,35.750618,座標系（JGD2011）,池田久義,五十嵐徳子,H9.5.8,,,有
197,池田ひろ一後援会,北区赤羽３－２２－６,139.719403,35.784702,座標系（JGD2011）,岩井孝雄,木村正喜,H2.9.6,,,
198,池田ゆういち後援会,豊島区巣鴨４－１４－１７,139.731666,35.737818,座標系（JGD2011）,西村卓,小林哲,H26.7.17,,,
199,池田ゆうやを育てる会,三鷹市井口１－１１－１４,139.549142,35.689554,座標系（JGD2011）,池田有也,池田未知,H31.1.4,,,
200,池田ゆきお後援会,江戸川区春江町２－３９－１８,139.891982,35.698871,座標系（JGD2011）,池田幸生,宮西宏幸,H30.12.12,,,有
201,池田陽一「ともの会」,練馬区南田中４－２６－１４,139.609542,35.735361,座標系（JGD2011）,池田陽一,久保寺裕,H18.8.8,,,有
202,いげた栄一後援会,新宿区南元町４－１７,139.724196,35.681292,座標系（JGD2011）,井下田栄一,井下田里佳,H22.10.15,,,有
203,イコールの会,中野区新井１－２－２,139.669714,35.710451,座標系（JGD2011）,武藤有子,海老沢恵子,H18.8.28,,,
204,伊佐治剛後援会,大田区南六郷２－７－１９,139.719833,35.547653,座標系（JGD2011）,伊佐治剛,高橋つや子,R1.11.25,,,有
205,井沢邦夫後援会,国分寺市東恋ケ窪４－２０－１,139.471325,35.710934,座標系（JGD2011）,込山雄茂,宮寺正宜,H28.6.16,,,
206,井沢邦夫と「わくわくする市政」をめざす会,国分寺市東恋ケ窪４－２０－１,139.471325,35.710934,座標系（JGD2011）,井沢邦夫,米村博夫,H16.11.24,,,有
207,伊沢けい子後援会,三鷹市下連雀３－９－１２,139.563494,35.698341,座標系（JGD2011）,伊沢桂子,伊沢桂子,H13.5.23,,,有
208,石井いさお後援会,狛江市元和泉１－１６－３,139.573339,35.632047,座標系（JGD2011）,石井功,石井義兼,H19.1.22,,,有
209,石井くにのり後援会,町田市能ケ谷４－９－９,139.482974,35.587095,座標系（JGD2011）,夏梅邦典,石井香代子,H25.10.3,,,有
210,石井伸之と２１世紀の国立を考える会,国立市青柳２９５－１,139.420786,35.682107,座標系（JGD2011）,石井実,石井タイ子,H14.8.26,,,
211,いしい尚郎励ます会,羽村市小作台３－１８－１,139.300282,35.776434,座標系（JGD2011）,石居尚郎,鈴木光太郎,H14.9.18,,,有
212,石井宏和後援会,八王子市北野町５９０－３,139.354745,35.652892,座標系（JGD2011）,藤江武司,石川好子,H26.7.7,,,
213,石井めぐみ後援会,国立市富士見台２－３７－４,139.444907,35.686822,座標系（JGD2011）,石井葉子,石井葉子,H26.12.9,,,有
214,石井良司後援会,三鷹市牟礼５－８－３２,139.578038,35.683273,座標系（JGD2011）,高橋甲子夫,石井秀子,H2.11.27,,,
215,石川明男後援会,府中市宮町１－２２－１,139.481208,35.670954,座標系（JGD2011）,大室容一,松野英夫,H22.10.27,,,
216,石川かずひろ友の会,狛江市中和泉１－２７－６,139.572811,35.633186,座標系（JGD2011）,石川和広,小町富三夫,H18.11.17,,,有
217,石川邦夫後援会,江東区大島２－６－３,139.821231,35.692258,座標系（JGD2011）,石川邦夫,大和道彦,H19.1.26,,,有
218,石川さえだ後援会,北区赤羽西１－４１－５,139.718732,35.779225,座標系（JGD2011）,石川小枝,石川清,H31.3.5,,,
219,石川ナオミ後援会,世田谷区南烏山６－２５－１１,139.597467,35.670827,座標系（JGD2011）,石川光太郎,石川光太郎,H26.11.21,,,
220,石川秀樹後援会,清瀬市中里６－９５,139.526888,35.791398,座標系（JGD2011）,石川秀樹,石川秀樹,H6.11.16,,,
221,石川やすし後援会,八王子市小宮町１０４０－７,139.372021,35.686324,座標系（JGD2011）,岩田充生,石川榮次,H27.2.10,,,
222,石川好忠後援会,町田市木曽西４－３－１,139.421817,35.564753,座標系（JGD2011）,浅沼重臣,飯田健雄,H25.10.25,,,
223,石川よしひろ浅歯後援会,台東区寿１－２－３,139.789714,35.706410,座標系（JGD2011）,渡邊眞宏,松木英作,H22.11.24,,,
224,石川よしろう後援会,福生市南田園３－６２－５,139.330422,35.729237,座標系（JGD2011）,石川義郎,石内章弘,H31.1.9,,,有
225,石黒てるひさ励ます会,武蔵村山市大南５－７２－５,139.410846,35.741050,座標系（JGD2011）,石黒照久,星野英,H26.10.28,,,有
226,石毛かずあき後援会,足立区江北４－２９－１９,139.769571,35.774240,座標系（JGD2011）,石毛一昭,佐々木博成,H30.7.17,,,有
227,石毛しげる友の会,西東京市保谷町４－６－２１,139.548596,35.729506,座標系（JGD2011）,石毛泰道,前田清登,S57.5.14,,,有
228,石阪会,町田市鶴川２－１４－１２,139.468476,35.590116,座標系（JGD2011）,石阪丈一,金沢利夫,H17.10.17,,,有
229,石阪丈一後援会,町田市鶴川２－１４－１２,139.468476,35.590116,座標系（JGD2011）,小原芳明,金沢利夫,H17.9.22,,,
230,石坂わたると多様性のある中野をつくる会,中野区南台２－５１－７,139.669432,35.685001,座標系（JGD2011）,石坂龍史,石坂龍史,H23.4.7,,,有
231,石島ひでき後援会,中央区日本橋人形町１－１１－９,139.783381,35.684153,座標系（JGD2011）,石島秀起,石島洋子,H3.2.1,,,有
232,いしだ圭一郎を励ます会,板橋区仲町２６－４,139.697212,35.752605,座標系（JGD2011）,石田圭一郎,石田恵美子,H22.10.5,,,有
233,石田しんご後援会,品川区上大崎３－１１－７,139.717755,35.630284,座標系（JGD2011）,石田慎吾,石田周良,H18.8.29,,,有
234,石田秀男後援会,品川区北品川１－３０－４,139.742081,35.620527,座標系（JGD2011）,石田秀男,石田京子,H10.11.20,,,
235,石田芳英後援会,西多摩郡奥多摩町氷川１４１３,139.095666,35.806733,座標系（JGD2011）,栃元誠,青木修,H23.8.29,,,
236,いしづか幸右衛門後援会,西多摩郡瑞穂町殿ケ谷８８１,139.360853,35.766529,座標系（JGD2011）,青木昭一,中野好三,H9.2.27,,,
237,石塚壮一後援会,杉並区宮前３－２２－９,139.610727,35.695157,座標系（JGD2011）,石塚壮一,石塚壮一,H19.2.21,,,
238,石塚陽一後援会,国立市東３－３０－４,139.456834,35.692889,座標系（JGD2011）,石塚陽一,石塚美子,H15.2.12,,,
239,石浜かなえ後援会みのりの会,中野区弥生町５－２３－７,139.665270,35.689283,座標系（JGD2011）,石濱加奈恵,石濱加奈恵,H19.4.6,,,
240,石原のぶてるを囲む公認会計士の会,杉並区荻窪５－２５－６,139.619666,35.703772,座標系（JGD2011）,丹羽宏己,七松優,H24.4.25,,,
241,石原ひさし後援会,三鷹市下連雀６－６－６,139.567911,35.690686,座標系（JGD2011）,石原恒,石原恒,H22.10.22,,,
242,石原ひろたかの会,品川区大井１－２２－５,139.732676,35.606592,座標系（JGD2011）,石原宏高,清水健一,H15.9.26,1・2,衆,有
243,石橋なおき政策研究会,荒川区町屋７－１９－５,139.789097,35.748930,座標系（JGD2011）,石橋尚樹,石橋かおる,H26.9.2,,,有
244,いしばし光明励ます会,東村山市栄町２－３８－１３,139.470115,35.749526,座標系（JGD2011）,石橋光明,平野和正,H19.3.1,,,有
245,石森孝志後援会,八王子市尾崎町４５,139.344714,35.680426,座標系（JGD2011）,石森孝志,石森純子,H6.7.29,,,有
246,石渡ゆきこ後援会,港区南青山７－１－５,139.713545,35.658547,座標系（JGD2011）,石渡幸子,渡辺専太郎,H30.9.7,,,有
247,石渡ゆきこと港区政を考える会,港区南青山７－１－５,139.713545,35.658547,座標系（JGD2011）,石渡幸子,渡辺専太郎,H30.9.7,,,
248,維新政党・新風東京都本部,八王子市片倉町１０７７－１５,139.344372,35.631051,座標系（JGD2011）,三浦小太郎,多胡義昭,R1.5.7,,,
249,いずみ武彦後援会,葛飾区青戸５－３０－４,139.855516,35.748544,座標系（JGD2011）,土田英夫,原匡利,H24.11.5,,,
250,和泉なおみ後援会,葛飾区立石３－２７－１９,139.845263,35.740060,座標系（JGD2011）,菅野勝祐,小笠原光雄,H22.7.22,,,
251,泉谷つよし後援会,豊島区千早２－２９－８,139.691347,35.734540,座標系（JGD2011）,泉谷剛,泉谷貴子,H17.3.31,,,有
252,磯一昭後援会,豊島区雑司が谷２－１１－２,139.716485,35.718443,座標系（JGD2011）,金森藤孝,磯由美子,H18.2.23,,,
253,いそだ久美子後援会,世田谷区成城４－２３－１３,139.591542,35.639289,座標系（JGD2011）,磯田久美子,磯田太郎,H22.8.25,,,有
254,いその弘三共感力と共汗力の会,目黒区上目黒３－２１－２８,139.693821,35.644940,座標系（JGD2011）,高木雅,磯野明子,H31.1.28,,,
255,いその弘三を育てる会,目黒区上目黒３－２１－２８,139.693821,35.644940,座標系（JGD2011）,高木雅,磯野明子,H31.1.28,,,
256,いそのしげお後援会,江東区亀戸４－１２－３,139.829276,35.701156,座標系（JGD2011）,磯野繁夫,小池豊,H19.1.15,,,有
257,いその忠後援会,中央区築地４－１２－２,139.771146,35.665668,座標系（JGD2011）,礒野忠,荒井重雄,H14.10.9,,,
258,いそむらあきこ後援会,稲城市百村２１１９－１７,139.490716,35.635234,座標系（JGD2011）,磯村亜希子,磯村祐介,H30.11.29,,,
259,磯山亮後援会,小平市花小金井南町１－１８－３９,139.512514,35.724555,座標系（JGD2011）,磯山亮,磯山こずえ,H21.3.23,,,有
260,いたいひとし後援会,世田谷区玉堤１－１６－２８,139.653539,35.598011,座標系（JGD2011）,板井斎,板井典子,H15.1.8,,,有
261,いたいひとし励ます会,世田谷区玉堤１－１６－２８,139.653539,35.598011,座標系（JGD2011）,板井斎,稲葉弘,H26.11.12,,,
262,板倉真也後援会,小金井市貫井南町４－２０－３１,139.493862,35.696988,座標系（JGD2011）,望月節子,寺口由紀子,H4.8.28,,,
263,いたくら美千代後援会,文京区関口１－４７－１２,139.731044,35.709816,座標系（JGD2011）,板倉里治,板倉里治,H3.3.12,,,
264,板津道也後援会,江東区扇橋１－４－２,139.811549,35.682496,座標系（JGD2011）,板津道也,板津康夫,H15.2.24,,,有
265,板橋・生活者ネットワーク,板橋区常盤台４－６－１２,139.681582,35.764393,座標系（JGD2011）,横山れい子,石塚芳恵,R1.5.15,,,
266,板橋改革フォーラム２１,板橋区赤塚新町２－２－１０,139.641663,35.771439,座標系（JGD2011）,長瀬達也,長瀬朋子,H18.3.1,,,有
267,板橋区日本共産党後援会,板橋区大山東町２４－１７,139.705920,35.749123,座標系（JGD2011）,倉谷順一,伊藤籾,S63.2.29,,,
268,板橋区の福祉改革を進める会,台東区松が谷１－１－６,139.787723,35.710869,座標系（JGD2011）,八田晋呉,八田晋呉,H30.12.25,,,
269,板橋しげる後援会,多摩市貝取１－１４－６,139.442242,35.630100,座標系（JGD2011）,間定夫,斉藤きくゑ,H7.3.6,,,
270,板橋政策研究会,板橋区前野町２－１０－１０,139.689954,35.763987,座標系（JGD2011）,茂野善之,田中俊介,H28.3.23,,,
271,板橋税理士政治連盟,板橋区大山東町４０－６,139.706460,35.750691,座標系（JGD2011）,川田茂,柱山歩,S51.7.9,,,
272,「いたばし力」ナンバーワンを実現する会,板橋区成増４－１３－３０,139.635392,35.782830,座標系（JGD2011）,坂本健,山口彦市,H19.3.2,,,有
273,市川おさと後援会,足立区舎人５－１８－２５,139.767904,35.812396,座標系（JGD2011）,市川伯登,市川由子,H15.3.6,,,
274,市川一徳後援会,府中市四谷２－６６－３,139.447375,35.663951,座標系（JGD2011）,市川一徳,土方文男,H18.10.3,,,有
275,市川克宏後援会,八王子市北野町５９０－３,139.354745,35.652892,座標系（JGD2011）,山口和男,清水邦治,H26.7.7,,,
276,市川しんたろう後援会,中野区中野４－３－１,139.664601,35.708810,座標系（JGD2011）,杉浦啓之,深澤治史,H31.3.1,,,
277,市川たかし後援会,江東区海辺１５－９,139.817564,35.681972,座標系（JGD2011）,野田季,浅田由美子,S59.11.14,,,
278,市川勝斗後援会,町田市山崎町１１５９－８,139.444356,35.578076,座標系（JGD2011）,市川正人,市川サエ子,H17.5.31,,,有
279,市川みのる後援会,中野区中野４－３－１,139.664601,35.708810,座標系（JGD2011）,浜本義典,田中一夫,H6.8.1,,,
280,市川やすたか後援会,世田谷区三宿１－１４－８,139.675844,35.646658,座標系（JGD2011）,市川靖高,明石恭幸,H31.3.27,,,
281,市川よしゆき後援会,青梅市河辺町３－１０５２,139.282985,35.779650,座標系（JGD2011）,小山光勇,冨永孝彦,H23.1.14,,,
282,市来とも子とともに歩む会,杉並区本天沼３－３４－３８,139.622973,35.715686,座標系（JGD2011）,市来伴子,栂明宏,H23.2.14,,,有
283,市毛雅大後援会,福生市福生９４７,139.326979,35.746028,座標系（JGD2011）,山中尊雄,森本瑞恵,H31.4.9,,,
284,市瀬ひさ子友の会,稲城市大丸６０－１２,139.500218,35.641779,座標系（JGD2011）,市瀬寿子,奥田順一,H26.10.27,,,有
285,一ノ瀬大輔後援会,練馬区石神井台５－２２－２４,139.586914,35.737389,座標系（JGD2011）,一ノ瀬大輔,一ノ瀬大輔,H5.4.23,,,
286,１８０プロジェクト,港区元赤坂１－２－１７,139.734826,35.677787,座標系（JGD2011）,佐野美和,佐野美和,H21.2.2,,,
287,市原広子とガンコに平和の会,狛江市元和泉１－１７－９,139.574185,35.631645,座標系（JGD2011）,内山正春,瀬川智子,H15.2.27,,,
288,市村やすとし後援会,文京区本駒込５－３９－４,139.753569,35.733010,座標系（JGD2011）,丸山記久麿,米田孝雄,H23.2.1,,,
289,いちろうゴルフ会,足立区中央本町４－１－１８,139.806069,35.773931,座標系（JGD2011）,芦川隆行,清水篤,H21.3.9,2,衆,
290,伊地智恭子とまちづくりの会,多摩市落合３－１－３,139.431535,35.620246,座標系（JGD2011）,佐久間む津美,浅田由美子,H26.8.28,,,
291,一秀会,練馬区豊玉南３－１９－１５,139.651855,35.729401,座標系（JGD2011）,杉山貴雄,菅原黎子,H2.10.26,,,
292,一燈会,港区三田５－７－１２,139.739429,35.646068,座標系（JGD2011）,二島豊司,近藤恭弘,H18.5.2,,,有
293,樹会,中野区江原町１－１０－１１,139.675366,35.729679,座標系（JGD2011）,原田祐一郎,原田祐一郎,H26.3.13,2,衆,
294,井筒宣弘後援会,港区麻布十番４－３－１,139.737244,35.654388,座標系（JGD2011）,井筒宣弘,井筒幸子,S61.10.22,,,有
295,いでい良輔後援会,中野区本町１－４－６,139.682443,35.692507,座標系（JGD2011）,出井良輔,栢森高志,H15.3.4,,,
