"施設名称","施設郵便番号","施設所在地","施設方書","確認日","確認番号"
"ａｓｋｓ（アスクス）","108-0072","東京都港区白金一丁目13番11号","時岡ビル 1階","2011/4/12","23港み生環き第3号"
"ＥＬＥＧＡＲ　白金高輪","108-0072","東京都港区白金一丁目14番11号","2階","2023/12/27","5港み生環き第204号"
"Ｌｉｇｈｔ　Ａｒｋ（ライトアーク）","108-0072","東京都港区白金一丁目15番34号","コムフラッツ白金101","2014/1/27","25港み生環き第165号"
"ＰＵＺＺＬＥ","108-0072","東京都港区白金一丁目17番2号","白金タワープラザ棟201","2023/3/17","4港み生環き第237号"
"ＨＡＩＲ＆ＭＡＫＥ　ＴＲＵＴＨ（トゥルース）","108-0072","東京都港区白金一丁目25番2号","和田ビル 1階","2006/2/14","17港み生環き第147号"
"Ｈａｉｒ　Ｓａｌｏｎ　Ｂｌａｎ’ｌｏｒ（ヘアサロンブランロール）","108-0072","東京都港区白金一丁目25番2号","和田ビル 2階","2013/12/5","25港み生環き第149号"
"ｃａｃｈｅ　ｃａｃｈｅ（カシュカシュ）","108-0072","東京都港区白金一丁目25番2号","和田ビル 1階","2014/2/24","25港み生環き第173号"
"ｖｉ－ｔａ（ヴィータ）","108-0072","東京都港区白金一丁目25番13号","CSHビル 2階","2012/8/21","24港み生環き第79号"
"Ｍｅ．ｂｙ　ｌｏｖｅｎａｉｌ","108-0072","東京都港区白金一丁目25番25号","アパルトマン白金3A","2020/8/25","2港み生環き第110号"
"Ｎ’ｓ　Ｈａｉｒ（エヌズ・ヘアー）","108-0072","東京都港区白金一丁目25番27号",,"1991/4/12","3港芝総衛環き第4号"
"Ｃｏｕｂｒｅ（クーブル）","108-0072","東京都港区白金一丁目25番32号","J&Kビル 1階","2015/3/2","26港み生環き第201号"
"ＬＥＧＡＣＹ白金","108-0072","東京都港区白金一丁目25番32号","J&Kビル302","2022/10/11","4港み生環き第105号"
"ヘアーケイズ","108-0072","東京都港区白金一丁目28番2号",,"1999/6/4","11港み生環き第20号"
"ＳＨＥ（シー）","108-0072","東京都港区白金一丁目28番9号","シミズビル 4階・A","2008/2/26","19港み生環き第106号"
"ｔｒｕｔｈ＋（トゥルースプラス）","108-0072","東京都港区白金一丁目28番9号","シミヅビル 401","2016/10/28","28港み生環き第136号"
"ｖｉ－ｔａ　ｓｉｒｏｋａｎｅ．　ｓａｌｔｏ","108-0072","東京都港区白金一丁目28番9号","シミズビル 3階","2019/10/11","31港み生環き第146号"
"ｄｅｓｃａｎｓｏ　ｅｙｅｌａｓｈ","108-0072","東京都港区白金一丁目28番9号","403","2020/9/16","2港み生環き第119号"
"ａｉｌｅｎｉｒ　Ｈａｉｒ　Ｄｅｓｉｇｎ　（エルニール　ヘア　デザイン）","108-0072","東京都港区白金一丁目29番4号","セフティハウス 1階","2014/8/28","26港み生環き第96号"
"Ｃｏｌｏｒｉｓｔａ","108-0072","東京都港区白金二丁目1番1号","パセオ三光坂208","2022/11/28","4港み生環き第132号"
"ルーア","108-0072","東京都港区白金二丁目1番4号","永井ビル 1階","2017/5/11","29港み生環き第19号"
"アルティジャンノ","108-0072","東京都港区白金二丁目1番26号","サンウッド白金三光坂103","2017/5/30","29港み生環き第31号"
"プライベートサロン　ハグズ","108-0072","東京都港区白金二丁目5番16号","イグレックビル202号室","2017/2/13","28港み生環き第173号"
"Ｎａｉｌ＆Ｓｐａ　Ｖｉｌｌａ　Ｆａｖｏｒｉｅ","108-0072","東京都港区白金二丁目7番23号","グレース白金101","2020/7/29","2港み生環き第93号"
"ＨＡＩＲ　ＡｉＭ（ヘアーアイム）","108-0072","東京都港区白金三丁目7番7号",,"2011/2/16","22港み生環き第170号"
"アーティザン","108-0072","東京都港区白金三丁目9番18号","アルカンシエール白金801","2010/8/17","22港み生環き第87号"
"Ｊｏｌｉｎａｉｌｓ（ジョリネイル）","108-0072","東京都港区白金三丁目10番9号","1階","2015/5/15","27港み生環き第25号"
"ＲＩＲＥＧＥＲ（リルージェ）","108-0072","東京都港区白金三丁目15番16号","第2ペガサス白金 1階","2016/7/8","28港み生環き第56号"
"ｓｏｏｔｙ（スーティー）","108-0072","東京都港区白金三丁目16番12号","スタジオエアー白金 303","2013/7/18","25港み生環き第57号"
"ｆｅｅｌ　ｆｒｅｅ　白金","108-0072","東京都港区白金三丁目16番12号","スタジオエアー101号室","2021/10/19","3港み生環き第133号"
"ｒｅｄ　ｒｏｏｍ白金美粧","108-0072","東京都港区白金五丁目10番9号",,"2020/1/17","31港み生環き第205号"
"平本美容室","108-0072","東京都港区白金五丁目15番3号",,"1969/2/19","第2号"
"ＢＯＬＡＮＧＥ","108-0072","東京都港区白金六丁目16番2号","ソレイユ白金101","2021/7/7","3港み生環き第51号"
"美容室プラチナ","108-0072","東京都港区白金六丁目16番42号","1階","2003/7/22","15港み生環き第58号"
"資生堂ビューティーサロン　八芳園店４Ｆ","108-0071","東京都港区白金台一丁目1番1号","八芳園本館 4階","2018/1/11","29港み生環き第181号"
"資生堂ビューティーサロン　八芳園店２Ｆ","108-0071","東京都港区白金台一丁目1番6号","八芳園本館2階","2014/8/27","26港み生環き第90号"
"ハツコエンドウビューティースタジオ　シェラトン都ホテル東京店","108-0071","東京都港区白金台一丁目1番50号","シェラトン都ホテル東京 地下1階","2014/9/12","26港み生環き第101号"
"Ｓｔｅｌｌａｉｒｅ　Ｓｈｉｒｏｋａｎｅ","108-0071","東京都港区白金台一丁目2番6号","白金台菁莪館103","2022/10/21","4港み生環き第115号"
"ｎｅｗｅｒ（ニュアー）","108-0071","東京都港区白金台一丁目2番10号","藤和白金台コープB102","2016/11/11","28港み生環き第131号"
"株式会社Ｓｅｒｅｎｏ","108-0071","東京都港区白金台一丁目2番46号",,"2022/6/27","4港み生環き第29号"
"ティアラ白金台","108-0071","東京都港区白金台一丁目5番10号",,"2015/4/15","26港み生環き第228号"
"美容室アンフィ","108-0071","東京都港区白金台二丁目25番13号",,"2009/3/4","20港み生環き第163号"
"Ｌｉｌｌｙ’ｓ　ａｒｔ","108-0071","東京都港区白金台三丁目7番10号","Halelea白金台7号室","2024/3/12","5港み生環き第258号"
"ヘアーサロンヴァンテアン","108-0071","東京都港区白金台三丁目7番12号",,"1989/4/19","63港芝総衛環き第68号"
"Ｏｒｇａｎｉｃ　Ｃｏｌｏｒ　Ｔｏｋｙｏ","108-0071","東京都港区白金台三丁目14番3号","シルバーパレス1階","2019/4/3","30港み生環き第225号"
"５８Ｃ（フィルティーエイトシー）","108-0071","東京都港区白金台三丁目14番4号","LBビルディング 2階-B","2016/7/13","28港み生環き第63号"
"ＬＡＳＨＩＳＡ　ｅｙｅｌａｓｈｅｓ＆ｂｒｏｗｓ　２号店","108-0071","東京都港区白金台三丁目14番4号","LB Building 8階 C号室","2022/1/7","3港み生環き第206号"
"グランデ　アルシェ","108-0071","東京都港区白金台三丁目14番33号",,"1997/7/28","9港芝総衛環き第27号"
"Ｅｙｅｌａｓｈ　ｓａｌｏｎ　Ｂａｌｅｎａ（アイラッシュサロン　バレーナ）","108-0071","東京都港区白金台三丁目14番35号","白金台ドルチェ501","2018/6/27","30港み生環き第50号"
"アンテナヘアリゾート白金台店","108-0071","東京都港区白金台三丁目15番2号","マンレンビル 2階","2005/11/16","17港み生環き第99号"
"Ｐｒｅｓｔｉｇｅ","108-0071","東京都港区白金台三丁目15番12号","ヴィラージュ白金台202","2019/9/20","31港み生環き第119号"
"Ｔｒｉｍ　Ｂｅａｕｔｙ　白金","108-0071","東京都港区白金台三丁目15番12号","ヴィラージュ白金台306","2020/6/24","2港み生環き第70号"
"Ｎｏｂｌｅ　白金台店","108-0071","東京都港区白金台三丁目16番8号","クレ―ル白金台 2階","2021/10/8","3港み生環き第143号"
"Ａｂｉｓｈ","108-0071","東京都港区白金台三丁目16番36号",,"1997/3/7","8港芝総衛環き第80号"
"ビューティーサルーン・タオ","108-0071","東京都港区白金台三丁目17番6号","第2松島ビル 2階","1996/11/1","8港芝総衛環き第40号"
"ＣＡＳＩＮＯ","108-0071","東京都港区白金台三丁目18番4号","パークサイド白金ヒルズ1階","2019/10/3","31港み生環き第124号"
"ＬＡＳＨＩＳＡ　ｅｙｅｌａｓｈｅｓ＆ｂｒｏｗｓ　白金台／目黒","108-0071","東京都港区白金台三丁目18番4号","パークサイド白金ヒルズ3階","2022/1/20","3港み生環き第221号"
"ｃｌｏｅ　ｍｅｇｕｒｏ－ｓｈｉｒｏｋａｎｅ（クロエ　メグロ　シロカネ）","108-0071","東京都港区白金台三丁目18番12号","白金台AKETA 2階","2016/2/19","27港み生環き第199号"
"ルアン","108-0071","東京都港区白金台三丁目19番3号",,"1985/7/23","60港芝保衛環き第20号"
"グリッター目黒店","108-0071","東京都港区白金台三丁目19番3号","アイテクノビル 5階","2015/2/26","26港み生環き第186号"
"Ｖｉｇｏｒ＆Ｌｏｏｋｓ　白金","108-0071","東京都港区白金台三丁目19番5号","グランプラス白金台2階","2020/10/22","2港み生環き第149号"
"ｅｙｅｂｒｏｗ＆ｅｙｅｌａｓｈ　ｓｅｒｅｎｏ","108-0071","東京都港区白金台三丁目19番5号","グランプラス白金台7階","2022/8/23","4港み生環き第64号"
"ＣＲＥＣＥＲ（クレセール）","108-0071","東京都港区白金台四丁目2番10号","Land Stage Bldg 地下1階","2009/12/9","21港み生環き第115号"
"ルミエール　プラチナム","108-0071","東京都港区白金台四丁目2番10号",,"2011/2/23","22港み生環き第179号"
"Ａｄｖａｎｃｅ（アドバンス）","108-0071","東京都港区白金台四丁目7番4号","1階","2008/10/17","20港み生環き第108号"
"Ｃｈｅｒｉｅ　Ｔｏｋｙｏ","108-0071","東京都港区白金台四丁目7番12号","Nビル3階","2022/12/5","4港み生環き第152号"
"ｄｉｍｐｌｅ","108-0071","東京都港区白金台四丁目8番2号",,"2020/6/30","2港み生環き第76号"
"サロン　ドゥ　ピエス","108-0071","東京都港区白金台四丁目8番4号","フローレス白金台4階","2018/3/9","29港み生環き第228号"
"ｐａｎｄａｗａ　ｓａｌｏｎ","108-0071","東京都港区白金台四丁目8番4号","フローレス白金台2階","2022/12/12","4港み生環き第140号"
"ｉＲｉ（イーリ）","108-0071","東京都港区白金台四丁目8番14号","プランティーヌC棟 1階","2010/11/5","22港み生環き第124号"
"ｎａｉｌ＆ｅｙｅｌａｓｈ　Ｌｉｌｙ（ネイルアンドアイラッシュリリー）","108-0071","東京都港区白金台四丁目8番14号","プランティーヌC棟 2階","2017/6/28","29港み生環き第38号"
"Ｔｉｄａ（ティーダ）","108-0071","東京都港区白金台四丁目9番10号","グリーンリーブス1303","2014/10/31","26港み生環き第136号"
"松本平太郎美容室","108-0071","東京都港区白金台四丁目9番23号",,"1998/10/1","10港み生環き第77号"
"ｉｒｉｍａ（イリマ）","108-0071","東京都港区白金台四丁目15番6号","エヴァーグリーン白金台102","2018/7/31","30港み生環き第71号"
"エキュリー","108-0071","東京都港区白金台五丁目2番5号","トランドウ101","2013/11/25","25港み生環き第135号"
"シーボ","108-0071","東京都港区白金台五丁目2番5号","トランドゥ白金台104","2017/10/3","29港み生環き第100号"
"Ｐｌａｓｔｉｑｕｅ　ｈａｉｒ　ｓａｌｏｎ","108-0071","東京都港区白金台五丁目2番5号","トランドゥ白金台404","2020/1/22","31港み生環き第215号"
"Ｔｏｔａｌ　Ｂｅａｕｔｙ　Ｓａｌｏｎ　Ｓｈｉｒｏｋａｎｅｄａｉ　ｌｉｎｄａ","108-0071","東京都港区白金台五丁目2番5号","トランドゥ白金台204","2023/7/7","5港み生環き第67号"
"ブルーミーズ","108-0071","東京都港区白金台五丁目3番2号",,"2005/11/9","17港み生環き第91号"
"ａｎｉｓｅ（アニス）","108-0071","東京都港区白金台五丁目3番2号","白金台ファイブビル 1階","2011/1/4","22港み生環き第153号"
"ＭＩＮＴ","108-0071","東京都港区白金台五丁目3番2号","ジェンティール白金台3階","2022/11/4","4港み生環き第127号"
"ルゥーダ　ヘア　アンド　ビューティー","108-0071","東京都港区白金台五丁目5番2号","マンション白金苑103","2016/11/1","28港み生環き第138号"
"ＳＯＷＡＫＡ（ソワカ）","108-0071","東京都港区白金台五丁目5番2号","マンション白金苑","2010/11/30","22港み生環き第132号"
"村上浩二","108-0071","東京都港区白金台五丁目5番8号","ISOLETTA 3階","2018/12/7","30港み生環き第131号"
"ＳＵＮ","108-0071","東京都港区白金台五丁目5番16号","白金台桜苑マンション104","2021/7/12","3港み生環き第76号"
"ＳＵＮ","108-0071","東京都港区白金台五丁目5番16号","白金台桜苑マンション105","2021/7/12","3港み生環き第77号"
"Ｌｅａ　ＳＥＣＲＥＴ　ＲＯＯＭ（レアシークレットルーム）","108-0071","東京都港区白金台五丁目9番5号","barres 101号室","2013/11/7","25港み生環き第128号"
"ＳＵＮ","108-0071","東京都港区白金台五丁目13番14号",,"2023/12/11","5港み生環き第171号"
"ＲＯＳＥ　白金（ロゼシロカネ）","108-0071","東京都港区白金台五丁目15番1号","フォルマ白金401","2010/4/27","22港み生環き第19号"
"有限会社シェ・ラ・アスペルジュ","108-0071","東京都港区白金台五丁目15番5号","002","2020/6/30","2港み生環き第63号"
"イニシエート　パール","108-0071","東京都港区白金台五丁目17番10号","白金台THE2000 1階、2階","2008/3/25","19港み生環き第136号"
"Ｐｅｅｐ（ピッピ）","108-0071","東京都港区白金台五丁目18番1号","プラチナY2 2階","2017/8/10","29港み生環き第71号"
"ｍｅｄｉｃａｌｉｋｅ　ｃｌｉｎｉｃ　ｉｒｉｙａ","108-0071","東京都港区白金台五丁目18番4号",,"2023/12/11","5港み生環き第188号"
