管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
40,1,4,2018/6/27,16:05,1,東京都,港区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,,,,,,,104,180,,,,,,,,,3,51360,360,,50000,材料,1000,,,,,,,,,5,5,5,5,5,0,5,5,エスカレーター,5,5,5,5,4,便利,999,,999,,999,,999,999,,999,,浅草橋東口のエレベーターを設置してほしい
41,1,4,2018/6/27,16:00,1,東京都,北区,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,180,,,,,,,,,2,3000,,,3000,お菓子,,,,,,,,,,5,5,5,5,5,0,5,5,,5,5,5,5,4,買い物しやすい,999,,999,,999,,2,999,,999,,
42,1,4,2018/6/27,15:55,1,東京都,葛飾区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,0,0,0,,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,41,,,,,,,,3,2080,580,,,,1500,おさしみ,,,,,,,,4,4,5,5,4,0,4,4,,4,4,4,4,5,にぎやか,999,,999,,999,,2,999,,999,,
43,1,4,2018/6/27,15:50,3,海外,,オーストラリア,成田,成田,2,4,2,,8,,新宿ドミトリー,8,,0,0,0,0,0,0,0,,1,2,,1,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,ガイドブック,,0,,,,,,,,,104,60,41,60,,,,,,,2,2400,700,,,,1700,,,,,,,,,4,2,4,3,4,0,2,2,,5,5,5,5,5,良い,999,,13,浅草とまちがえた,999,,2,999,,999,,
44,1,4,2018/6/27,15:40,2,神奈川県,横浜市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,104,120,,,,,,,,,3,32000,2000,,30000,商品,,,,,,,,,,5,5,5,4,5,0,5,5,,5,5,5,5,4,商品が沢山,999,,6,ごちゃごちゃしている,14,イメージが悪い,2,999,,999,,
45,1,4,2018/6/27,15:30,1,東京都,練馬区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,7,59,,,,,,,,,,1,1,0,0,0,0,,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,104,180,,,,,,,,,3,11860,860,,6000,贈り物,5000,飲屋,,,,,,,,5,5,3,5,5,0,3,3,,5,5,5,5,4,電車で来やすい,2,安くて良い,2,東口エレベーターがない,999,,1,3,,1,300,
46,1,4,2018/6/27,15:20,1,東京都,台東区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,区報,,0,,,,,,,,,104,45,,,,,,,,,16,2000,,,2000,花、パン,,,,,,,,,,5,3,5,4,4,0,4,4,,5,0,5,5,2,便利,999,,12,喫煙所の場所が地下鉄の入り口にあり煙が下に流れ込んでいる,999,,2,999,,999,,
47,1,4,2018/6/27,15:10,2,神奈川県,横浜市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,1,0,0,,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,120,,,,,,,,,3,8060,1060,,5000,材料,2000,海鮮,,,,,,,,5,5,5,5,5,5,5,5,,5,5,,,4,川沿いは風情がある,999,,999,,999,,2,999,,999,,
48,1,4,2018/6/27,15:00,1,東京都,新宿区,,,,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,地図,Google Map,0,,,,,,,,,104,60,,,,,,,,,2,2020,520,,1000,タオル,500,カフェ,,,,,,,,3,3,5,3,4,0,3,3,,4,5,3,5,999,,999,,12,,999,,2,999,,999,,
49,1,4,2018/6/27,14:50,1,東京都,台東区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,104,120,,,,,,,,,16,1000,,,1000,食品,,,,,,,,,,5,4,5,5,4,0,5,5,フレンドシップが良い,5,0,5,5,7,フレンドシップ,999,,999,,999,,2,999,,999,,
50,1,4,2018/6/27,14:45,2,千葉県,,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,4,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,招待状をもらった,,0,,,,,,,,,104,120,,,,,,,,,3,4100,2100,,,,2000,ランチ,,,,,,,,4,4,2,3,3,0,3,3,のりかえのエレベーターが東口にない,3,5,3,5,999,,999,,2,階段が急,999,,2,999,,999,,
51,1,4,2018/6/27,14:35,1,東京都,江戸川区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,1,0,0,,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,120,,,,,,,,,3,4860,860,,2000,アクセサリー,2000,ランチ,,,,,,,,4,4,5,4,5,0,3,3,,5,5,5,5,4,安い,999,,4,女性向のオシャレなレストランが少ない,999,,2,999,,999,,浅草橋のレストランマップを作ってほしい
52,1,4,2018/6/27,14:25,1,東京都,足立区,,,,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,104,60,,,,,,,,,2,1560,560,,,,1000,打ち合わせ,,,,,,,,5,5,5,3,3,0,3,3,,5,5,5,5,5,下町の雰囲気,12,下町の雰囲気,999,,999,,2,999,,999,,
53,1,4,2018/6/27,14:15,2,千葉県,船橋市,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,240,,,,,,,,,3,6180,1180,,3000,ひも、リボン,2000,ランチ,,,,,,,,5,5,5,4,5,0,3,3,,5,5,5,5,4,便利,6,治安が良い,999,,999,,2,999,,999,,
54,1,4,2018/6/27,14:10,1,東京都,葛飾区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,食べログ,1,,,,,,,,,104,180,,,,,,,,,2,4000,,,3000,バルーン,1000,ランチ,,,,,,,,5,5,5,5,5,0,5,5,,5,5,5,5,4,安い,999,,999,,999,,2,999,,999,,
55,1,4,2018/6/27,14:05,1,東京都,台東区,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,1,0,0,,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,120,,,,,,,,,3,3120,620,,2000,材料,500,ランチ,,,,,,,,5,5,5,5,5,0,5,5,,5,0,5,5,2,便利,999,,999,,999,,2,999,,999,,
56,1,4,2018/6/27,14:00,1,東京都,豊島区,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,3,0,0,1,0,0,,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,180,,,,,,,,,2,2460,460,,,,2000,ランチ,,,,,,,,5,3,5,5,3,0,3,3,,5,5,5,5,4,安い、ふんいきよい,999,,999,,999,,2,999,,999,,
57,1,4,2018/6/27,13:00,3,海外,,ベトナム,成田,成田,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,22,59,21,59,,,,,,,,,,1,1,0,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,2,750,620,,,,130,お茶,,,,,,,,5,5,5,4,4,0,3,3,,5,5,5,5,7,ベトナムと似ている,5,ベトナムと似ている,999,,999,,2,999,,999,,
58,1,4,2018/6/27,12:50,1,東京都,杉並区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,7,59,,,,,,,,,,2,0,1,0,0,0,,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,食べログ,1,,,,,,,,,104,180,,,,,,,,,2,4680,1180,,2000,お菓子の材料,1500,ランチとカフェ代,,,,,,,,5,3,5,2,5,0,3,3,,5,5,5,5,4,種類が豊富,999,,4,,999,,2,999,,999,,
59,1,4,2018/6/27,12:40,1,東京都,台東区,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,4,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,30,,,,,,,,,16,1980,480,,1000,文具,500,カフェ,,,,,,,,5,5,5,5,5,0,4,4,,5,0,5,5,2,都心に近い,999,,5,海外の方が多い,999,,2,999,,999,,
60,1,4,2018/6/27,12:30,1,東京都,江戸川区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,お店から,,0,,,,,,,,,104,240,,,,,,,,,2,12840,840,,10000,アクセの材料,2000,ランチ,,,,,,,,5,5,5,4,5,0,3,3,,5,5,5,5,4,豊富にそろっている,999,,4,スウィーツが少ない,999,,2,999,,999,,
61,1,4,2018/6/27,12:20,1,東京都,墨田区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,180,,,,,,,,,3,22480,480,,20000,アクセサリー,2000,ランチ,,,,,,,,5,4,5,4,5,0,3,3,,5,5,5,5,4,お安い,999,,4,カフェが少ない,999,,2,999,,999,,
62,1,4,2018/6/27,12:10,1,東京都,杉並区,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,180,,,,,,,,,2,7100,1100,,3000,お菓子,3000,ランチ,,,,,,,,4,4,5,5,4,0,3,3,,5,5,5,5,4,安い,999,,999,,999,,2,999,,999,,
63,1,4,2018/6/27,12:05,2,千葉県,松戸市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,1,0,0,,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,60,,,,,,,,,2,5680,680,,2000,おまんじゅう他,3000,ランチ,,,,,,,,4,4,4,5,3,0,3,3,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
64,1,4,2018/6/27,11:55,3,海外,,カナダ,成田,成田,1,2,2,,6,新宿,APAホテル,6,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,,,,,,,104,100,41,100,,,,,,,2,200,,,,,200,のみもの,,,,,,,,5,3,5,3,3,0,3,3,,,,,,1,よかった,5,よかった,999,,999,,2,999,,999,,
65,1,4,2018/6/27,11:45,1,東京都,江東区,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,50,,,,,,,,,999,1000,,,,,1000,ランチ,,,,,,,,5,5,5,4,4,0,3,3,,5,5,5,5,5,,999,,999,,999,,2,999,,999,,
66,1,4,2018/6/27,11:35,3,海外,,米国,成田,成田,2,4,2,,9,横浜,,9,,0,0,0,0,0,0,0,,1,2,,1,41,2,51,8,17,,,,,,,,1,1,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,120,,,,,,,,,2,51000,30000,,1000,扇子,20000,,,,,,,,,4,4,5,5,5,0,3,4,英語表記が少ない,5,5,5,4,1,アメージング,12,アメージング,2,外国語表示なし、複雑,999,,2,999,,999,,
67,1,4,2018/6/27,11:25,2,大阪府,大阪市,,,,1,6,2,,1,新宿,,1,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,食べログ,1,,,,,,,,,104,180,,,,,,,,,2,9000,7000,,,,2000,居酒屋,,,,,,,,5,5,3,5,4,0,,,地下鉄のエスカレーターがない,5,5,5,5,2,便利,4,安い,2,バリアフリーがない,999,,1,1,,999,,
68,1,4,2018/6/27,11:15,1,東京都,小金井市,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,7,59,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,45,,,,,,,,,2,51940,940,,50000,アクセサリーパーツ,1000,ランチ,,,,,,,,5,4,5,4,5,0,4,4,いつもきている,5,5,5,5,4,希望するものがあるから,999,,14,駅西口東口の往来が大変,999,,2,999,,2,,
69,1,4,2018/6/27,11:05,1,東京都,大田区,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,7,59,,,,,,,,,,2,0,0,1,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,60,,,,,,,,,3,4580,580,,2000,文具類,2000,ランチ,,,,,,,,5,5,5,5,5,0,3,3,,5,5,5,5,14,買いたいものがそろっている,999,,4,おしゃれなカフェが少ない,999,,2,999,,999,,浅草と浅草橋を間違えやすい
70,1,4,2018/6/27,10:55,2,千葉県,松戸市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,60,,,,,,,,,2,2780,780,,1000,商品,1000,ランチ,,,,,,,,5,5,5,3,5,0,3,3,,5,5,5,5,999,,999,,2,東口にエスカレーターがない,999,,2,999,,999,,
71,1,4,2018/6/27,10:50,1,東京都,渋谷区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,仕事,,0,,,,,,,,,104,60,,,,,,,,,2,6000,4000,,2000,材料,,,,,,,,,,5,5,5,3,4,0,3,3,,5,5,5,5,999,,999,,4,レストランが少ない,999,,2,999,,999,,
72,1,4,2018/6/27,10:35,2,埼玉県,川口市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,104,100,,,,,,,,,2,2940,440,,1000,造花,1500,ランチ,,,,,,,,5,5,5,4,4,0,3,3,,5,5,5,5,2,便利,999,,999,,999,,2,999,,999,,
73,1,4,2018/6/27,10:20,2,千葉県,千葉市,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,4,0,1,0,0,0,,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,100,,,,,,,,,2,16380,1380,,10000,ケータイ用品,5000,,,,,,,,,5,5,5,5,5,0,3,3,,5,5,5,5,7,観光っぽくない,999,,9,トイレが少ない,999,,2,999,,999,,
74,1,4,2018/6/27,10:10,1,東京都,青梅市,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,59,,,,,,,,,,,,2,0,1,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,104,180,,,,,,,,,2,13000,,,10000,アクセサリー,3000,ランチなど,,,,,,,,5,5,5,4,5,0,3,3,,5,5,5,5,999,,999,,13,案内が少ない,999,,2,999,,999,,
75,1,4,2018/6/27,10:00,1,東京都,中央区,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,59,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,104,60,,,,,,,,,3,2300,300,,1000,アクセサリー,1000,,,,,,,,,,,,,,0,,,,,,,,999,,999,,999,,999,,999,999,,999,,
76,1,1,2018/6/30,10:40,3,海外,,中国,成田,成田,1,4,2,3,1,銀座,,4,2,0,0,1,0,0,0,0,,0,2,,6,35,8,17,14,1,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,0,35,40,17,50,1,40,,,101,,,,,,,,,,16,92400,90000,,,,1800,,600,,,,,,,5,5,5,5,5,5,5,5,上野公園の緑が多くて良かった,4,4,4,4,1,,7,応対が良い,999,,999,,2,999,,2,,
77,1,1,2018/6/30,10:45,3,海外,,中国,成田,成田,1,4,2,3,1,銀座,,4,2,0,0,1,0,0,0,0,,0,2,,8,17,6,35,14,1,,,,,,,,2,0,0,1,0,0,,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,微信,0,35,40,17,50,1,40,,,101,,,,,,,,,,16,92400,90000,,,,1800,,600,,,,,,,5,5,5,5,5,5,5,5,ホテルから上野・谷中まで徒歩で楽しめる,5,5,4,4,1,,9,清潔,5,,999,,2,999,,2,,
78,1,1,2018/6/30,11:00,3,海外,,台湾,成田,成田,1,7,2,4,2,新宿、軽井沢,,6,3,0,1,0,0,0,0,0,,0,2,,14,1,,,,,,,,,,,,4,0,1,0,0,0,,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,30,,,,,,,101,,13,120,,,,,,,16,8000,,8000,,,,,,,,,,,,4,4,4,,,3,4,4,浅草などは来たことがあるが、谷中は初めてだった。おもしろい,4,4,4,4,1,,12,おもしろい,8,フリーwifiが少ない,999,,2,999,,2,,
79,1,1,2018/6/30,11:05,3,海外,,台湾,成田,成田,2,7,2,4,2,新宿、軽井沢,,6,3,0,0,1,1,0,0,0,,0,2,,13,1,14,1,,,,,,,,,,4,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,30,,,,,,,101,,13,120,,,,,,,16,8000,,8000,,,,,,,,,,,,4,3,4,,,2,,3,ゲストハウスがあまり良くなかった,3,3,3,3,12,日本的,999,,3,この地区には大きなホテルが少ない,999,,2,999,,2,,
80,1,1,2018/6/30,11:15,3,海外,,米国,成田,成田,2,8,2,,30,荒川区,,30,,0,0,0,0,0,0,0,,1,4,,,,,,,,,,,,,,,3,0,1,0,0,0,,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,120,,,,,,,101,,,,,,,,,,3,1160,160,,,,1000,かき氷,,,,,,,,3,3,4,,,0,,3,となりの荒川区とそんなに変化ない,5,5,4,4,12,下町らしい雰囲気,999,,13,日暮里駅からの案内表示が少なくてとまどった,999,,2,999,,2,,
81,1,1,2018/6/30,11:25,3,海外,,台湾,成田,成田,2,4,2,9,,,,9,1,0,0,1,0,0,0,0,,0,2,,14,1,12,35,,,,,,,,,,2,0,0,1,0,0,,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,台湾の旅行サイト,0,1,180,,,,,,,101,,,,,,,,,,2,40140,140,40000,,,,,,,,,,,,4,4,5,4,,4,,4,商店街が情報より短く狭く、ちょっとがっかりした,2,2,4,4,4,上野・御徒町周辺は便利,999,,14,商店街が予想よりずっと短くもの足りない,999,,2,999,,2,,
82,1,1,2018/6/30,11:30,3,海外,,台湾,成田,成田,2,4,2,9,,,,9,1,0,0,1,0,0,0,0,,0,2,,14,1,12,35,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,180,,,,,,,101,,,,,,,,,,2,40140,140,40000,,,,,,,,,,,,3,3,5,,,4,,4,ホテルからの交通が良い,3,3,4,4,2,便利,999,,999,,999,,2,999,,2,,
83,1,1,2018/6/30,11:45,3,海外,,マレーシア,羽田,羽田,1,2,2,5,1,池袋,サクラハウス,6,2,0,1,0,0,0,0,0,,0,2,,14,1,,,,,,,,,,,,3,0,0,1,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,30,,,,,,,101,,,,,,,,,,16,33500,,33000,,,500,すし,,,,,,,,5,5,,5,,5,,5,宿のスタッフがフレンドリー、感じが良い,4,4,5,5,7,どこでも接客が良い,999,,2,駅から遠い,999,,2,999,,2,,
84,1,1,2018/6/30,11:50,3,海外,,マレーシア,羽田,羽田,1,2,2,5,1,池袋,江戸さくら,6,2,0,0,0,1,0,0,0,,0,2,,14,1,,,,,,,,,,,,3,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,30,,,,,,,101,,,,,,,,,,16,33500,,33000,,,500,ラーメン,,,,,,,,5,5,,5,,5,,5,すべて満足,4,4,3,3,12,雰囲気がある,999,,2,JRの駅から遠い,999,,2,999,,2,,
85,1,1,2018/6/30,11:55,3,海外,,マレーシア,羽田,羽田,1,2,2,5,1,池袋,サクラハウス,6,2,0,0,0,1,0,0,0,,0,2,,13,1,,,,,,,,,,,,3,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,30,,,,,,,101,,,,,,,,,,16,33500,,33000,,,500,親子丼,,,,,,,,5,5,,5,,5,,5,,3,3,3,3,4,和食が美味しい,999,,999,,999,,2,999,,2,,
86,1,1,2018/6/30,12:00,3,海外,,韓国,羽田,羽田,1,4,2,4,,,,4,1,0,0,1,0,0,0,0,,0,2,,14,1,21,13,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,トリップアドバイザーなど,0,1,60,,,,,,,101,,35,120,,,,,,,2,16140,140,16000,,,,,,,,,,,,4,4,5,,,4,5,4,商店街の通りに人が少なくて歩きやすかった,3,3,4,4,6,割と人が少なかった,999,,4,お店の開店時間が遅い。10:00とか11:00とか,999,,2,999,,2,,
87,1,1,2018/6/30,12:10,3,海外,,香港,成田,成田,1,7,2,,10,東日本橋,APAホテル,10,,0,0,0,0,0,0,0,,1,2,,12,1,14,1,,,,,,,,,,2,0,1,0,0,0,,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,台湾人旅行者の書いたブログ,0,1,120,,,,,,,101,,,,,,,,,,3,300,300,,,,,,,,,,,,,5,5,5,,,0,,5,街並みがおもしろい,5,5,4,4,12,特徴がある,999,,999,,999,,2,999,,2,,
88,1,1,2018/6/30,12:20,3,海外,,香港,成田,成田,2,7,2,,10,東日本橋,APAホテル,10,,0,0,0,0,0,0,0,,1,2,,12,1,14,1,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,120,,,,,,,101,,,,,,,,,,3,300,300,,,,,,,,,,,,,4,4,5,,,0,,4,日本の雰囲気,4,4,3,3,7,,12,日本らしい,6,細い商店街に人がびっしり,999,,2,999,,2,,
