アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
250701077,,建物,住宅政策本部,東京都住宅供給公社,大和上北台住宅19号棟,,東京都,東大和市,上北台,,,２－４０３－１－１９,35.742941,139.41336,鉄筋コンクリート造,-,19720331,,地上５階建,,20200124
250701078,,建物,住宅政策本部,東京都住宅供給公社,大和上北台住宅20号棟,,東京都,東大和市,上北台,,,２－４０３－１－２０,35.742936,139.413778,鉄筋コンクリート造,-,19720331,,地上５階建,,20200124
250701079,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム玉川上水1号棟,,東京都,東大和市,桜が丘,,,３－４４－３２－１,35.732777,139.418206,鉄骨鉄筋コンクリート造,-,19870309,,地上１４階建,,20200124
250701080,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム玉川上水2号棟,,東京都,東大和市,桜が丘,,,３－４４－３２－２,35.732754,139.418627,鉄骨鉄筋コンクリート造,-,19870309,,地上５階建,,20200124
250701081,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム玉川上水4号棟,,東京都,東大和市,桜が丘,,,３－４４－３２－４,35.733136,139.418171,鉄骨鉄筋コンクリート造,-,19870309,,地上８階建,,20200124
250701082,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム玉川上水第二21号棟,,東京都,東大和市,桜が丘,,,３－４４－１３－２１,35.73382,139.420057,鉄骨鉄筋コンクリート造,-,19930116,,地上７階建,,20200124
250701083,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム玉川上水第二22号棟,,東京都,東大和市,桜が丘,,,３－４４－１３－２２,35.734325,139.42014,鉄骨鉄筋コンクリート造,-,19930116,,地上１１階建,,20200124
250701084,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム上北台,,東京都,東大和市,上北台,,,２－８６５－１０,35.742867,139.414371,鉄筋コンクリート造,-,19930301,,地上５階建,,20200124
250701085,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅1号棟,,東京都,清瀬市,下宿,,,2001/1/1,35.794114,139.530409,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701086,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅2号棟,,東京都,清瀬市,下宿,,,2001/1/2,35.794079,139.530919,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701087,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅3号棟,,東京都,清瀬市,下宿,,,2001/1/3,35.79431,139.531339,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701088,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅4号棟,,東京都,清瀬市,下宿,,,2001/1/4,35.79462,139.531653,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701089,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅5号棟,,東京都,清瀬市,下宿,,,2001/1/5,35.794538,139.530979,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701090,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅6号棟,,東京都,清瀬市,下宿,,,2001/1/6,35.794709,139.530678,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701091,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅7号棟,,東京都,清瀬市,下宿,,,2001/1/7,35.795042,139.531292,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701092,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅8号棟,,東京都,清瀬市,下宿,,,2001/1/8,35.795249,139.531838,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701093,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅9号棟,,東京都,清瀬市,下宿,,,2001/1/9,35.795414,139.532355,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701094,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅10号棟,,東京都,清瀬市,下宿,,,2001/1/10,35.795738,139.532177,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701095,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅11号棟,,東京都,清瀬市,下宿,,,2001/1/11,35.795924,139.531872,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701096,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅12号棟,,東京都,清瀬市,下宿,,,2001/1/12,35.796244,139.532281,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701097,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅13号棟,,東京都,清瀬市,下宿,,,2001/1/13,35.796364,139.532766,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701098,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田1-14号棟,,東京都,清瀬市,下宿,,,2001/1/14,35.796372,139.533274,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701099,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田1-15号棟,,東京都,清瀬市,下宿,,,2001/1/15,35.796061,139.533223,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701100,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田1-16号棟,,東京都,清瀬市,下宿,,,2001/1/16,35.795643,139.533094,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701101,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田1-17号棟,,東京都,清瀬市,下宿,,,2001/1/17,35.795898,139.53373,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701102,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅14号棟,,東京都,清瀬市,中里,,,６－９５－１４,35.792564,139.528563,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701103,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅15号棟,,東京都,清瀬市,中里,,,６－９５－１５,35.792643,139.529068,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701104,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅16号棟,,東京都,清瀬市,中里,,,６－９５－１６,35.792783,139.529616,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701105,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅17号棟,,東京都,清瀬市,中里,,,６－９５－１７,35.793117,139.528942,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701106,,建物,住宅政策本部,東京都住宅供給公社,清瀬台田住宅18号棟,,東京都,清瀬市,中里,,,６－９５－１８,35.793257,139.529561,鉄筋コンクリート造,-,19720510,,地上５階建,,20200124
250701107,,建物,住宅政策本部,東京都住宅供給公社,梅園三丁目住宅1号棟,,東京都,清瀬市,梅園,,,2003/1/1,35.7695,139.503079,鉄筋コンクリート造,-,19780803,,地上５階建,,20200124
250701108,,建物,住宅政策本部,東京都住宅供給公社,梅園三丁目住宅2号棟,,東京都,清瀬市,梅園,,,2003/1/2,35.769236,139.502447,鉄筋コンクリート造,-,19780803,,地上５階建,,20200124
250701109,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム梅園二丁目,,東京都,清瀬市,梅園,,,2002/6/2,35.77389,139.503706,鉄筋コンクリート造,-,19850325,,地上５階建,,20200124
250701110,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム清瀬台田,,東京都,清瀬市,下宿,,,2001/1/18,35.796799,139.532788,鉄筋コンクリート造,-,19900705,,地上４階建,,20200124
250701111,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅1号棟,,東京都,東久留米市,下里,,,2004/1/1,35.75428,139.499278,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701112,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅2号棟,,東京都,東久留米市,下里,,,2004/1/2,35.754466,139.498941,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701113,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅3号棟,,東京都,東久留米市,下里,,,2004/1/3,35.754713,139.498689,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701114,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅4号棟,,東京都,東久留米市,下里,,,2004/1/4,35.754936,139.498422,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701115,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅5号棟,,東京都,東久留米市,下里,,,2004/1/5,35.75522,139.498269,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701116,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅6号棟,,東京都,東久留米市,下里,,,2004/1/6,35.755322,139.497549,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701117,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅7号棟,,東京都,東久留米市,下里,,,2004/1/7,35.755543,139.497283,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701118,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅8号棟,,東京都,東久留米市,下里,,,2004/1/8,35.755784,139.497045,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701119,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅9号棟,,東京都,東久留米市,下里,,,2004/1/9,35.754449,139.497849,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701120,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅10号棟,,東京都,東久留米市,下里,,,2004/1/10,35.754385,139.497234,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701121,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅11号棟,,東京都,東久留米市,下里,,,2004/1/11,35.754166,139.49804,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701122,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅12号棟,,東京都,東久留米市,下里,,,2004/1/12,35.753856,139.498122,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701123,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅13号棟,,東京都,東久留米市,下里,,,2004/1/13,35.753811,139.499434,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701124,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅14号棟,,東京都,東久留米市,下里,,,2004/1/14,35.753631,139.49878,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701125,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅15号棟,,東京都,東久留米市,下里,,,2004/1/15,35.753539,139.498101,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701126,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅16号棟,,東京都,東久留米市,下里,,,2004/1/16,35.753317,139.496594,鉄筋コンクリート造,-,19690930,,地上５階建,,20200124
250701127,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅17号棟,,東京都,東久留米市,下里,,,2004/1/17,35.753625,139.496539,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701128,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅18号棟,,東京都,東久留米市,下里,,,2004/1/18,35.75394,139.496526,鉄筋コンクリート造,-,19690405,,地上５階建,,20200124
250701129,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅19号棟,,東京都,東久留米市,下里,,,2004/1/19,35.753551,139.495889,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701130,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅20号棟,,東京都,東久留米市,下里,,,2004/1/20,35.75319,139.495691,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701131,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅21号棟,,東京都,東久留米市,下里,,,2004/1/21,35.752968,139.498402,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701132,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅22号棟,,東京都,東久留米市,下里,,,2004/1/22,35.752866,139.49762,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701133,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅23号棟,,東京都,東久留米市,下里,,,2004/1/23,35.752586,139.49779,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701134,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅24号棟,,東京都,東久留米市,下里,,,2004/1/24,35.752729,139.496725,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701135,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅25号棟,,東京都,東久留米市,下里,,,2004/1/25,35.752414,139.496862,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701136,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅26号棟,,東京都,東久留米市,下里,,,2004/1/26,35.751922,139.497278,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701137,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅27号棟,,東京都,東久留米市,下里,,,2004/1/27,35.75266,139.496192,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701138,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅28号棟,,東京都,東久留米市,下里,,,2004/1/28,35.752309,139.496102,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701139,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅29号棟,,東京都,東久留米市,下里,,,2004/1/29,35.751372,139.496926,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701140,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅30号棟,,東京都,東久留米市,下里,,,2004/1/30,35.75237,139.495295,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701141,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅31号棟,,東京都,東久留米市,下里,,,2004/1/31,35.752089,139.495435,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701142,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅32号棟,,東京都,東久留米市,下里,,,４－１－３２,35.751777,139.495695,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701143,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅33号棟,,東京都,東久留米市,下里,,,４－１－３３,35.751482,139.49579,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701144,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅34号棟,,東京都,東久留米市,下里,,,４－１－３４,35.751752,139.494808,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701145,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅35号棟,,東京都,東久留米市,下里,,,４－１－３５,35.751494,139.494988,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701146,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅36号棟,,東京都,東久留米市,下里,,,４－１－３６,35.751239,139.495216,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701147,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅37号棟,,東京都,東久留米市,下里,,,４－１－３７,35.750965,139.495371,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701148,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅38号棟,,東京都,東久留米市,下里,,,４－１－３８,35.751155,139.496299,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701149,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅39号棟,,東京都,東久留米市,下里,,,４－１－３９,35.750849,139.496138,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701150,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅40号棟,,東京都,東久留米市,下里,,,４－１－４０,35.750572,139.495979,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701151,,建物,住宅政策本部,東京都住宅供給公社,久留米西住宅41号棟,,東京都,東久留米市,下里,,,４－１－４１,35.75028,139.49585,鉄筋コンクリート造,-,19710325,,地上５階建,,20200124
250701152,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅1号棟,,東京都,東久留米市,下里,,,2007/8/1,35.760365,139.501845,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701153,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅2号棟,,東京都,東久留米市,下里,,,2007/8/2,35.760491,139.502387,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701154,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅3号棟,,東京都,東久留米市,下里,,,2007/8/3,35.760202,139.502542,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701155,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅4号棟,,東京都,東久留米市,下里,,,2007/8/4,35.760073,139.501993,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701156,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅5号棟,,東京都,東久留米市,下里,,,2007/8/5,35.759811,139.502266,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701157,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅6号棟,,東京都,東久留米市,下里,,,2007/8/6,35.759264,139.502532,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701158,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅7号棟,,東京都,東久留米市,下里,,,2007/8/7,35.759401,139.502878,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701159,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅8号棟,,東京都,東久留米市,下里,,,2007/8/8,35.759512,139.503443,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701160,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅9号棟,,東京都,東久留米市,下里,,,2007/8/9,35.759557,139.504012,鉄筋コンクリート造,-,19720901,,地上５階建,,20200124
250701161,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅10号棟,,東京都,東久留米市,下里,,,2007/8/10,35.759881,139.503711,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701162,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅11号棟,,東京都,東久留米市,下里,,,2007/8/11,35.760366,139.503241,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701163,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅12号棟,,東京都,東久留米市,下里,,,2007/8/12,35.760699,139.503171,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701164,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅13号棟,,東京都,東久留米市,下里,,,2007/8/13,35.761027,139.504452,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701165,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅14号棟,,東京都,東久留米市,下里,,,2007/8/14,35.760686,139.504517,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701166,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅15号棟,,東京都,東久留米市,下里,,,2007/8/15,35.760383,139.504617,鉄筋コンクリート造,-,19730530,,地上５階建,,20200124
250701167,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅16号棟,,東京都,東久留米市,下里,,,2007/8/16,35.760163,139.504725,鉄筋コンクリート造,-,19730530,,地上４階建,,20200124
250701168,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅17号棟,,東京都,東久留米市,下里,,,2007/8/17,35.759768,139.505167,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701169,,建物,住宅政策本部,東京都住宅供給公社,久留米下里住宅18号棟,,東京都,東久留米市,下里,,,2007/8/18,35.759871,139.505619,鉄筋コンクリート造,-,19730318,,地上５階建,,20200124
250701170,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅1号棟,,東京都,東久留米市,野火止,,,2003/4/1,35.761185,139.509843,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701171,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅2号棟,,東京都,東久留米市,野火止,,,2003/4/2,35.760848,139.50995,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701172,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅3号棟,,東京都,東久留米市,野火止,,,2003/4/3,35.760713,139.509486,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701173,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅4号棟,,東京都,東久留米市,野火止,,,2003/4/4,35.760389,139.508646,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701174,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅5号棟,,東京都,東久留米市,野火止,,,2003/4/5,35.759958,139.50856,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701175,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅6号棟,,東京都,東久留米市,野火止,,,2003/4/6,35.760323,139.509409,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701176,,建物,住宅政策本部,東京都住宅供給公社,下里第二住宅7号棟,,東京都,東久留米市,野火止,,,2003/4/7,35.760449,139.509854,鉄筋コンクリート造,-,19820831,,地上５階建,,20200124
250701177,,建物,住宅政策本部,東京都住宅供給公社,愛宕第一住宅1号棟,,東京都,多摩市,愛宕,,,2001/1/1,35.634672,139.436126,鉄骨鉄筋コンクリート造,-,19720601,,地上１２階建,,20200124
250701178,,建物,住宅政策本部,東京都住宅供給公社,愛宕第一住宅2号棟,,東京都,多摩市,愛宕,,,2001/1/2,35.634923,139.435879,鉄骨鉄筋コンクリート造,-,19720601,,地上１２階建,,20200124
250701179,,建物,住宅政策本部,東京都住宅供給公社,愛宕第二住宅,,東京都,多摩市,愛宕,,,４－５３－１,35.6316,139.429813,鉄骨鉄筋コンクリート造,-,19730610,,地上１１階建,,20200124
250701180,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-1-1号棟,,東京都,多摩市,落合,,,2004/1/1,35.615464,139.431714,鉄骨鉄筋コンクリート造,-,19760328,,地上５・１１階建,,20200124
250701181,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-1-2号棟,,東京都,多摩市,落合,,,2004/1/2,35.615351,139.431252,鉄骨鉄筋コンクリート造,-,19760328,,地上５・１１階建,,20200124
250701182,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-1号棟,,東京都,多摩市,落合,,,2003/2/1,35.618455,139.432098,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701183,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-2号棟,,東京都,多摩市,落合,,,2003/2/2,35.618576,139.431512,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701184,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-3号棟,,東京都,多摩市,落合,,,2003/2/3,35.618182,139.431505,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701185,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-4号棟,,東京都,多摩市,落合,,,2003/2/4,35.618099,139.432115,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701186,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-5号棟,,東京都,多摩市,落合,,,2003/2/5,35.617724,139.431888,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701187,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-6号棟,,東京都,多摩市,落合,,,2003/2/6,35.617775,139.43113,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701188,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-7号棟,,東京都,多摩市,落合,,,2003/2/7,35.617386,139.431246,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701189,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-8号棟,,東京都,多摩市,落合,,,2003/2/8,35.617301,139.431883,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701190,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-9号棟,,東京都,多摩市,落合,,,2003/2/9,35.616921,139.431806,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701191,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-10号棟,,東京都,多摩市,落合,,,2003/2/10,35.617018,139.431087,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701192,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-11号棟,,東京都,多摩市,落合,,,2003/2/11,35.616588,139.431059,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701193,,建物,住宅政策本部,東京都住宅供給公社,落合住宅3-2-12号棟,,東京都,多摩市,落合,,,2003/2/12,35.616497,139.43174,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701194,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-3-1号棟,,東京都,多摩市,落合,,,2004/3/1,35.611614,139.431317,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701195,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-3-2号棟,,東京都,多摩市,落合,,,2004/3/2,35.611306,139.431515,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701196,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-3-3号棟,,東京都,多摩市,落合,,,2004/3/3,35.610883,139.431532,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701197,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-3-4号棟,,東京都,多摩市,落合,,,2004/3/4,35.610463,139.431322,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701198,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-3-5号棟,,東京都,多摩市,落合,,,2004/3/5,35.610563,139.431759,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701199,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-1号棟,,東京都,多摩市,落合,,,2004/5/1,35.613648,139.429334,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701200,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-2号棟,,東京都,多摩市,落合,,,2004/5/2,35.613658,139.428742,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701201,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-3号棟,,東京都,多摩市,落合,,,2004/5/3,35.613278,139.429367,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701202,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-4号棟,,東京都,多摩市,落合,,,2004/5/4,35.613258,139.428616,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701203,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-5号棟,,東京都,多摩市,落合,,,2004/5/5,35.61286,139.428599,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701204,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-5-6号棟,,東京都,多摩市,落合,,,2004/5/6,35.612883,139.429378,鉄筋コンクリート造,-,19751227,,地上５・１１階建,,20200124
250701205,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-6-1号棟,,東京都,多摩市,落合,,,2004/6/1,35.613868,139.430583,鉄骨鉄筋コンクリート造,-,19760328,,地上５・１１階建,,20200124
250701206,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-6-2号棟,,東京都,多摩市,落合,,,2004/6/2,35.613774,139.430102,鉄骨鉄筋コンクリート造,-,19760328,,地上５・１１階建,,20200124
250701207,,建物,住宅政策本部,東京都住宅供給公社,落合住宅4-6-3号棟,,東京都,多摩市,落合,,,2004/6/3,35.613208,139.430303,鉄骨鉄筋コンクリート造,-,19760328,,地上５・１１階建,,20200124
250701208,,建物,住宅政策本部,東京都住宅供給公社,東寺方住宅1号棟,,東京都,多摩市,東寺方,,,６２６－２－１,35.642955,139.437675,鉄筋コンクリート造,-,19790330,,地上５階建,,20200124
