ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
707,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,132012,東京都,八王子市,,16000,2020/12/1,2020
708,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,202029,長野県,松本市,,35000,2020/12/1,2020
709,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131148,東京都,中野区,,60000,2020/12/1,2020
710,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,202029,長野県,松本市,,35000,2020/12/1,2020
711,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131091,東京都,品川区,,15000,2020/12/1,2020
712,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,旭区,20000,2020/12/1,2020
713,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131105,東京都,目黒区,,50000,2020/12/1,2020
714,一般寄付,目黒区におまかせ！,221007,静岡県,静岡市,葵区,35000,2020/12/1,2020
715,一般寄付,目黒区におまかせ！,131083,東京都,江東区,,60000,2020/12/1,2020
716,一般寄付,目黒区におまかせ！,131083,東京都,江東区,,127000,2020/12/1,2020
717,一般寄付,目黒区におまかせ！,131083,東京都,江東区,,340000,2020/12/1,2020
718,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,282197,兵庫県,三田市,,10000,2020/12/1,2020
719,一般寄付,目黒区におまかせ！,132047,東京都,三鷹市,,85000,2020/12/1,2020
720,一般寄付,目黒区におまかせ！,132047,東京都,三鷹市,,85000,2020/12/1,2020
721,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,122289,千葉県,四街道市,,35000,2020/12/1,2020
722,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
723,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
724,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
725,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
726,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
727,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
728,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
729,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
730,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122289,千葉県,四街道市,,35000,2020/12/1,2020
731,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,35000,2020/12/1,2020
732,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131075,東京都,墨田区,,20000,2020/12/1,2020
733,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131083,東京都,江東区,,10000,2020/12/1,2020
734,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131121,東京都,世田谷区,,170000,2020/12/1,2020
735,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132209,東京都,東大和市,,60000,2020/12/1,2020
736,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,鶴見区,35000,2020/12/1,2020
737,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131199,東京都,板橋区,,25000,2020/12/1,2020
738,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141305,神奈川県,川崎市,高津区,25000,2020/12/1,2020
739,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,231002,愛知県,名古屋市,熱田区,16000,2020/12/1,2020
740,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,232114,愛知県,豊田市,,16000,2020/12/1,2020
741,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,132292,東京都,西東京市,,143000,2020/12/1,2020
742,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,20000,2020/12/1,2020
743,一般寄付,目黒区におまかせ！,192015,山梨県,甲府市,,12000,2020/12/1,2020
744,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,142051,神奈川県,藤沢市,,20000,2020/12/1,2020
745,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131105,東京都,目黒区,,50000,2020/12/1,2020
746,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,143000,2020/12/1,2020
747,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,143000,2020/12/1,2020
748,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131041,東京都,新宿区,,60000,2020/12/1,2020
749,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131113,東京都,大田区,,35000,2020/12/1,2020
750,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,550000,2020/12/1,2020
751,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,143000,2020/12/1,2020
752,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,127000,2020/12/1,2020
753,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131041,東京都,新宿区,,35000,2020/12/1,2020
754,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,271004,大阪府,大阪市,旭区,15000,2020/12/1,2020
755,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,282171,兵庫県,川西市,,12000,2020/12/1,2020
756,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131075,東京都,墨田区,,12000,2020/12/1,2020
757,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131172,東京都,北区,,127000,2020/12/1,2020
758,コミュニティ活動支援寄付金,めぐろのまちづくり活動を応援したい！,131091,東京都,品川区,,110000,2020/12/1,2020
759,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131024,東京都,中央区,,85000,2020/12/1,2020
760,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,25000,2020/12/1,2020
761,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,15000,2020/12/1,2020
762,一般寄付,目黒区におまかせ！,131237,東京都,江戸川区,,60000,2020/12/1,2020
763,一般寄付,目黒区におまかせ！,131181,東京都,荒川区,,35000,2020/12/1,2020
764,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,都筑区,35000,2020/12/1,2020
765,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,092011,栃木県,宇都宮市,,12000,2020/12/1,2020
766,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,143000,2020/12/1,2020
767,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,60000,2020/12/1,2020
768,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122211,千葉県,八千代市,,12000,2020/12/1,2020
769,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131172,東京都,北区,,35000,2020/12/1,2020
770,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,10000,2020/12/1,2020
771,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,200000,長野県,北佐久郡軽井沢町,,60000,2020/12/1,2020
772,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131091,東京都,品川区,,18000,2020/12/1,2020
773,一般寄付,目黒区におまかせ！,132071,東京都,昭島市,,35000,2020/12/1,2020
774,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131113,東京都,大田区,,110000,2020/12/1,2020
775,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,25000,2020/12/1,2020
776,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,142166,神奈川県,座間市,,60000,2020/12/1,2020
777,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,102105,群馬県,富岡市,,60000,2020/12/1,2020
778,一般寄付,目黒区におまかせ！,052043,秋田県,大館市,,550000,2020/12/1,2020
779,一般寄付,目黒区におまかせ！,122041,千葉県,船橋市,,110000,2020/12/1,2020
780,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,141003,神奈川県,横浜市,西区,85000,2020/12/1,2020
781,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,151009,新潟県,新潟市,南区,16000,2020/12/1,2020
782,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,272108,大阪府,枚方市,,20000,2020/12/1,2020
783,一般寄付,目黒区におまかせ！,232220,愛知県,東海市,,16000,2020/12/1,2020
784,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141305,神奈川県,川崎市,中原区,16000,2020/12/1,2020
785,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131016,東京都,千代田区,,10000,2020/12/1,2020
786,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,012131,北海道,苫小牧市,,25000,2020/12/1,2020
787,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131121,東京都,世田谷区,,60000,2020/12/1,2020
788,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131113,東京都,大田区,,143000,2020/12/1,2020
789,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,12000,2020/12/1,2020
790,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,341002,広島県,広島市,南区,16000,2020/12/1,2020
791,一般寄付,目黒区におまかせ！,112241,埼玉県,戸田市,,143000,2020/12/1,2020
792,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,60000,2020/12/1,2020
793,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,60000,2020/12/1,2020
794,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,052019,秋田県,秋田市,,16000,2020/12/1,2020
795,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,旭区,1000000,2020/12/1,2020
796,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,旭区,25000,2020/12/1,2020
797,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,25000,2020/12/1,2020
798,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131156,東京都,杉並区,,35000,2020/12/1,2020
799,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131181,東京都,荒川区,,35000,2020/12/1,2020
800,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132012,東京都,八王子市,,24000,2020/12/1,2020
801,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,254000,2020/12/1,2020
802,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,143000,2020/12/1,2020
803,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,85000,2020/12/1,2020
804,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131059,東京都,文京区,,35000,2020/12/1,2020
805,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,16000,2020/12/1,2020
806,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131016,東京都,千代田区,,127000,2020/12/1,2020
807,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,25000,2020/12/1,2020
808,一般寄付,目黒区におまかせ！,372030,香川県,坂出市,,16000,2020/12/1,2020
809,図書資料充実寄付金,図書館の資料を充実させたい！,342025,広島県,呉市,,35000,2020/12/1,2020
810,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131105,東京都,目黒区,,2000,2020/12/1,2020
811,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,122173,千葉県,柏市,,35000,2020/12/1,2020
812,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,452017,宮崎県,宮崎市,,220000,2020/12/1,2020
813,一般寄付,目黒区におまかせ！,131229,東京都,葛飾区,,16000,2020/12/1,2020
814,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122033,千葉県,市川市,,550000,2020/12/1,2020
815,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232351,愛知県,弥富市,,12000,2020/12/1,2020
816,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,栄区,25000,2020/12/1,2020
817,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,231002,愛知県,名古屋市,東区,35000,2020/12/1,2020
818,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131059,東京都,文京区,,35000,2020/12/1,2020
819,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131024,東京都,中央区,,15000,2020/12/1,2020
820,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,092011,栃木県,宇都宮市,,110000,2020/12/1,2020
821,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,85000,2020/12/1,2020
822,一般寄付,目黒区におまかせ！,152226,新潟県,上越市,,220000,2020/12/1,2020
823,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
824,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,112224,埼玉県,越谷市,,16000,2020/12/1,2020
825,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,60000,2020/12/1,2020
826,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,85000,2020/12/1,2020
827,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,85000,2020/12/1,2020
828,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,12000,2020/12/1,2020
829,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232017,愛知県,豊橋市,,12000,2020/12/1,2020
830,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,231002,愛知県,名古屋市,北区,12000,2020/12/1,2020
831,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,222097,静岡県,島田市,,25000,2020/12/1,2020
832,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122122,千葉県,佐倉市,,10000,2020/12/1,2020
833,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141003,神奈川県,横浜市,磯子区,12000,2020/12/1,2020
834,一般寄付,目黒区におまかせ！,062014,山形県,山形市,,35000,2020/12/1,2020
835,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,382027,愛媛県,今治市,,12000,2020/12/1,2020
836,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112011,埼玉県,川越市,,16000,2020/12/1,2020
837,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,幸区,16000,2020/12/1,2020
838,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131083,東京都,江東区,,16000,2020/12/1,2020
839,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,900000,2020/12/1,2020
840,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,栄区,16000,2020/12/1,2020
841,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131148,東京都,中野区,,12000,2020/12/1,2020
842,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,255000,2020/12/1,2020
843,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131032,東京都,港区,,254000,2020/12/1,2020
844,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131059,東京都,文京区,,35000,2020/12/1,2020
845,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,221007,静岡県,静岡市,葵区,16000,2020/12/1,2020
846,一般寄付,目黒区におまかせ！,122271,千葉県,浦安市,,35000,2020/12/1,2020
847,一般寄付,目黒区におまかせ！,112216,埼玉県,草加市,,35000,2020/12/1,2020
848,一般寄付,目黒区におまかせ！,222267,静岡県,牧之原市,,25000,2020/12/1,2020
849,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131075,東京都,墨田区,,60000,2020/12/1,2020
850,一般寄付,目黒区におまかせ！,222038,静岡県,沼津市,,24000,2020/12/1,2020
851,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,12000,2020/12/1,2020
852,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,16000,2020/12/1,2020
853,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131113,東京都,大田区,,16000,2020/12/1,2020
854,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,12000,2020/12/1,2020
855,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,96000,2020/12/1,2020
856,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,092011,栃木県,宇都宮市,,127000,2020/12/1,2020
857,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,092011,栃木県,宇都宮市,,110000,2020/12/1,2020
858,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131041,東京都,新宿区,,12000,2020/12/1,2020
859,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,847000,2020/12/1,2020
860,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131121,東京都,世田谷区,,440000,2020/12/1,2020
861,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,082244,茨城県,守谷市,,16000,2020/12/1,2020
862,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,111007,埼玉県,さいたま市,浦和区,550000,2020/12/1,2020
863,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,220001,静岡県,駿東郡長泉町,,22000,2020/12/1,2020
864,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131181,東京都,荒川区,,110000,2020/12/1,2020
865,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,202011,長野県,長野市,,24000,2020/12/1,2020
866,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,202011,長野県,長野市,,32000,2020/12/1,2020
867,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122289,千葉県,四街道市,,24000,2020/12/1,2020
868,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,50000,2020/12/1,2020
869,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131032,東京都,港区,,60000,2020/12/1,2020
870,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,255000,2020/12/1,2020
871,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132110,東京都,小平市,,16000,2020/12/1,2020
872,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,121002,千葉県,千葉市,花見川区,190000,2020/12/1,2020
873,一般寄付,目黒区におまかせ！,112305,埼玉県,新座市,,60000,2020/12/1,2020
874,一般寄付,目黒区におまかせ！,131041,東京都,新宿区,,60000,2020/12/1,2020
875,一般寄付,目黒区におまかせ！,131105,東京都,目黒区,,8000,2020/12/1,2020
876,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131148,東京都,中野区,,35000,2020/12/1,2020
877,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132195,東京都,狛江市,,15000,2020/12/1,2020
878,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,25000,2020/12/1,2020
879,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131121,東京都,世田谷区,,286000,2020/12/1,2020
880,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,594000,2020/12/1,2020
881,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,127000,2020/12/1,2020
882,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,231002,愛知県,名古屋市,天白区,18000,2020/12/1,2020
883,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122246,千葉県,鎌ケ谷市,,60000,2020/12/1,2020
884,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,170000,2020/12/1,2020
885,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131172,東京都,北区,,143000,2020/12/1,2020
886,一般寄付,目黒区におまかせ！,121002,千葉県,千葉市,中央区,25000,2020/12/1,2020
887,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,35000,2020/12/1,2020
888,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131211,東京都,足立区,,230000,2020/12/1,2020
889,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131083,東京都,江東区,,16000,2020/12/1,2020
890,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131083,東京都,江東区,,12000,2020/12/1,2020
891,図書資料充実寄付金,図書館の資料を充実させたい！,131091,東京都,品川区,,35000,2020/12/1,2020
892,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,112411,埼玉県,鶴ヶ島市,,12000,2020/12/1,2020
893,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,231002,愛知県,名古屋市,西区,12000,2020/12/1,2020
894,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,112143,埼玉県,春日部市,,16000,2020/12/1,2020
895,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,平野区,12000,2020/12/1,2020
896,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,341002,広島県,広島市,東区,25000,2020/12/1,2020
897,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,12000,2020/12/1,2020
898,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,25000,2020/12/1,2020
899,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,20000,2020/12/1,2020
900,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,060003,山形県,東村山郡山辺町,,35000,2020/12/1,2020
901,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,127000,2020/12/1,2020
902,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,35000,2020/12/1,2020
903,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122076,千葉県,松戸市,,270000,2020/12/1,2020
904,一般寄付,目黒区におまかせ！,121002,千葉県,千葉市,稲毛区,10000,2020/12/1,2020
905,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,16000,2020/12/1,2020
906,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,25000,2020/12/1,2020
907,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131130,東京都,渋谷区,,85000,2020/12/1,2020
908,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,高津区,180000,2020/12/1,2020
909,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,70000,2020/12/1,2020
910,一般寄付,目黒区におまかせ！,121002,千葉県,千葉市,美浜区,60000,2020/12/1,2020
911,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132047,東京都,三鷹市,,16000,2020/12/1,2020
912,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,泉区,35000,2020/12/1,2020
913,一般寄付,目黒区におまかせ！,131148,東京都,中野区,,143000,2020/12/1,2020
914,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,110000,2020/12/1,2020
915,一般寄付,目黒区におまかせ！,131032,東京都,港区,,240000,2020/12/1,2020
916,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132292,東京都,西東京市,,60000,2020/12/1,2020
917,一般寄付,目黒区におまかせ！,131032,東京都,港区,,143000,2020/12/1,2020
918,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,瀬谷区,18000,2020/12/1,2020
919,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,都筑区,16000,2020/12/1,2020
920,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,011002,北海道,札幌市,南区,24000,2020/12/1,2020
921,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,15000,2020/12/1,2020
922,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,141305,神奈川県,川崎市,高津区,12000,2020/12/1,2020
923,一般寄付,目黒区におまかせ！,232122,愛知県,安城市,,30000,2020/12/1,2020
924,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,127000,2020/12/1,2020
