SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
4114049,2020/11/7 13:55,2,48,8,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,5,,2,,2,3,2,2,6,2,4,0,0,1,0,0,1,0,0,0,0,0,0,,2,1,4,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
4115662,2020/11/7 6:39,1,44,7,12,3,5,2,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,,,9,,1,,2,3,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,2,2,0,0,1,0,0,0,,1,2,1,1,1,2,1,1
4124556,2020/11/7 18:07,1,60,11,11,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,1,,2,4,3,1,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,,2,3,1,1,1,1,0,0,0,1,0,0,,1,1,2,2,2,2,4,1
4126189,2020/11/7 13:39,1,39,6,13,3,1,3,1,1,0,0,0,0,1,0,0,1,2,2,1,1,0,0,1,0,0,0,0,,,1,19,,8,,2,2,2,3,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
4126597,2020/11/7 18:10,2,57,10,14,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,4,4,10,,3,,2,6,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,ヤフー乗り換え,1,2,2,1,2,3,0,0,0,0,0,1,,3,2,3,3,1,4,4,2
4128170,2020/11/7 18:06,2,52,9,11,3,3,3,1,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,,,4,12,,2,,2,3,2,2,2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,,1,3,2,4,2,3,0,0,0,0,0,1,,1,3,1,1,3,2,4,1
4128930,2020/11/7 13:16,1,50,9,11,3,4,5,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,,4,4,3,,8,,1,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo 乗換案内,3,1,4,4,4,4,1,0,0,0,0,0,,2,1,2,2,2,4,4,2
4138077,2020/11/7 9:55,2,36,6,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,,1,1,8,,2,,2,2,2,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,3,1,1,1,2,0,0,1,0,0,0,,1,2,1,2,2,1,2,1
4141773,2020/11/7 15:26,1,61,11,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,10,,2,6,6,2,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,3,0,0,0,0,0,1,,,,,,,3,4,2
4146594,2020/11/7 20:11,2,33,5,13,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,,,1,4,,6,,1,6,4,3,4,2,5,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,,,,,0,0,0,1,0,0,,1,3,3,1,3,5,5,1
4161469,2020/11/7 13:37,2,55,10,14,3,3,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,4,,1,,1,6,1,2,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,0,0,1,1,0,0,,,,,,,2,2,1
4169140,2020/11/7 13:40,1,60,11,13,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,9,,1,,2,3,2,2,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,,,,,1,0,1,0,0,0,,1,1,3,3,1,3,1,1
4174839,2020/11/7 17:44,2,39,6,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,2,,18,,2,,1,1,1,2,2,2,4,1,0,0,0,0,0,1,1,0,0,0,0,,1,1,3,2,2,3,0,0,0,1,0,0,,1,1,1,1,1,3,3,1
4180951,2020/11/7 17:27,1,59,10,14,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,,2,1,15,,2,,1,1,1,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,2,3,3,0,1,0,0,0,0,,1,1,3,1,1,5,5,3
4187064,2020/11/6 22:03,1,51,9,14,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,7,,1,,1,1,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
4187739,2020/11/7 6:38,2,43,7,14,3,3,3,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,,,1,20,専門サービス,10,,1,6,3,1,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,,1,1,2,4,3,3,0,0,1,0,0,0,,1,1,2,1,1,5,3,1
4188072,2020/11/7 14:14,1,61,11,14,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,1,0,0,,2,1,4,,6,,2,2,2,2,2,2,5,0,1,0,0,0,0,0,0,0,1,0,0,,1,2,,,,,0,1,1,0,0,0,,3,1,1,1,1,1,2,1
4189062,2020/11/6 22:38,1,52,9,13,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,20,倉庫,2,,2,3,2,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,2,3,,,,,0,0,1,0,0,0,,1,1,1,1,1,2,3,1
4193384,2020/11/7 17:16,2,62,11,13,3,1,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,,1,20,公務,2,,1,6,6,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,1,0,0,0,,2,1,2,1,1,1,3,1
4199347,2020/11/7 18:00,1,46,8,14,3,1,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,1,1,20,公務,2,,1,1,1,3,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,0,0,1,0,0,,2,1,1,1,1,3,2,3
4199384,2020/11/6 22:04,1,63,11,12,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,8,,1,,2,6,5,1,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
4229378,2020/11/7 20:18,1,55,10,13,3,1,5,1,1,1,0,0,0,1,0,0,2,1,1,,,,,,,,,,,3,1,13,,10,,2,4,2,1,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,1,0,0,0,,2,1,2,1,1,2,1,1
4233649,2020/11/7 14:58,1,51,9,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,4,4,16,,1,,2,2,2,2,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,0,0,0,0,0,,1,3,2,3,2,2,3,3
4243046,2020/11/7 13:16,1,62,11,14,3,1,5,1,1,0,0,0,0,0,1,0,3,1,1,,,,,,,,,,,4,2,13,,10,,6,6,6,2,6,2,3,1,1,0,0,1,0,0,0,0,0,0,0,,1,3,4,4,4,5,0,0,0,0,0,1,,1,2,1,1,1,2,4,1
4256670,2020/11/7 9:45,1,57,10,13,3,3,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,4,,1,,2,3,3,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,4,3
4266705,2020/11/7 18:18,1,57,10,13,3,3,5,1,1,0,0,0,0,1,0,0,3,2,2,0,0,0,0,1,0,0,0,0,,4,4,20,人材派遣,1,,2,2,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,1,0,0,0,0,0,,1,1,2,1,1,2,2,1
4277736,2020/11/7 13:19,1,63,11,14,3,4,2,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,,,,4,,4,,2,4,3,1,3,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,2,2,1,3,3,3,0,0,1,0,0,0,,2,2,2,2,2,3,4,3
4299025,2020/11/7 13:23,1,66,11,13,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,3,,1,,2,5,3,2,3,2,4,0,1,0,0,0,1,1,0,1,1,0,0,,3,1,3,3,3,4,0,0,1,0,0,0,,3,3,1,3,1,2,3,1
4333199,2020/11/7 20:09,2,50,9,12,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,8,,2,,1,2,3,1,6,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,3,3,3,3,3,2,2,3
4364997,2020/11/7 17:49,1,40,7,13,3,5,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,18,,1,,2,6,3,2,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,,2,2,3,2,2,2,0,0,1,0,0,0,,1,2,1,1,1,2,3,1
4370893,2020/11/7 7:12,1,60,11,14,3,3,5,1,1,0,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,,1,4,20,サービス,10,,2,3,2,2,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,1,1,1,1,0,0,1,0,0,0,,2,2,2,2,2,3,2,3
4394387,2020/11/7 20:34,1,48,8,12,3,3,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,出勤時間が決まっている,4,4,6,,1,,2,2,2,1,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,0,0,0,1,0,0,,1,2,2,2,2,3,3,2
4398036,2020/11/7 5:25,1,49,8,13,3,5,4,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,,16,,4,,1,3,1,1,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,,3,3,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
4448245,2020/11/7 10:32,1,45,8,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,9,,2,5,6,2,6,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,,,,,,5,5,3
4448982,2020/11/7 11:49,1,45,8,14,3,4,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,20,IT,5,,2,2,2,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,0,0,0,1,0,0,,1,1,1,1,1,2,2,3
4505969,2020/11/7 17:18,1,47,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,2,1,4,,2,,1,5,1,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,3,3,3,0,1,1,0,0,0,,2,2,1,1,1,1,2,1
4523262,2020/11/6 22:14,1,53,9,13,3,3,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,1,,4,4,8,,3,,2,2,2,1,6,1,4,1,1,0,0,0,0,1,0,0,1,0,0,,3,1,3,2,2,4,0,0,0,1,0,0,,1,1,1,1,1,1,1,1
4545291,2020/11/7 13:50,1,58,10,13,3,4,3,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,1,8,,5,,2,6,6,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,2,2,3,2,4,4,3
4622604,2020/11/7 1:29,1,33,5,13,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,16,,4,,2,3,2,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,,,1,0,0,0,0,0,,1,1,2,1,2,2,2,1
4669436,2020/11/7 20:24,1,41,7,11,3,5,5,1,1,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,2,1,12,,3,,2,4,2,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,4,4,4,0,0,0,1,0,0,,2,2,2,2,2,3,2,3
4716604,2020/11/7 5:11,1,59,10,12,3,3,2,1,1,1,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,2,,2,2,2,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,1,1,1,1,0,0,1,1,0,0,,1,1,1,1,1,3,3,1
4746152,2020/11/6 22:20,1,53,9,13,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,4,,2,,3,4,3,2,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,1,1,0,0,0,0,,1,1,1,1,2,1,1,1
4800164,2020/11/6 22:11,1,44,7,13,3,4,3,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,,,1,20,it,5,,2,6,3,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,1,0,0,0,,1,1,1,1,1,2,2,1
4811486,2020/11/7 20:18,1,62,11,13,3,4,5,1,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,,4,4,20,サービス業関係,11,建物の保守管理,1,1,1,2,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,2,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
4819845,2020/11/7 16:42,1,55,10,13,3,3,5,1,1,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,1,1,0,0,,4,4,14,,2,,2,2,2,2,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,2,3,3,2,3,0,0,0,0,0,1,,2,2,2,2,2,5,2,3
4833252,2020/11/7 17:22,2,49,8,14,3,3,2,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,,,,20,団体,2,,1,4,2,3,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,3,,,,,0,0,0,1,0,0,,2,2,1,1,2,4,4,2
4839994,2020/11/7 0:33,1,56,10,11,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,5,,2,,2,3,2,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,,1,3,1,1,1,4,1,0,0,0,0,0,,3,2,1,1,1,1,1,1
4851465,2020/11/7 18:41,1,50,9,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,,4,4,10,,1,,1,2,2,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,4,2
4877777,2020/11/7 15:23,1,56,10,13,3,5,4,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,,19,,2,,1,1,1,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,3,3,3,3,0,0,1,0,0,0,,2,2,2,2,2,3,3,2
4886318,2020/11/7 18:40,2,45,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,4,3,1,6,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,1,2,1,1,1,1,0,1,1,1,0,0,,1,1,1,1,1,1,1,1
4895786,2020/11/7 13:30,2,47,8,14,3,3,4,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,1,,20,音楽出版,2,,2,2,2,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,,3,1,2,2,1,2,0,0,1,0,0,0,,2,2,2,2,2,4,1,2
4941133,2020/11/7 17:20,1,50,9,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,前後1時間程度時間をずらしても混雑具合が変わらない。,,3,4,,1,,1,2,2,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,1,3,3,2
4949265,2020/11/7 20:24,2,64,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,2,1,19,,2,,2,2,2,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,3,3,2,4,0,0,0,0,0,1,,3,3,2,2,2,3,3,2
4982828,2020/11/7 19:34,1,52,9,14,3,4,3,1,1,0,0,0,0,0,0,0,3,2,2,0,1,0,0,1,0,0,1,0,基本的に混雑していない,,4,3,,8,,2,3,2,3,6,3,4,0,1,1,0,0,1,0,0,1,0,1,0,相鉄線アプリ,2,1,3,4,4,3,0,0,0,0,1,0,仕事自体のフレックスタイム,1,1,1,1,2,2,3,1
5035115,2020/11/7 18:48,1,58,10,12,3,4,4,1,1,0,0,0,1,0,0,0,2,1,1,,,,,,,,,,,2,,3,,8,,1,2,1,2,2,1,4,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,2,2,2,3,0,0,1,1,0,0,,1,2,2,2,1,4,2,1
5073269,2020/11/7 16:15,1,44,7,11,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,4,,1,,2,4,3,1,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,3,3,3,3,0,1,0,0,0,0,,1,1,2,1,2,1,2,1
5098703,2020/11/6 21:58,1,50,9,11,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,5,3,2,4,1,1,0,1,1,1,0,1,0,0,0,1,0,0,,1,2,2,4,4,3,0,1,0,1,0,0,,2,1,1,1,2,2,2,1
5126045,2020/11/7 16:39,1,40,7,14,3,4,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,2,,5,,1,1,1,2,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,1,5,0,1,1,0,0,0,,1,1,2,1,1,1,2,1
5127035,2020/11/7 20:35,1,48,8,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,1,8,,2,,1,2,1,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,1,0,0,0,0,,2,1,1,1,1,2,2,3
5142846,2020/11/7 17:20,1,57,10,12,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,2,,2,,1,3,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,,3,3,2,5,2,5,1,1,0,0,0,0,,1,1,2,2,1,2,3,2
5148924,2020/11/7 17:37,1,40,7,12,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,,,1,6,,9,,2,3,3,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,1,0,0,,1,2,2,1,1,2,5,1
5164454,2020/11/6 23:10,1,56,10,12,3,3,2,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,,,,6,,2,,1,3,2,2,2,1,4,0,0,1,0,0,0,0,0,1,0,0,0,,1,3,2,2,2,5,0,0,1,0,0,0,,1,1,2,1,2,2,2,1
5239004,2020/11/7 14:17,1,48,8,13,3,3,3,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,,1,9,,2,,1,4,2,2,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,,1,1,3,2,2,4,1,0,0,0,0,0,,1,1,1,1,1,2,2,1
5257611,2020/11/6 22:33,1,44,7,11,3,3,2,1,1,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,2,,9,,2,4,3,1,1,1,2,1,1,1,0,0,1,0,0,0,1,0,0,,1,3,2,1,2,2,1,1,1,0,0,0,,1,1,1,1,1,2,2,1
5296970,2020/11/6 22:45,1,54,9,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,,1,1,20,その他,2,,1,6,1,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,2,3,2,1,0,1,0,0,0,0,,1,1,1,1,1,2,1,1
5298825,2020/11/7 14:52,1,66,11,14,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,,1,1,4,,6,,2,2,2,2,3,3,5,0,1,0,0,0,1,0,0,0,0,0,0,,2,3,,,,,0,0,0,0,0,1,,1,2,3,1,3,4,5,2
5299002,2020/11/7 11:48,1,64,11,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,,4,1,3,,2,,1,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,0,1,0,0,0,0,,2,2,2,2,2,2,4,3
5304397,2020/11/7 18:28,1,55,10,13,3,4,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,4,,10,,2,6,3,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo!,1,1,4,4,4,5,0,0,1,0,0,0,,1,1,1,1,1,2,1,3
5316148,2020/11/7 11:28,2,33,5,13,3,4,1,1,1,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,2,,5,,2,6,6,2,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,3,1,0,0,0,0,0,,,,,,,2,2,1
5325206,2020/11/6 22:48,1,40,7,13,3,4,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,2,,1,,2,4,4,1,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,1,1,3,0,0,1,1,0,0,,,,,,,2,2,1
5360969,2020/11/6 22:50,1,40,7,13,3,3,2,1,1,0,0,0,0,0,1,0,3,1,1,,,,,,,,,,,,,4,,1,,2,6,3,1,5,1,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
5402216,2020/11/7 17:02,1,60,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,4,4,8,,3,,2,3,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,1,0,0,0,,1,1,1,1,2,2,4,1
5462939,2020/11/7 1:01,2,49,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,,,,4,,2,,1,5,4,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,1,0,0,,2,2,2,2,2,5,4,3
5465545,2020/11/7 16:27,1,65,11,11,3,1,4,1,1,0,0,0,0,1,0,0,2,2,1,,,,,,,,,,,1,,19,,2,,2,2,2,2,2,1,5,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,0,0,0,1,0,0,,1,2,2,1,2,2,3,1
5466612,2020/11/7 17:58,2,52,9,12,3,3,5,1,1,1,0,0,0,0,0,0,3,2,2,1,0,0,0,1,0,0,0,0,,4,4,10,,2,,2,2,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,0,0,1,,1,2,2,1,1,3,3,3
5576831,2020/11/7 17:23,1,62,11,12,3,4,3,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,,1,2,,5,,1,5,5,2,5,1,3,0,0,1,0,0,1,0,0,0,0,0,0,,2,3,2,4,4,4,0,1,1,0,0,0,,1,1,1,1,1,2,3,1
5583930,2020/11/6 23:21,2,30,5,14,3,3,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4,4,11,,2,,2,3,2,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,1,2,3,3,3,0,1,0,1,0,0,,1,1,1,1,1,2,2,1
5685448,2020/11/6 21:58,1,43,7,12,3,3,1,1,1,1,1,0,0,0,0,0,2,1,,,,,,,,,,,,,,20,医薬品開発業務受託機関,3,,2,4,6,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,1,1,0,0,0,0,,,,,,,2,2,1
5889787,2020/11/7 0:36,1,52,9,13,3,4,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,4,,5,,1,5,4,1,5,2,5,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,,,,,0,0,1,1,0,0,,,,,,,2,3,1
5917987,2020/11/7 20:25,2,54,9,13,3,4,5,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,1,1,0,0,0,0,,4,4,20,医療,10,,2,2,2,3,2,2,5,0,0,0,0,0,1,0,0,0,1,0,0,,1,3,,,,,0,0,0,1,0,0,,1,2,1,1,2,3,2,1
5999906,2020/11/7 5:18,1,63,11,14,3,4,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,3,,8,,2,5,3,2,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,2
6005541,2020/11/6 22:12,1,55,10,14,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,6,,2,,2,6,4,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,,2,3,1,1,1,1,0,0,0,1,0,0,,1,1,1,1,2,3,4,2
6013312,2020/11/6 23:27,1,53,9,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,6,,2,,1,1,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,0,0,0,0,1,,3,1,2,1,1,4,5,3
6057402,2020/11/7 19:35,1,49,8,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,,1,7,,2,,2,3,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,1,1,1,1,0,0,1,0,0,0,,2,1,2,1,1,3,3,2
6058157,2020/11/6 22:15,1,50,9,12,3,4,2,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,,,,18,,5,,1,3,4,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,1,0,0,0,0,0,,3,3,3,3,3,5,5,1
6208703,2020/11/7 20:37,1,47,8,11,3,1,2,1,1,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,19,,8,,2,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,1,1,1,1,1,2,1,1
