"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"鷺8-178","建柱式","1","点検済","35.7225049822","139.634539336","139.634535885251","35.7225049526324","点検済"
"鷺9-206","建柱式","1","点検済","35.7236928338","139.634540677","139.634537216847","35.7236928081552","点検済"
"鷺9-387","建柱式","1","点検済","35.7203522214","139.634576694","139.634573260383","35.7203521848727","点検済"
"鷺9-421","壁掛式","1","点検済","35.7273880171","139.634560794","139.634557304396","35.7273880028717","点検済"
"鷺8-166","建柱式","1","点検済","35.7215995053","139.634598571","139.634595127331","35.7215994728456","点検済"
"鷺9-237","建柱式","1","点検済","35.7256547645","139.634621143","139.634617667323","35.725654745105","点検済"
"鷺8-169","建柱式","1","点検済","35.7208271524","139.634642601","139.634639163376","35.720827117419","点検済"
"鷺8-172","建柱式","1","点検済","35.7219126044","139.634683267","139.634679820544","35.7219125730145","点検済"
"鷺9-207","建柱式","1","点検済","35.7229974673","139.634715789","139.634712333757","35.7229974394691","点検済"
"鷺9-222","建柱式","1","点検済","35.7249259631","139.634724902","139.634721431298","35.7249259415601","点検済"
"鷺9-205","建柱式","1","点検済","35.7237603372","139.634739161","139.634735699113","35.7237603119125","点検済"
"鷺9-398","建柱式","1","点検済","35.7211635922","139.634782076","139.634778635089","35.7211635584221","点検済"
"鷺9-414","建柱式","1","点検済","35.7300764152","139.63478424","139.634780729221","35.7300764091703","点検済"
"鷺9-437","建柱式","1","点検済","35.7320461117","139.634788627","139.634785100964","35.7320461115822","点検済"
"鷺9-223","建柱式","1","点検済","35.7256227281","139.634805614","139.634802137618","35.7256227087234","点検済"
"鷺9-439","建柱式","1","点検済","35.7329620412","139.634900093","139.634896559606","35.7329620438724","点検済"
"鷺9-224","建柱式","1","点検済","35.7258050103","139.634922221","139.634918743125","35.7258049915079","点検済"
"鷺8-168","建柱式","1","点検済","35.7224919168","139.634969831","139.634966378468","35.7224918874701","点検済"
"鷺9-376","建柱式","1","点検済","35.7194239136","139.634983924","139.634980496452","35.7194238742617","点検済"
"鷺9-202","建柱式","1","点検済","35.7231266739","139.634991288","139.63498783099","35.7231266466903","点検済"
"鷺9-415","建柱式","1","点検済","35.7296952642","139.634977305","139.634973796551","35.7296952571555","点検済"
"鷺9-225","建柱式","1","点検済","35.7250523719","139.635088301","139.63508482809","35.7250523510008","点検済"
"鷺8-164","建柱式","1","点検済","35.7210122489","139.635098577","139.635095135908","35.7210122147989","点検済"
"鷺9-236","建柱式","1","点検済","35.7262365701","139.635087289","139.635083806938","35.7262365527528","点検済"
"鷺9-204","建柱式","1","点検済","35.7235469392","139.635097235","139.635093774531","35.7235469133634","点検済"
"鷺8-182","建柱式","1","点検済","35.7213084024","139.635109305","139.635105862338","35.7213083693134","点検済"
"鷺9-438","建柱式","1","点検済","35.7321996838","139.635102034","139.635098505791","35.7321996843519","点検済"
"鷺7-086","建柱式","1","点検済","35.7260727442","139.635120743","139.635117262094","35.7260727263836","点検済"
"鷺8-179","建柱式","1","点検済","35.7221903237","139.63513881","139.635135359484","35.722190293516","点検済"
"鷺9-351","建柱式","1","点検済","35.7177952872","139.635152856","139.635149440917","35.7177952426225","点検済"
"鷺8-165","建柱式","1","点検済","35.7218832856","139.635152221","139.635148772942","35.7218832543595","点検済"
"鷺7-106","建柱式","1","点検済","35.7304169397","139.635182721","139.635179206315","35.7304169349574","点検済"
"鷺9-412","建柱式","1","点検済","35.7294810436","139.635214582","139.635211074531","35.7294810360354","点検済"
"鷺9-385","建柱式","1","点検済","35.7188052171","139.635242745","139.635239321819","35.7188051758328","点検済"
"鷺7-076","建柱式","1","点検済","35.7245355336","139.635240734","139.635237264325","35.7245355111403","点検済"
"鷺9-331","建柱式","1","点検済","35.7308976799","139.63524343","139.635239911407","35.7308976766401","点検済"
"鷺9-388","建柱式","1","点検済","35.720582171","139.635310471","139.635307033154","35.7205821356361","点検済"
"鷺9-350","建柱式","1","点検済","35.7183990817","139.635337293","139.635333872621","35.7183990391924","点検済"
"鷺9-394","建柱式","1","点検済","35.7197421515","139.636021256","139.636017822894","35.7197421137053","点検済"
"鷺7-028","建柱式","1","点検済","35.7201630828","139.635422869","139.635419434075","35.720163046112","点検済"
"鷺9-203","建柱式","1","点検済","35.7238934541","139.63551465","139.6354313862","35.7240682987181","点検済"
"鷺9-345","建柱式","1","点検済","35.716825696","139.635154903","139.635458324507","35.7167777047111","点検済"
"鷺8-181","建柱式","1","点検済","35.7214804323","139.63547945","139.635476004573","35.7214803999477","点検済"
"鷺9-386","建柱式","1","点検済","35.7199887686","139.635585397","139.635581963409","35.7199887314435","点検済"
"鷺9-232","建柱式","1","点検済","35.7255195786","139.635591893","139.635588414807","35.7255195594382","点検済"
"鷺9-396","壁掛式","1","点検済","35.721197345","139.635640383","139.635636938842","35.7211973118021","点検済"
"鷺9-426","建柱式","1","点検済","35.7288449366","139.635661534","139.635658029917","35.7288449274606","点検済"
"鷺7-098","建柱式","1","点検済","35.7265409628","139.635677706","139.635674219641","35.7265409467596","点検済"
"鷺9-384","建柱式","1","点検済","35.7188367932","139.635750353","139.63574692793","35.7188367523118","点検済"
"鷺9-389","建柱式","1","点検済","35.7205745494","139.635763764","139.635760325028","35.7205745142056","点検済"
"鷺9-214","建柱式","1","点検済","35.7234808531","139.635545475","139.635759236878","35.7236058433705","点検済"
"鷺9-393","建柱式","1","点検済","35.7201835309","139.635781469","139.635778032716","35.720183494472","点検済"
"鷺9-397","建柱式","1","点検済","35.7217330324","139.635801315","139.635797866561","35.7217330010963","点検済"
"鷺9-201","建柱式","1","点検済","35.7244658313","139.63597477","139.635853803066","35.7244320403433","点検済"
"鷺9-411","建柱式","1","点検済","35.7296140355","139.635891641","139.635888130245","35.7296140288213","点検済"
"鷺9-208","建柱式","1","点検済","35.7240026709","139.636387741","139.636384272143","35.7240026474152","点検済"
"鷺57-013","建柱式","1","点検済","35.7248248352","139.635940244","139.635936770056","35.7248248141351","点検済"
"鷺9-394","建柱式","1","点検済","35.7197421515","139.636021256","139.636017822894","35.7197421137053","点検済"
"鷺7-014","建柱式","1","点検済","35.7167053272","139.636034024","139.6360306147","35.7167052794502","点検済"
"鷺9-200","建柱式","1","点検済","35.7237503687","139.63601769","139.636014224394","35.7237503441474","点検済"
"鷺9-422","建柱式","1","点検済","35.7283550651","139.636023911","139.636020409522","35.7283550547326","点検済"
"鷺9-392","建柱式","1","点検済","35.720711739","139.636053443","139.636050001539","35.7207117044794","点検済"
"鷺7-023","建柱式","1","点検済","35.7176595677","139.636077081","139.636073663923","35.7176595231139","点検済"
"鷺9-420","建柱式","1","点検済","35.7274820014","139.636116843","139.636113347946","35.7274819884754","点検済"
"鷺7-025","建柱式","1","点検済","35.7189030182","139.636140011","139.636136583765","35.7189029777431","点検済"
"鷺7-024","建柱式","1","点検済","35.7180433047","139.63619033","139.636186909475","35.7180432614329","点検済"
"鷺9-372","建柱式","1","点検済","35.7214194597","139.636182189","139.63617874148","35.7214194275831","点検済"
"鷺7-026","壁掛式","1","点検済","35.7190708916","139.63620767","139.636204241169","35.7190708517493","点検済"
"鷺9-417","建柱式","1","点検済","35.7308421933","139.636182566","139.636179044852","35.7308421904997","点検済"
"鷺9-419","建柱式","1","点検済","35.7322957916","139.63618353","139.636179997745","35.7322957931943","点検済"
"鷺7-071","建柱式","1","点検済","35.7263391904","139.636208979","139.636205492446","35.7263391741084","点検済"
"鷺9-319","建柱式","1","点検済","35.7176412472","139.636918455","139.636915035627","35.7176412029407","点検済"
"鷺7-013","建柱式","1","点検済","35.7189554757","139.636953324","139.636949893714","35.7189554358585","点検済"
"鷺9-391","建柱式","1","点検済","35.721208233","139.636289477","139.636286031173","35.7212082001968","点検済"
"鷺9-320","建柱式","1","点検済","35.7188498592","139.637017697","139.63701426736","35.7188498189691","点検済"
"鷺7-112","建柱式","1","点検済","35.7280070507","139.636350808","139.63634730814","35.7280070395065","点検済"
"鷺9-418","建柱式","1","点検済","35.7319773616","139.636349156","139.636345626082","35.7319773622943","点検済"
"鷺9-208","建柱式","1","点検済","35.7240026709","139.636387741","139.636384272143","35.7240026474152","点検済"
"鷺7-017","建柱式","1","点検済","35.7192059062","139.636431634","139.636428203796","35.7192058669083","点検済"
"鷺7-018","建柱式","1","点検済","35.7195978828","139.636442363","139.63643892946","35.7195978447808","点検済"
"鷺9-198","建柱式","1","点検済","35.7230776791","139.636504054","139.636500592224","35.7230776526652","点検済"
"鷺9-227","建柱式","1","点検済","35.7243177826","139.636533558","139.636530086503","35.7243177602378","点検済"
"鷺7-021","建柱式","1","点検済","35.7200843609","139.636577531","139.636574092856","35.7200843245724","点検済"
"鷺7-110","建柱式","1","点検済","35.7266912","139.63657064","139.636567149546","35.7266911850055","点検済"
"鷺9-231","建柱式","1","点検済","35.7248327628","139.636576474","139.636572997584","35.7248327421906","点検済"
"鷺9-406","建柱式","1","点検済","35.7292718415","139.637359415","139.637355902157","35.7292718347733","点検済"
"鷺7-078","建柱式","1","点検済","35.7236396236","139.636620779","139.63661731227","35.7236395990628","点検済"
"鷺7-029","建柱式","1","点検済","35.7207585577","139.636677057","139.636673612681","35.7207585236193","点検済"
"鷺7-127","建柱式","1","点検済","35.7265605897","139.636718631","139.636715140853","35.7265605743833","点検済"
"鷺9-407","建柱式","1","点検済","35.7304755521","139.636710584","139.636707064155","35.7304755485227","点検済"
"鷺53-007","建柱式","1","点検済","35.7276372129","139.636733457","139.636729958738","35.7276372008521","点検済"
"鷺9-234","建柱式","1","点検済","35.7255094658","139.636750247","139.636746765038","35.72550944738","点検済"
"鷺9-408","建柱式","1","点検済","35.7292818572","139.636773921","139.636770409965","35.729281850113","点検済"
"鷺7-030","建柱式","1","点検済","35.7211254842","139.636825919","139.63682247185","35.7211254514494","点検済"
"鷺9-319","建柱式","1","点検済","35.7176412472","139.636918455","139.636915035627","35.7176412029407","点検済"
"鷺7-013","建柱式","1","点検済","35.7189554757","139.636953324","139.636949893714","35.7189554358585","点検済"
"鷺9-405","建柱式","1","点検済","35.7285453124","139.637715071","139.637711562628","35.7285453038246","点検済"
"鷺9-213","建柱式","1","点検済","35.7236992889","139.63700278","139.636999311519","35.7236992648017","点検済"
"鷺9-320","建柱式","1","点検済","35.7188498592","139.637017697","139.63701426736","35.7188498189691","点検済"
"鷺9-340","建柱式","1","点検済","35.7191296883","139.637027085","139.637023652822","35.7191296490696","点検済"
"鷺7-109","建柱式","1","点検済","35.7272693167","139.637021446","139.637017949624","35.7272693037404","点検済"
"鷺9-404","建柱式","1","点検済","35.7287924467","139.63704586","139.637042352138","35.7287924382812","点検済"
"鷺9-229","建柱式","1","点検済","35.7248329237","139.63705635","139.637052872272","35.7248329034008","点検済"
"鷺9-338","建柱式","1","点検済","35.7196860773","139.637089446","139.637086009523","35.719686039875","点検済"
"鷺9-403","建柱式","1","点検済","35.7283485439","139.637090071","139.637086566113","35.7283485342238","点検済"
