平成28年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13212 ,28 ,日野,0 ,10 ,多摩,南多摩,日野市,平山六丁目２７番１５,,"102,000 ","103,000 ",-1.0 ,135 ,,1,1.5,住宅,LS,2F,,一般住宅、アパートが建ち並ぶ傾斜地の住宅地域,道路,西,4,,,,ガス,水道,下水道,平山城址公園,,900 ,１低専,,40 ,80 ,,高度,,,都立公,普通,,,,,
○,13212 ,28 ,日野,0 ,11 ,多摩,南多摩,日野市,豊田四丁目１９番３６,,"228,000 ","225,000 ",1.3 ,132 ,,1,1.5,住宅,W,2F,,小規模一般住宅が建ち並ぶ住宅地域,市道,北東,5,,,,ガス,水道,,豊田,,450 ,１低専,,50 ,100 ,,高度,,,,,,,,,
○,13212 ,28 ,日野,0 ,12 ,多摩,南多摩,日野市,多摩平六丁目２番１５,,"232,000 ","229,000 ",1.3 ,160 ,,1,2,住宅,W,2F,,中規模の一般住宅が建ち並ぶ閑静な住宅地域,市道,北,6,,,,ガス,水道,下水道,豊田,,"1,280 ",１低専,,50 ,100 ,,高度,,,,,,,,,
○,13212 ,28 ,日野,0 ,13 ,多摩,南多摩,日野市,栄町四丁目１１番１０外,,"190,000 ","188,000 ",1.1 ,165 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が建ち並ぶ住宅地域,市道,北,4,,,,ガス,水道,下水道,日野,,800 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13212 ,28 ,日野,0 ,14 ,多摩,南多摩,日野市,大字日野１４２０番４外,,"202,000 ","199,000 ",1.5 ,130 ,,2,1,住宅,LS,2F,,中規模一般住宅が建ち並ぶ住宅地域,市道,南西,5,,,,ガス,水道,下水道,甲州街道,,350 ,１低専,,50 ,100 ,,高度,,,,,,,,,
○,13212 ,28 ,日野,0 ,15 ,多摩,南多摩,日野市,南平二丁目２６番３,,"133,000 ","133,000 ",0.0 ,173 ,,1,1.2,住宅,W,2F,,一般住宅が建ち並ぶ区画整然とした住宅地域,市道,南,8,,,,ガス,水道,下水道,南平,,"1,100 ",１低専,,40 ,80 ,,高度,,,都立公,普通,,,,,
○,13212 ,28 ,日野,0 ,16 ,多摩,南多摩,日野市,神明四丁目２４番４,,"233,000 ","230,000 ",1.3 ,149 ,,1,1.2,住宅,W,2F,,一般住宅、アパート等が見られる住宅地域,市道,北東,6,,,,ガス,水道,下水道,日野,,800 ,１低専,,50 ,100 ,,高度,,,,,*,13212 ,0 ,25 ,"233,000 "
○,13212 ,28 ,日野,5 ,1 ,多摩,南多摩,日野市,日野本町三丁目１１番９外,,"427,000 ","418,000 ",2.2 ,195 ,,1,1.5,店舗兼事務所,RC,4F,1B,中層の小売店舗、飲食店等が多い駅前の商業地域,市道,北西,12,,,,ガス,水道,下水道,日野,近接,,商業,防火,80 ,400 ,,,,,,,,,,,
○,13212 ,28 ,日野,5 ,2 ,多摩,南多摩,日野市,南平七丁目６番４１,,"255,000 ","254,000 ",0.4 ,88 ,,1,2,店舗、事務所兼住宅,S,3F,1B,小売店舗等が建ち並ぶ駅に近い近隣商業地域,市道,南西,8.5,,,,,水道,下水道,南平,,80 ,近商,準防,80 ,200 ,,高度,,,,,,,,,
○,13212 ,28 ,日野,5 ,3 ,多摩,南多摩,日野市,石田二丁目９番２０,,"238,000 ","237,000 ",0.4 ,201 ,,1,2,店舗兼住宅,LS,2F,,店舗、共同住宅等が混在する路線商業地域,国道,北,28,,,,ガス,水道,下水道,万願寺,,250 ,準住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,1 ,多摩,北多摩,東村山市,本町三丁目２０番８４外,,"204,000 ","203,000 ",0.5 ,184 ,,1.2,1,住宅,W,2F,,中小規模一般住宅が建ち並ぶ住宅地域,市道,東,4,,,,ガス,水道,下水道,東村山,,820 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,2 ,多摩,北多摩,東村山市,恩多町三丁目４０番２２,,"190,000 ","187,000 ",1.6 ,113 ,,1,1.5,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ閑静な住宅地域,市道,北,5,,,,ガス,水道,下水道,久米川,,920 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,3 ,多摩,北多摩,東村山市,久米川町二丁目９番１７,,"164,000 ","163,000 ",0.6 ,142 ,,1,1.2,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ閑静な住宅地域,私道,南西,4,,,,ガス,水道,下水道,東村山,,"1,500 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,4 ,多摩,北多摩,東村山市,秋津町三丁目３３番２１,,"160,000 ","159,000 ",0.6 ,132 ,,1,1,住宅,W,2F,,中小規模一般住宅が建ち並ぶ住宅地域,私道,南,4.5,,,,ガス,水道,下水道,新秋津,,"1,400 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,5 ,多摩,北多摩,東村山市,青葉町三丁目２４番３３,,"164,000 ","163,000 ",0.6 ,119 ,,1,2,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ閑静な住宅地域,市道,南東,5,,,,ガス,水道,下水道,新秋津,,"1,300 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,6 ,多摩,北多摩,東村山市,栄町三丁目４番１５,,"253,000 ","248,000 ",2.0 ,215 ,,1,1,住宅,S,3F,,中規模一般住宅が多く駅前商業地に近い住宅地域,市道,北,4,,,,ガス,水道,下水道,久米川,,450 ,１住居,準防,60 ,300 ,,高度,,,,,*,13213 ,0 ,1 ,"249,000 "
○,13213 ,28 ,東村山,0 ,7 ,多摩,北多摩,東村山市,恩多町五丁目５番４,,"164,000 ","163,000 ",0.6 ,171 ,,1,1.2,住宅,W,2F,,中小規模一般住宅が多い住宅地域,道路,南東,5,,,,ガス,水道,下水道,久米川,,"1,600 ",１低専,,40 ,80 ,,高度,,,,,*,13213 ,0 ,3 ,"163,000 "
○,13213 ,28 ,東村山,0 ,8 ,多摩,北多摩,東村山市,諏訪町一丁目３６番３,,"166,000 ","165,000 ",0.6 ,204 ,,1,1.2,住宅,LS,2F,,中小規模一般住宅が多い住宅地域,市道,北東,4,,,,,水道,下水道,東村山,,"1,500 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,9 ,多摩,北多摩,東村山市,野口町二丁目２５番４７,,"175,000 ","174,000 ",0.6 ,119 ,,2,1,住宅,W,2F,,一般住宅のほかアパート等も見られる住宅地域,私道,北,4.5,,,,ガス,水道,下水道,東村山,,"1,200 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,10 ,多摩,北多摩,東村山市,富士見町三丁目８番４７,,"174,000 ","173,000 ",0.6 ,171 ,,1,1.2,住宅,W,2F,,中規模一般住宅が建ち並ぶ住宅地域,市道,南,5,,,,ガス,水道,下水道,八坂,,"1,300 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,11 ,多摩,北多摩,東村山市,富士見町四丁目８番３６,,"164,000 ","163,000 ",0.6 ,208 ,,1,1,住宅,W,2F,,中規模一般住宅が多い閑静な住宅地域,市道,西,4.5,,,,ガス,水道,下水道,武蔵大和,,"1,000 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,0 ,12 ,多摩,北多摩,東村山市,萩山町一丁目２４番２,,"240,000 ","237,000 ",1.3 ,105 ,,1,1.2,住宅,W,2F,,一般住宅の中にアパート等が見られる住宅地域,市道,西,5.5,,,,ガス,水道,下水道,小平,,430 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,5 ,1 ,多摩,北多摩,東村山市,栄町一丁目６番８,,"335,000 ","331,000 ",1.2 ,82 ,,1,1.5,店舗、事務所兼住宅,S,4F,,小売店舗、銀行等が建ち並ぶ駅前商業地域,市道,南西,8,,,,ガス,水道,下水道,久米川,,140 ,商業,防火,80 ,400 ,,,,,,,*,13213 ,5 ,3 ,"333,000 "
○,13213 ,28 ,東村山,5 ,2 ,多摩,北多摩,東村山市,秋津町五丁目９番１３,,"289,000 ","284,000 ",1.8 ,165 ,,1,1.5,店舗兼共同住宅,RC,3F,,店舗、銀行等が建ち並ぶ秋津駅に近い商業地域,都道,北西,7,,,,ガス,水道,下水道,秋津,,160 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13213 ,28 ,東村山,5 ,3 ,多摩,北多摩,東村山市,本町二丁目３番６９,,"395,000 ","393,000 ",0.5 ,566 ,,1,1,事務所,RC,4F,,中層の店舗、事務所ビル等が多い駅前の商業地域,市道,北,0,駅前広場,三方路,,ガス,水道,下水道,東村山,駅前広場接面,,商業,防火,80 ,400 ,,,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,1 ,多摩,北多摩,国分寺市,東元町三丁目２３８２番６,東元町３－３３－４,"320,000 ","320,000 ",0.0 ,246 ,,1,1,住宅,LS,2F,,中規模一般住宅が多い閑静な住宅地域,市道,南,4,,,,ガス,水道,下水道,国分寺,,650 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,2 ,多摩,北多摩,国分寺市,本多三丁目１３２番１１,本多３－７－７,"280,000 ","277,000 ",1.1 ,165 ,,1,1.5,住宅,W,2F,,一般住宅の中にアパート等が見られる地域,市道,西,4.5,,,,ガス,水道,下水道,国分寺,,"1,100 ",１低専,,50 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,3 ,多摩,北多摩,国分寺市,東恋ケ窪三丁目１２番３８,,"267,000 ","266,000 ",0.4 ,127 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が混在する住宅地域,市道,北西,4,,,,ガス,水道,下水道,国分寺,,"1,300 ",１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,4 ,多摩,北多摩,国分寺市,日吉町一丁目４４番５０,,"290,000 ","289,000 ",0.3 ,123 ,,1,2,住宅,W,2F,,中規模一般住宅が多い分譲住宅地域,市道,北西,5,,,,ガス,水道,下水道,西国分寺,,"1,000 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,5 ,多摩,北多摩,国分寺市,日吉町三丁目１１番３０,,"264,000 ","263,000 ",0.4 ,167 ,,1,1.2,住宅,W,2F,,一般住宅、アパートのほか空地も残る住宅地域,市道,北西,6,,,,ガス,水道,下水道,西国分寺,,"1,400 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,6 ,多摩,北多摩,国分寺市,西恋ケ窪四丁目２１番３,,"254,000 ","253,000 ",0.4 ,158 ,,1.5,1,住宅,W,2F,,中小規模の一般住宅を中心とする閑静な住宅地域,市道,南東,3.6,,,,ガス,水道,下水道,恋ヶ窪,,340 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,7 ,多摩,北多摩,国分寺市,戸倉二丁目７番１５,,"255,000 ","255,000 ",0.0 ,118 ,,1,1.2,住宅,W,2F,,一般住宅が多い市役所通り北側背後の住宅地域,市道,南西,4,,,,ガス,水道,下水道,恋ヶ窪,,600 ,１低専,,50 ,80 ,,高度,,,,,*,13214 ,0 ,5 ,"255,000 "
○,13214 ,28 ,国分寺,0 ,8 ,多摩,北多摩,国分寺市,西町二丁目２５番５,,"221,000 ","220,000 ",0.5 ,213 ,,1,1,住宅,W,2F,,中規模一般住宅が多い高台の閑静な住宅地域,市道,西,4,,,,ガス,水道,下水道,国立,,"1,500 ",１低専,,50 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,0 ,9 ,多摩,北多摩,国分寺市,新町二丁目４番２８,,"203,000 ","203,000 ",0.0 ,150 ,,1,1,住宅,W,2F,,一般住宅のほかに空地等が見られる住宅地域,市道,東,4,,,,ガス,水道,下水道,国立,,"2,200 ",１低専,,50 ,80 ,,高度,,,,,,,,,
○,13214 ,28 ,国分寺,5 ,1 ,多摩,北多摩,国分寺市,本町二丁目３３４番１４,本町２－１０－５,"1,350,000 ","1,320,000 ",2.3 ,120 ,,1,2,店舗兼事務所,SRC,4F,1B,中層の店舗ビル等が建ち並ぶ駅前の商業地域,市道,西,12.5,,,,ガス,水道,下水道,国分寺,,130 ,商業,防火,80 ,500 ,,,,,,,*,13214 ,5 ,1 ,"1,330,000 "
○,13214 ,28 ,国分寺,5 ,2 ,多摩,北多摩,国分寺市,南町三丁目２７００番５１外,南町３－１６－５,"845,000 ","820,000 ",3.0 ,90 ,台形,1,3,店舗,RC,6F,1B,中層の店舗ビル等が建ち並ぶ駅前の商業地域,都道,北西,12,,背面道,,ガス,水道,下水道,国分寺,,150 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13215 ,28 ,国立,0 ,1 ,多摩,北多摩,国立市,東一丁目１６番３,,"445,000 ","440,000 ",1.1 ,231 ,,1,1.5,住宅,W,2F,,一般住宅、共同住宅、店舗等が混在する地域,市道,南,5.5,,,,ガス,水道,下水道,国立,,450 ,２中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13215 ,28 ,国立,0 ,2 ,多摩,北多摩,国立市,中一丁目１１番３,,"441,000 ","437,000 ",0.9 ,330 ,,1,1,住宅,S,2F,,中規模一般住宅が建ち並ぶ閑静な住宅地域,市道,南,5.5,,,,ガス,水道,下水道,国立,,400 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13215 ,28 ,国立,0 ,3 ,多摩,北多摩,国立市,西二丁目２８番２８,,"324,000 ","322,000 ",0.6 ,166 ,,1,2,住宅,W,2F,,中小規模一般住宅及びアパートも存する住宅地域,市道,北,5.5,,,,ガス,水道,下水道,国立,,"1,200 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13215 ,28 ,国立,0 ,4 ,多摩,北多摩,国立市,東三丁目１２番２９,,"343,000 ","341,000 ",0.6 ,117 ,,1,2,住宅,W,2F,,一般住宅のほかにアパートが見られる住宅地域,市道,南,5.5,,,,ガス,水道,下水道,国立,,"1,200 ",１低専,準防,50 ,100 ,,高度,,,,,*,13215 ,0 ,11 ,"342,000 "
○,13215 ,28 ,国立,0 ,5 ,多摩,北多摩,国立市,大字谷保字中峯下６９０６番１外,,"239,000 ","238,000 ",0.4 ,262 ,,1,2,共同住宅兼倉庫,RC,4F,1B,一般住宅、アパート、店舗等が混在する地域,市道,西,12,,,,ガス,水道,下水道,矢川,,180 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13215 ,28 ,国立,0 ,6 ,多摩,北多摩,国立市,大字谷保字栗原５８６４番５外,,"198,000 ","197,000 ",0.5 ,131 ,,1,1.5,住宅,W,2F,,小規模の一般住宅が多い区画整然とした住宅地域,市道,南,6,,,,ガス,水道,下水道,谷保,,700 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13215 ,28 ,国立,5 ,1 ,多摩,北多摩,国立市,富士見台二丁目２番２,,"375,000 ","375,000 ",0.0 ,201 ,,1,1.5,店舗兼共同住宅,RC,4F,,店舗兼共同住宅等が見られる商業地域,都道,東,16,,,,ガス,水道,下水道,谷保,,500 ,近商,防火,80 ,400 ,,,,,,,,,,,
○,13218 ,28 ,福生,0 ,1 ,多摩,西多摩,福生市,大字熊川字北８５３番１８外,,"171,000 ","168,000 ",1.8 ,123 ,,1,2,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ住宅地域,市道,北西,5,,,,,水道,下水道,牛浜,,450 ,１低専,準防,40 ,80 ,,高度,,,,,*,13218 ,0 ,3 ,"170,000 "
○,13218 ,28 ,福生,0 ,2 ,多摩,西多摩,福生市,南田園一丁目９番２２,,"144,000 ","143,000 ",0.7 ,166 ,,1,1.5,住宅,W,2F,,一般住宅等が建ち並ぶ区画整然とした住宅地域,市道,北,8,,,,,水道,下水道,熊川,,800 ,１低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13218 ,28 ,福生,0 ,3 ,多摩,西多摩,福生市,加美平一丁目２４番１８,,"168,000 ","167,000 ",0.6 ,159 ,,1,1.2,住宅,LS,1F,,一般住宅等が建ち並ぶ区画整然とした住宅地域,市道,南東,6,,,,ガス,水道,下水道,福生,,"1,100 ",１低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13218 ,28 ,福生,0 ,4 ,多摩,西多摩,福生市,志茂１３２番２,,"173,000 ","171,000 ",1.2 ,183 ,,1,1.2,店舗兼住宅,W,2F,,中規模一般住宅や店舗兼住宅が見られる住宅地域,市道,北東,6,,,,ガス,水道,下水道,牛浜,,500 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13218 ,28 ,福生,0 ,5 ,多摩,西多摩,福生市,大字熊川字武蔵野１４１４番５６,,"150,000 ","149,000 ",0.7 ,101 ,,1.2,1,住宅,W,2F,,一般住宅のほかアパート等も見られる住宅地域,私道,南西,4,,,,,水道,下水道,拝島,,700 ,１低専,準防,40 ,80 ,,高度,,,,,,,,,
○,13218 ,28 ,福生,5 ,1 ,多摩,西多摩,福生市,大字福生字奈賀７６７番５外,,"332,000 ","329,000 ",0.9 ,152 ,,1,1,店舗、事務所兼住宅,S,6F,,中低層の店舗ビルが建ち並ぶ駅近くの商業地域,都道,南東,16,,,,ガス,水道,下水道,福生,,70 ,商業,防火,80 ,500 ,,,,,,,*,13218 ,5 ,3 ,"330,000 "
○,13218 ,28 ,福生,5 ,2 ,多摩,西多摩,福生市,志茂２０２番６,,"198,000 ","196,000 ",1.0 ,206 ,,1,1.5,店舗兼住宅,S,2F,,小規模の小売店舗等が建ち並ぶ既成商業地域,市道,北東,6,,,,ガス,水道,下水道,福生,,500 ,商業,防火,80 ,400 ,,,,,,,,,,,
○,13218 ,28 ,福生,5 ,3 ,多摩,西多摩,福生市,大字福生字武蔵野２４７７番６外,,"131,000 ","129,000 ",1.6 ,264 ,,1,1,店舗兼住宅,W,2F,1B,小売店舗等が建ち並ぶ国道沿いの商業地域,国道,東,22,,,,ガス,水道,下水道,牛浜,,800 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13219 ,28 ,狛江,0 ,1 ,多摩,北多摩,狛江市,岩戸北一丁目１１４７番４１,岩戸北１－６－７,"312,000 ","309,000 ",1.0 ,132 ,,1,2,住宅,W,2F,,一般住宅、アパートが見られる住宅地域,市道,北,4,,,,ガス,水道,下水道,喜多見,,740 ,１低専,,40 ,80 ,,高度,,,,,*,13219 ,0 ,6 ,"310,000 "
,13219 ,28 ,狛江,0 ,2 ,多摩,北多摩,狛江市,元和泉三丁目２６５５番６,元和泉３－１－２１,"320,000 ",,,110 ,,1,1.5,住宅,W,2F,,一般住宅、アパ－ト等が見られる住宅地域,市道,北,5,,,,ガス,水道,下水道,和泉多摩川,,240 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13219 ,28 ,狛江,0 ,3 ,多摩,北多摩,狛江市,中和泉五丁目３２８番２２,中和泉５－１９－１８,"279,000 ","277,000 ",0.7 ,109 ,台形,1,1,住宅,W,2F,,一般住宅のほかアパート等もみられる住宅地域,市道,西,4,,,,ガス,水道,下水道,国領,,"1,400 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13219 ,28 ,狛江,0 ,4 ,多摩,北多摩,狛江市,東和泉一丁目２４５０番３,東和泉１－３４－３７,"320,000 ","318,000 ",0.6 ,218 ,,1,1.5,住宅,W,2F,,中規模一般住宅、アパート等が見られる住宅地域,市道,西,4,,,,ガス,水道,下水道,狛江,,330 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13219 ,28 ,狛江,0 ,5 ,多摩,北多摩,狛江市,猪方三丁目５２８番１１,猪方３－２４－１０,"300,000 ","297,000 ",1.0 ,148 ,台形,1,2,住宅,W,2F,,中規模一般住宅、アパート等が見られる住宅地域,市道,東,10,,,,ガス,水道,下水道,和泉多摩川,,300 ,１低専,,40 ,80 ,,高度,,,,,,,,,
○,13219 ,28 ,狛江,5 ,1 ,多摩,北多摩,狛江市,東和泉三丁目２６３１番６,東和泉３－１２－１０,"401,000 ","400,000 ",0.3 ,52 ,,1,3,店舗兼住宅,S,4F,,小規模な店舗兼住宅が建ち並ぶ商業地域,市道,北東,5,,,,ガス,水道,下水道,和泉多摩川,,80 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,1 ,多摩,北多摩,東大和市,狭山五丁目１６１４番１９,,"138,000 ","136,000 ",1.5 ,119 ,,1.2,1,住宅,W,2F,,一般住宅のほかアパート等も見られる住宅地域,市道,西,5,,,,ガス,水道,下水道,武蔵大和,,"1,200 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,2 ,多摩,北多摩,東大和市,上北台三丁目４５９番３,,"204,000 ","202,000 ",1.0 ,196 ,,1,1,住宅,LS,2F,,一般住宅、店舗等が混在する都道沿いの住宅地域,都道,北東,22,,,,,水道,下水道,桜街道,,90 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,3 ,多摩,北多摩,東大和市,南街六丁目６４番７,,"205,000 ","203,000 ",1.0 ,158 ,,1,1.5,住宅,W,2F,,中規模一般住宅が建ち並ぶ閑静な住宅地域,市道,西,5,,,,ガス,水道,下水道,東大和市,,600 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,4 ,多摩,北多摩,東大和市,湖畔二丁目１０４４番８２,,"103,000 ","103,000 ",0.0 ,240 ,,1,1.2,住宅,W,2F,,中規模の一般住宅が建ち並ぶ閑静な住宅地域,市道,南東,6,,,,ガス,水道,下水道,武蔵大和,,"1,800 ",１低専,,40 ,60 ,,高度,,,都立公,普通,,,,,
○,13220 ,28 ,東大和,0 ,5 ,多摩,北多摩,東大和市,中央四丁目９６５番１８７,,"174,000 ","172,000 ",1.2 ,202 ,台形,1,1.5,住宅,RC,2F,,中規模の一般住宅が多い整然とした分譲住宅地域,市道,西,4,,,,ガス,水道,下水道,上北台,,"1,200 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,6 ,多摩,北多摩,東大和市,芋窪四丁目１４８２番５,,"138,000 ","137,000 ",0.7 ,114 ,台形,1,1.5,住宅,W,2F,,一般住宅の中に空地等が見られる住宅地域,市道,東,4.6,,,,ガス,水道,下水道,上北台,,"1,000 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,7 ,多摩,北多摩,東大和市,蔵敷二丁目３６１番５,,"138,000 ","137,000 ",0.7 ,168 ,,1,1.5,住宅,W,2F,,一般住宅のほかに店舗等も見られる住宅地域,都道,北,9,,,,ガス,水道,下水道,上北台,,"1,200 ",２中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,8 ,多摩,北多摩,東大和市,上北台一丁目８８６番４,,"190,000 ","189,000 ",0.5 ,208 ,,1.2,1,住宅,LS,2F,,区画整然とした中規模一般住宅が建ち並ぶ地域,市道,西,6,,,,ガス,水道,下水道,上北台,,600 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,0 ,9 ,多摩,北多摩,東大和市,南街一丁目３７番２,,"207,000 ","205,000 ",1.0 ,127 ,,1.2,1,住宅,W,2F,,一般住宅等が建ち並ぶ区画整然とした住宅地域,市道,南東,4,,,,ガス,水道,下水道,東大和市,,850 ,１低専,準防,50 ,100 ,,高度,,,,,*,13220 ,0 ,6 ,"205,000 "
○,13220 ,28 ,東大和,0 ,10 ,多摩,北多摩,東大和市,清水六丁目１１８４番３,,"147,000 ","146,000 ",0.7 ,153 ,台形,1,2,住宅,W,2F,,中小規模一般住宅が多い住宅地域,市道,北,3.7,,,,ガス,水道,下水道,武蔵大和,,"1,300 ",１低専,,40 ,80 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,5 ,1 ,多摩,北多摩,東大和市,狭山四丁目１３７３番３外,,"168,000 ","167,000 ",0.6 ,333 ,台形,1,2,店舗兼住宅,W,2F,,旧街道沿いに店舗併用住宅等が見られる商業地域,都道,北西,9,,側道,北東,ガス,水道,下水道,武蔵大和,,550 ,近商,準防,80 ,200 ,,高度,,,,,,,,,
○,13220 ,28 ,東大和,5 ,2 ,多摩,北多摩,東大和市,南街一丁目１１番１４,,"203,000 ","202,000 ",0.5 ,209 ,台形,1,2,店舗兼住宅,LS,2F,,店舗、病院等が混在する路線沿いの近隣商業地域,都道,南西,11,,,,ガス,水道,下水道,東大和市,,"1,100 ",近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13221 ,28 ,清瀬,0 ,1 ,多摩,北多摩,清瀬市,野塩一丁目１６８番１３,,"186,000 ","184,000 ",1.1 ,211 ,,1,1,住宅,W,2F,,中小規模一般住宅が多い住宅地域,市道,西,4,,,,ガス,水道,下水道,秋津,,700 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13221 ,28 ,清瀬,0 ,2 ,多摩,北多摩,清瀬市,梅園三丁目１６１０番１０,梅園３－１７－３,"192,000 ","190,000 ",1.1 ,116 ,,1,2,住宅,W,2F,,中小規模一般住宅が多い住宅地域,市道,南,4.5,,,,ガス,水道,下水道,秋津,,820 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13221 ,28 ,清瀬,0 ,3 ,多摩,北多摩,清瀬市,松山二丁目９７７番３１外,松山２－８－６,"273,000 ","270,000 ",1.1 ,173 ,,1,1.2,住宅,LS,2F,,一般住宅の中にマンションが混在する住宅地域,市道,南東,6.3,,,,ガス,水道,下水道,清瀬,,460 ,１中専,準防,60 ,200 ,,高度,,,,,*,13221 ,0 ,1 ,"270,000 "
○,13221 ,28 ,清瀬,0 ,4 ,多摩,北多摩,清瀬市,中里四丁目７０１番３８,,"149,000 ","148,000 ",0.7 ,202 ,,1,1,住宅,W,2F,,中規模一般住宅が多い整然とした住宅地域,市道,南,5.5,,,,,水道,下水道,清瀬,,"2,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13221 ,28 ,清瀬,0 ,5 ,多摩,北多摩,清瀬市,中里三丁目１７３２番４外,,"195,000 ","194,000 ",0.5 ,285 ,台形,1.2,1,事務所兼住宅,W,2F,,店舗、共同住宅、農地等が混在する沿道住宅地域,都道,西,9.4,,,,,水道,下水道,清瀬,,900 ,２中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13221 ,28 ,清瀬,0 ,6 ,多摩,北多摩,清瀬市,下清戸一丁目３６７番６,,"148,000 ","147,000 ",0.7 ,198 ,,1.2,1,住宅,W,2F,,一般住宅や農家住宅が多く見受けられる住宅地域,市道,東,6,,,,ガス,水道,下水道,清瀬,,"2,300 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
