"データセットID","データセットタイトル","データセット説明","タグ","タグ読み","ライセンス","組織","事業説明等のページ","データ所管部署","データセット作成日時","データセット最終更新日時","更新頻度","カテゴリ分類","データタイトル","データURL","データ説明","形式","サイズ","並び順","データ作成日時","データ最終更新日時","GIS用住所","経度","緯度","分類"
"t131148d0000000147","南部すこやか福祉センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","南部すこやか福祉センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000040.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000148","鷺宮すこやか福祉センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","鷺宮すこやか福祉センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000050.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000149","保護指定樹木","【中野区】「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす樹木の保護指定","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","環境部環境課","","","半年に1回程度","環境","保護指定樹木","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_48/CSV/opendata_51000100.csv","「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす樹木の保護指定","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000150","保護指定樹林","【中野区】「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす樹林の保護指定","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","環境部環境課","","","半年に1回程度","環境","保護指定樹林","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_48/CSV/opendata_51000110.csv","「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす樹林の保護指定","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000151","保護指定生け垣","【中野区】「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす生け垣の保護指定","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","環境部環境課","","","半年に1回程度","環境","保護指定生け垣","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_48/CSV/opendata_51000120.csv","「中野区みどりの保護と育成に関する条例」に基づいた、一定の基準を満たす生け垣の保護指定","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000152","建築基準法道路種別図","【中野区】中野区の建築基準法の道路種別図です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部建築課","","","適宜、必要に応じて","まちづくり","建築基準法道路種別図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_52/CSV/opendata_5000670.csv","中野区の建築基準法の道路種別図です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000153","路線図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部道路管理課","","","必要に応じて","その他","路線図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_52/CSV/opendata_6000760.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000155","行政境界","【中野区】中野区と隣接する各区で行政境界確認を実施した箇所（目安）の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部資産管理活用課","","","半年に1回程度","まちづくり","行政境界","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_58/CSV/opendata_5001003.csv","中野区と隣接する各区で行政境界確認を実施した箇所（目安）の一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000156","初期消火機器設置箇所街頭消火器","【中野区】初期消火等に必要な街頭消火器の設置場所一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","月に1回程度","防災・災害計画","初期消火機器設置箇所街頭消火器","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_30/CSV/opendata_18000150.csv","初期消火等に必要な街頭消火器の設置場所一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000157","小学校学区域","【中野区】中野区内の小学校の学区域の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子ども・教育政策課","","","1年に1回程度","その他","小学校学区域","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_59/CSV/opendata_5000977.csv","中野区内の小学校の学区域の一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000158","中学校学区域","【中野区】中野区内の中学校の学区域の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子ども・教育政策課","","","1年に1回程度","その他","中学校学区域","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_59/CSV/opendata_5000979.csv","中野区内の中学校の学区域の一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000159","町会会館_位置","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","5年に1回程度","医療・福祉","町会会館_位置","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_24/CSV/opendata_5000974.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000160","町会自治会_区域界","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","1年に1回程度","医療・福祉","町会自治会_区域界","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_24/CSV/opendata_5000948.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000161","日中活動_通所施設","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部障害福祉課","","","3ヶ月に1回程度","医療・福祉","日中活動_通所施設","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_5001394.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000162","バリアフリー情報","【中野区】中野区内の施設のバリアフリー設備情報の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部福祉推進課","","","1年に1回程度","医療・福祉","バリアフリー情報","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_6/CSV/opendata_91.csv","中野区内の施設のバリアフリー設備情報の一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000163","地価公示","【中野区】地価公示法第2条第1項に基づき、毎年1月1日に国土交通省土地鑑定委員会が判定し、毎年3月頃に国土交通省が公表する価格の情報。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","1年に1回程度","まちづくり","地価公示","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_49/CSV/opendata_5000659.csv","地価公示法第2条第1項に基づき、毎年1月1日に国土交通省土地鑑定委員会が判定し、毎年3月頃に国土交通省が公表する価格の情報。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000164","基準地価格","【中野区】国土利用計画法施行令第９条の規定に基づいて、都道府県知事が基準地を選定し、毎年7月1日現在の宅地基準について、毎年９月ごろに公表する標準価格の情報。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","1年に1回程度","まちづくり","基準地価格","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_49/CSV/opendata_5001002.csv","国土利用計画法施行令第９条の規定に基づいて、都道府県知事が基準地を選定し、毎年7月1日現在の宅地基準について、毎年９月ごろに公表する標準価格の情報。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000165","開発許可","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","3ヶ月に1回程度","まちづくり","開発許可","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_63/CSV/opendata_5002470.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000166","旧宅地造成","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","3ヶ月に1回程度","まちづくり","旧宅地造成","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_63/CSV/opendata_5002480.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000167","標識設置届","【中野区】令和３年度から令和６年度まで中野区都市計画課建築調整係へ提出される、中野区中高層建築物の建築に係る紛争の予防と調整に関する条例に基づく届出の情報。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","月に1回程度","まちづくり","標識設置届","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_60/CSV/opendata_5000796.csv","令和３年度から令和６年度まで中野区都市計画課建築調整係へ提出される、中野区中高層建築物の建築に係る紛争の予防と調整に関する条例に基づく届出の情報。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d3100000001","子ども食堂一覧","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子育て支援課","","","1年に1回程度","その他","子ども食堂一覧","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_1/CSV/opendata_5001283.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d3100000002","区民葬儀取扱店一覧","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部福祉推進課","","","1年に1回程度","医療・福祉","区民葬儀取扱店一覧","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_5001285.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d3100000003","戸籍窓口関係証明の発行枚数","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部戸籍住民課","","","1年に1回程度","生活","戸籍窓口関係証明の発行枚数","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_1/CSV/opendata_5001286.csv","","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d3100000004","スポーツ施設","【中野区】中野区内のスポーツ施設の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部スポーツ振興課","","","1年に1回程度","生活","スポーツ施設","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5001291.csv","中野区内のスポーツ施設の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d3100000005","図書館","【中野区】中野区の区立図書館の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子ども・教育政策課","","","1年に1回程度","芸術文化","図書館","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5001287.csv","中野区の区立図書館の一覧です。","CSV","","0","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000169","標識設置届","【中野区】令和３年度から令和６年度まで中野区都市計画課建築調整係へ提出される、中野区中高層建築物の建築に係る紛争の予防と調整に関する条例に基づく届出の情報。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部都市計画課","","","月に1回程度","まちづくり","標識設置届","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_60/CSV/opendata_5000796.csv","令和３年度から令和６年度まで中野区都市計画課建築調整係へ提出される、中野区中高層建築物の建築に係る紛争の予防と調整に関する条例に基づく届出の情報。","CSV","","168","2024/04/26 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
