地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
4,13204,三鷹市,1,R,サービス業（他に分類されないもの）,136,174,3426,72351,17,17,37,108,78,102,3062,67793,4,4,16,51,34,35,136,1359,5,5,40,199,30,43,1048,5754,2,3,124,x,-,-,-,-,1,2,333,x,-,-,-,-,-,-,-,-,1,9,1362,x,41,55,327,4450
4,13205,青梅市,0,A-R,全産業（Ｓ公務を除く）,3115,3757,39557,903418,1662,1671,4578,23792,1245,1753,24084,799234,79,90,749,12039,473,525,2636,24334,167,210,2274,20882,413,649,6732,112506,50,146,4701,239228,29,65,1583,31212,10,32,1585,28065,4,7,1806,9196,-,-,-,-,2,11,1985,x,208,333,10895,80391
4,13205,青梅市,0,A-B,農林漁業（Ａ～Ｂ）,4,4,17,x,-,-,-,-,4,4,17,x,-,-,-,-,4,4,17,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,A,農業，林業,4,4,17,x,-,-,-,-,4,4,17,x,-,-,-,-,4,4,17,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,C,鉱業，採石業，砂利採取業,1,1,22,x,-,-,-,-,1,1,22,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,22,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,D,建設業,447,462,2137,36365,229,231,537,3484,218,231,1600,32882,8,8,106,530,81,83,373,3817,38,39,228,3174,73,79,631,15879,9,10,136,4753,5,6,77,2517,1,3,42,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,E,製造業,440,497,7878,412977,152,152,398,x,287,344,7342,409488,10,12,164,223,96,101,536,4689,36,36,233,1964,107,125,1807,24611,16,25,731,15763,11,19,711,14047,5,11,953,21099,2,2,220,x,-,-,-,-,2,11,1985,x,1,1,138,x
4,13205,青梅市,1,F,電気・ガス・熱供給・水道業,2,2,75,x,-,-,-,-,2,2,75,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,74,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,G,情報通信業,19,21,269,4653,1,1,4,x,18,20,265,x,2,2,7,x,6,7,56,990,1,1,3,x,5,6,48,512,1,1,40,x,2,2,110,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,H,運輸業，郵便業,41,79,1920,13617,4,4,8,25,32,60,1340,x,-,-,-,-,5,5,41,64,5,6,46,597,17,24,351,3390,2,2,31,x,1,7,456,x,2,16,415,x,-,-,-,-,-,-,-,-,-,-,-,-,5,15,572,x
4,13205,青梅市,1,I,卸売業，小売業,645,794,4688,85338,345,348,1040,7391,295,441,3604,77543,20,26,202,3067,109,130,715,8842,50,54,381,6625,102,198,1834,40036,6,13,236,3607,5,17,123,11483,1,1,20,x,1,1,92,x,-,-,-,-,-,-,-,-,5,5,44,404
4,13205,青梅市,1,J,金融業，保険業,22,58,876,12695,2,2,3,x,19,19,64,568,3,3,6,31,9,9,27,210,3,3,7,194,4,4,24,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,37,809,x
4,13205,青梅市,1,K,不動産業，物品賃貸業,187,191,535,7966,63,63,85,500,121,125,402,7303,5,5,11,30,55,56,138,1596,13,13,35,2305,39,42,183,2707,5,5,26,563,3,3,7,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,48,162
4,13205,青梅市,1,L,学術研究，専門・技術サービス業,117,123,1915,x,73,73,215,x,42,48,1685,1445,6,7,21,180,20,21,75,x,2,2,4,x,12,13,68,575,1,1,23,x,-,-,-,-,-,-,-,-,1,4,1494,x,-,-,-,-,-,-,-,-,2,2,15,x
4,13205,青梅市,1,M,宿泊業，飲食サービス業,384,434,2680,10419,338,340,980,3064,45,93,1700,x,8,8,78,232,21,25,190,904,6,43,1180,5279,7,13,235,871,1,2,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,x
4,13205,青梅市,1,N,生活関連サービス業，娯楽業,274,448,4741,235101,226,228,439,1181,48,220,4302,233920,4,4,36,7388,21,35,182,957,1,1,4,x,17,99,895,18312,2,78,3026,x,-,-,-,-,1,1,155,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,O,教育，学習支援業,99,116,337,1164,80,80,154,x,12,28,110,675,3,3,6,6,3,3,17,21,-,-,-,-,2,12,41,x,-,-,-,-,1,7,41,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,73,x
4,13205,青梅市,1,P,医療，福祉,243,310,9602,62361,122,122,660,4786,26,33,367,1127,7,9,81,264,12,14,103,297,1,1,76,x,4,4,46,181,-,-,-,-,1,4,58,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,155,8575,56449
4,13205,青梅市,1,Q,複合サービス事業,2,16,233,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,16,233,x
4,13205,青梅市,1,R,サービス業（他に分類されないもの）,188,201,1632,11565,27,27,55,x,75,84,1189,9491,2,2,30,x,31,32,166,1448,11,11,77,378,23,29,547,4701,6,8,366,2852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,90,388,x
4,13206,府中市,0,A-R,全産業（Ｓ公務を除く）,4471,6081,69583,1293399,2023,2035,5988,30176,2229,3696,54662,1187936,129,141,995,6512,941,1037,6086,57219,226,250,1972,16130,713,924,11309,178658,78,196,4197,95800,60,343,8561,140323,27,102,6741,215797,7,65,2358,105254,4,594,12285,370590,-,-,-,-,219,350,8933,75287
4,13206,府中市,0,A-B,農林漁業（Ａ～Ｂ）,12,15,269,x,-,-,-,-,11,13,211,1476,-,-,-,-,2,3,71,x,1,1,14,x,6,7,90,x,1,1,32,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,58,x
4,13206,府中市,1,A,農業，林業,11,14,265,2197,-,-,-,-,10,12,207,x,-,-,-,-,2,3,71,x,1,1,14,x,5,6,86,541,1,1,32,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,58,x
4,13206,府中市,1,B,漁業,1,1,4,x,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,D,建設業,580,640,4428,103374,91,91,216,1147,489,549,4212,102227,13,13,48,794,215,222,1104,12654,53,56,292,4322,169,178,1743,33238,16,27,298,10452,10,24,264,13117,2,3,72,x,1,16,358,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,E,製造業,255,398,9519,261466,45,45,96,402,210,353,9423,261065,3,3,6,53,64,67,367,2997,17,19,86,1366,74,96,1460,19289,21,33,1181,19316,16,59,2155,50337,10,44,2745,104230,3,30,1418,63463,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,G,情報通信業,85,113,5085,95101,2,2,3,x,82,110,5072,x,6,6,36,x,27,28,136,x,8,8,20,364,29,35,668,6252,3,3,21,204,2,2,209,x,6,23,2180,57339,-,-,-,-,1,5,1802,x,-,-,-,-,1,1,10,x
4,13206,府中市,1,H,運輸業，郵便業,41,69,3991,36078,1,1,1,x,40,68,3990,x,2,2,256,x,10,10,104,512,6,9,624,2766,15,15,528,3207,1,1,48,x,4,19,1064,9890,1,6,738,x,-,-,-,-,1,6,628,x,-,-,-,-,-,-,-,-
4,13206,府中市,1,I,卸売業，小売業,889,1809,19208,589054,339,342,1152,x,548,1464,17964,579452,32,38,275,3605,275,321,2217,27221,43,47,184,2640,155,250,1895,77273,14,93,1426,56439,11,99,1276,43681,3,20,775,36138,1,1,10,x,2,583,9855,x,-,-,-,-,2,3,92,x
4,13206,府中市,1,J,金融業，保険業,31,38,141,x,8,8,13,x,22,29,127,991,-,-,-,-,13,14,53,x,5,6,42,x,3,5,21,x,-,-,-,-,1,4,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x
4,13206,府中市,1,K,不動産業，物品賃貸業,564,576,1471,23336,263,264,398,2353,301,312,1073,20982,12,12,23,221,139,142,412,4196,34,34,105,1165,98,103,377,9607,7,10,89,2154,7,7,59,3590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,L,学術研究，専門・技術サービス業,238,251,1208,8999,114,114,299,1776,119,132,882,6990,11,11,25,171,44,45,157,799,12,14,81,656,42,49,397,3239,4,7,199,1812,-,-,-,-,2,2,15,x,-,-,-,-,-,-,-,-,-,-,-,-,5,5,27,233
4,13206,府中市,1,M,宿泊業，飲食サービス業,532,685,4731,25392,410,412,1364,x,119,270,3335,x,12,17,108,435,53,68,490,2272,21,26,279,916,21,37,527,4063,1,1,16,x,3,113,1856,12225,2,2,42,x,-,-,-,-,-,-,-,-,-,-,-,-,3,3,32,83
4,13206,府中市,1,N,生活関連サービス業，娯楽業,427,470,1806,12904,324,328,692,2135,97,132,975,10172,14,14,59,300,38,51,290,1753,13,17,69,613,26,43,343,5749,3,3,26,459,-,-,-,-,1,2,174,x,-,-,-,-,-,-,-,-,-,-,-,-,6,10,139,597
4,13206,府中市,1,O,教育，学習支援業,171,197,3459,25948,125,126,366,x,27,33,257,1740,8,8,46,156,8,10,42,91,2,2,27,x,7,11,129,1423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,38,2836,x
4,13206,府中市,1,P,医療，福祉,434,531,6938,49219,279,280,1347,x,42,61,930,x,9,10,71,220,18,18,181,602,4,4,51,110,8,20,339,1062,2,8,281,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,190,4661,38111
4,13206,府中市,1,Q,複合サービス事業,2,19,358,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,356,x
4,13206,府中市,1,R,サービス業（他に分類されないもの）,210,270,6971,51628,21,21,39,148,122,170,6211,48644,7,7,42,256,35,38,462,2448,7,7,98,808,60,75,2792,13538,5,9,580,3740,5,15,1663,5328,-,-,-,-,2,18,572,x,-,-,-,-,-,-,-,-,67,79,721,2835
4,13207,昭島市,0,A-R,全産業（Ｓ公務を除く）,2139,2519,28187,953453,1025,1029,2905,14944,1020,1327,21721,912332,65,66,426,3314,420,456,2391,24869,124,129,915,8182,316,394,6136,125274,35,54,941,22403,18,31,793,28821,9,74,3772,75437,8,64,1685,186238,2,11,990,x,2,27,3558,x,94,163,3561,26178
4,13207,昭島市,0,A-B,農林漁業（Ａ～Ｂ）,5,5,47,381,-,-,-,-,5,5,47,381,-,-,-,-,2,2,10,x,1,1,7,x,2,2,30,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,A,農業，林業,5,5,47,381,-,-,-,-,5,5,47,381,-,-,-,-,2,2,10,x,1,1,7,x,2,2,30,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,C,鉱業，採石業，砂利採取業,1,2,5,x,-,-,-,-,1,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,D,建設業,250,269,1744,36157,44,44,93,474,206,225,1651,35683,8,8,31,623,75,78,374,5214,33,33,193,2141,70,80,722,13613,11,13,171,6760,3,5,71,x,1,3,73,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,E,製造業,202,303,10593,640909,42,42,101,368,160,261,10492,640542,5,5,15,137,50,52,291,2520,18,18,138,837,60,70,2232,27250,9,16,413,7566,8,13,619,21371,2,10,1140,x,3,38,1095,110737,2,11,990,x,2,27,3558,x,-,-,-,-
4,13207,昭島市,1,F,電気・ガス・熱供給・水道業,1,1,77,x,-,-,-,-,1,1,77,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,77,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,G,情報通信業,21,22,270,4983,-,-,-,-,21,22,270,4983,3,3,9,24,8,8,15,56,1,1,2,x,7,8,185,3460,1,1,17,x,-,-,-,-,1,1,42,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,H,運輸業，郵便業,23,74,1937,19734,5,5,6,18,18,69,1931,19716,1,1,11,x,3,3,8,56,2,2,23,x,6,8,226,1327,4,6,133,2333,-,-,-,-,1,45,1507,x,1,4,23,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,I,卸売業，小売業,433,499,3145,151075,189,189,741,x,243,309,2398,145384,12,12,118,1628,119,134,691,10604,25,28,176,2226,73,100,819,55576,5,6,111,5184,5,11,95,2866,-,-,-,-,1,15,366,x,-,-,-,-,-,-,-,-,1,1,6,x
4,13207,昭島市,1,J,金融業，保険業,13,13,35,302,-,-,-,-,12,12,34,x,1,1,1,x,6,6,12,64,1,1,11,x,3,3,8,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,1,1,1,x
4,13207,昭島市,1,K,不動産業，物品賃貸業,189,191,560,10528,64,64,108,x,124,126,452,9953,8,8,31,212,61,63,166,2557,13,13,52,863,35,35,180,4739,3,3,10,139,2,2,8,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,1,1,-,x
4,13207,昭島市,1,L,学術研究，専門・技術サービス業,105,109,458,x,56,56,155,1000,47,51,271,x,2,2,2,x,22,22,96,377,5,5,34,226,16,20,67,591,-,-,-,-,-,-,-,-,1,1,67,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,32,x
4,13207,昭島市,1,M,宿泊業，飲食サービス業,281,297,1289,8555,230,230,589,x,50,66,692,x,6,6,42,134,23,30,228,914,5,6,48,233,10,12,83,525,1,3,48,x,-,-,-,-,-,-,-,-,1,5,197,x,-,-,-,-,-,-,-,-,1,1,8,x
4,13207,昭島市,1,N,生活関連サービス業，娯楽業,241,268,1047,16580,199,202,395,955,42,66,652,15625,6,6,72,252,15,19,85,395,4,5,27,555,11,25,384,12039,1,6,38,x,-,-,-,-,1,1,29,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,O,教育，学習支援業,79,85,466,2485,62,63,149,x,11,12,123,x,3,4,13,12,5,5,68,x,2,2,21,x,1,1,21,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,10,194,x
4,13207,昭島市,1,P,医療，福祉,193,228,3622,22717,116,116,535,3725,22,27,402,1082,5,5,48,112,9,11,127,420,5,5,110,304,3,6,117,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,85,2685,17910
4,13207,昭島市,1,Q,複合サービス事業,1,17,330,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,330,x
4,13207,昭島市,1,R,サービス業（他に分類されないもの）,101,136,2562,25149,18,18,33,x,57,73,2224,23993,5,5,33,112,22,23,220,1487,9,9,73,423,18,22,1057,4467,-,-,-,-,-,-,-,-,1,12,837,x,-,-,-,-,-,-,-,-,-,-,-,-,26,45,305,x
4,13208,調布市,0,A-R,全産業（Ｓ公務を除く）,3864,5415,69337,1170335,1638,1656,5458,29396,2011,3458,54675,1035617,144,159,899,8166,800,863,4320,43286,196,228,1637,12462,679,988,11812,182253,74,200,2577,61288,38,116,3068,123202,21,102,6955,85370,7,83,4027,127985,3,633,16292,142251,4,40,2804,247064,215,301,9204,105323
4,13208,調布市,0,A-B,農林漁業（Ａ～Ｂ）,8,8,32,192,-,-,-,-,7,7,31,x,-,-,-,-,6,6,24,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x
4,13208,調布市,1,A,農業，林業,8,8,32,192,-,-,-,-,7,7,31,x,-,-,-,-,6,6,24,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x
4,13208,調布市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,C,鉱業，採石業，砂利採取業,1,2,10,x,-,-,-,-,1,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,D,建設業,417,445,2906,70030,64,65,133,x,352,379,2763,68640,16,18,127,1730,138,140,613,6935,27,28,182,2010,146,153,1275,24529,14,21,298,15361,4,12,218,16758,1,1,22,x,-,-,-,-,-,-,-,-,1,1,3,x,1,1,10,x
4,13208,調布市,1,E,製造業,227,404,10467,429387,35,35,98,x,190,367,10343,428827,4,4,16,83,42,46,223,1537,12,13,54,339,104,132,1619,23771,10,18,228,2999,5,20,1529,26981,6,17,843,13784,4,67,2615,109124,1,16,472,x,1,33,2739,x,2,2,26,x
4,13208,調布市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,G,情報通信業,107,125,1726,51252,3,3,5,17,102,120,1703,x,17,17,42,x,39,40,144,994,8,9,36,x,29,31,431,7107,2,2,37,x,2,15,263,x,5,6,750,32700,-,-,-,-,-,-,-,-,-,-,-,-,2,2,18,x
4,13208,調布市,1,H,運輸業，郵便業,61,161,3560,114177,4,4,4,x,54,154,3535,114045,1,1,1,x,14,14,137,993,7,8,88,428,21,30,712,8844,6,15,571,2600,2,7,42,x,-,-,-,-,1,14,1364,x,1,64,610,x,-,-,-,-,3,3,21,x
4,13208,調布市,1,I,卸売業，小売業,772,1584,22067,253603,326,329,1201,x,444,1253,20785,244339,19,21,242,2854,184,210,1178,17499,55,62,281,3792,148,296,2799,81577,13,61,532,25723,12,37,454,63053,1,1,7,x,-,-,-,-,1,553,15210,x,-,-,-,-,2,2,81,x
4,13208,調布市,1,J,金融業，保険業,18,19,213,x,1,1,4,x,16,16,72,x,5,5,17,157,8,8,44,x,1,1,2,x,2,2,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,137,x
4,13208,調布市,1,K,不動産業，物品賃貸業,399,414,1391,24113,67,67,121,1169,329,344,1260,22811,19,19,51,444,166,168,475,7846,26,28,70,728,97,100,506,7984,9,11,80,3480,5,6,17,1437,1,6,39,x,-,-,-,-,-,-,-,-,-,-,-,-,3,3,10,133
4,13208,調布市,1,L,学術研究，専門・技術サービス業,242,283,1537,25622,106,106,299,x,129,167,833,17692,20,20,40,342,49,51,139,962,12,12,57,847,40,44,393,3297,4,32,145,1828,2,2,14,x,-,-,-,-,-,-,-,-,-,-,-,-,1,5,43,x,7,10,405,x
4,13208,調布市,1,M,宿泊業，飲食サービス業,489,559,3345,13248,375,378,1227,4096,109,176,2095,9062,7,7,76,402,52,63,490,2197,19,20,268,986,20,51,900,3411,3,17,117,894,1,11,194,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,23,90
4,13208,調布市,1,N,生活関連サービス業，娯楽業,351,427,2314,22380,263,269,579,2047,85,155,1698,20052,7,10,101,802,33,40,211,1260,11,24,121,297,20,58,635,9427,5,13,212,2550,2,3,316,x,-,-,-,-,1,1,43,x,-,-,-,-,1,1,19,x,3,3,37,281
4,13208,調布市,1,O,教育，学習支援業,146,170,3717,30574,91,95,346,860,40,45,368,2684,10,12,36,355,14,16,151,342,3,3,30,75,7,8,31,329,1,1,5,x,1,1,3,x,1,1,101,x,1,1,5,x,-,-,-,-,-,-,-,-,15,30,3003,27029
4,13208,調布市,1,P,医療，福祉,438,518,6815,45695,286,287,1406,x,50,67,722,x,10,14,66,336,23,26,213,902,5,5,30,93,6,16,261,1489,2,2,122,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,164,4687,33107
4,13208,調布市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,R,サービス業（他に分類されないもの）,188,296,9237,57179,17,17,35,93,103,206,8457,51664,9,11,84,172,32,35,278,1361,9,14,411,2477,38,65,2231,10144,5,7,230,3596,2,2,18,x,6,70,5193,33550,-,-,-,-,-,-,-,-,-,-,-,-,68,73,745,5422
4,13209,町田市,0,A-R,全産業（Ｓ公務を除く）,6583,8127,69105,825131,2797,2813,8783,45243,3402,4621,40376,634271,248,267,1577,10911,1523,1681,8862,83275,380,464,3627,30262,1001,1484,14222,203007,102,405,4208,72156,48,102,3066,88775,22,86,2351,83237,7,42,1194,36837,3,10,794,18456,1,1,53,x,384,693,19946,145617
4,13209,町田市,0,A-B,農林漁業（Ａ～Ｂ）,16,16,107,x,-,-,-,-,16,16,107,x,2,2,7,x,11,11,66,470,2,2,14,x,1,1,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,A,農業，林業,16,16,107,x,-,-,-,-,16,16,107,x,2,2,7,x,11,11,66,470,2,2,14,x,1,1,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,C,鉱業，採石業，砂利採取業,1,1,4,x,-,-,-,-,1,1,4,x,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
