地域階層,地域コード,東京都26町丁目コード,地域名,町・大字名,丁目・字,地域名称,総数（経営組織）／事業所数（事業所）,総数（経営組織）／従業者数（人）,民営／事業所数（事業所）,民営／従業者数（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数（人）,民営／法人／会社／合資・合名会社／事業所数（事業所）,民営／法人／会社／合資・合名会社／従業者数（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数（人）,国・地方公共団体／事業所数（事業所）,国・地方公共団体／従業者数（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／地方公共団体／事業所数（事業所）,国・地方公共団体／地方公共団体／従業者数（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／従業者数（人）,国・地方公共団体／地方公共団体／市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／市町村／従業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数（人）
6,13114,1311400705,中野区,中野区上高田,５丁目,中野区上高田５丁目,109,507,107,483,46,83,61,400,54,266,54,266,-,-,-,-,-,-,7,134,-,-,2,24,-,-,2,24,-,-,2,24,-,-
5,13114,1311401800,中野区,中野区鷺宮,,中野区鷺宮,579,3432,572,3311,216,624,356,2687,341,2531,339,2520,2,11,-,-,-,-,15,156,-,-,7,121,-,-,7,121,1,38,6,83,-,-
6,13114,1311401801,中野区,中野区鷺宮,１丁目,中野区鷺宮１丁目,109,688,109,688,47,123,62,565,60,554,60,554,-,-,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401802,中野区,中野区鷺宮,２丁目,中野区鷺宮２丁目,50,345,50,345,13,40,37,305,35,295,35,295,-,-,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401803,中野区,中野区鷺宮,３丁目,中野区鷺宮３丁目,232,1347,227,1282,97,306,130,976,123,880,121,869,2,11,-,-,-,-,7,96,-,-,5,65,-,-,5,65,-,-,5,65,-,-
6,13114,1311401804,中野区,中野区鷺宮,４丁目,中野区鷺宮４丁目,101,581,100,563,39,105,61,458,57,419,57,419,-,-,-,-,-,-,4,39,-,-,1,18,-,-,1,18,-,-,1,18,-,-
6,13114,1311401805,中野区,中野区鷺宮,５丁目,中野区鷺宮５丁目,44,231,43,193,11,22,32,171,32,171,32,171,-,-,-,-,-,-,-,-,-,-,1,38,-,-,1,38,1,38,-,-,-,-
6,13114,1311401806,中野区,中野区鷺宮,６丁目,中野区鷺宮６丁目,43,240,43,240,9,28,34,212,34,212,34,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13114,1311401700,中野区,中野区白鷺,,中野区白鷺,187,1276,183,1209,73,190,110,1019,99,873,97,867,-,-,2,6,-,-,11,146,-,-,4,67,-,-,4,67,1,1,3,66,-,-
6,13114,1311401701,中野区,中野区白鷺,１丁目,中野区白鷺１丁目,63,533,62,532,23,71,39,461,34,391,33,389,-,-,1,2,-,-,5,70,-,-,1,1,-,-,1,1,1,1,-,-,-,-
6,13114,1311401702,中野区,中野区白鷺,２丁目,中野区白鷺２丁目,75,399,75,399,27,67,48,332,44,265,43,261,-,-,1,4,-,-,4,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401703,中野区,中野区白鷺,３丁目,中野区白鷺３丁目,49,344,46,278,23,52,23,226,21,217,21,217,-,-,-,-,-,-,2,9,-,-,3,66,-,-,3,66,-,-,3,66,-,-
5,13114,1311400400,中野区,中野区中央,,中野区中央,1286,15613,1272,14938,409,1086,861,13847,791,11693,775,11621,5,10,9,28,2,34,70,2154,2,5,14,675,-,-,14,675,3,487,11,188,-,-
6,13114,1311400401,中野区,中野区中央,１丁目,中野区中央１丁目,250,3794,248,3752,59,171,188,3580,177,3440,173,3429,1,2,3,9,-,-,11,140,1,1,2,42,-,-,2,42,-,-,2,42,-,-
6,13114,1311400402,中野区,中野区中央,２丁目,中野区中央２丁目,276,3170,271,2748,97,280,174,2468,151,1798,147,1788,3,5,1,5,-,-,23,670,-,-,5,422,-,-,5,422,2,372,3,50,-,-
6,13114,1311400403,中野区,中野区中央,３丁目,中野区中央３丁目,207,2618,205,2497,70,151,135,2346,128,2298,125,2275,-,-,2,8,1,15,7,48,-,-,2,121,-,-,2,121,1,115,1,6,-,-
6,13114,1311400404,中野区,中野区中央,４丁目,中野区中央４丁目,286,3193,284,3151,111,305,172,2842,155,1731,151,1705,1,3,2,4,1,19,17,1111,1,4,2,42,-,-,2,42,-,-,2,42,-,-
6,13114,1311400405,中野区,中野区中央,５丁目,中野区中央５丁目,267,2838,264,2790,72,179,192,2611,180,2426,179,2424,-,-,1,2,-,-,12,185,-,-,3,48,-,-,3,48,-,-,3,48,-,-
5,13114,1311400600,中野区,中野区中野,,中野区中野,2245,35500,2219,33215,707,2091,1502,31088,1405,26993,1387,26849,14,63,4,81,-,-,97,4095,10,36,26,2285,1,152,25,2133,4,624,21,1509,-,-
6,13114,1311400601,中野区,中野区中野,１丁目,中野区中野１丁目,168,1303,162,1131,84,156,77,973,71,928,70,923,1,5,-,-,-,-,6,45,1,2,6,172,-,-,6,172,1,69,5,103,-,-
6,13114,1311400602,中野区,中野区中野,２丁目,中野区中野２丁目,274,3674,271,3589,53,210,214,3367,190,2958,188,2954,2,4,-,-,-,-,24,409,4,12,3,85,-,-,3,85,-,-,3,85,-,-
6,13114,1311400603,中野区,中野区中野,３丁目,中野区中野３丁目,392,4930,392,4930,128,313,264,4617,251,4348,245,4298,4,26,2,24,-,-,13,269,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400604,中野区,中野区中野,４丁目,中野区中野４丁目,255,15516,242,13543,24,117,214,13413,195,11205,195,11205,-,-,-,-,-,-,19,2208,4,13,13,1973,1,152,12,1821,3,555,9,1266,-,-
6,13114,1311400605,中野区,中野区中野,５丁目,中野区中野５丁目,1075,9398,1075,9398,394,1245,680,8144,647,7010,638,6925,7,28,2,57,-,-,33,1134,1,9,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400606,中野区,中野区中野,６丁目,中野区中野６丁目,81,679,77,624,24,50,53,574,51,544,51,544,-,-,-,-,-,-,2,30,-,-,4,55,-,-,4,55,-,-,4,55,-,-
5,13114,1311400900,中野区,中野区沼袋,,中野区沼袋,538,3141,535,3091,234,552,299,2537,271,2225,265,2167,1,3,5,55,-,-,28,312,2,2,3,50,-,-,3,50,1,4,2,46,-,-
6,13114,1311400901,中野区,中野区沼袋,１丁目,中野区沼袋１丁目,180,1132,179,1088,90,227,87,859,78,797,75,746,-,-,3,51,-,-,9,62,2,2,1,44,-,-,1,44,-,-,1,44,-,-
6,13114,1311400902,中野区,中野区沼袋,２丁目,中野区沼袋２丁目,129,689,128,687,47,108,81,579,72,479,72,479,-,-,-,-,-,-,9,100,-,-,1,2,-,-,1,2,-,-,1,2,-,-
6,13114,1311400903,中野区,中野区沼袋,３丁目,中野区沼袋３丁目,117,565,116,561,52,119,64,442,58,341,55,334,1,3,2,4,-,-,6,101,-,-,1,4,-,-,1,4,1,4,-,-,-,-
6,13114,1311400904,中野区,中野区沼袋,４丁目,中野区沼袋４丁目,112,755,112,755,45,98,67,657,63,608,63,608,-,-,-,-,-,-,4,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13114,1311401400,中野区,中野区野方,,中野区野方,729,4253,717,3959,314,913,403,3046,375,2784,374,2777,1,7,-,-,-,-,28,262,-,-,12,294,4,97,8,197,1,110,7,87,-,-
6,13114,1311401401,中野区,中野区野方,１丁目,中野区野方１丁目,120,805,114,659,44,125,70,534,65,482,65,482,-,-,-,-,-,-,5,52,-,-,6,146,4,97,2,49,-,-,2,49,-,-
6,13114,1311401402,中野区,中野区野方,２丁目,中野区野方２丁目,57,214,57,214,20,37,37,177,35,166,35,166,-,-,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401403,中野区,中野区野方,３丁目,中野区野方３丁目,56,307,55,197,29,72,26,125,25,107,25,107,-,-,-,-,-,-,1,18,-,-,1,110,-,-,1,110,1,110,-,-,-,-
6,13114,1311401404,中野区,中野区野方,４丁目,中野区野方４丁目,70,565,70,565,19,68,51,497,48,449,48,449,-,-,-,-,-,-,3,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401405,中野区,中野区野方,５丁目,中野区野方５丁目,262,1333,259,1320,142,443,117,877,111,848,110,841,1,7,-,-,-,-,6,29,-,-,3,13,-,-,3,13,-,-,3,13,-,-
6,13114,1311401406,中野区,中野区野方,６丁目,中野区野方６丁目,164,1029,162,1004,60,168,102,836,91,732,91,732,-,-,-,-,-,-,11,104,-,-,2,25,-,-,2,25,-,-,2,25,-,-
5,13114,1311400500,中野区,中野区東中野,,中野区東中野,1014,8761,1010,8614,348,1054,661,7559,607,6579,600,6549,4,24,3,6,-,-,54,980,1,1,4,147,-,-,4,147,1,120,3,27,-,-
6,13114,1311400501,中野区,中野区東中野,１丁目,中野区東中野１丁目,321,1891,321,1891,119,325,201,1565,189,1360,186,1353,1,2,2,5,-,-,12,205,1,1,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400502,中野区,中野区東中野,２丁目,中野区東中野２丁目,105,1143,105,1143,24,82,81,1061,70,950,67,929,2,20,1,1,-,-,11,111,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400503,中野区,中野区東中野,３丁目,中野区東中野３丁目,191,2534,191,2534,57,214,134,2320,119,1984,119,1984,-,-,-,-,-,-,15,336,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400504,中野区,中野区東中野,４丁目,中野区東中野４丁目,247,2182,246,2180,88,261,158,1919,149,1736,148,1734,1,2,-,-,-,-,9,183,-,-,1,2,-,-,1,2,-,-,1,2,-,-
6,13114,1311400505,中野区,中野区東中野,５丁目,中野区東中野５丁目,150,1011,147,866,60,172,87,694,80,549,80,549,-,-,-,-,-,-,7,145,-,-,3,145,-,-,3,145,1,120,2,25,-,-
5,13114,1311400300,中野区,中野区本町,,中野区本町,1339,18552,1331,18393,447,1235,879,17141,821,15885,815,15866,6,19,-,-,-,-,58,1256,5,17,8,159,-,-,8,159,-,-,8,159,-,-
6,13114,1311400301,中野区,中野区本町,１丁目,中野区本町１丁目,181,3974,181,3974,41,102,140,3872,137,3627,137,3627,-,-,-,-,-,-,3,245,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400302,中野区,中野区本町,２丁目,中野区本町２丁目,276,7098,275,7092,77,256,196,6829,179,6492,178,6488,1,4,-,-,-,-,17,337,2,7,1,6,-,-,1,6,-,-,1,6,-,-
6,13114,1311400303,中野区,中野区本町,３丁目,中野区本町３丁目,201,1796,199,1729,74,209,125,1520,120,1324,120,1324,-,-,-,-,-,-,5,196,-,-,2,67,-,-,2,67,-,-,2,67,-,-
6,13114,1311400304,中野区,中野区本町,４丁目,中野区本町４丁目,379,2548,377,2521,152,411,223,2102,210,1948,208,1939,2,9,-,-,-,-,13,154,2,8,2,27,-,-,2,27,-,-,2,27,-,-
6,13114,1311400305,中野区,中野区本町,５丁目,中野区本町５丁目,145,1480,142,1421,49,111,93,1310,87,1245,84,1239,3,6,-,-,-,-,6,65,-,-,3,59,-,-,3,59,-,-,3,59,-,-
6,13114,1311400306,中野区,中野区本町,６丁目,中野区本町６丁目,157,1656,157,1656,54,146,102,1508,88,1249,88,1249,-,-,-,-,-,-,14,259,1,2,-,-,-,-,-,-,-,-,-,-,-,-
5,13114,1311401000,中野区,中野区松が丘,,中野区松が丘,187,1572,184,1409,65,149,119,1260,107,1180,106,1178,1,2,-,-,-,-,12,80,-,-,3,163,-,-,3,163,1,3,2,160,-,-
6,13114,1311401001,中野区,中野区松が丘,１丁目,中野区松が丘１丁目,115,818,113,685,47,107,66,578,57,506,56,504,1,2,-,-,-,-,9,72,-,-,2,133,-,-,2,133,1,3,1,130,-,-
6,13114,1311401002,中野区,中野区松が丘,２丁目,中野区松が丘２丁目,72,754,71,724,18,42,53,682,50,674,50,674,-,-,-,-,-,-,3,8,-,-,1,30,-,-,1,30,-,-,1,30,-,-
5,13114,1311401300,中野区,中野区丸山,,中野区丸山,140,1609,134,1383,38,104,96,1279,90,1213,90,1213,-,-,-,-,-,-,6,66,-,-,6,226,-,-,6,226,1,121,5,105,-,-
6,13114,1311401301,中野区,中野区丸山,１丁目,中野区丸山１丁目,49,939,45,872,11,39,34,833,29,772,29,772,-,-,-,-,-,-,5,61,-,-,4,67,-,-,4,67,-,-,4,67,-,-
6,13114,1311401302,中野区,中野区丸山,２丁目,中野区丸山２丁目,91,670,89,511,27,65,62,446,61,441,61,441,-,-,-,-,-,-,1,5,-,-,2,159,-,-,2,159,1,121,1,38,-,-
5,13114,1311400100,中野区,中野区南台,,中野区南台,577,4041,566,3769,244,544,321,3224,301,2916,299,2910,1,2,1,4,-,-,20,308,1,1,11,272,-,-,11,272,2,152,9,120,-,-
6,13114,1311400101,中野区,中野区南台,１丁目,中野区南台１丁目,33,250,33,250,10,19,23,231,21,111,20,107,-,-,1,4,-,-,2,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400102,中野区,中野区南台,２丁目,中野区南台２丁目,159,1056,158,1034,63,141,95,893,86,819,85,817,1,2,-,-,-,-,9,74,-,-,1,22,-,-,1,22,1,22,-,-,-,-
6,13114,1311400103,中野区,中野区南台,３丁目,中野区南台３丁目,163,1108,158,914,74,162,84,752,78,704,78,704,-,-,-,-,-,-,6,48,-,-,5,194,-,-,5,194,1,130,4,64,-,-
6,13114,1311400104,中野区,中野区南台,４丁目,中野区南台４丁目,115,399,112,371,65,122,47,249,46,230,46,230,-,-,-,-,-,-,1,19,-,-,3,28,-,-,3,28,-,-,3,28,-,-
6,13114,1311400105,中野区,中野区南台,５丁目,中野区南台５丁目,107,1228,105,1200,32,100,72,1099,70,1052,70,1052,-,-,-,-,-,-,2,47,1,1,2,28,-,-,2,28,-,-,2,28,-,-
5,13114,1311401500,中野区,中野区大和町,,中野区大和町,420,2035,412,1875,187,381,225,1494,203,1273,199,1264,4,9,-,-,-,-,22,221,-,-,8,160,-,-,8,160,1,29,7,131,-,-
6,13114,1311401501,中野区,中野区大和町,１丁目,中野区大和町１丁目,195,1047,193,994,86,203,107,791,98,714,97,712,1,2,-,-,-,-,9,77,-,-,2,53,-,-,2,53,-,-,2,53,-,-
6,13114,1311401502,中野区,中野区大和町,２丁目,中野区大和町２丁目,62,339,59,304,23,44,36,260,34,226,32,223,2,3,-,-,-,-,2,34,-,-,3,35,-,-,3,35,1,29,2,6,-,-
6,13114,1311401503,中野区,中野区大和町,３丁目,中野区大和町３丁目,96,345,96,345,48,85,48,260,41,196,40,192,1,4,-,-,-,-,7,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401504,中野区,中野区大和町,４丁目,中野区大和町４丁目,67,304,64,232,30,49,34,183,30,137,30,137,-,-,-,-,-,-,4,46,-,-,3,72,-,-,3,72,-,-,3,72,-,-
5,13114,1311400200,中野区,中野区弥生町,,中野区弥生町,1002,8003,991,7713,394,976,594,6699,547,5268,544,5249,-,-,3,19,-,-,47,1431,3,38,11,290,-,-,11,290,3,137,8,153,-,-
6,13114,1311400201,中野区,中野区弥生町,１丁目,中野区弥生町１丁目,178,1276,175,1253,63,139,111,1082,105,966,104,960,-,-,1,6,-,-,6,116,1,32,3,23,-,-,3,23,-,-,3,23,-,-
6,13114,1311400202,中野区,中野区弥生町,２丁目,中野区弥生町２丁目,285,2501,282,2400,91,302,191,2098,173,1893,172,1882,-,-,1,11,-,-,18,205,-,-,3,101,-,-,3,101,1,40,2,61,-,-
6,13114,1311400203,中野区,中野区弥生町,３丁目,中野区弥生町３丁目,190,951,190,951,101,201,89,750,80,587,80,587,-,-,-,-,-,-,9,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400204,中野区,中野区弥生町,４丁目,中野区弥生町４丁目,142,730,140,701,69,180,71,521,65,435,65,435,-,-,-,-,-,-,6,86,-,-,2,29,-,-,2,29,-,-,2,29,-,-
6,13114,1311400205,中野区,中野区弥生町,５丁目,中野区弥生町５丁目,164,2319,161,2182,49,112,111,2068,106,1222,106,1222,-,-,-,-,-,-,5,846,1,2,3,137,-,-,3,137,2,97,1,40,-,-
6,13114,1311400206,中野区,中野区弥生町,６丁目,中野区弥生町６丁目,43,226,43,226,21,42,21,180,18,165,17,163,-,-,1,2,-,-,3,15,1,4,-,-,-,-,-,-,-,-,-,-,-,-
5,13114,1311401600,中野区,中野区若宮,,中野区若宮,332,1548,328,1440,174,411,154,1029,140,917,139,915,-,-,1,2,-,-,14,112,-,-,4,108,-,-,4,108,1,55,3,53,-,-
6,13114,1311401601,中野区,中野区若宮,１丁目,中野区若宮１丁目,86,357,85,336,49,102,36,234,33,212,33,212,-,-,-,-,-,-,3,22,-,-,1,21,-,-,1,21,-,-,1,21,-,-
6,13114,1311401602,中野区,中野区若宮,２丁目,中野区若宮２丁目,79,400,79,400,39,101,40,299,38,297,37,295,-,-,1,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311401603,中野区,中野区若宮,３丁目,中野区若宮３丁目,167,791,164,704,86,208,78,496,69,408,69,408,-,-,-,-,-,-,9,88,-,-,3,87,-,-,3,87,1,55,2,32,-,-
4,13115,1311500000,杉並区,,,杉並区,20592,173874,20301,162727,7640,20258,12612,142199,11530,118826,11363,115980,87,591,76,1231,4,1024,1082,23373,49,270,291,11147,3,290,288,10857,39,2966,249,7891,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,938,6449,932,6272,428,1041,504,5231,461,3504,452,3273,7,69,2,162,-,-,43,1727,-,-,6,177,-,-,6,177,1,39,5,138,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,293,3212,291,3157,125,334,166,2823,142,1328,138,1130,2,36,2,162,-,-,24,1495,-,-,2,55,-,-,2,55,-,-,2,55,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,323,1569,322,1562,160,351,162,1211,156,1195,154,1168,2,27,-,-,-,-,6,16,-,-,1,7,-,-,1,7,-,-,1,7,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,97,629,97,629,44,96,53,533,49,385,48,383,1,2,-,-,-,-,4,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,125,537,124,498,63,157,61,341,57,313,57,313,-,-,-,-,-,-,4,28,-,-,1,39,-,-,1,39,1,39,-,-,-,-
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,46,245,45,218,18,64,27,154,24,134,23,131,1,3,-,-,-,-,3,20,-,-,1,27,-,-,1,27,-,-,1,27,-,-
6,13115,1311501406,杉並区,杉並区阿佐谷北,６丁目,杉並区阿佐谷北６丁目,54,257,53,208,18,39,35,169,33,149,32,148,1,1,-,-,-,-,2,20,-,-,1,49,-,-,1,49,-,-,1,49,-,-
5,13115,1311501300,杉並区,杉並区阿佐谷南,,杉並区阿佐谷南,1233,11402,1214,9273,428,1170,780,8069,723,6865,708,6805,12,45,3,15,-,-,57,1204,6,34,19,2129,-,-,19,2129,2,146,17,1983,-,-
6,13115,1311501301,杉並区,杉並区阿佐谷南,１丁目,杉並区阿佐谷南１丁目,580,6306,565,4392,178,490,383,3882,362,3466,352,3438,8,23,2,5,-,-,21,416,4,20,15,1914,-,-,15,1914,1,1,14,1913,-,-
6,13115,1311501302,杉並区,杉並区阿佐谷南,２丁目,杉並区阿佐谷南２丁目,200,1640,200,1640,97,238,103,1402,96,964,93,938,2,16,1,10,-,-,7,438,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501303,杉並区,杉並区阿佐谷南,３丁目,杉並区阿佐谷南３丁目,453,3456,449,3241,153,442,294,2785,265,2435,263,2429,2,6,-,-,-,-,29,350,2,14,4,215,-,-,4,215,1,145,3,70,-,-
5,13115,1311501500,杉並区,杉並区天沼,,杉並区天沼,566,4808,558,4574,221,608,336,3960,300,2946,295,2923,4,18,1,5,-,-,36,1014,1,6,8,234,1,107,7,127,1,22,6,105,-,-
6,13115,1311501501,杉並区,杉並区天沼,１丁目,杉並区天沼１丁目,57,370,55,333,20,36,35,297,26,81,26,81,-,-,-,-,-,-,9,216,-,-,2,37,-,-,2,37,1,22,1,15,-,-
6,13115,1311501502,杉並区,杉並区天沼,２丁目,杉並区天沼２丁目,110,909,109,878,40,97,69,781,60,738,60,738,-,-,-,-,-,-,9,43,-,-,1,31,-,-,1,31,-,-,1,31,-,-
6,13115,1311501503,杉並区,杉並区天沼,３丁目,杉並区天沼３丁目,399,3529,394,3363,161,475,232,2882,214,2127,209,2104,4,18,1,5,-,-,18,755,1,6,5,166,1,107,4,59,-,-,4,59,-,-
5,13115,1311502700,杉並区,杉並区井草,,杉並区井草,462,4979,454,4823,145,390,309,4433,279,4031,277,4002,-,-,2,29,-,-,30,402,-,-,8,156,-,-,8,156,-,-,8,156,-,-
6,13115,1311502701,杉並区,杉並区井草,１丁目,杉並区井草１丁目,134,714,133,713,51,118,82,595,76,536,75,527,-,-,1,9,-,-,6,59,-,-,1,1,-,-,1,1,-,-,1,1,-,-
6,13115,1311502702,杉並区,杉並区井草,２丁目,杉並区井草２丁目,93,665,90,573,26,58,64,515,57,438,56,418,-,-,1,20,-,-,7,77,-,-,3,92,-,-,3,92,-,-,3,92,-,-
6,13115,1311502703,杉並区,杉並区井草,３丁目,杉並区井草３丁目,105,1136,104,1082,31,124,73,958,71,949,71,949,-,-,-,-,-,-,2,9,-,-,1,54,-,-,1,54,-,-,1,54,-,-
6,13115,1311502704,杉並区,杉並区井草,４丁目,杉並区井草４丁目,56,1674,54,1666,13,26,41,1640,29,1405,29,1405,-,-,-,-,-,-,12,235,-,-,2,8,-,-,2,8,-,-,2,8,-,-
6,13115,1311502705,杉並区,杉並区井草,５丁目,杉並区井草５丁目,74,790,73,789,24,64,49,725,46,703,46,703,-,-,-,-,-,-,3,22,-,-,1,1,-,-,1,1,-,-,1,1,-,-
5,13115,1311500200,杉並区,杉並区和泉,,杉並区和泉,814,7353,802,6923,321,771,480,6141,440,5590,437,5582,1,2,2,6,-,-,40,551,1,11,12,430,-,-,12,430,2,274,10,156,-,-
6,13115,1311500201,杉並区,杉並区和泉,１丁目,杉並区和泉１丁目,229,2075,228,2052,114,246,114,1806,107,1775,105,1771,1,2,1,2,-,-,7,31,-,-,1,23,-,-,1,23,-,-,1,23,-,-
6,13115,1311500202,杉並区,杉並区和泉,２丁目,杉並区和泉２丁目,161,2192,158,2140,64,140,94,2000,86,1733,86,1733,-,-,-,-,-,-,8,267,-,-,3,52,-,-,3,52,-,-,3,52,-,-
6,13115,1311500203,杉並区,杉並区和泉,３丁目,杉並区和泉３丁目,269,1779,265,1489,99,290,166,1199,149,1117,148,1113,-,-,1,4,-,-,17,82,-,-,4,290,-,-,4,290,2,274,2,16,-,-
6,13115,1311500204,杉並区,杉並区和泉,４丁目,杉並区和泉４丁目,155,1307,151,1242,44,95,106,1136,98,965,98,965,-,-,-,-,-,-,8,171,1,11,4,65,-,-,4,65,-,-,4,65,-,-
5,13115,1311502400,杉並区,杉並区今川,,杉並区今川,212,2894,205,2660,74,147,131,2513,110,1396,110,1396,-,-,-,-,-,-,21,1117,-,-,7,234,1,33,6,201,1,109,5,92,-,-
6,13115,1311502401,杉並区,杉並区今川,１丁目,杉並区今川１丁目,35,162,35,162,14,34,21,128,20,116,20,116,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311502402,杉並区,杉並区今川,２丁目,杉並区今川２丁目,51,532,49,471,20,53,29,418,21,206,21,206,-,-,-,-,-,-,8,212,-,-,2,61,1,33,1,28,-,-,1,28,-,-
6,13115,1311502403,杉並区,杉並区今川,３丁目,杉並区今川３丁目,82,1898,78,1726,26,37,52,1689,42,826,42,826,-,-,-,-,-,-,10,863,-,-,4,172,-,-,4,172,1,109,3,63,-,-
6,13115,1311502404,杉並区,杉並区今川,４丁目,杉並区今川４丁目,44,302,43,301,14,23,29,278,27,248,27,248,-,-,-,-,-,-,2,30,-,-,1,1,-,-,1,1,-,-,1,1,-,-
5,13115,1311501000,杉並区,杉並区梅里,,杉並区梅里,362,3231,359,3203,127,359,230,2843,204,2526,195,2427,6,57,3,42,-,-,26,317,2,1,3,28,-,-,3,28,-,-,3,28,-,-
6,13115,1311501001,杉並区,杉並区梅里,１丁目,杉並区梅里１丁目,186,2375,183,2347,58,208,124,2139,110,1895,108,1863,1,2,1,30,-,-,14,244,1,-,3,28,-,-,3,28,-,-,3,28,-,-
6,13115,1311501002,杉並区,杉並区梅里,２丁目,杉並区梅里２丁目,176,856,176,856,69,151,106,704,94,631,87,564,5,55,2,12,-,-,12,73,1,1,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311500400,杉並区,杉並区永福,,杉並区永福,625,6004,619,5663,216,622,401,5037,356,3846,352,3833,3,8,1,5,-,-,45,1191,2,4,6,341,-,-,6,341,2,200,4,141,-,-
6,13115,1311500401,杉並区,杉並区永福,１丁目,杉並区永福１丁目,89,1768,87,1568,29,78,58,1490,44,651,44,651,-,-,-,-,-,-,14,839,-,-,2,200,-,-,2,200,2,200,-,-,-,-
6,13115,1311500402,杉並区,杉並区永福,２丁目,杉並区永福２丁目,148,1490,145,1391,39,124,106,1267,94,1143,93,1140,1,3,-,-,-,-,12,124,-,-,3,99,-,-,3,99,-,-,3,99,-,-
6,13115,1311500403,杉並区,杉並区永福,３丁目,杉並区永福３丁目,228,1565,228,1565,91,263,136,1299,123,1124,121,1119,2,5,-,-,-,-,13,175,1,3,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311500404,杉並区,杉並区永福,４丁目,杉並区永福４丁目,160,1181,159,1139,57,157,101,981,95,928,94,923,-,-,1,5,-,-,6,53,1,1,1,42,-,-,1,42,-,-,1,42,-,-
5,13115,1311500900,杉並区,杉並区大宮,,杉並区大宮,146,989,142,923,61,116,81,807,74,497,73,492,1,5,-,-,-,-,7,310,-,-,4,66,-,-,4,66,1,1,3,65,-,-
6,13115,1311500901,杉並区,杉並区大宮,１丁目,杉並区大宮１丁目,90,414,89,401,47,86,42,315,41,307,40,302,1,5,-,-,-,-,1,8,-,-,1,13,-,-,1,13,-,-,1,13,-,-
6,13115,1311500902,杉並区,杉並区大宮,２丁目,杉並区大宮２丁目,56,575,53,522,14,30,39,492,33,190,33,190,-,-,-,-,-,-,6,302,-,-,3,53,-,-,3,53,1,1,2,52,-,-
5,13115,1311501900,杉並区,杉並区荻窪,,杉並区荻窪,1234,10727,1216,10053,441,1283,772,8761,691,7119,680,6042,3,25,5,32,3,1020,81,1642,3,9,18,674,-,-,18,674,2,96,16,578,-,-
