地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
102055,1310201400,102,014,00,,,,●,,40,0140,中央区,日本橋本町,,日本橋本町,22389,0.19,117837,1301,1720.9
102056,1310201401,102,014,01,,,,,●,50,014001,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,5088,0.05,101760,255,1995.3
102057,1310201402,102,014,02,,,,,●,50,014002,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,5039,0.04,125975,217,2322.1
102058,1310201403,102,014,03,,,,,●,50,014003,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,6524,0.04,163100,246,2652.0
102059,1310201404,102,014,04,,,,,●,50,014004,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,5738,0.06,95633,583,984.2
102060,1310201500,102,015,00,,,,●,○,41,0150,中央区,日本橋小舟町,,日本橋小舟町,5890,0.05,117800,1023,575.8
102061,1310201600,102,016,00,,,,●,○,41,0160,中央区,日本橋小伝馬町,,日本橋小伝馬町,8879,0.08,110988,1050,845.6
102062,1310201700,102,017,00,,,,●,○,41,0170,中央区,日本橋大伝馬町,,日本橋大伝馬町,6172,0.05,123440,1759,350.9
102063,1310201800,102,018,00,,,,●,,40,0180,中央区,日本橋堀留町,,日本橋堀留町,10815,0.09,120167,2913,371.3
102064,1310201801,102,018,01,,,,,●,50,018001,中央区,日本橋堀留町,日本橋堀留町１丁目,日本橋堀留町１丁目,6632,0.05,132640,1172,565.9
102065,1310201802,102,018,02,,,,,●,50,018002,中央区,日本橋堀留町,日本橋堀留町２丁目,日本橋堀留町２丁目,4183,0.04,104575,1741,240.3
102066,1310201900,102,019,00,,,,●,○,41,0190,中央区,日本橋富沢町,,日本橋富沢町,4656,0.06,77600,1570,296.6
102067,1310202000,102,020,00,,,,●,,40,0200,中央区,日本橋人形町,,日本橋人形町,15382,0.20,76910,4995,307.9
102068,1310202001,102,020,01,,,,,●,50,020001,中央区,日本橋人形町,日本橋人形町１丁目,日本橋人形町１丁目,5366,0.06,89433,1496,358.7
102069,1310202002,102,020,02,,,,,●,50,020002,中央区,日本橋人形町,日本橋人形町２丁目,日本橋人形町２丁目,5721,0.10,57210,2389,239.5
102070,1310202003,102,020,03,,,,,●,50,020003,中央区,日本橋人形町,日本橋人形町３丁目,日本橋人形町３丁目,4295,0.04,107375,1110,386.9
102071,1310202100,102,021,00,,,,●,○,41,0210,中央区,日本橋小網町,,日本橋小網町,9408,0.11,85527,1325,710.0
102072,1310202200,102,022,00,,,,●,,40,0220,中央区,日本橋蛎殻町,,日本橋蛎殻町,10251,0.17,60300,5155,198.9
102073,1310202201,102,022,01,,,,,●,50,022001,中央区,日本橋蛎殻町,日本橋蛎殻町１丁目,日本橋蛎殻町１丁目,6430,0.10,64300,3717,173.0
102074,1310202202,102,022,02,,,,,●,50,022002,中央区,日本橋蛎殻町,日本橋蛎殻町２丁目,日本橋蛎殻町２丁目,3821,0.07,54586,1438,265.7
102075,1310202300,102,023,00,,,,●,○,41,0230,中央区,日本橋箱崎町,,日本橋箱崎町,16596,0.28,59271,3758,441.6
102076,1310202400,102,024,00,,,,●,,40,0240,中央区,日本橋馬喰町,,日本橋馬喰町,7798,0.11,70891,2173,358.9
102077,1310202401,102,024,01,,,,,●,50,024001,中央区,日本橋馬喰町,日本橋馬喰町１丁目,日本橋馬喰町１丁目,4654,0.06,77567,1406,331.0
102078,1310202402,102,024,02,,,,,●,50,024002,中央区,日本橋馬喰町,日本橋馬喰町２丁目,日本橋馬喰町２丁目,3144,0.05,62880,767,409.9
102079,1310202500,102,025,00,,,,●,○,41,0250,中央区,日本橋横山町,,日本橋横山町,3218,0.04,80450,1078,298.5
102080,1310202600,102,026,00,,,,●,,40,0260,中央区,東日本橋,,東日本橋,12108,0.24,50450,5908,204.9
102081,1310202601,102,026,01,,,,,●,50,026001,中央区,東日本橋,東日本橋１丁目,東日本橋１丁目,2991,0.07,42729,1196,250.1
102082,1310202602,102,026,02,,,,,●,50,026002,中央区,東日本橋,東日本橋２丁目,東日本橋２丁目,5002,0.12,41683,2422,206.5
102083,1310202603,102,026,03,,,,,●,50,026003,中央区,東日本橋,東日本橋３丁目,東日本橋３丁目,4115,0.05,82300,2290,179.7
102084,1310202700,102,027,00,,,,●,○,41,0270,中央区,日本橋久松町,,日本橋久松町,3129,0.04,78225,663,471.9
102085,1310202800,102,028,00,,,,●,,40,0280,中央区,日本橋浜町,,日本橋浜町,16635,0.43,38686,11778,141.2
102086,1310202801,102,028,01,,,,,●,50,028001,中央区,日本橋浜町,日本橋浜町１丁目,日本橋浜町１丁目,2807,0.06,46783,2149,130.6
102087,1310202802,102,028,02,,,,,●,50,028002,中央区,日本橋浜町,日本橋浜町２丁目,日本橋浜町２丁目,7700,0.24,32083,4921,156.5
102088,1310202803,102,028,03,,,,,●,50,028003,中央区,日本橋浜町,日本橋浜町３丁目,日本橋浜町３丁目,6128,0.13,47139,4708,130.2
102089,1310202900,102,029,00,,,,●,○,41,0290,中央区,日本橋中洲,,日本橋中洲,1379,0.11,12536,2547,54.1
102090,1310203000,102,030,00,,,,●,○,41,001001,中央区,八重洲１丁目,,八重洲１丁目,12381,0.09,137567,11,112554.5
102091,1310203100,102,031,00,,,,●,,40,0310,中央区,日本橋,,日本橋,45652,0.28,163043,308,14822.1
102092,1310203101,102,031,01,,,,,●,50,031001,中央区,日本橋,日本橋１丁目,日本橋１丁目,15543,0.11,141300,69,22526.1
102093,1310203102,102,031,02,,,,,●,50,031002,中央区,日本橋,日本橋２丁目,日本橋２丁目,16390,0.09,182111,49,33449.0
102094,1310203103,102,031,03,,,,,●,50,031003,中央区,日本橋,日本橋３丁目,日本橋３丁目,13719,0.08,171488,190,7220.5
102095,1310203200,102,032,00,,,,●,,40,0320,中央区,日本橋茅場町,,日本橋茅場町,16215,0.16,101344,1292,1255.0
102096,1310203201,102,032,01,,,,,●,50,032001,中央区,日本橋茅場町,日本橋茅場町１丁目,日本橋茅場町１丁目,8389,0.07,119843,49,17120.4
102097,1310203202,102,032,02,,,,,●,50,032002,中央区,日本橋茅場町,日本橋茅場町２丁目,日本橋茅場町２丁目,5219,0.06,86983,560,932.0
102098,1310203203,102,032,03,,,,,●,50,032003,中央区,日本橋茅場町,日本橋茅場町３丁目,日本橋茅場町３丁目,2607,0.03,86900,683,381.7
102099,1310203300,102,033,00,,,,●,○,41,0330,中央区,日本橋兜町,,日本橋兜町,7334,0.12,61117,727,1008.8
102100,1310203400,102,034,00,,,,●,,40,0340,中央区,佃,,佃,9993,0.50,19986,14912,67.0
102101,1310203401,102,034,01,,,,,●,50,034001,中央区,佃,佃１丁目,佃１丁目,1583,0.07,22614,2699,58.7
102102,1310203402,102,034,02,,,,,●,50,034002,中央区,佃,佃２丁目,佃２丁目,7442,0.33,22552,10374,71.7
102103,1310203403,102,034,03,,,,,●,50,034003,中央区,佃,佃３丁目,佃３丁目,968,0.10,9680,1839,52.6
102104,1310203500,102,035,00,,,,●,,40,0350,中央区,月島,,月島,12278,0.52,23612,16119,76.2
102105,1310203501,102,035,01,,,,,●,50,035001,中央区,月島,月島１丁目,月島１丁目,4113,0.13,31639,4806,85.6
102106,1310203502,102,035,02,,,,,●,50,035002,中央区,月島,月島２丁目,月島２丁目,2247,0.09,24967,3080,73.0
102107,1310203503,102,035,03,,,,,●,50,035003,中央区,月島,月島３丁目,月島３丁目,3054,0.17,17965,4637,65.9
102108,1310203504,102,035,04,,,,,●,50,035004,中央区,月島,月島４丁目,月島４丁目,2864,0.13,22031,3596,79.6
102109,1310203600,102,036,00,,,,●,,40,0360,中央区,勝どき,,勝どき,21206,0.67,31651,27081,78.3
102110,1310203601,102,036,01,,,,,●,50,036001,中央区,勝どき,勝どき１丁目,勝どき１丁目,5221,0.12,43508,4830,108.1
102111,1310203602,102,036,02,,,,,●,50,036002,中央区,勝どき,勝どき２丁目,勝どき２丁目,2342,0.09,26022,2910,80.5
102112,1310203603,102,036,03,,,,,●,50,036003,中央区,勝どき,勝どき３丁目,勝どき３丁目,4051,0.12,33758,3304,122.6
102113,1310203604,102,036,04,,,,,●,50,036004,中央区,勝どき,勝どき４丁目,勝どき４丁目,1485,0.09,16500,1787,83.1
102114,1310203605,102,036,05,,,,,●,50,036005,中央区,勝どき,勝どき５丁目,勝どき５丁目,3382,0.15,22547,6996,48.3
102115,1310203606,102,036,06,,,,,●,50,036006,中央区,勝どき,勝どき６丁目,勝どき６丁目,4725,0.10,47250,7254,65.1
102116,1310203700,102,037,00,,,,●,○,41,0370,中央区,豊海町,,豊海町,2958,0.16,18488,1428,207.1
102117,1310203800,102,038,00,,,,●,,40,0380,中央区,晴海,,晴海,34260,1.22,28082,17465,196.2
102118,1310203801,102,038,01,,,,,●,50,038001,中央区,晴海,晴海１丁目,晴海１丁目,23136,0.30,77120,4035,573.4
102119,1310203802,102,038,02,,,,,●,50,038002,中央区,晴海,晴海２丁目,晴海２丁目,5548,0.22,25218,7040,78.8
102120,1310203803,102,038,03,,,,,●,50,038003,中央区,晴海,晴海３丁目,晴海３丁目,3844,0.14,27457,4546,84.6
102121,1310203804,102,038,04,,,,,●,50,038004,中央区,晴海,晴海４丁目,晴海４丁目,858,0.14,6129,106,809.4
102122,1310203805,102,038,05,,,,,●,50,038005,中央区,晴海,晴海５丁目,晴海５丁目,874,0.42,2081,1738,50.3
102123,1310203900,102,039,00,,,,●,○,41,0390,中央区,水面,,水面,-,-,-,-,-
103001,1310300000,103,000,00,,,●,,,30,,港区,,,港区,972673,20.37,47750,260486,373.4
103002,1310300100,103,001,00,,,,●,,40,0010,港区,芝,,芝,76578,0.71,107856,14831,516.3
103003,1310300101,103,001,01,,,,,●,50,001001,港区,芝,芝１丁目,芝１丁目,5163,0.07,73757,2024,255.1
103004,1310300102,103,001,02,,,,,●,50,001002,港区,芝,芝２丁目,芝２丁目,15925,0.16,99531,3573,445.7
103005,1310300103,103,001,03,,,,,●,50,001003,港区,芝,芝３丁目,芝３丁目,15464,0.16,96650,3628,426.2
103006,1310300104,103,001,04,,,,,●,50,001004,港区,芝,芝４丁目,芝４丁目,13735,0.10,137350,2558,536.9
103007,1310300105,103,001,05,,,,,●,50,001005,港区,芝,芝５丁目,芝５丁目,26291,0.22,119505,3048,862.6
103008,1310300200,103,002,00,,,,●,,40,0020,港区,海岸,,海岸,32649,1.13,28893,7301,447.2
103009,1310300201,103,002,01,,,,,●,50,002001,港区,海岸,海岸１丁目,海岸１丁目,16697,0.38,43940,1868,893.8
103010,1310300202,103,002,02,,,,,●,50,002002,港区,海岸,海岸２丁目,海岸２丁目,2629,0.16,16431,1212,216.9
103011,1310300203,103,002,03,,,,,●,50,002003,港区,海岸,海岸３丁目,海岸３丁目,13323,0.59,22581,4221,315.6
103012,1310300300,103,003,00,,,,●,,40,0030,港区,東新橋,,東新橋,49551,0.32,154847,2383,2079.4
103013,1310300301,103,003,01,,,,,●,50,003001,港区,東新橋,東新橋１丁目,東新橋１丁目,44571,0.24,185713,1752,2544.0
103014,1310300302,103,003,02,,,,,●,50,003002,港区,東新橋,東新橋２丁目,東新橋２丁目,4980,0.08,62250,631,789.2
103015,1310300400,103,004,00,,,,●,,40,0040,港区,新橋,,新橋,43025,0.47,91543,2776,1549.9
103016,1310300401,103,004,01,,,,,●,50,,港区,新橋,新橋１丁目,新橋１丁目,5412,0.07,77314,5,108240.0
103017,1310300402,103,004,02,,,,,●,50,004002,港区,新橋,新橋２丁目,新橋２丁目,9129,0.11,82991,94,9711.7
103018,1310300403,103,004,03,,,,,●,50,004003,港区,新橋,新橋３丁目,新橋３丁目,5280,0.06,88000,193,2735.8
103019,1310300404,103,004,04,,,,,●,50,004004,港区,新橋,新橋４丁目,新橋４丁目,4253,0.07,60757,515,825.8
103020,1310300405,103,004,05,,,,,●,50,004005,港区,新橋,新橋５丁目,新橋５丁目,9101,0.08,113763,934,974.4
103021,1310300406,103,004,06,,,,,●,50,004006,港区,新橋,新橋６丁目,新橋６丁目,9850,0.08,123125,1035,951.7
103022,1310300500,103,005,00,,,,●,,40,0050,港区,西新橋,,西新橋,32802,0.31,105813,1621,2023.6
103023,1310300501,103,005,01,,,,,●,50,005001,港区,西新橋,西新橋１丁目,西新橋１丁目,13081,0.10,130810,283,4622.3
103024,1310300502,103,005,02,,,,,●,50,005002,港区,西新橋,西新橋２丁目,西新橋２丁目,9566,0.09,106289,418,2288.5
103025,1310300503,103,005,03,,,,,●,50,005003,港区,西新橋,西新橋３丁目,西新橋３丁目,10155,0.12,84625,920,1103.8
103026,1310300600,103,006,00,,,,●,,40,0060,港区,三田,,三田,58608,1.05,55817,19546,299.8
103027,1310300601,103,006,01,,,,,●,50,006001,港区,三田,三田１丁目,三田１丁目,10834,0.22,49246,4303,251.8
103028,1310300602,103,006,02,,,,,●,50,006002,港区,三田,三田２丁目,三田２丁目,23412,0.30,78040,4193,558.4
103029,1310300603,103,006,03,,,,,●,50,006003,港区,三田,三田３丁目,三田３丁目,16456,0.18,91422,1655,994.3
103030,1310300604,103,006,04,,,,,●,50,006004,港区,三田,三田４丁目,三田４丁目,4068,0.24,16950,3449,117.9
103031,1310300605,103,006,05,,,,,●,50,006005,港区,三田,三田５丁目,三田５丁目,3838,0.11,34891,5946,64.5
103032,1310300700,103,007,00,,,,●,,40,0070,港区,浜松町,,浜松町,19422,0.19,102221,2620,741.3
103033,1310300701,103,007,01,,,,,●,50,007001,港区,浜松町,浜松町１丁目,浜松町１丁目,8067,0.10,80670,2382,338.7
103034,1310300702,103,007,02,,,,,●,50,007002,港区,浜松町,浜松町２丁目,浜松町２丁目,11355,0.09,126167,238,4771.0
103035,1310300800,103,008,00,,,,●,,40,0080,港区,芝大門,,芝大門,15493,0.15,103287,1296,1195.4
103036,1310300801,103,008,01,,,,,●,50,008001,港区,芝大門,芝大門１丁目,芝大門１丁目,9143,0.08,114288,600,1523.8
103037,1310300802,103,008,02,,,,,●,50,008002,港区,芝大門,芝大門２丁目,芝大門２丁目,6350,0.07,90714,696,912.4
103038,1310300900,103,009,00,,,,●,,40,0090,港区,芝公園,,芝公園,21188,0.65,32597,1567,1352.1
103039,1310300901,103,009,01,,,,,●,50,009001,港区,芝公園,芝公園１丁目,芝公園１丁目,4005,0.07,57214,294,1362.2
103040,1310300902,103,009,02,,,,,●,50,009002,港区,芝公園,芝公園２丁目,芝公園２丁目,9025,0.10,90250,838,1077.0
103041,1310300903,103,009,03,,,,,●,50,009003,港区,芝公園,芝公園３丁目,芝公園３丁目,4570,0.22,20773,337,1356.1
103042,1310300904,103,009,04,,,,,●,50,009004,港区,芝公園,芝公園４丁目,芝公園４丁目,3588,0.26,13800,98,3661.2
103043,1310301000,103,010,00,,,,●,,40,0100,港区,虎ノ門,,虎ノ門,56619,0.51,111018,3794,1492.3
103044,1310301001,103,010,01,,,,,●,50,010001,港区,虎ノ門,虎ノ門１丁目,虎ノ門１丁目,19414,0.12,161783,617,3146.5
103045,1310301002,103,010,02,,,,,●,50,010002,港区,虎ノ門,虎ノ門２丁目,虎ノ門２丁目,11985,0.12,99875,15,79900.0
103046,1310301003,103,010,03,,,,,●,50,010003,港区,虎ノ門,虎ノ門３丁目,虎ノ門３丁目,9816,0.11,89236,2042,480.7
103047,1310301004,103,010,04,,,,,●,50,010004,港区,虎ノ門,虎ノ門４丁目,虎ノ門４丁目,12099,0.08,151238,760,1592.0
103048,1310301005,103,010,05,,,,,●,50,010005,港区,虎ノ門,虎ノ門５丁目,虎ノ門５丁目,3305,0.08,41313,360,918.1
103049,1310301100,103,011,00,,,,●,,40,0110,港区,愛宕,,愛宕,4681,0.07,66871,646,724.6
103050,1310301101,103,011,01,,,,,●,50,011001,港区,愛宕,愛宕１丁目,愛宕１丁目,623,0.03,20767,33,1887.9
103051,1310301102,103,011,02,,,,,●,50,011002,港区,愛宕,愛宕２丁目,愛宕２丁目,4058,0.04,101450,613,662.0
103052,1310301200,103,012,00,,,,●,○,41,0120,港区,麻布狸穴町,,麻布狸穴町,411,0.02,20550,700,58.7
103053,1310301300,103,013,00,,,,●,○,41,0130,港区,麻布永坂町,,麻布永坂町,257,0.05,5140,242,106.2
103054,1310301400,103,014,00,,,,●,,40,0140,港区,南麻布,,南麻布,20468,0.99,20675,17250,118.7
103055,1310301401,103,014,01,,,,,●,50,014001,港区,南麻布,南麻布１丁目,南麻布１丁目,3947,0.16,24669,4234,93.2
103056,1310301402,103,014,02,,,,,●,50,014002,港区,南麻布,南麻布２丁目,南麻布２丁目,4711,0.14,33650,4111,114.6
103057,1310301403,103,014,03,,,,,●,50,014003,港区,南麻布,南麻布３丁目,南麻布３丁目,3439,0.19,18100,3161,108.8
103058,1310301404,103,014,04,,,,,●,50,014004,港区,南麻布,南麻布４丁目,南麻布４丁目,3755,0.27,13907,3716,101.0
103059,1310301405,103,014,05,,,,,●,50,014005,港区,南麻布,南麻布５丁目,南麻布５丁目,4616,0.23,20070,2028,227.6
103060,1310301500,103,015,00,,,,●,,40,0150,港区,元麻布,,元麻布,6365,0.37,17203,5163,123.3
103061,1310301501,103,015,01,,,,,●,50,015001,港区,元麻布,元麻布１丁目,元麻布１丁目,995,0.09,11056,1211,82.2
103062,1310301502,103,015,02,,,,,●,50,015002,港区,元麻布,元麻布２丁目,元麻布２丁目,3153,0.14,22521,2112,149.3
103063,1310301503,103,015,03,,,,,●,50,015003,港区,元麻布,元麻布３丁目,元麻布３丁目,2217,0.14,15836,1840,120.5
103064,1310301600,103,016,00,,,,●,,40,0160,港区,西麻布,,西麻布,16778,0.58,28928,10745,156.1
103065,1310301601,103,016,01,,,,,●,50,016001,港区,西麻布,西麻布１丁目,西麻布１丁目,3847,0.10,38470,1584,242.9
103066,1310301602,103,016,02,,,,,●,50,016002,港区,西麻布,西麻布２丁目,西麻布２丁目,4025,0.13,30962,2737,147.1
103067,1310301603,103,016,03,,,,,●,50,016003,港区,西麻布,西麻布３丁目,西麻布３丁目,4942,0.18,27456,3206,154.1
103068,1310301604,103,016,04,,,,,●,50,016004,港区,西麻布,西麻布４丁目,西麻布４丁目,3964,0.17,23318,3218,123.2
103069,1310301700,103,017,00,,,,●,,40,0170,港区,六本木,,六本木,56089,1.15,48773,14007,400.4
103070,1310301701,103,017,01,,,,,●,50,017001,港区,六本木,六本木１丁目,六本木１丁目,11581,0.15,77207,2685,431.3
103071,1310301702,103,017,02,,,,,●,50,017002,港区,六本木,六本木２丁目,六本木２丁目,1727,0.07,24671,871,198.3
103072,1310301703,103,017,03,,,,,●,50,017003,港区,六本木,六本木３丁目,六本木３丁目,8864,0.18,49244,3209,276.2
103073,1310301704,103,017,04,,,,,●,50,017004,港区,六本木,六本木４丁目,六本木４丁目,3167,0.12,26392,1328,238.5
103074,1310301705,103,017,05,,,,,●,50,017005,港区,六本木,六本木５丁目,六本木５丁目,6466,0.19,34032,2079,311.0
103075,1310301706,103,017,06,,,,,●,50,017006,港区,六本木,六本木６丁目,六本木６丁目,18730,0.20,93650,1763,1062.4
103076,1310301707,103,017,07,,,,,●,50,017007,港区,六本木,六本木７丁目,六本木７丁目,5554,0.24,23142,2072,268.1
103077,1310301800,103,018,00,,,,●,,40,0180,港区,麻布台,,麻布台,5405,0.21,25738,1757,307.6
103078,1310301801,103,018,01,,,,,●,50,018001,港区,麻布台,麻布台１丁目,麻布台１丁目,2635,0.11,23955,190,1386.8
