"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100733","江東区","庚申塔　享保３年在銘","コウシントウ　キョウホウ３ネンザイメイ","","Koshin tower having the maker's name inscribed in 1718","江東区登録文化財","美術工芸","治兵衛稲荷神社","131083","","東京都江東区北砂3-21-11","東京都","江東区","北砂3丁目","21-11","","35.681664","139.830605","","","","","","","","1360073","1","基","4010605000225","治兵衛稲荷神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100734","江東区","力石　４個","チカライシ　４コ","","Chikaraishi and 4","江東区登録文化財","美術工芸","治兵衛稲荷神社","131083","","東京都江東区北砂3-21-11","東京都","江東区","北砂3丁目","21-11","","35.681664","139.830605","","","","","","","","1360073","4","個","4010605000225","治兵衛稲荷神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100735","江東区","観音供養塔　元禄15年在銘","カンノンクヨウトウ　ゲンロク１５ネンザイメイ","","Kannon votive pagoda and having the maker's name inscribed in 1702","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100736","江東区","弘法大師標柱　元治元年在銘","コウボウダイシヒョウチュウ　ゲンジガンネンザイメイ","","Kobodaishi leveling pole and 1864 having the maker's name inscribed","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100737","江東区","弘法大師標柱","コウボウダイシヒョウチュウ","","Kobodaishi leveling pole","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100738","江東区","厄除弘法大師持宝院標柱　天保10年在銘","ヤクヨケコウボウダイシジホウインヒョウチュウ　テンポウ１０ネンザイメイ","","yakuyoke Kobodaishi Jihoin leveling pole and having the maker's name inscribed in 1839","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100739","江東区","水盤　文化14年在銘","スイバン　ブンカ１４ネンザイメイ","","Basin having the maker's name inscribed in 1817","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100740","江東区","水盤　砂村高砂講奉納","スイバン　スナムラタカサゴコウホウノウ","","Basin Sunamura Takasago kou member of a religious association dedication","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100741","江東区","水盤　明治８年在銘","スイバン　メイジ８ネンザイメイ","","Basin having the maker's name inscribed in 1875","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100742","江東区","高砂講関係石造物群","タカサゴコウカンケイセキゾウブツグン","","Takasago kou member of a religious association related stonework group","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100743","江東区","水盤　大正３年在銘","スイバン　タイショウ３ネンザイメイ","","Basin having the maker's name inscribed in 1914","江東区登録文化財","美術工芸","亀高神社","131083","","東京都江東区北砂4-25-15","東京都","江東区","北砂4丁目","25-15","","35.679314","139.832791","","","","","","","","1360073","1","基","3010605000176","亀高神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100744","江東区","天水桶　大正９年在銘　一対","テンスイオケ　タイショウ９ネンザイメイ　イッツイ","","Rain barrel, having the maker's name inscribed in 1920 and one pair","江東区登録文化財","美術工芸","亀高神社","131083","","東京都江東区北砂4-25-15","東京都","江東区","北砂4丁目","25-15","","35.679314","139.832791","","","","","","","","1360073","1","対","3010605000176","亀高神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100745","江東区","百度石　昭和３年在銘","ヒャクドイシ　ショウワ３ネンザイメイ","","Hyakudo-stone and having the maker's name inscribed in 1928","江東区登録文化財","美術工芸","亀高神社","131083","","東京都江東区北砂4-25-15","東京都","江東区","北砂4丁目","25-15","","35.679314","139.832791","","","","","","","","1360073","1","基","3010605000176","亀高神社","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100746","江東区","水盤　寛延２年在銘","スイバン　カンエン２ネンザイメイ","","Basin having the maker's name inscribed in 1749","江東区登録文化財","美術工芸","亀守稲荷神社","131083","","東京都江東区北砂6-12","東京都","江東区","北砂6丁目","12","","35.683567","139.836259","","","","","","","","1360073","1","基","","亀守稲荷神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100747","江東区","百度石　昭和13年在銘","ヒャクドイシ　ショウワ１３ネンザイメイ","","Hyakudo-stone and having the maker's name inscribed in 1938","江東区登録文化財","美術工芸","亀守稲荷神社","131083","","東京都江東区北砂6-12","東京都","江東区","北砂6丁目","12","","35.683567","139.836259","","","","","","","","1360073","1","基","","亀守稲荷神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100748","江東区","鬼子母神道道標","キシモジンミチドウヒョウ","","Kishibojin way guidepost","江東区指定文化財","美術工芸","上妙寺","131083","","東京都江東区東砂1-4-6","東京都","江東区","東砂1丁目","4-6","","35.683128","139.840652","","","(03)3644-7835","","","","","1360074","1","基","","上妙寺","2012-04-06","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100749","江東区","題目供養塔","ダイモククヨウトウ","","Theme votive pagoda","江東区登録文化財","美術工芸","上妙寺","131083","","東京都江東区東砂1-4-6","東京都","江東区","東砂1丁目","4-6","","35.683128","139.840652","","","(03)3644-7835","","","","","1360074","1","基","","上妙寺","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100750","江東区","庚申塔　天保15年在銘","コウシントウ　テンポウ１５ネンザイメイ","","Koshin tower having the maker's name inscribed in 1844","江東区登録文化財","美術工芸","稲荷神社","131083","","東京都江東区東砂2-14-5","東京都","江東区","東砂2丁目","14-5","","35.686116","139.845888","","","","","","","","1360074","1","基","","稲荷神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100751","江東区","水盤　嘉永３年在銘","スイバン　カエイ３ネンザイメイ","","Basin having the maker's name inscribed in 1850","江東区登録文化財","美術工芸","稲荷神社","131083","","東京都江東区東砂2-14-5","東京都","江東区","東砂2丁目","14-5","","35.686116","139.845888","","","","","","","","1360074","1","基","","稲荷神社","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100752","江東区","水盤　浅野喜兵衛奉納","スイバン　アサノキヘエホウノウ","","Basin Kihei Asano dedication","江東区登録文化財","美術工芸","生田神社","131083","","東京都江東区東砂3-17-17","東京都","江東区","東砂3丁目","17-17","","35.681494","139.841778","","","","","","","","1360074","1","基","","生田神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100753","江東区","水盤　元文３年在銘","スイバン　ゲンブン３ネンザイメイ","","Basin having the maker's name inscribed in 1738","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂4-2-18","東京都","江東区","東砂4丁目","2-18","","35.677108","139.837507","","","","","","","","1360074","1","基","","天祖神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100754","江東区","力石","チカライシ","","Chikaraishi","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂4-2-18","東京都","江東区","東砂4丁目","2-18","","35.677108","139.837507","","","","","","","","1360074","1","個","","天祖神社","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100755","江東区","奉納額　元神明付近景観図　明治35年在銘","ホウノウガク　モトシンメイフキンケイカンズ　メイジ３５ネンザイメイ","","former cityscape figure around Motoshinmei and having the maker's name inscribed in 1902","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂4-2-18","東京都","江東区","東砂4丁目","2-18","","35.677108","139.837507","","","","","","","","1360074","1","面","","天祖神社","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100756","江東区","北向子育地蔵尊","キタムキコソダテジゾウソン","","Kitanuki-Kosodate Jizo","江東区登録文化財","美術工芸","北向子育地蔵堂","131083","","東京都江東区東砂4-3","東京都","江東区","東砂4丁目","3","","35.676924","139.837675","","","","","","","","1360074","1","躯","","北向子育地蔵堂","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100757","江東区","力石  12個","チカライシ　１２コ","","Chikaraishi and 12","江東区登録文化財","美術工芸","中田稲荷神社","131083","","東京都江東区東砂5-4-10","東京都","江東区","東砂5丁目","4-10","","35.676503","139.840635","","","","","","","","1360074","12","個","","中田稲荷神社","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/bunkazai/15856.html",""
"131083","131083100758","江東区","庚申塔　元禄14年在銘","コウシントウ　ゲンロク１４ネンザイメイ","","Koshin tower having the maker's name inscribed in 1701","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","1","基","","天祖神社","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100759","江東区","水神社石祠　天明４年在銘","スイジンジャセキシ　テンメイ４ネンザイメイ","","Suijin company stone small shrine and having the maker's name inscribed in 1784","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","1","基","","天祖神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100760","江東区","竜神社石祠　寛保元年在銘","リュウンシャセキシ　カンポウガンネンザイメイ","","Ryujin stone small shrine 1741 having the maker's name inscribed","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","1","基","","天祖神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100761","江東区","天神社石祠　天保４年在銘","テンジンシャセキシ　テンポウ４ネンザイメイ","","Tenjinsha stone small shrine and having the maker's name inscribed in 1833","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","1","基","","天祖神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100762","江東区","力石　４個","チカライシ　４コ","","Chikaraishi and 4","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","4","個","","天祖神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100763","江東区","湯立釜　八郎右衛門新田若者中奉納","ユタテガマ　ハチロウエモンシンデンワカモノチュウホウノウ","","Yudategama,Water heater Hachiro Uemon Nitta young people dedicated","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区東砂6-13-4","東京都","江東区","東砂6丁目","13-4","","35.673175","139.840955","","","","","","","","1360074","1","口","","天祖神社","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100764","江東区","庚申塔　正徳２年在銘","コウシントウ　ショウトク２ネンザイメイ","","Koshin tower having the maker's name inscribed in 1712","江東区登録文化財","美術工芸","子育地蔵堂","131083","","東京都江東区東砂7-12-2","東京都","江東区","東砂7丁目","12-2","","35.673093","139.840624","","","","","","","","1360074","1","基","","子育地蔵堂","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100765","江東区","子育地蔵　附地蔵堂建立碑","コソダテジゾウ　ツケタリジゾウドウコンリュウヒ","","Kosodate Jizo and Jizodo building monument","江東区登録文化財","美術工芸","子育地蔵堂","131083","","東京都江東区東砂7-12-2","東京都","江東区","東砂7丁目","12-2","","35.673093","139.840624","","","","","","","","1360074","1","躯","","子育地蔵堂","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100766","江東区","庚申塔　延宝３年在銘","コウシントウ　エンポウ３ネンザイメイ","","Koshin tower having the maker's name inscribed in 1675","江東区登録文化財","美術工芸","地蔵堂","131083","","東京都江東区南砂2-28-1","東京都","江東区","南砂2丁目","28-1","","35.675418","139.821618","","","","","","","","1360076","1","基","","地蔵堂","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100767","江東区","中央寺奉納桶・十能・火箸","チュウオウジホウノウオケ・ジュウノウ・ヒバシ","","The tub and brazier dedicated by Chuo-ji Temple and having the maker's name inscribed in 1784","江東区登録文化財","美術工芸","中央寺","131083","","東京都江東区南砂4-15-20","東京都","江東区","南砂4丁目","15-20","","35.672773","139.830761","","","(03)3644-6411","","","","","1360076","1","個;個;膳","","中央寺","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100768","江東区","水盤　文久２年在銘","スイバン　ブンキュウ２ネンザイメイ","","Central temple dedication tub, ten Noh plays and tongs","江東区登録文化財","美術工芸","中央寺","131083","","東京都江東区南砂4-15-20","東京都","江東区","南砂4丁目","15-20","","35.672773","139.830761","","","(03)3644-6411","","","","","1360076","1","基","","中央寺","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100769","江東区","秋葉三尺坊権現像","アキバサンジャクボウゴンゲンゾウ","","Akiba-Sanjakubou right image","江東区登録文化財","美術工芸","中央寺","131083","","東京都江東区南砂4-15-20","東京都","江東区","南砂4丁目","15-20","","35.672773","139.830761","","","(03)3644-6411","","","","","1360076","1","躯","","中央寺","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100770","江東区","弁財天石祠　天明４年在銘","ベンザイテンセキシ　テンメイ４ネンザイメイ","","Sarasvati stone small shrine and having the maker's name inscribed in 1784","江東区登録文化財","美術工芸","","131083","","東京都江東区南砂4","東京都","江東区","南砂4丁目","","","","","","","","","","","","1360076","1","個","","個人蔵","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100771","江東区","力石","チカライシ","","Chikaraishi","江東区登録文化財","美術工芸","江東区","131083","","東京都江東区南砂5-24地先仙台堀川公園内旧大石家住宅","東京都","江東区","南砂5丁目","24 地先仙台堀川公園内旧大石家住宅","","35.674424","139.835955","","","(03)3647-9819","","","","","1360076","1","基","6000020131083","江東区","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/bunkazai/15870.html",""
"131083","131083100772","江東区","元八まん道道標　有扇亭石文在銘","モトハチマンミチドウヒョウ　ウオウテイセキブンザイメイ","","Motohachiman guidepost and having the Uouteisekibun name inscribed","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100773","江東区","出羽三山碑　砂村講中奉納","デワサンザンヒ　スナムラコウチュウホウノウ","","Dewa Sanzan monument Sunamura member of a religious association dedication","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100774","江東区","砂町の富士塚","スナマチノフジヅカ","","Fujizuka in Suna-machi","江東区指定文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","2005-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/bunkazai/15877.html",""
"131083","131083100775","江東区","燈籠（残欠）　若者中奉納　一対","トウロウ（ザンケツ）　ワカモノチュウホウノウ　イッツイ","","Light basket (imperfection), dedication in the young people and one pair","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100776","江東区","力石　９個","チカライシ　９コ","","9 Chikaraishi","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","9","個","9010605000237","富賀岡八幡宮","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100777","江東区","力石　砂村稲荷神社旧蔵  ８個","チカライシ　スナムライナリジンジャキュウゾウ　８コ","","8 Chikaraishi, Sunamura Inarijinja old stock","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","8","個","9010605000237","富賀岡八幡宮","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100778","江東区","絵馬　寛政９年在銘","エマ　カンセイ９ネンザイメイ","","Votive picture tablet and having the maker's name inscribed in 1797","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","枚","9010605000237","富賀岡八幡宮","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100779","江東区","弁財天石祠　寛政元年在銘","ベンザイテンセキシ　カンセイガンネンザイメイ","","Sarasvati stone small shrine 1789 having the maker's name inscribed","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100780","江東区","浅間神社石祠　明治29年在銘","センゲンジンジャセキシ　メイジ２９ネンザイメイ","","Sengen Jinja Shrine stone small shrine and having the maker's name inscribed in 1896","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100781","江東区","獅子頭　一対","シシガシラ　イッツイ","","Lion mask one pair","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100782","江東区","小御嶽神社　明治26年在銘","コミタケジンジャ　メイジ２６ネンザイメイ","","Kootake-jinja having the maker's name inscribed in 1893","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100783","江東区","庚申塔　宝暦６年在銘","コウシントウ　ホウレキ６ネンザイメイ","","Koshin tower having the maker's name inscribed in 1756","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100784","江東区","天水桶　明治35年在銘一対","テンスイオケ　メイジ３５ネンザイメイ","","Rain barrel, having the maker's name inscribed in 1902 and one pair","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100785","江東区","深川十講碑　昭和８年在銘","フカガワジュッコウヒ　ショウワ８ネンザイメイ","","Fukagawa juukou member of a religious association monument and having the maker's name inscribed in 1933","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100786","江東区","元祖山吉御水講中碑　昭和８年在銘","ガンソヤマキチオミズコウチュウヒ　ショウワ８ネンザイメイ","","Gansoyamayoshiomizukou member of a religious association monument and having the maker's name inscribed in 1933","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100787","江東区","山吉丸す講改築紀念碑　昭和８年在銘","ヤマキチマルスコウカイチクキネンヒ　ショウワ８ネンザイメイ","","Yamayoshi Maru SU kou reconstruction period sense monument and having the maker's name inscribed in 1933","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100788","江東区","水盤　昭和14年在銘","スイバン　ショウワ１４ネンザイメイ","","Basin having the maker's name inscribed in 1939","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100789","江東区","出羽三山碑　村井鍋次郎奉納","デワサンザンヒ　ムライナベジロウホウノウ","","Dewa Sanzan monument Murai-nabeJiro dedication","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
"131083","131083100790","江東区","山吉講同行碑　石崎甚兵衛他奉納","ヤマキチコウドウギョウヒ　イシザキジンベエホカホウノウ","","Yayoshi-kou member of a religious association monument and Ishizaki-Jinbei and other ones dedication","江東区登録文化財","美術工芸","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13484.html",""
